,who,recorded,a,version,of,the,doctor,who,theme,with,spoken,lyrics,in,the,1970,'s,?
in,0.2792111933231354,0.27585887908935547,0.539380669593811,0.19599339365959167,0.5696388483047485,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.21164380013942719,0.4080928862094879,0.23523610830307007,0.12233170121908188,1.0,0.6662389636039734,0.052265819162130356,-0.037580832839012146,0.20430970191955566
the,0.3733934462070465,0.2759207487106323,0.5829201340675354,0.27268242835998535,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.2470158040523529,0.4223487675189972,0.31125280261039734,0.1303246021270752,0.6662389636039734,1.0,0.013761552982032299,-0.01540423184633255,0.22068053483963013
early,0.23985694348812103,0.3055270314216614,0.2710886299610138,0.21265244483947754,0.30937549471855164,0.34442198276519775,0.11427591741085052,0.23985694348812103,0.1644352674484253,0.23919914662837982,0.1996910274028778,0.10226838290691376,0.34672921895980835,0.34442198276519775,0.07963394373655319,0.03384959325194359,0.15272949635982513
1970s,0.02405538223683834,-0.007092194631695747,-0.008740115910768509,-0.028981888666749,0.060115184634923935,0.004102230537682772,6.336247315630317e-05,0.02405538223683834,-0.04088307172060013,0.015857474878430367,0.005656929686665535,0.04050391539931297,0.057396724820137024,0.004102230537682772,0.43352454900741577,0.019194331020116806,0.03861190751194954
",",0.3365725874900818,0.2596049904823303,0.427140474319458,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.21865783631801605,0.4120737314224243,0.29795920848846436,0.2168533354997635,0.5201468467712402,0.4933079481124878,0.10338303446769714,-0.0016132977325469255,0.31091248989105225
jon,0.2891683280467987,0.1342652291059494,0.23075230419635773,0.16474531590938568,0.08789495378732681,0.153504878282547,0.20655249059200287,0.2891683280467987,0.1419820636510849,0.19898687303066254,0.1431492269039154,0.19982005655765533,0.14590106904506683,0.153504878282547,0.015079027973115444,-0.020226851105690002,0.1621117740869522
pertwee,0.3819985091686249,0.21627314388751984,0.2699649930000305,0.19022183120250702,0.2473498284816742,0.27593860030174255,0.425896018743515,0.3819985091686249,0.2102724313735962,0.24122467637062073,0.22792601585388184,0.257528156042099,0.26911041140556335,0.27593860030174255,0.03889678046107292,-0.04366963356733322,0.21838203072547913
",",0.3365725874900818,0.2596049904823303,0.427140474319458,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.21865783631801605,0.4120737314224243,0.29795920848846436,0.2168533354997635,0.5201468467712402,0.4933079481124878,0.10338303446769714,-0.0016132977325469255,0.31091248989105225
who,0.9999998807907104,0.18934021890163422,0.36608949303627014,0.17217524349689484,0.2827862501144409,0.3733934462070465,0.3504868149757385,0.9999998807907104,0.1836521327495575,0.3282766342163086,0.21795330941677094,0.14852160215377808,0.2792111933231354,0.3733934462070465,-0.0008222789620049298,0.05599616840481758,0.26220351457595825
had,0.36173108220100403,0.34789225459098816,0.34897568821907043,0.20073217153549194,0.37755560874938965,0.3875846862792969,0.19423192739486694,0.36173108220100403,0.2012919783592224,0.4739086329936981,0.18936946988105774,0.14565782248973846,0.385026752948761,0.3875846862792969,0.05422767624258995,-0.004401352722197771,0.20728366076946259
played,0.26104769110679626,0.32021233439445496,0.2472371906042099,0.2029813677072525,0.21120788156986237,0.2603478729724884,0.20600740611553192,0.26104769110679626,0.25797566771507263,0.24504201114177704,0.24030813574790955,0.20452387630939484,0.27605336904525757,0.2603478729724884,0.08620608597993851,0.03920676186680794,0.14096300303936005
the,0.3733934462070465,0.2759207487106323,0.5829201340675354,0.27268242835998535,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.2470158040523529,0.4223487675189972,0.31125280261039734,0.1303246021270752,0.6662389636039734,1.0,0.013761552982032299,-0.01540423184633255,0.22068053483963013
third,0.20739443600177765,0.22757670283317566,0.35260438919067383,0.1937885582447052,0.30602210760116577,0.4229298532009125,0.19177944958209991,0.20739443600177765,0.22835229337215424,0.25535592436790466,0.17763593792915344,0.06242837384343147,0.3309578001499176,0.4229298532009125,-0.031433168798685074,-0.00712791969999671,0.15394791960716248
doctor,0.3504868149757385,0.16028553247451782,0.22883038222789764,0.16003715991973877,0.16895952820777893,0.2820442318916321,0.9999999403953552,0.3504868149757385,0.17665699124336243,0.17277967929840088,0.1329459547996521,0.1071527823805809,0.25567495822906494,0.2820442318916321,0.10485178977251053,0.031664930284023285,0.1462511420249939
",",0.3365725874900818,0.2596049904823303,0.427140474319458,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.21865783631801605,0.4120737314224243,0.29795920848846436,0.2168533354997635,0.5201468467712402,0.4933079481124878,0.10338303446769714,-0.0016132977325469255,0.31091248989105225
recorded,0.18934021890163422,0.9999998807907104,0.21145537495613098,0.30014508962631226,0.21896186470985413,0.2759207487106323,0.16028553247451782,0.18934021890163422,0.17997701466083527,0.30649667978286743,0.2672526240348816,0.26456689834594727,0.27585887908935547,0.2759207487106323,0.04601512849330902,-0.01750672608613968,0.19213420152664185
a,0.36608949303627014,0.21145537495613098,1.0,0.27132871747016907,0.5052502155303955,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.2278088480234146,0.3783375024795532,0.21272970736026764,0.07978776097297668,0.539380669593811,0.5829201340675354,-0.04693519324064255,0.04866964742541313,0.23916715383529663
version,0.17217524349689484,0.30014508962631226,0.27132871747016907,1.0000001192092896,0.14166875183582306,0.27268242835998535,0.16003715991973877,0.17217524349689484,0.3038923144340515,0.2542000412940979,0.2040407955646515,0.24177567660808563,0.19599339365959167,0.27268242835998535,-0.06254749000072479,-0.009124638512730598,0.2573966085910797
of,0.2827862501144409,0.21896186470985413,0.5052502155303955,0.14166875183582306,1.0,0.733189046382904,0.16895952820777893,0.2827862501144409,0.17537155747413635,0.41827285289764404,0.25567829608917236,0.14573930203914642,0.5696388483047485,0.733189046382904,0.12830553948879242,-0.03817026689648628,0.1826142966747284
the,0.3733934462070465,0.2759207487106323,0.5829201340675354,0.27268242835998535,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.2470158040523529,0.4223487675189972,0.31125280261039734,0.1303246021270752,0.6662389636039734,1.0,0.013761552982032299,-0.01540423184633255,0.22068053483963013
doctor,0.3504868149757385,0.16028553247451782,0.22883038222789764,0.16003715991973877,0.16895952820777893,0.2820442318916321,0.9999999403953552,0.3504868149757385,0.17665699124336243,0.17277967929840088,0.1329459547996521,0.1071527823805809,0.25567495822906494,0.2820442318916321,0.10485178977251053,0.031664930284023285,0.1462511420249939
who,0.9999998807907104,0.18934021890163422,0.36608949303627014,0.17217524349689484,0.2827862501144409,0.3733934462070465,0.3504868149757385,0.9999998807907104,0.1836521327495575,0.3282766342163086,0.21795330941677094,0.14852160215377808,0.2792111933231354,0.3733934462070465,-0.0008222789620049298,0.05599616840481758,0.26220351457595825
