,what,gender,is,less,willing,to,travel,or,relocate,for,work,?
on,0.34226128458976746,0.1559171974658966,0.3635730445384979,0.24623660743236542,0.2852019965648651,0.41031414270401,0.22256895899772644,0.2897229492664337,0.18562406301498413,0.36199691891670227,0.26663315296173096,0.2714994251728058
average,0.24068789184093475,0.21841080486774445,0.2669461667537689,0.3721015155315399,0.23078210651874542,0.2572915256023407,0.16403022408485413,0.22127775847911835,0.03722326084971428,0.20724235475063324,0.15537771582603455,0.21764592826366425
",",0.3087472915649414,0.21584902703762054,0.4691906273365021,0.28111666440963745,0.2787826955318451,0.44245919585227966,0.2159072756767273,0.3769497275352478,0.2315576821565628,0.4464869201183319,0.3283594250679016,0.31091248989105225
women,0.14828920364379883,0.4116610288619995,0.20067402720451355,0.21103228628635406,0.19207321107387543,0.24881750345230103,0.14139948785305023,0.20650714635849,0.13929972052574158,0.255394846200943,0.20667950809001923,0.1616753786802292
are,0.29724663496017456,0.23188260197639465,0.5330929756164551,0.37797531485557556,0.22297969460487366,0.3504326641559601,0.2293887734413147,0.5374364256858826,0.1827489733695984,0.3895993232727051,0.26678818464279175,0.24591213464736938
more,0.3484537899494171,0.24686665832996368,0.2946030795574188,0.7355562448501587,0.379745751619339,0.47084665298461914,0.24872469902038574,0.41612157225608826,0.22796988487243652,0.3891189992427826,0.3156890571117401,0.27894994616508484
likely,0.4101858139038086,0.2728458344936371,0.2638912796974182,0.492017924785614,0.4256204664707184,0.41562584042549133,0.15226496756076813,0.43836501240730286,0.10747861862182617,0.2984500229358673,0.21401672065258026,0.35971182584762573
than,0.29388150572776794,0.20248664915561676,0.2839990258216858,0.7410463690757751,0.3272499740123749,0.3192550539970398,0.24292364716529846,0.5002588033676147,0.17778033018112183,0.30793827772140503,0.26871100068092346,0.24917294085025787
men,0.18620994687080383,0.3358062207698822,0.172279953956604,0.2372189462184906,0.23474648594856262,0.24045762419700623,0.144979789853096,0.27175578474998474,0.1881926953792572,0.25245723128318787,0.20637211203575134,0.1408759206533432
to,0.455847829580307,0.23450952768325806,0.42745086550712585,0.38397523760795593,0.48565617203712463,1.0,0.324314147233963,0.38921234011650085,0.37035825848579407,0.4451248347759247,0.3482864499092102,0.29463258385658264
consider,0.44261306524276733,0.25375473499298096,0.32138293981552124,0.33652248978614807,0.4493577778339386,0.3287919759750366,0.18480364978313446,0.3235694468021393,0.21500378847122192,0.3704085350036621,0.3115710914134979,0.37281370162963867
factors,0.2665930688381195,0.31026437878608704,0.23428019881248474,0.34989863634109497,0.28125983476638794,0.2741186320781708,0.1253383308649063,0.2834587097167969,0.11631959676742554,0.2857717275619507,0.2670139968395233,0.2019491046667099
other,0.341873437166214,0.2856695055961609,0.25895947217941284,0.3979056775569916,0.3357016146183014,0.4193183183670044,0.25378674268722534,0.5325124859809875,0.22066929936408997,0.3273986279964447,0.29067906737327576,0.24682199954986572
than,0.29388150572776794,0.20248664915561676,0.2839990258216858,0.7410463690757751,0.3272499740123749,0.3192550539970398,0.24292364716529846,0.5002588033676147,0.17778033018112183,0.30793827772140503,0.26871100068092346,0.24917294085025787
pay,0.2870062291622162,0.15415158867835999,0.12657347321510315,0.21280670166015625,0.3486555814743042,0.26723966002464294,0.2578958570957184,0.2622945308685303,0.19706089794635773,0.24382255971431732,0.26512572169303894,0.19821009039878845
when,0.4700249433517456,0.1586393415927887,0.3471449911594391,0.37969323992729187,0.27842965722084045,0.5423505902290344,0.25768566131591797,0.417120099067688,0.2443251758813858,0.43402108550071716,0.2500542998313904,0.22841128706932068
looking,0.39359530806541443,0.2549832761287689,0.19272714853286743,0.21188221871852875,0.38814303278923035,0.31572988629341125,0.2790703773498535,0.27452751994132996,0.14777052402496338,0.3032892048358917,0.28814271092414856,0.2733345925807953
for,0.3017193675041199,0.24975889921188354,0.43268078565597534,0.3358951508998871,0.3350007236003876,0.4451248347759247,0.23101238906383514,0.4111599624156952,0.23346543312072754,0.9999999403953552,0.4087657630443573,0.264628142118454
work,0.3762225806713104,0.1956709325313568,0.22475390136241913,0.22482573986053467,0.3731563687324524,0.3482864499092102,0.26950621604919434,0.289409875869751,0.2359546720981598,0.4087657630443573,1.0,0.2621155381202698
",",0.3087472915649414,0.21584902703762054,0.4691906273365021,0.28111666440963745,0.2787826955318451,0.44245919585227966,0.2159072756767273,0.3769497275352478,0.2315576821565628,0.4464869201183319,0.3283594250679016,0.31091248989105225
and,0.31309178471565247,0.2679629623889923,0.3859752118587494,0.35327455401420593,0.319783478975296,0.48971283435821533,0.24324584007263184,0.4713204801082611,0.25738105177879333,0.5064792633056641,0.37551814317703247,0.20544172823429108
may,0.25739946961402893,0.22797827422618866,0.322792649269104,0.25377562642097473,0.29577648639678955,0.391582727432251,0.16014917194843292,0.399771511554718,0.11235249042510986,0.29255861043930054,0.23467938601970673,0.2768254578113556
be,0.3929833769798279,0.2560628652572632,0.4819129705429077,0.4184514582157135,0.3473934531211853,0.4972836375236511,0.27374184131622314,0.5260903835296631,0.2095300853252411,0.3801851272583008,0.34449198842048645,0.3324260413646698
less,0.31119704246520996,0.19684304296970367,0.3123510479927063,1.0,0.3291780650615692,0.38397523760795593,0.28114742040634155,0.40981101989746094,0.18771879374980927,0.3358951508998871,0.22482573986053467,0.22418740391731262
willing,0.4653003215789795,0.29548826813697815,0.18537743389606476,0.3291780650615692,1.0,0.48565617203712463,0.23604746162891388,0.3141269087791443,0.3184872269630432,0.3350007236003876,0.3731563687324524,0.4091795086860657
to,0.455847829580307,0.23450952768325806,0.42745086550712585,0.38397523760795593,0.48565617203712463,1.0,0.324314147233963,0.38921234011650085,0.37035825848579407,0.4451248347759247,0.3482864499092102,0.29463258385658264
travel,0.19747209548950195,0.1689930409193039,0.20692875981330872,0.28114742040634155,0.23604746162891388,0.324314147233963,1.0,0.22116240859031677,0.2956385314464569,0.23101238906383514,0.26950621604919434,0.10014409571886063
or,0.33867141604423523,0.3436945080757141,0.41870999336242676,0.40981101989746094,0.3141269087791443,0.38921234011650085,0.22116240859031677,1.0000001192092896,0.13561345636844635,0.4111599624156952,0.289409875869751,0.32389625906944275
relocate,0.24819636344909668,0.13229714334011078,0.14106033742427826,0.18771879374980927,0.3184872269630432,0.37035825848579407,0.2956385314464569,0.13561345636844635,1.0000001192092896,0.23346543312072754,0.2359546720981598,0.13085536658763885
.,0.3567904531955719,0.2381640076637268,0.4569662809371948,0.32668155431747437,0.2754655182361603,0.4645031690597534,0.22954578697681427,0.36683785915374756,0.22538664937019348,0.4726039469242096,0.33121398091316223,0.4130953550338745
