,how,many,firms,were,existing,in,2005,?
as,0.33782753348350525,0.4070141911506653,0.28902846574783325,0.3025437891483307,0.2994588613510132,0.3887844979763031,0.019447719678282738,0.27043893933296204
of,0.2480744868516922,0.37253960967063904,0.23259897530078888,0.34038281440734863,0.30417704582214355,0.5696388483047485,0.017815761268138885,0.1826142966747284
2005,0.03437461704015732,0.10787120461463928,-0.08766874670982361,0.14405988156795502,0.00918574258685112,0.009931974112987518,1.0,0.10709824413061142
",",0.22659391164779663,0.40610817074775696,0.20413024723529816,0.36755475401878357,0.2549736201763153,0.5201468467712402,0.11050146818161011,0.31091248989105225
there,0.3328511416912079,0.4993700683116913,0.25509780645370483,0.4359818994998932,0.4004098176956177,0.5361666083335876,0.04571054130792618,0.29405656456947327
were,0.2082374095916748,0.4804460406303406,0.19980089366436005,1.0000001192092896,0.27735456824302673,0.3815755248069763,0.14405988156795502,0.17890112102031708
about,0.44264400005340576,0.3800397515296936,0.08993639796972275,0.29814305901527405,0.25380587577819824,0.39797019958496094,0.0832323357462883,0.302409827709198
"667,000",-0.028736509382724762,-0.04951724410057068,-0.05522850528359413,-0.08552279323339462,-0.07923725992441177,-0.001391343423165381,-0.017970016226172447,-0.033252179622650146
firms,0.19194918870925903,0.2960876226425171,0.9999998807907104,0.19980089366436005,0.322539746761322,0.2437836080789566,-0.08766874670982361,0.1337330937385559
employing,0.2604271173477173,0.3419658839702606,0.4118640422821045,0.24849674105644226,0.40640637278556824,0.24749363958835602,0.022887278348207474,0.162472665309906
1,-0.28593507409095764,-0.19133886694908142,-0.19622983038425446,-0.20452795922756195,-0.20457516610622406,-0.10660158097743988,-0.17038306593894958,-0.249979168176651
million,0.21114659309387207,0.3520967364311218,0.18821294605731964,0.25957414507865906,0.21982502937316895,0.2596224844455719,0.11316007375717163,0.23092924058437347
contractors,0.23195868730545044,0.26776108145713806,0.4333948493003845,0.27049827575683594,0.2622007727622986,0.20235131680965424,-0.06970595568418503,0.10574613511562347
(,0.1676948219537735,0.1455259770154953,0.08396552503108978,0.14743882417678833,0.1612914800643921,0.3087427020072937,0.11327322572469711,0.40561532974243164
"200,000",0.025636112317442894,-0.05824293568730354,0.021893974393606186,-0.08541849255561829,-0.02324427105486393,0.04889736324548721,0.028039731085300446,-0.020140642300248146
general,0.19638104736804962,0.21976788341999054,0.14123818278312683,0.16518442332744598,0.1578843742609024,0.259066641330719,0.04178748279809952,0.1972234547138214
contractors,0.23195868730545044,0.26776108145713806,0.4333948493003845,0.27049827575683594,0.2622007727622986,0.20235131680965424,-0.06970595568418503,0.10574613511562347
",",0.22659391164779663,0.40610817074775696,0.20413024723529816,0.36755475401878357,0.2549736201763153,0.5201468467712402,0.11050146818161011,0.31091248989105225
"38,000",0.003619760274887085,0.030950719490647316,-0.019611600786447525,0.04866938665509224,0.03384161368012428,0.146682009100914,0.05279853194952011,0.09688519686460495
heavy,0.18659134209156036,0.3057643175125122,0.17475757002830505,0.24747426807880402,0.10667447745800018,0.2047721892595291,0.015760300680994987,0.16717074811458588
",",0.22659391164779663,0.40610817074775696,0.20413024723529816,0.36755475401878357,0.2549736201763153,0.5201468467712402,0.11050146818161011,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2894735038280487,0.42175528407096863,0.26408615708351135,0.4954058527946472,0.05766887590289116,0.20544172823429108
"432,000",-0.10262631624937057,0.010100810788571835,-0.006442750804126263,-0.0033274474553763866,0.01791887916624546,0.14847400784492493,0.08171465247869492,-0.1005941852927208
specialty,0.23379886150360107,0.3370560109615326,0.2651275098323822,0.1822870522737503,0.22030776739120483,0.3128163814544678,-0.031156420707702637,0.21990764141082764
),0.17939934134483337,0.16602720320224762,0.06800664961338043,0.1566188633441925,0.17840810120105743,0.3326910734176636,0.12896914780139923,0.42300865054130554
;,0.07230665534734726,0.11763367056846619,0.037924859672784805,0.14040996134281158,0.08888418227434158,0.092739537358284,-0.057350389659404755,0.10349778085947037
the,0.33890387415885925,0.4335206151008606,0.2687743306159973,0.3906462490558624,0.36013904213905334,0.6662389636039734,0.037273142486810684,0.22068053483963013
average,0.2824462950229645,0.212912455201149,0.14670096337795258,0.17036251723766327,0.16401395201683044,0.23465414345264435,0.0016741235740482807,0.21764592826366425
contractor,0.19767753779888153,0.13436339795589447,0.3711008131504059,0.16379518806934357,0.2057618796825409,0.2124609500169754,-0.05622643977403641,0.07686037570238113
employed,0.25653013586997986,0.26761385798454285,0.3176066279411316,0.26254522800445557,0.24470163881778717,0.2670619785785675,0.012138362973928452,0.1261894851922989
fewer,0.276835173368454,0.46145808696746826,0.17419059574604034,0.35701701045036316,0.31678512692451477,0.28511932492256165,0.026800718158483505,0.16989107429981232
than,0.29763275384902954,0.39069414138793945,0.22024525701999664,0.2885614037513733,0.35306960344314575,0.3270052373409271,0.017162906005978584,0.24917294085025787
10,0.09177426248788834,0.3056783974170685,0.07176056504249573,0.24970363080501556,0.061603911221027374,0.22690178453922272,0.10593497008085251,0.022911956533789635
employees,0.2363148033618927,0.22650405764579773,0.41612252593040466,0.2454012781381607,0.24666498601436615,0.2185000777244568,-0.09171755611896515,0.2076551467180252
.,0.3287222981452942,0.3974229395389557,0.1992122232913971,0.3378238379955292,0.28165051341056824,0.5591574311256409,0.0678042471408844,0.4130953550338745
