,what,did,the,warsaw,confederation,formally,establish,in,1573,?
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22642600536346436,0.24201244115829468,0.2996116280555725,0.25682297348976135,1.0,0.056886352598667145,0.20430970191955566
1573,-0.0595410130918026,-0.03174416720867157,-0.00739999208599329,0.03601512312889099,-0.017349179834127426,0.012762620113790035,-0.06404855847358704,0.056886352598667145,0.9999999403953552,0.0022641574032604694
the,0.42745697498321533,0.34736719727516174,1.0,0.23137180507183075,0.338320255279541,0.3323594629764557,0.31343501806259155,0.6662389636039734,-0.00739999208599329,0.22068053483963013
city,0.17493832111358643,0.12266099452972412,0.35769423842430115,0.25006377696990967,0.23679640889167786,0.17496298253536224,0.19313988089561462,0.3911624252796173,-0.05296650156378746,0.13423943519592285
gave,0.14222867786884308,0.4154756963253021,0.32555076479911804,0.10647881776094437,0.16743846237659454,0.1992344856262207,0.23930226266384125,0.24152803421020508,-0.05560555309057236,0.1910865753889084
its,0.30393704771995544,0.19922670722007751,0.559237003326416,0.19152112305164337,0.2323247641324997,0.2620019316673279,0.2540039122104645,0.3793783485889435,0.002745745237916708,0.15103481709957123
name,0.18623162806034088,0.17557460069656372,0.3171212375164032,0.07886209338903427,0.2089434415102005,0.2166355699300766,0.09018515050411224,0.2459065467119217,-0.011085224337875843,0.15381577610969543
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1953994333744049,0.21473395824432373,0.2944337725639343,0.32019129395484924,0.45010748505592346,0.015654928982257843,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,1.0,0.23137180507183075,0.338320255279541,0.3323594629764557,0.31343501806259155,0.6662389636039734,-0.00739999208599329,0.22068053483963013
warsaw,0.10373849421739578,0.1939365565776825,0.23137180507183075,1.0,0.28790679574012756,0.17860935628414154,0.1752617359161377,0.22642600536346436,0.03601512312889099,0.09769917279481888
confederation,0.1672668308019638,0.18002651631832123,0.338320255279541,0.28790679574012756,1.0000001192092896,0.3448668420314789,0.2953391969203949,0.24201244115829468,-0.017349179834127426,0.1559038907289505
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.25300899147987366,0.23066601157188416,0.2899072468280792,0.19669954478740692,0.5201468467712402,-0.020754370838403702,0.31091248989105225
formally,0.19840256869792938,0.18397410213947296,0.3323594629764557,0.17860935628414154,0.3448668420314789,1.0000001192092896,0.2706298828125,0.2996116280555725,0.012762620113790035,0.1371411830186844
establishing,0.1974942833185196,0.19417203962802887,0.3532279133796692,0.13249093294143677,0.3237861096858978,0.3307301700115204,0.8143178224563599,0.284413605928421,-0.04492584988474846,0.1457604318857193
religious,0.26794421672821045,0.2198762446641922,0.22950971126556396,0.15114745497703552,0.19549037516117096,0.18670353293418884,0.25266700983047485,0.24099457263946533,0.017658725380897522,0.15727058053016663
freedom,0.21405836939811707,0.21706336736679077,0.24307598173618317,0.23740680515766144,0.27991408109664917,0.13286876678466797,0.19643232226371765,0.18632450699806213,-0.011194801889359951,0.1626027375459671
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22642600536346436,0.24201244115829468,0.2996116280555725,0.25682297348976135,1.0,0.056886352598667145,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.23137180507183075,0.338320255279541,0.3323594629764557,0.31343501806259155,0.6662389636039734,-0.00739999208599329,0.22068053483963013
polish–lithuanian,0.19602914154529572,0.204283207654953,0.35509294271469116,0.5739424228668213,0.37386104464530945,0.2726086378097534,0.25087541341781616,0.25090235471725464,0.049172740429639816,0.1877656877040863
commonwealth,0.1751948744058609,0.14687210321426392,0.3297852873802185,0.2659563720226288,0.4122650921344757,0.35189270973205566,0.2651081383228302,0.2471591830253601,0.00044608302414417267,0.13252873718738556
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.26825499534606934,0.2577512562274933,0.2350444495677948,0.2126183956861496,0.5591574311256409,0.036038972437381744,0.4130953550338745
