,who,conducted,the,2011,online,vote,?
a,0.36608949303627014,0.1929338276386261,0.5829201340675354,0.03359675034880638,0.20674628019332886,0.21813347935676575,0.23916715383529663
2012,0.23490679264068604,0.08301873505115509,0.46885523200035095,-0.004379379563033581,0.13046151399612427,0.17766349017620087,0.18042556941509247
article,0.2547345757484436,0.15419018268585205,0.3329811692237854,-0.022848868742585182,0.3382652997970581,0.33758240938186646,0.4948462247848511
placed,0.1622145026922226,0.2337857037782669,0.38702741265296936,0.04498467966914177,0.11857783049345016,0.13363704085350037,0.18964257836341858
this,0.3345087468624115,0.22662962973117828,0.6274310946464539,0.0691872388124466,0.18426042795181274,0.31675276160240173,0.3155723512172699
childhood,0.2536155581474304,0.1173115074634552,0.21581587195396423,-0.04116467386484146,0.13250133395195007,0.07832735776901245,0.11606396734714508
juxtaposition,0.2893202006816864,0.345188170671463,0.39811399579048157,0.07930712401866913,0.1894102394580841,0.2730364501476288,0.24040789902210236
of,0.2827862501144409,0.22415050864219666,0.733189046382904,0.09709474444389343,0.19929544627666473,0.19845709204673767,0.1826142966747284
fear,0.22971247136592865,0.11404075473546982,0.23606698215007782,0.040386199951171875,0.13268645107746124,0.25319209694862366,0.2266579419374466
and,0.41279885172843933,0.2071675807237625,0.5171257257461548,0.0998905599117279,0.16058434545993805,0.1828758865594864,0.20544172823429108
thrill,0.189621701836586,0.16742616891860962,0.21610936522483826,0.04715372622013092,0.13443535566329956,0.12449133396148682,0.23373691737651825
``,0.02397952415049076,-0.04848722741007805,0.029072100296616554,0.08376037329435349,-0.12675468623638153,0.08675257116556168,0.0685480609536171
at,0.22096660733222961,0.2766328454017639,0.457212895154953,-0.017194323241710663,0.20598451793193817,0.14803512394428253,0.21978627145290375
the,0.3733934462070465,0.25795331597328186,1.0,0.07811610400676727,0.22717516124248505,0.22779929637908936,0.22068053483963013
center,0.09184163808822632,0.1447198987007141,0.29064592719078064,0.012721085920929909,0.2035641372203827,0.11734486371278763,0.12538520991802216
of,0.2827862501144409,0.22415050864219666,0.733189046382904,0.09709474444389343,0.19929544627666473,0.19845709204673767,0.1826142966747284
many,0.4149286150932312,0.23330867290496826,0.4335206151008606,0.17145752906799316,0.19279514253139496,0.14577564597129822,0.2124512493610382
people,0.3933800458908081,0.19017617404460907,0.36838498711586,0.09670346975326538,0.17865845561027527,0.28452056646347046,0.23739641904830933
's,0.05599616840481758,-0.011587770655751228,-0.01540423184633255,-0.07039705663919449,0.03594027832150459,0.022564241662621498,-0.023395681753754616
relationship,0.2678191661834717,0.09540849179029465,0.21018025279045105,-0.025599149987101555,0.08992527425289154,0.16077888011932373,0.11361731588840485
with,0.3282766342163086,0.2037583589553833,0.4223487675189972,0.062362536787986755,0.14799796044826508,0.12805518507957458,0.2433311939239502
the,0.3733934462070465,0.25795331597328186,1.0,0.07811610400676727,0.22717516124248505,0.22779929637908936,0.22068053483963013
show,0.2095358669757843,0.18877491354942322,0.319829523563385,0.0837109163403511,0.2167527675628662,0.19728627800941467,0.2520138621330261
'',0.024401003494858742,-0.021773580461740494,0.041273195296525955,0.008024569600820541,0.11380378901958466,-0.0031090988777577877,0.018684765323996544
",",0.3365725874900818,0.23980332911014557,0.4933079481124878,0.08851227909326553,0.1955561488866806,0.27201512455940247,0.31091248989105225
and,0.41279885172843933,0.2071675807237625,0.5171257257461548,0.0998905599117279,0.16058434545993805,0.1828758865594864,0.20544172823429108
a,0.36608949303627014,0.1929338276386261,0.5829201340675354,0.03359675034880638,0.20674628019332886,0.21813347935676575,0.23916715383529663
2011,0.023839345201849937,0.01094597764313221,0.07811610400676727,1.0,0.11294045299291611,-0.03649180009961128,0.005212190095335245
online,0.1755371391773224,0.18495123088359833,0.22717516124248505,0.11294045299291611,1.0,0.1583205908536911,0.2474360167980194
vote,0.3261251747608185,0.1558302491903305,0.22779929637908936,-0.03649180009961128,0.1583205908536911,1.0,0.2888886630535126
at,0.22096660733222961,0.2766328454017639,0.457212895154953,-0.017194323241710663,0.20598451793193817,0.14803512394428253,0.21978627145290375
digital,0.1301393359899521,0.10411392897367477,0.18361380696296692,0.13629871606826782,0.3473089039325714,0.17403315007686615,0.12982943654060364
spy,0.2958638668060303,0.07631364464759827,0.16499696671962738,-0.07586666196584702,0.1270655244588852,0.143289253115654,0.09503090381622314
deemed,0.28377267718315125,0.23615261912345886,0.23937971889972687,0.10632400959730148,0.17068785429000854,0.2754329442977905,0.23173536360263824
the,0.3733934462070465,0.25795331597328186,1.0,0.07811610400676727,0.22717516124248505,0.22779929637908936,0.22068053483963013
series,0.21484537422657013,0.13410356640815735,0.31376904249191284,0.003232794813811779,0.18107765913009644,0.12707781791687012,0.1709602326154709
the,0.3733934462070465,0.25795331597328186,1.0,0.07811610400676727,0.22717516124248505,0.22779929637908936,0.22068053483963013
``,0.02397952415049076,-0.04848722741007805,0.029072100296616554,0.08376037329435349,-0.12675468623638153,0.08675257116556168,0.0685480609536171
scariest,0.3341577649116516,0.24187813699245453,0.34830382466316223,0.001266554114408791,0.16959215700626373,0.1622404158115387,0.28393757343292236
tv,0.20096197724342346,0.1633576899766922,0.20034731924533844,0.015295367687940598,0.23275165259838104,0.1764255166053772,0.20290863513946533
show,0.2095358669757843,0.18877491354942322,0.319829523563385,0.0837109163403511,0.2167527675628662,0.19728627800941467,0.2520138621330261
of,0.2827862501144409,0.22415050864219666,0.733189046382904,0.09709474444389343,0.19929544627666473,0.19845709204673767,0.1826142966747284
