,what,satellite,enabled,sky,digital,to,launch,an,all,new,digital,service,?
this,0.5489566326141357,0.19854769110679626,0.3082788586616516,0.15060988068580627,0.1856827288866043,0.5759071707725525,0.28155717253685,0.41881775856018066,0.4746263027191162,0.3234144449234009,0.1856827288866043,0.2517107129096985,0.3155723512172699
was,0.22111038863658905,0.21137270331382751,0.21011066436767578,0.181777685880661,0.14947694540023804,0.3636345863342285,0.22367219626903534,0.3694365322589874,0.23179835081100464,0.2748313844203949,0.14947694540023804,0.22689001262187958,0.18412111699581146
subsequently,0.10897690057754517,0.12686246633529663,0.21726375818252563,0.09148554503917694,0.10625983774662018,0.29023027420043945,0.13668449223041534,0.17350542545318604,0.16426372528076172,0.16569100320339203,0.10625983774662018,0.1869564652442932,0.005594457965344191
followed,0.20169416069984436,0.11855438351631165,0.14139965176582336,0.05746600776910782,0.1588367372751236,0.23444271087646484,0.24133619666099548,0.20273111760616302,0.2687608599662781,0.11514970660209656,0.1588367372751236,0.16458961367607117,0.20567169785499573
by,0.2455483376979828,0.1882091760635376,0.19472377002239227,0.13224995136260986,0.17123854160308838,0.33534231781959534,0.1562509536743164,0.2719563841819763,0.2944089472293854,0.25394493341445923,0.17123854160308838,0.20538176596164703,0.17966607213020325
more,0.3484537899494171,0.11860734969377518,0.29404914379119873,0.08553937822580338,0.19834032654762268,0.47084665298461914,0.18552173674106598,0.316240519285202,0.39087146520614624,0.3023035526275635,0.19834032654762268,0.19709178805351257,0.27894994616508484
astra,0.16975583136081696,0.2982615828514099,0.10677237808704376,0.3241647481918335,0.20493097603321075,0.14707635343074799,0.2974703907966614,0.17652665078639984,0.13565891981124878,0.14107196033000946,0.20493097603321075,0.07831847667694092,0.1366768777370453
satellites,0.1955558806657791,0.888947069644928,0.2023031860589981,0.4027827978134155,0.39914512634277344,0.219989612698555,0.43419161438941956,0.18193624913692474,0.21389609575271606,0.1997692584991455,0.39914512634277344,0.290349543094635,0.18280646204948425
as,0.31749409437179565,0.1394777148962021,0.18516165018081665,0.18261636793613434,0.14300262928009033,0.42092081904411316,0.1635143756866455,0.37218472361564636,0.33195313811302185,0.24585270881652832,0.14300262928009033,0.21829554438591003,0.27043893933296204
well,0.4154493808746338,0.17838861048221588,0.20410697162151337,0.15492889285087585,0.1727001667022705,0.3422003388404846,0.14191678166389465,0.2743435502052307,0.42960748076438904,0.22021858394145966,0.1727001667022705,0.13545310497283936,0.24815571308135986
as,0.31749409437179565,0.1394777148962021,0.18516165018081665,0.18261636793613434,0.14300262928009033,0.42092081904411316,0.1635143756866455,0.37218472361564636,0.33195313811302185,0.24585270881652832,0.14300262928009033,0.21829554438591003,0.27043893933296204
eutelsat,0.2224126160144806,0.27545803785324097,0.16791865229606628,0.30939897894859314,0.21323756873607635,0.20548060536384583,0.1908796727657318,0.23549145460128784,0.2804376184940338,0.14429287612438202,0.21323756873607635,0.26678866147994995,0.23538944125175476
's,0.02692362666130066,0.1227913498878479,0.03810681402683258,0.054967135190963745,0.14468993246555328,0.03782717138528824,0.01992534101009369,0.025255560874938965,0.03181743621826172,-0.008355522528290749,0.14468993246555328,0.017307469621300697,-0.023395681753754616
eurobird,0.18408286571502686,0.17751182615756989,0.12769867479801178,0.2782983183860779,0.18851320445537567,0.22781842947006226,0.22388431429862976,0.1800551563501358,0.21846561133861542,0.18458586931228638,0.18851320445537567,0.19579508900642395,0.1959870308637619
1,-0.21266892552375793,-0.016574155539274216,-0.23940406739711761,-0.043031081557273865,-0.16289103031158447,-0.2769182622432709,-0.11333367228507996,-0.15245160460472107,-0.24701951444149017,-0.12179357558488846,-0.16289103031158447,-0.12019693851470947,-0.249979168176651
(,0.2411840260028839,0.17470206320285797,0.1780681312084198,0.17148615419864655,0.1653749644756317,0.30882009863853455,0.1447298526763916,0.286407470703125,0.28167209029197693,0.24608564376831055,0.1653749644756317,0.13752473890781403,0.40561532974243164
now,0.4903225302696228,0.15686076879501343,0.24566461145877838,0.18885265290737152,0.18364684283733368,0.3925153911113739,0.12570010125637054,0.20311196148395538,0.3830103874206543,0.31683605909347534,0.18364684283733368,0.2026185840368271,0.29641881585121155
eutelsat,0.2224126160144806,0.27545803785324097,0.16791865229606628,0.30939897894859314,0.21323756873607635,0.20548060536384583,0.1908796727657318,0.23549145460128784,0.2804376184940338,0.14429287612438202,0.21323756873607635,0.26678866147994995,0.23538944125175476
33c,0.1328805536031723,-0.030896063894033432,0.051409803330898285,0.10419939458370209,0.005836314056068659,0.057854365557432175,-0.022491969168186188,-0.028026128187775612,0.043717291206121445,0.004251380916684866,0.005836314056068659,-0.0681924968957901,0.10105030983686447
