,what,was,used,to,sod,the,levi,'s,stadium,for,super,bowl,50,?
as,0.31749409437179565,0.3677520453929901,0.35160550475120544,0.42092081904411316,0.1951630562543869,0.48381632566452026,0.16246658563613892,-0.05775856226682663,0.1262112706899643,0.44774648547172546,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
is,0.28837618231773376,0.5810302495956421,0.3288823366165161,0.42745086550712585,0.2217431515455246,0.5823672413825989,0.09836933761835098,0.02396530658006668,0.18311816453933716,0.43268078565597534,0.15390309691429138,0.14233897626399994,0.0017694636480882764,0.22961433231830597
customary,0.3171907961368561,0.19712890684604645,0.37121284008026123,0.3269636631011963,0.25865671038627625,0.2734152376651764,0.19984184205532074,-0.025633657351136208,0.05628880485892296,0.2259739190340042,0.16291815042495728,0.14833979308605194,-0.04121030867099762,0.27931293845176697
for,0.3017193675041199,0.3863949179649353,0.4236139953136444,0.4451248347759247,0.15439347922801971,0.4739971458911896,0.16166196763515472,-0.07241261005401611,0.18393352627754211,0.9999999403953552,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
super,0.13651713728904724,0.21420986950397491,0.18133796751499176,0.17783479392528534,0.11221913993358612,0.21959073841571808,0.08340612053871155,0.09726737439632416,0.1715150624513626,0.22938419878482819,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.19533489644527435,0.16993016004562378,0.2494141161441803,0.21576224267482758,0.1602962166070938,-0.02838491089642048,0.25985562801361084,0.24430087208747864,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
games,0.1820194572210312,0.21596553921699524,0.1337311863899231,0.23381441831588745,0.1718030720949173,0.2676136791706085,0.041736580431461334,0.15553481876850128,0.3625812530517578,0.2952845096588135,0.3565964996814728,0.2931278944015503,0.044272638857364655,0.1360001415014267
played,0.14831039309501648,0.3139837682247162,0.240168496966362,0.14824016392230988,0.18659208714962006,0.2603478729724884,0.10978957265615463,0.03920676186680794,0.2688959240913391,0.31373727321624756,0.21511296927928925,0.19033360481262207,0.014823445118963718,0.14096300303936005
at,0.2838611304759979,0.36707764863967896,0.22295412421226501,0.36524343490600586,0.18202009797096252,0.457212895154953,0.1250557154417038,-0.08481216430664062,0.22218671441078186,0.34237727522850037,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
natural,0.15666867792606354,0.16573187708854675,0.16191783547401428,0.21663954854011536,0.19012726843357086,0.2291368842124939,0.10994745045900345,-0.049410052597522736,0.1219581812620163,0.20802545547485352,0.017671018838882446,0.12008339911699295,0.04133467748761177,0.16155436635017395
grass,0.1307278871536255,0.13918164372444153,0.21818514168262482,0.1949663609266281,0.23856645822525024,0.22174039483070374,0.15273632109165192,0.13683730363845825,0.28554368019104004,0.23346248269081116,0.11269902437925339,0.2336098551750183,0.07428255677223206,0.12344902008771896
stadiums,0.1592150628566742,0.20353755354881287,0.27018797397613525,0.2585475742816925,0.20388513803482056,0.2981659770011902,0.13798938691616058,0.08834433555603027,0.8583540916442871,0.27828773856163025,0.1739373505115509,0.2768748998641968,0.02222934179008007,0.11989521980285645
",",0.3087472915649414,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.232431098818779,0.4933079481124878,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.3718377649784088,0.535392165184021,0.20771703124046326,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
nfl,0.12579965591430664,0.20145657658576965,0.12976689636707306,0.1526731252670288,0.12087925523519516,0.15305201709270477,0.12570512294769287,0.01630374602973461,0.28547149896621704,0.23749186098575592,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.10610254108905792
re-sodded,0.24762454628944397,0.3282855749130249,0.4146444499492645,0.335780531167984,0.37353044748306274,0.32192739844322205,0.14817176759243011,-0.029789293184876442,0.1386032998561859,0.2840079665184021,0.23613111674785614,0.28550440073013306,0.01651150919497013,0.2500745952129364
the,0.42745697498321533,0.48711544275283813,0.3718377649784088,0.535392165184021,0.20771703124046326,1.0,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
field,0.1825202852487564,0.15975919365882874,0.19765689969062805,0.2647967040538788,0.09558010846376419,0.2105809599161148,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.24342265725135803,0.1592533439397812,0.15438513457775116,0.05493640899658203,0.11279727518558502
with,0.2464839518070221,0.27411898970603943,0.3047430217266083,0.4239959120750427,0.13083785772323608,0.4223487675189972,0.08109969645738602,-0.04624466598033905,0.11267887055873871,0.39140474796295166,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
a,0.3320399522781372,0.4508470594882965,0.3864384889602661,0.45503583550453186,0.1579495072364807,0.5829201340675354,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.44038116931915283,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
new,0.2130378633737564,0.2748313844203949,0.154256209731102,0.33159172534942627,0.1440393030643463,0.3845241069793701,0.17616036534309387,-0.008355522528290749,0.17546728253364563,0.2700757384300232,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.14782847464084625
playing,0.1880110800266266,0.2290516495704651,0.22518277168273926,0.1998187005519867,0.1937331110239029,0.27700236439704895,0.12751458585262299,0.049456462264060974,0.27812471985816956,0.3546140491962433,0.14963796734809875,0.11901324987411499,0.07174593955278397,0.1513366848230362
surface,0.23580394685268402,0.15540370345115662,0.24564874172210693,0.23727688193321228,0.30510249733924866,0.2555135488510132,0.06838182359933853,0.11841000616550446,0.11611777544021606,0.17463307082653046,0.1541283130645752,0.16867907345294952,-0.033016130328178406,0.14613434672355652
;,0.10986888408660889,0.0754367932677269,0.11651374399662018,0.0979827418923378,-0.006854653358459473,0.09152708947658539,-0.014587413519620895,0.006909397430717945,0.06735169887542725,0.0293948445469141,0.0580664724111557,0.03451862558722496,-0.044462960213422775,0.10349778085947037
