,how,many,members,can,voters,choose,to,represent,the,constituency,?
voters,0.20967698097229004,0.21378658711910248,0.34761881828308105,0.2130708247423172,1.0,0.3716832995414734,0.2943955659866333,0.30981940031051636,0.2605440318584442,0.4114556312561035,0.21165518462657928
choose,0.34138762950897217,0.2622385025024414,0.2422764152288437,0.41456472873687744,0.3716832995414734,1.0000001192092896,0.38412243127822876,0.33701422810554504,0.34268760681152344,0.18750788271427155,0.2863835394382477
one,0.3213292360305786,0.4223630726337433,0.2710629403591156,0.34032124280929565,0.2609148919582367,0.35620224475860596,0.4025384783744812,0.3699474632740021,0.5514441132545471,0.13565871119499207,0.2673267424106598
member,0.09643107652664185,0.11200715601444244,0.7046385407447815,0.09298814088106155,0.2534998655319214,0.16321298480033875,0.19456195831298828,0.31015923619270325,0.2806392312049866,0.3612479269504547,0.06826172769069672
to,0.44169697165489197,0.40243685245513916,0.26617446541786194,0.4979398250579834,0.2943955659866333,0.38412243127822876,1.0,0.2675820589065552,0.535392165184021,0.15225933492183685,0.29463258385658264
represent,0.2381424456834793,0.25196078419685364,0.28178197145462036,0.27878230810165405,0.30981940031051636,0.33701422810554504,0.2675820589065552,1.0,0.3288072943687439,0.30134859681129456,0.1972627341747284
the,0.33890387415885925,0.4335206151008606,0.3321719169616699,0.312528520822525,0.2605440318584442,0.34268760681152344,0.535392165184021,0.3288072943687439,1.0,0.21350570023059845,0.22068053483963013
constituency,0.11061941087245941,0.08331063389778137,0.3188523054122925,0.12223902344703674,0.4114556312561035,0.18750788271427155,0.15225933492183685,0.30134859681129456,0.21350570023059845,1.0,0.05170569196343422
",",0.22659391164779663,0.40610817074775696,0.2357054501771927,0.3139454126358032,0.23142372071743011,0.25782981514930725,0.44245919585227966,0.26053929328918457,0.4933079481124878,0.20526570081710815,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2994427978992462,0.3675691485404968,0.18001599609851837,0.2940208613872528,0.48971283435821533,0.2796897888183594,0.5171257257461548,0.20801430940628052,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.3321719169616699,0.312528520822525,0.2605440318584442,0.34268760681152344,0.535392165184021,0.3288072943687439,1.0,0.21350570023059845,0.22068053483963013
member,0.09643107652664185,0.11200715601444244,0.7046385407447815,0.09298814088106155,0.2534998655319214,0.16321298480033875,0.19456195831298828,0.31015923619270325,0.2806392312049866,0.3612479269504547,0.06826172769069672
with,0.3525622487068176,0.35744401812553406,0.2579888701438904,0.3572797477245331,0.13990375399589539,0.24596300721168518,0.4239959120750427,0.255270391702652,0.4223487675189972,0.08554375171661377,0.2433311939239502
most,0.311336874961853,0.6236066222190857,0.2748974561691284,0.3452373743057251,0.2483983039855957,0.2405330091714859,0.321603000164032,0.3027898669242859,0.47635307908058167,0.11012788861989975,0.2107497900724411
votes,0.21260926127433777,0.15118442475795746,0.309556245803833,0.20391494035720825,0.7276455163955688,0.3245633840560913,0.24744294583797455,0.19635441899299622,0.2303277552127838,0.3862200975418091,0.23052719235420227
is,0.22544461488723755,0.2649032473564148,0.1897467076778412,0.44256699085235596,0.22449064254760742,0.2237997204065323,0.42745086550712585,0.2919517159461975,0.5823672413825989,0.18986161053180695,0.22961433231830597
returned,0.1224946528673172,0.20358699560165405,0.16554147005081177,0.11269647628068924,0.1552264392375946,0.21286608278751373,0.30012887716293335,0.21439939737319946,0.32857778668403625,0.15459629893302917,0.07695316523313522
as,0.33782753348350525,0.4070141911506653,0.21428564190864563,0.3245031237602234,0.15753692388534546,0.24828949570655823,0.42092081904411316,0.28808435797691345,0.48381632566452026,0.13684368133544922,0.27043893933296204
a,0.29312583804130554,0.2872205972671509,0.1873859316110611,0.3915780484676361,0.24522651731967926,0.2866401672363281,0.45503583550453186,0.2923792004585266,0.5829201340675354,0.17216160893440247,0.23916715383529663
constituency,0.11061941087245941,0.08331063389778137,0.3188523054122925,0.12223902344703674,0.4114556312561035,0.18750788271427155,0.15225933492183685,0.30134859681129456,0.21350570023059845,1.0,0.05170569196343422
msp,0.17143194377422333,0.11971979588270187,0.3055085837841034,0.19000492990016937,0.3731594383716583,0.21645623445510864,0.22173245251178741,0.28720834851264954,0.23818017542362213,0.5069069862365723,0.18440690636634827
.,0.3287222981452942,0.3974229395389557,0.21119362115859985,0.35783761739730835,0.23210282623767853,0.283064067363739,0.4645031690597534,0.22431740164756775,0.5934505462646484,0.1726541519165039,0.4130953550338745
