,what,un,secretary,went,to,harvard,?
politics,0.2674756944179535,0.22523392736911774,0.37047138810157776,0.24395638704299927,0.23491926491260529,0.3164205849170685,0.16389669477939606
:,-0.12022944539785385,0.06594539433717728,0.018662497401237488,-0.004309739451855421,-0.09243495017290115,-0.027428796514868736,-0.07156077772378922
u.n.,0.03320247679948807,0.06948448717594147,0.08958438038825989,-0.012084686197340488,0.05103698745369911,0.11962779611349106,-0.11193981021642685
secretary,0.14278742671012878,0.29073429107666016,0.9999999403953552,0.18990440666675568,0.17736056447029114,0.3061186969280243,0.10113837569952011
general,0.24928055703639984,0.29206588864326477,0.3713289499282837,0.11357397586107254,0.24755197763442993,0.17517182230949402,0.1972234547138214
ban,0.2884827256202698,0.22570140659809113,0.2743028402328491,0.15088729560375214,0.26575782895088196,0.16241209208965302,0.29495060443878174
ki-moon,0.16860631108283997,0.2724516689777374,0.16044165194034576,0.2094746232032776,0.21297650039196014,0.14428576827049255,0.1735510528087616
;,0.10986888408660889,0.033934760838747025,0.021247602999210358,0.015374010428786278,0.0979827418923378,0.005234759766608477,0.10349778085947037
american,0.1909721940755844,0.10893043130636215,0.25338584184646606,0.17615444958209991,0.16338081657886505,0.3106759190559387,0.18877598643302917
political,0.21846716105937958,0.23113158345222473,0.268964022397995,0.19685131311416626,0.2065112292766571,0.2671944499015808,0.17130474746227264
leaders,0.2629711329936981,0.142217755317688,0.3291311264038086,0.25541403889656067,0.25293630361557007,0.18280640244483948,0.13927052915096283
john,0.18237407505512238,0.08059290051460266,0.24742045998573303,0.1899385303258896,0.2070634365081787,0.29004359245300293,0.13162356615066528
hancock,0.1591028869152069,0.22069059312343597,0.25221824645996094,0.1761772632598877,0.19647248089313507,0.20216600596904755,0.14220868051052094
",",0.3087472915649414,0.1842285543680191,0.24522995948791504,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
john,0.18237407505512238,0.08059290051460266,0.24742045998573303,0.1899385303258896,0.2070634365081787,0.29004359245300293,0.13162356615066528
adams,0.15051817893981934,0.1908823847770691,0.24958238005638123,0.18785588443279266,0.23368042707443237,0.20921574532985687,0.11037187278270721
",",0.3087472915649414,0.1842285543680191,0.24522995948791504,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
john,0.18237407505512238,0.08059290051460266,0.24742045998573303,0.1899385303258896,0.2070634365081787,0.29004359245300293,0.13162356615066528
quincy,0.16087937355041504,0.19781307876110077,0.2702895998954773,0.187042698264122,0.23705454170703888,0.29984578490257263,0.15764740109443665
adams,0.15051817893981934,0.1908823847770691,0.24958238005638123,0.18785588443279266,0.23368042707443237,0.20921574532985687,0.11037187278270721
",",0.3087472915649414,0.1842285543680191,0.24522995948791504,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
rutherford,0.21765227615833282,0.10765931010246277,0.22840595245361328,0.2525317370891571,0.21445085108280182,0.285590261220932,0.11082080751657486
b.,-0.08520887047052383,0.0271496269851923,0.0535837821662426,-0.056583501398563385,-0.025171726942062378,0.015638085082173347,-0.032647255808115005
hayes,0.1356925666332245,0.13226930797100067,0.2423829585313797,0.19202753901481628,0.21222977340221405,0.308584600687027,0.14104068279266357
",",0.3087472915649414,0.1842285543680191,0.24522995948791504,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
theodore,0.20693151652812958,0.02506030537188053,0.1960151344537735,0.14438480138778687,0.20603714883327484,0.2598501443862915,0.18631982803344727
roosevelt,0.1785549521446228,0.14719443023204803,0.2926240861415863,0.14403566718101501,0.24180909991264343,0.3117072582244873,0.1271335333585739
",",0.3087472915649414,0.1842285543680191,0.24522995948791504,0.29013195633888245,0.44245919585227966,0.2719281017780304,0.31091248989105225
franklin,0.21424500644207,0.13684962689876556,0.23466752469539642,0.19928768277168274,0.2644219994544983,0.2756527364253998,0.13006849586963654
