,what,do,etioplasts,',internal,membranes,have,?
an,0.2821882665157318,0.25865980982780457,0.1710110753774643,0.36139753460884094,0.16511593759059906,0.16997091472148895,0.22897054255008698,0.19793890416622162
etioplast,0.23684675991535187,0.27120378613471985,0.9235865473747253,0.14410866796970367,0.25108015537261963,0.6421873569488525,0.30395573377609253,0.17501437664031982
is,0.28837618231773376,0.30895981192588806,0.28031980991363525,0.5508411526679993,0.14705020189285278,0.20728234946727753,0.3613572418689728,0.22961433231830597
a,0.3320399522781372,0.26237669587135315,0.29040732979774475,0.48837921023368835,0.25449109077453613,0.1770123988389969,0.338716596364975,0.23916715383529663
plastid,0.21447217464447021,0.2929026484489441,0.7098166942596436,0.14858783781528473,0.2921680212020874,0.5724958777427673,0.28641167283058167,0.2178892344236374
that,0.6297725439071655,0.44533252716064453,0.334521621465683,0.3494868278503418,0.2654999792575836,0.30202755331993103,0.6182622313499451,0.32716336846351624
lacks,0.2592582106590271,0.301113098859787,0.30357274413108826,0.26998865604400635,0.31651464104652405,0.2761721611022949,0.3914411664009094,0.22729714214801788
chlorophyll,0.23408083617687225,0.20705407857894897,0.5975936651229858,0.087410107254982,0.23050135374069214,0.49631914496421814,0.24365252256393433,0.1099696233868599
",",0.3087472915649414,0.3283645510673523,0.21019768714904785,0.5178600549697876,0.17594550549983978,0.22312511503696442,0.3541618287563324,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.21647004783153534,0.3053182065486908,0.2423776090145111,0.2664068639278412,0.4711785912513733,0.20544172823429108
has,0.20338068902492523,0.22084827721118927,0.21845218539237976,0.27390268445014954,0.1316433995962143,0.20845754444599152,0.6353569626808167,0.15994466841220856
inner,0.226011261343956,0.16323940455913544,0.2936190664768219,0.14782246947288513,0.25965964794158936,0.38243743777275085,0.21443580090999603,0.10395674407482147
membrane,0.1647152304649353,0.2031068652868271,0.6364363431930542,0.1341494619846344,0.33254918456077576,0.9437052011489868,0.303412526845932,0.18908235430717468
invaginations,0.2826872766017914,0.27756986021995544,0.45207539200782776,0.18150852620601654,0.29403364658355713,0.4340088963508606,0.3918226957321167,0.25064900517463684
that,0.6297725439071655,0.44533252716064453,0.334521621465683,0.3494868278503418,0.2654999792575836,0.30202755331993103,0.6182622313499451,0.32716336846351624
form,0.15868011116981506,0.23068922758102417,0.3342318832874298,0.21055270731449127,0.19254621863365173,0.2366238385438919,0.3062373399734497,0.1463010311126709
a,0.3320399522781372,0.26237669587135315,0.29040732979774475,0.48837921023368835,0.25449109077453613,0.1770123988389969,0.338716596364975,0.23916715383529663
lattice,0.20927949249744415,0.09853480756282806,0.44528499245643616,0.15585361421108246,0.29237762093544006,0.41682082414627075,0.2728824317455292,0.12518279254436493
of,0.33290785551071167,0.26150479912757874,0.2597924470901489,0.39136970043182373,0.273920476436615,0.23994219303131104,0.3802283704280853,0.1826142966747284
tubes,0.19118662178516388,0.19686946272850037,0.49583160877227783,0.048363469541072845,0.28148365020751953,0.46460771560668945,0.2560170292854309,0.1610335409641266
in,0.30808621644973755,0.23402775824069977,0.24426819384098053,0.4158826768398285,0.20769467949867249,0.21022982895374298,0.36843645572662354,0.20430970191955566
their,0.35142919421195984,0.35424983501434326,0.31441164016723633,0.20297467708587646,0.23269304633140564,0.31022876501083374,0.523270845413208,0.1898253709077835
stroma,0.17679446935653687,0.13022096455097198,0.3186703622341156,0.19788475334644318,0.1522558629512787,0.2749500572681427,0.1998785436153412,0.15478113293647766
",",0.3087472915649414,0.3283645510673523,0.21019768714904785,0.5178600549697876,0.17594550549983978,0.22312511503696442,0.3541618287563324,0.31091248989105225
called,0.3235960602760315,0.3090135157108307,0.34968841075897217,0.32882311940193176,0.22322764992713928,0.28803810477256775,0.34887513518333435,0.18963319063186646
a,0.3320399522781372,0.26237669587135315,0.29040732979774475,0.48837921023368835,0.25449109077453613,0.1770123988389969,0.338716596364975,0.23916715383529663
prolamellar,0.25521358847618103,0.23574532568454742,0.4443742632865906,0.21889245510101318,0.27496030926704407,0.4211433529853821,0.2982581555843353,0.27272477746009827
body,0.2143840193748474,0.1887626349925995,0.36922115087509155,0.19061711430549622,0.33206725120544434,0.36962801218032837,0.27852192521095276,0.20136451721191406
.,0.3567904531955719,0.3613996207714081,0.23899267613887787,0.4806240200996399,0.19502860307693481,0.23524518311023712,0.41614407300949097,0.4130953550338745
