,what,does,the,nederrikn,'s,name,change,into,?
however,0.4480680823326111,0.4463717043399811,0.49814513325691223,0.10953710973262787,0.011690815910696983,0.22817681729793549,0.4208816587924957,0.34100279211997986,0.2152075469493866
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.3156789541244507,-0.0016132977325469255,0.28145334124565125,0.2752361297607422,0.2826121151447296,0.31091248989105225
at,0.2838611304759979,0.17465277016162872,0.457212895154953,0.21860159933567047,-0.08481216430664062,0.11450952291488647,0.1873948872089386,0.2095452845096588,0.21978627145290375
wijk,0.09544714540243149,0.11680645495653152,0.1787835955619812,0.5552214980125427,0.0159349013119936,0.14134083688259125,0.04414444789290428,0.124540776014328,0.15687686204910278
bij,0.16130058467388153,0.11680877953767776,0.1396031379699707,0.49673572182655334,0.04803113639354706,0.22644013166427612,0.0527801476418972,0.12016085535287857,0.18858683109283447
duurstede,0.134284108877182,0.08950493484735489,0.19626659154891968,0.6162344813346863,0.024223314598202705,0.1457720696926117,0.10054738819599152,0.15751436352729797,0.18678875267505646
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.3156789541244507,-0.0016132977325469255,0.28145334124565125,0.2752361297607422,0.2826121151447296,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,1.0,0.1866828352212906,-0.01540423184633255,0.3171212375164032,0.3641999065876007,0.39493247866630554,0.22068053483963013
nederrijn,0.17190618813037872,0.11752732843160629,0.1956699937582016,0.9334045052528381,-0.02624940127134323,0.20149925351142883,0.1241900771856308,0.15256458520889282,0.254536509513855
changes,0.2740466892719269,0.29364344477653503,0.3427845537662506,0.15559659898281097,0.006762445904314518,0.1939401477575302,0.7008803486824036,0.23528817296028137,0.21264225244522095
its,0.30393704771995544,0.33437713980674744,0.559237003326416,0.14866597950458527,0.03202139586210251,0.317160964012146,0.2739183306694031,0.2562001943588257,0.15103481709957123
name,0.18623162806034088,0.21063627302646637,0.3171212375164032,0.1944488137960434,0.08507627248764038,1.0,0.1832984834909439,0.19626246392726898,0.15381577610969543
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.24997097253799438,0.06895173341035843,0.21235932409763336,0.2438346892595291,0.36597734689712524,0.20544172823429108
becomes,0.15717560052871704,0.24333611130714417,0.2601490020751953,0.14798162877559662,-0.04490043967962265,0.18366219103336334,0.11449210345745087,0.202389195561409,0.1751440465450287
the,0.42745697498321533,0.35928019881248474,1.0,0.1866828352212906,-0.01540423184633255,0.3171212375164032,0.3641999065876007,0.39493247866630554,0.22068053483963013
lek,0.05934940651059151,0.07555647194385529,0.17809559404850006,0.3814455270767212,0.05543556809425354,0.1382184624671936,0.07935895025730133,0.11873724311590195,0.12949015200138092
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.3065534234046936,-0.003708066651597619,0.24737101793289185,0.3244723975658417,0.26250120997428894,0.4130953550338745
