,what,did,luther,get,implicated,in,concerning,philip,i,?
from,0.2737620174884796,0.20248863101005554,0.10716932266950607,0.3159880042076111,0.10835985094308853,0.4274188280105591,0.21387901902198792,0.1016678735613823,0.1677764356136322,0.19969791173934937
december,0.19304980337619781,0.2542226016521454,0.15935564041137695,0.14811359345912933,-0.005024292506277561,0.25854936242103577,0.12638096511363983,0.2502119839191437,0.23529675602912903,0.2480352818965912
1539,0.03279426321387291,-0.04654200002551079,0.07253661751747131,0.02520590089261532,0.00027341622626408935,0.054157838225364685,0.05650457367300987,0.014879525639116764,0.06153326854109764,0.014554516412317753
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2926318049430847,0.2046668380498886,0.5201468467712402,0.293580561876297,0.28930366039276123,0.3467482030391693,0.31091248989105225
luther,0.2134782373905182,0.23667675256729126,1.0,0.18068064749240875,0.09670697897672653,0.20523880422115326,0.2535266876220703,0.22734054923057556,0.232476145029068,0.1732746809720993
became,0.1434093862771988,0.3632316589355469,0.18142570555210114,0.2048363983631134,0.12107322365045547,0.31047213077545166,0.1394900530576706,0.17313513159751892,0.12454700469970703,0.11374033987522125
implicated,0.34807974100112915,0.2568132281303406,0.09670697897672653,0.1976119428873062,1.0000001192092896,0.16849865019321442,0.39396733045578003,0.018772104755043983,0.21050234138965607,0.23202624917030334
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.24899829924106598,0.16849865019321442,1.0,0.3220304250717163,0.26558998227119446,0.22907796502113342,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.29667025804519653,0.1815115362405777,0.6662389636039734,0.3162810802459717,0.21499985456466675,0.26687872409820557,0.22068053483963013
bigamy,0.2548953592777252,0.29481378197669983,0.29806455969810486,0.28030961751937866,0.3423754870891571,0.25754880905151367,0.2738368511199951,0.2877887487411499,0.2655017375946045,0.24296744167804718
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.26628199219703674,0.2061142772436142,0.5696388483047485,0.3457396328449249,0.24375313520431519,0.25849398970603943,0.1826142966747284
philip,0.11288820952177048,0.16742472350597382,0.22734054923057556,0.16979674994945526,0.018772104755043983,0.26558998227119446,0.17228654026985168,1.0,0.1982668936252594,0.11887923628091812
i,0.4411132335662842,0.32301032543182373,0.232476145029068,0.37039899826049805,0.21050234138965607,0.22907796502113342,0.2744193971157074,0.1982668936252594,0.9999999403953552,0.4695145785808563
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2926318049430847,0.2046668380498886,0.5201468467712402,0.293580561876297,0.28930366039276123,0.3467482030391693,0.31091248989105225
landgrave,0.19502262771129608,0.20445628464221954,0.3270655870437622,0.17905285954475403,0.0909581184387207,0.2533572018146515,0.21879921853542328,0.3638521134853363,0.3035884201526642,0.2453048676252365
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.26628199219703674,0.2061142772436142,0.5696388483047485,0.3457396328449249,0.24375313520431519,0.25849398970603943,0.1826142966747284
hesse,0.12103702872991562,0.11396785080432892,0.27138224244117737,0.14021620154380798,0.0640752911567688,0.24360625445842743,0.22545239329338074,0.21449171006679535,0.1959533989429474,0.11271942406892776
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2926318049430847,0.2046668380498886,0.5201468467712402,0.293580561876297,0.28930366039276123,0.3467482030391693,0.31091248989105225
who,0.40942975878715515,0.34038686752319336,0.21013082563877106,0.3214685320854187,0.1730576604604721,0.2792111933231354,0.21219265460968018,0.25307518243789673,0.33545589447021484,0.26220351457595825
wanted,0.3579951524734497,0.6432620882987976,0.19617575407028198,0.32405540347099304,0.24062331020832062,0.2556442320346832,0.18931220471858978,0.17294663190841675,0.3067260682582855,0.24342651665210724
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.4388369917869568,0.2893189787864685,0.45010748505592346,0.2871672809123993,0.17181846499443054,0.3140375316143036,0.29463258385658264
marry,0.2587384581565857,0.27373647689819336,0.19635523855686188,0.28448426723480225,0.17418238520622253,0.17190752923488617,0.13276594877243042,0.2985031306743622,0.2678331434726715,0.15644006431102753
one,0.376489520072937,0.27659472823143005,0.1255420446395874,0.2962729334831238,0.30730941891670227,0.4129433035850525,0.2076524794101715,0.11569949984550476,0.2728527784347534,0.2673267424106598
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.26628199219703674,0.2061142772436142,0.5696388483047485,0.3457396328449249,0.24375313520431519,0.25849398970603943,0.1826142966747284
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.24320417642593384,0.1541983187198639,0.3598145842552185,0.3127630054950714,0.2676854133605957,0.2764712870121002,0.18075084686279297
wife,0.15537087619304657,0.23308776319026947,0.22566832602024078,0.1452525556087494,0.1608959585428238,0.19467613101005554,0.1875275820493698,0.27651238441467285,0.20039142668247223,0.19987250864505768
's,0.02692362666130066,0.05069678649306297,-0.009990512393414974,-0.031001994386315346,0.05613839626312256,-0.037580832839012146,-0.11767230927944183,-0.022211208939552307,0.09143294394016266,-0.023395681753754616
ladies-in-waiting,0.3058239817619324,0.31462541222572327,0.2306395173072815,0.30188921093940735,0.2231833040714264,0.3275497257709503,0.2849065959453583,0.2641794979572296,0.3408394157886505,0.2977629005908966
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.39392393827438354,0.16689614951610565,0.5591574311256409,0.2717721462249756,0.2297613024711609,0.33645379543304443,0.4130953550338745
