,of,what,form,do,fermat,numbers,take,?
fermat,0.19480057060718536,0.21418137848377228,0.20634332299232483,0.2100885957479477,1.0000001192092896,0.35297852754592896,0.12089857459068298,0.19266122579574585
also,0.4924938678741455,0.42747777700424194,0.27514979243278503,0.36242780089378357,0.2307804971933365,0.2499070018529892,0.2996826171875,0.21848613023757935
conjectured,0.2096056193113327,0.24757727980613708,0.2132399082183838,0.1883489191532135,0.5243617296218872,0.28727102279663086,0.11111066490411758,0.2194962203502655
that,0.41498205065727234,0.6297725439071655,0.31894639134407043,0.44533252716064453,0.2800214886665344,0.342125803232193,0.3651382029056549,0.32716336846351624
all,0.42798417806625366,0.41981086134910583,0.2039855718612671,0.38664430379867554,0.15680359303951263,0.35674673318862915,0.3959510922431946,0.29575422406196594
numbers,0.228018656373024,0.24586999416351318,0.22903932631015778,0.23637384176254272,0.35297852754592896,1.0,0.20254087448120117,0.19297972321510315
of,1.0,0.33290785551071167,0.29600051045417786,0.26150479912757874,0.19480057060718536,0.228018656373024,0.29282352328300476,0.1826142966747284
the,0.733189046382904,0.42745697498321533,0.29286009073257446,0.30239659547805786,0.20773477852344513,0.293011337518692,0.31620436906814575,0.22068053483963013
form,0.29600051045417786,0.15868011116981506,0.9999999403953552,0.23068922758102417,0.20634332299232483,0.22903932631015778,0.1515759527683258,0.1463010311126709
22n,-0.04971498250961304,-0.0897146463394165,-0.014267496764659882,0.004508804529905319,0.17759573459625244,-0.010934998281300068,-0.12110358476638794,0.14890536665916443
+,0.14862146973609924,0.1158081665635109,0.1295623481273651,0.1660408228635788,0.23160122334957123,0.28473323583602905,0.21774603426456451,0.2903686463832855
1,-0.09473495930433273,-0.21266892552375793,-0.12375190854072571,-0.18289801478385925,-0.17966364324092865,-0.23353983461856842,-0.22146935760974884,-0.249979168176651
are,0.39081433415412903,0.29724663496017456,0.29983413219451904,0.41111594438552856,0.19510826468467712,0.37760815024375916,0.2774496376514435,0.24591213464736938
prime,0.23935265839099884,0.15586113929748535,0.160722553730011,0.1659976691007614,0.41659751534461975,0.26943376660346985,0.13921214640140533,0.11276303976774216
(,0.35032153129577637,0.2411840260028839,0.1860738843679428,0.24216170608997345,0.16979427635669708,0.16701039671897888,0.21149633824825287,0.40561532974243164
they,0.3426007330417633,0.4431931674480438,0.33286890387535095,0.4667694866657257,0.17596499621868134,0.3460351526737213,0.3386363983154297,0.2753053903579712
are,0.39081433415412903,0.29724663496017456,0.29983413219451904,0.41111594438552856,0.19510826468467712,0.37760815024375916,0.2774496376514435,0.24591213464736938
called,0.4222904443740845,0.3235960602760315,0.39092445373535156,0.3090135157108307,0.21367548406124115,0.2276071459054947,0.25102952122688293,0.18963319063186646
fermat,0.19480057060718536,0.21418137848377228,0.20634332299232483,0.2100885957479477,1.0000001192092896,0.35297852754592896,0.12089857459068298,0.19266122579574585
numbers,0.228018656373024,0.24586999416351318,0.22903932631015778,0.23637384176254272,0.35297852754592896,1.0,0.20254087448120117,0.19297972321510315
),0.3680361211299896,0.26259949803352356,0.20926380157470703,0.24460165202617645,0.16817797720432281,0.18779772520065308,0.198357492685318,0.42300865054130554
and,0.5116966962814331,0.31309178471565247,0.30469027161598206,0.276123583316803,0.14291872084140778,0.24053069949150085,0.296702116727829,0.20544172823429108
he,0.38706058263778687,0.3114890456199646,0.14386987686157227,0.19599148631095886,0.217332661151886,0.12988567352294922,0.2376682013273239,0.2089974731206894
verified,0.1795356571674347,0.2454034686088562,0.15162870287895203,0.22170232236385345,0.31690555810928345,0.2167714238166809,0.08503948152065277,0.3340679705142975
this,0.45148900151252747,0.5489566326141357,0.28080853819847107,0.34963881969451904,0.22777029871940613,0.30999889969825745,0.3235001862049103,0.3155723512172699
up,0.32945773005485535,0.28591108322143555,0.1420457363128662,0.26271459460258484,0.11149338632822037,0.24530549347400665,0.31856170296669006,0.1819818764925003
to,0.41548454761505127,0.455847829580307,0.2772196829319,0.38876664638519287,0.17767852544784546,0.29515770077705383,0.4075521230697632,0.29463258385658264
n,0.18925218284130096,0.16510315239429474,0.1530732959508896,0.13824167847633362,0.29090869426727295,0.2380986362695694,0.14652156829833984,0.19161871075630188
=,-0.056689027696847916,0.07829900085926056,0.08943501114845276,0.07969731092453003,-0.06896888464689255,-0.018321432173252106,0.07087231427431107,-0.005643122363835573
4,0.17227263748645782,-0.04324747622013092,-0.024872714653611183,-0.00542959850281477,0.00950478296726942,-0.005858288146555424,-0.007424137555062771,0.010515431873500347
(,0.35032153129577637,0.2411840260028839,0.1860738843679428,0.24216170608997345,0.16979427635669708,0.16701039671897888,0.21149633824825287,0.40561532974243164
or,0.3792596757411957,0.33867141604423523,0.3818044364452362,0.39439281821250916,0.18708805739879608,0.28782588243484497,0.31863799691200256,0.32389625906944275
216,0.007677649147808552,0.01213471032679081,0.01744750142097473,0.07356218248605728,-0.03597339987754822,0.03522536903619766,0.05258738994598389,0.04389882832765579
+,0.14862146973609924,0.1158081665635109,0.1295623481273651,0.1660408228635788,0.23160122334957123,0.28473323583602905,0.21774603426456451,0.2903686463832855
1,-0.09473495930433273,-0.21266892552375793,-0.12375190854072571,-0.18289801478385925,-0.17966364324092865,-0.23353983461856842,-0.22146935760974884,-0.249979168176651
),0.3680361211299896,0.26259949803352356,0.20926380157470703,0.24460165202617645,0.16817797720432281,0.18779772520065308,0.198357492685318,0.42300865054130554
.,0.5352458953857422,0.3567904531955719,0.28317511081695557,0.3613996207714081,0.24373872578144073,0.2591777741909027,0.3045158088207245,0.4130953550338745
