,abc,news,provides,content,for,radio,stations,owned,by,what,company,?
abc,1.0000001192092896,0.40620431303977966,0.18311940133571625,0.18555805087089539,0.22510288655757904,0.35354745388031006,0.23858611285686493,0.2405787706375122,0.17600902915000916,0.1317344456911087,0.16210390627384186,0.19065172970294952
news,0.40620431303977966,0.9999999403953552,0.2495191991329193,0.2505081295967102,0.181859090924263,0.3966260850429535,0.29475247859954834,0.1875474601984024,0.1707516610622406,0.2584491968154907,0.20928679406642914,0.1899169683456421
provides,0.18311940133571625,0.2495191991329193,1.0000001192092896,0.3104250133037567,0.39385566115379333,0.19528912007808685,0.34498849511146545,0.20512224733829498,0.175614595413208,0.16175243258476257,0.2277604043483734,0.1500944346189499
news,0.40620431303977966,0.9999999403953552,0.2495191991329193,0.2505081295967102,0.181859090924263,0.3966260850429535,0.29475247859954834,0.1875474601984024,0.1707516610622406,0.2584491968154907,0.20928679406642914,0.1899169683456421
and,0.16453155875205994,0.21898822486400604,0.28077030181884766,0.31410330533981323,0.5064792633056641,0.2658638060092926,0.2687023878097534,0.2205965667963028,0.4289871156215668,0.31309178471565247,0.23788511753082275,0.20544172823429108
features,0.21464884281158447,0.20835943520069122,0.39425402879714966,0.2621525228023529,0.28744247555732727,0.2026098668575287,0.23340237140655518,0.14322395622730255,0.24281464517116547,0.20126673579216003,0.13627983629703522,0.23497378826141357
content,0.18555805087089539,0.2505081295967102,0.3104250133037567,1.0,0.2708386182785034,0.21643590927124023,0.20534354448318481,0.17032115161418915,0.19067873060703278,0.3614070415496826,0.23205448687076569,0.37093979120254517
for,0.22510288655757904,0.181859090924263,0.39385566115379333,0.2708386182785034,0.9999999403953552,0.2325505018234253,0.236822247505188,0.19904224574565887,0.3248702883720398,0.3017193675041199,0.25874319672584534,0.264628142118454
select,0.18666191399097443,0.1981184333562851,0.26690566539764404,0.2411801964044571,0.35784855484962463,0.16171981394290924,0.2132876217365265,0.09377992153167725,0.22652557492256165,0.2594083249568939,0.1206914409995079,0.2362300455570221
radio,0.35354745388031006,0.3966260850429535,0.19528912007808685,0.21643590927124023,0.2325505018234253,0.9999999403953552,0.47360363602638245,0.14438405632972717,0.1833777278661728,0.16863368451595306,0.13528293371200562,0.08763375133275986
stations,0.23858611285686493,0.29475247859954834,0.34498849511146545,0.20534354448318481,0.236822247505188,0.47360363602638245,1.0,0.2823975682258606,0.20435920357704163,0.1621520221233368,0.24801203608512878,0.13192185759544373
owned,0.2405787706375122,0.1875474601984024,0.20512224733829498,0.17032115161418915,0.19904224574565887,0.14438405632972717,0.2823975682258606,1.0000001192092896,0.321108877658844,0.12432919442653656,0.48909151554107666,0.1288648396730423
by,0.17600902915000916,0.1707516610622406,0.175614595413208,0.19067873060703278,0.3248702883720398,0.1833777278661728,0.20435920357704163,0.321108877658844,1.0000001192092896,0.2455483376979828,0.22328482568264008,0.17966607213020325
citadel,0.18961970508098602,0.18827572464942932,0.09355966001749039,0.13739481568336487,0.1850624978542328,0.2314298003911972,0.2623383700847626,0.24444130063056946,0.1185234859585762,0.1670060008764267,0.1998845338821411,0.11120149493217468
broadcasting,0.45669859647750854,0.46115806698799133,0.30892062187194824,0.24732191860675812,0.29230615496635437,0.6471590995788574,0.4571068286895752,0.3176310360431671,0.21592620015144348,0.18499015271663666,0.3277682960033417,0.10870421677827835
",",0.2097204476594925,0.25081464648246765,0.20848950743675232,0.2644120454788208,0.4464869201183319,0.25251123309135437,0.26337406039237976,0.21168820559978485,0.3680937886238098,0.3087472915649414,0.2697763442993164,0.31091248989105225
which,0.1991286277770996,0.19601459801197052,0.3389659523963928,0.35329511761665344,0.44095608592033386,0.20020823180675507,0.25455939769744873,0.23229040205478668,0.40543368458747864,0.5261979103088379,0.25990763306617737,0.25814583897590637
purchased,0.22144027054309845,0.19288629293441772,0.24094770848751068,0.217357337474823,0.1899644434452057,0.14389295876026154,0.2587895691394806,0.5773289799690247,0.29243284463882446,0.1431688368320465,0.4645528197288513,0.04121813923120499
the,0.2068762183189392,0.2294066995382309,0.29657405614852905,0.21174471080303192,0.4739971458911896,0.23511973023414612,0.24762700498104095,0.1999378502368927,0.4408751428127289,0.42745697498321533,0.26591673493385315,0.22068053483963013
abc,1.0000001192092896,0.40620431303977966,0.18311940133571625,0.18555805087089539,0.22510288655757904,0.35354745388031006,0.23858611285686493,0.2405787706375122,0.17600902915000916,0.1317344456911087,0.16210390627384186,0.19065172970294952
radio,0.35354745388031006,0.3966260850429535,0.19528912007808685,0.21643590927124023,0.2325505018234253,0.9999999403953552,0.47360363602638245,0.14438405632972717,0.1833777278661728,0.16863368451595306,0.13528293371200562,0.08763375133275986
properties,0.13060899078845978,0.14895178377628326,0.28781968355178833,0.27944907546043396,0.30291658639907837,0.18935517966747284,0.3045426309108734,0.21190814673900604,0.2039947509765625,0.23360128700733185,0.20190376043319702,0.12601029872894287
in,0.1697147786617279,0.19753123819828033,0.22731803357601166,0.1518891453742981,0.4322226941585541,0.22625693678855896,0.25864288210868835,0.22438469529151917,0.370934396982193,0.30808621644973755,0.22141718864440918,0.20430970191955566
2007,-0.09789758175611496,-0.12258824706077576,-0.0036009023897349834,-0.05632606893777847,-0.15897968411445618,-0.14389169216156006,-0.14294050633907318,-0.24269860982894897,-0.14437821507453918,-0.15549811720848083,-0.11537810415029526,-0.1664225310087204
.,0.2567209303379059,0.18083259463310242,0.1774633228778839,0.2660638689994812,0.4726039469242096,0.20650681853294373,0.22839494049549103,0.23474757373332977,0.3936232924461365,0.3567904531955719,0.266353577375412,0.4130953550338745
