,what,pathway,that,plays,a,role,in,immune,response,to,viruses,is,present,in,all,eukaryotes,?
ribonucleases,0.23050493001937866,0.5079544186592102,0.2683974504470825,0.13339215517044067,0.29673928022384644,0.19516031444072723,0.28775057196617126,0.412055104970932,0.23990069329738617,0.24738119542598724,0.5169031620025635,0.260398805141449,0.2064969837665558,0.28775057196617126,0.2620653808116913,0.5316831469535828,0.1910947859287262
and,0.31309178471565247,0.28694120049476624,0.4731321930885315,0.2139715701341629,0.3739250600337982,0.2629789710044861,0.4954058527946472,0.14400269091129303,0.21754570305347443,0.48971283435821533,0.21519851684570312,0.3859752118587494,0.2790124714374542,0.4954058527946472,0.4542157053947449,0.19584335386753082,0.20544172823429108
the,0.42745697498321533,0.2750947177410126,0.5473989248275757,0.1760704517364502,0.5829201340675354,0.26607486605644226,0.6662389636039734,0.21364226937294006,0.28909924626350403,0.535392165184021,0.22837135195732117,0.5823672413825989,0.2829846143722534,0.6662389636039734,0.4860881567001343,0.20680254697799683,0.22068053483963013
rna,0.19940531253814697,0.45636120438575745,0.2529938519001007,0.15821002423763275,0.23933416604995728,0.1666952520608902,0.24329569935798645,0.43573224544525146,0.21852520108222961,0.2255174219608307,0.5651568174362183,0.17336013913154602,0.15921902656555176,0.24329569935798645,0.17475274205207825,0.6340893507003784,0.15936492383480072
interference,0.28147435188293457,0.39149966835975647,0.33843550086021423,0.09239896386861801,0.24888627231121063,0.24976032972335815,0.20951542258262634,0.33996984362602234,0.38684970140457153,0.2993396818637848,0.3285159170627594,0.1635204702615738,0.08315619081258774,0.20951542258262634,0.2279611974954605,0.3059573173522949,0.11166875064373016
pathway,0.24952521920204163,1.0000001192092896,0.27950388193130493,0.0861043706536293,0.22323454916477203,0.25717273354530334,0.2214120626449585,0.39030686020851135,0.31197288632392883,0.3263125419616699,0.3990407884120941,0.20759202539920807,0.20773670077323914,0.2214120626449585,0.22139163315296173,0.4848659038543701,0.14858829975128174
are,0.29724663496017456,0.27126544713974,0.45265161991119385,0.21132433414459229,0.265255331993103,0.1439027637243271,0.3841303884983063,0.23878547549247742,0.20697586238384247,0.3504326641559601,0.31805214285850525,0.5330929756164551,0.20985287427902222,0.3841303884983063,0.5343062281608582,0.3238351345062256,0.24591213464736938
conserved,0.18548007309436798,0.34410062432289124,0.23651054501533508,0.0931391641497612,0.16613930463790894,0.145769402384758,0.22074294090270996,0.26231780648231506,0.2532655596733093,0.20543447136878967,0.26065775752067566,0.23876217007637024,0.1816788911819458,0.22074294090270996,0.24434509873390198,0.40524032711982727,0.12682415544986725
across,0.24809791147708893,0.3438543379306793,0.33602073788642883,0.1135711744427681,0.2660536468029022,0.04771827906370163,0.36988839507102966,0.09967280924320221,0.1718825399875641,0.36818596720695496,0.18929152190685272,0.21617691218852997,0.06973163783550262,0.36988839507102966,0.2928158938884735,0.12312622368335724,0.17034576833248138
all,0.41981086134910583,0.22139163315296173,0.53305584192276,0.10464750230312347,0.2696802616119385,0.1259048581123352,0.3335905969142914,0.22340768575668335,0.2141672968864441,0.42520734667778015,0.24066533148288727,0.2553904056549072,0.26032355427742004,0.3335905969142914,1.0000001192092896,0.22821636497974396,0.29575422406196594
eukaryotes,0.2373688966035843,0.4848659038543701,0.2710936963558197,0.16999293863773346,0.19724372029304504,0.22060473263263702,0.21286730468273163,0.39998072385787964,0.2361602634191513,0.16910116374492645,0.5633642077445984,0.18329118192195892,0.28132379055023193,0.21286730468273163,0.22821636497974396,1.0,0.1912411004304886
",",0.3087472915649414,0.21543638408184052,0.4137537479400635,0.24874751269817352,0.427140474319458,0.199491485953331,0.5201468467712402,0.15102852880954742,0.24039098620414734,0.44245919585227966,0.25967273116111755,0.4691906273365021,0.267320841550827,0.5201468467712402,0.425624817609787,0.22029773890972137,0.31091248989105225
and,0.31309178471565247,0.28694120049476624,0.4731321930885315,0.2139715701341629,0.3739250600337982,0.2629789710044861,0.4954058527946472,0.14400269091129303,0.21754570305347443,0.48971283435821533,0.21519851684570312,0.3859752118587494,0.2790124714374542,0.4954058527946472,0.4542157053947449,0.19584335386753082,0.20544172823429108
are,0.29724663496017456,0.27126544713974,0.45265161991119385,0.21132433414459229,0.265255331993103,0.1439027637243271,0.3841303884983063,0.23878547549247742,0.20697586238384247,0.3504326641559601,0.31805214285850525,0.5330929756164551,0.20985287427902222,0.3841303884983063,0.5343062281608582,0.3238351345062256,0.24591213464736938
thought,0.4469435214996338,0.21578966081142426,0.520185112953186,0.12790684401988983,0.3342154324054718,0.25978249311447144,0.24524326622486115,0.26058298349380493,0.25822561979293823,0.3858291208744049,0.190689817070961,0.28001952171325684,0.1925986111164093,0.24524326622486115,0.3270001709461212,0.2162000685930252,0.2600135803222656
to,0.455847829580307,0.3263125419616699,0.5436353087425232,0.1692625880241394,0.45503583550453186,0.17841029167175293,0.45010748505592346,0.2541976273059845,0.277526319026947,1.0,0.19897989928722382,0.42745086550712585,0.2453051209449768,0.45010748505592346,0.42520734667778015,0.16910116374492645,0.29463258385658264
play,0.2180248498916626,0.15455086529254913,0.25531938672065735,0.5842097997665405,0.21130098402500153,0.2634873688220978,0.24321173131465912,0.11224673688411713,0.10116608440876007,0.272149920463562,0.17034266889095306,0.2174319475889206,0.2187964916229248,0.24321173131465912,0.20315848290920258,0.21166890859603882,0.11059518158435822
a,0.3320399522781372,0.22323454916477203,0.47537946701049805,0.2085086703300476,1.0,0.22880133986473083,0.539380669593811,0.20466765761375427,0.25924429297447205,0.45503583550453186,0.20034801959991455,0.658733606338501,0.14277903735637665,0.539380669593811,0.2696802616119385,0.19724372029304504,0.23916715383529663
role,0.22614215314388275,0.25717273354530334,0.23023544251918793,0.2749270498752594,0.22880133986473083,0.9999998807907104,0.243671715259552,0.18556968867778778,0.2371392399072647,0.17841029167175293,0.10312134027481079,0.20847192406654358,0.1909586787223816,0.243671715259552,0.1259048581123352,0.22060473263263702,0.18676944077014923
in,0.30808621644973755,0.2214120626449585,0.435920387506485,0.24790528416633606,0.539380669593811,0.243671715259552,1.0,0.14682820439338684,0.20744606852531433,0.45010748505592346,0.20493671298027039,0.5394441485404968,0.23905439674854279,1.0,0.3335905969142914,0.21286730468273163,0.20430970191955566
the,0.42745697498321533,0.2750947177410126,0.5473989248275757,0.1760704517364502,0.5829201340675354,0.26607486605644226,0.6662389636039734,0.21364226937294006,0.28909924626350403,0.535392165184021,0.22837135195732117,0.5823672413825989,0.2829846143722534,0.6662389636039734,0.4860881567001343,0.20680254697799683,0.22068053483963013
immune,0.2410416603088379,0.39030686020851135,0.30237793922424316,0.09634176641702652,0.20466765761375427,0.18556968867778778,0.14682820439338684,1.0,0.43541768193244934,0.2541976273059845,0.5396341681480408,0.2092347890138626,0.16421018540859222,0.14682820439338684,0.22340768575668335,0.39998072385787964,0.16080476343631744
response,0.3532308340072632,0.31197288632392883,0.3606419265270233,0.0752180963754654,0.25924429297447205,0.2371392399072647,0.20744606852531433,0.43541768193244934,1.0000001192092896,0.277526319026947,0.2570512294769287,0.21022158861160278,0.14326994121074677,0.20744606852531433,0.2141672968864441,0.2361602634191513,0.2007838636636734
to,0.455847829580307,0.3263125419616699,0.5436353087425232,0.1692625880241394,0.45503583550453186,0.17841029167175293,0.45010748505592346,0.2541976273059845,0.277526319026947,1.0,0.19897989928722382,0.42745086550712585,0.2453051209449768,0.45010748505592346,0.42520734667778015,0.16910116374492645,0.29463258385658264
viruses,0.22483296692371368,0.3990407884120941,0.2764965295791626,0.12346641719341278,0.20034801959991455,0.10312134027481079,0.20493671298027039,0.5396341681480408,0.2570512294769287,0.19897989928722382,1.0000001192092896,0.19504015147686005,0.19502343237400055,0.20493671298027039,0.24066533148288727,0.5633642077445984,0.2074798345565796
