,what,time,of,day,did,these,reformed,supposedly,gather,to,engage,in,huguenot,rituals,?
it,0.45803478360176086,0.3375589847564697,0.38761502504348755,0.2486180067062378,0.2993364930152893,0.39955374598503113,0.20319603383541107,0.31545570492744446,0.19076043367385864,0.513711154460907,0.17159327864646912,0.5130809545516968,0.15500883758068085,0.17827102541923523,0.25732165575027466
was,0.22111038863658905,0.3641340136528015,0.4069072902202606,0.24314451217651367,0.41399896144866943,0.19784674048423767,0.32850387692451477,0.3860795795917511,0.08560238778591156,0.3636345863342285,0.0802401676774025,0.45514053106307983,0.24281072616577148,0.19464263319969177,0.18412111699581146
in,0.30808621644973755,0.3431483507156372,0.5696388483047485,0.2671984136104584,0.2593238651752472,0.3791837692260742,0.20742768049240112,0.2213665097951889,0.23760561645030975,0.45010748505592346,0.1813567876815796,1.0,0.26198551058769226,0.2186032086610794,0.20430970191955566
this,0.5489566326141357,0.43249568343162537,0.45148900151252747,0.23947837948799133,0.3609912693500519,0.4811280071735382,0.22355160117149353,0.32728806138038635,0.30198153853416443,0.5759071707725525,0.26359015703201294,0.45205554366111755,0.2300579845905304,0.26618632674217224,0.3155723512172699
place,0.2689766585826874,0.379790335893631,0.2685627043247223,0.23354797065258026,0.24020224809646606,0.2565402090549469,0.11326424777507782,0.2363215833902359,0.31122294068336487,0.3346366882324219,0.2326713502407074,0.38128477334976196,0.2299642562866211,0.2447109967470169,0.2455766350030899
in,0.30808621644973755,0.3431483507156372,0.5696388483047485,0.2671984136104584,0.2593238651752472,0.3791837692260742,0.20742768049240112,0.2213665097951889,0.23760561645030975,0.45010748505592346,0.1813567876815796,1.0,0.26198551058769226,0.2186032086610794,0.20430970191955566
tours,0.09121835976839066,0.1767420917749405,0.22984883189201355,0.19420838356018066,0.15424713492393494,0.20588380098342896,0.18897545337677002,0.07775385677814484,0.17647434771060944,0.18822234869003296,0.17894871532917023,0.22842317819595337,0.32921648025512695,0.22562295198440552,0.09602359682321548
that,0.6297725439071655,0.388528436422348,0.41498205065727234,0.28239622712135315,0.47518548369407654,0.5512621402740479,0.20543436706066132,0.47022926807403564,0.33860981464385986,0.5436353087425232,0.2542102634906769,0.435920387506485,0.19593703746795654,0.306331992149353,0.32716336846351624
the,0.42745697498321533,0.43061500787734985,0.733189046382904,0.3062323033809662,0.34736719727516174,0.49086877703666687,0.24013365805149078,0.3071683347225189,0.31192347407341003,0.535392165184021,0.2234465479850769,0.6662389636039734,0.29557526111602783,0.24989968538284302,0.22068053483963013
prétendus,0.2196359634399414,0.28948554396629333,0.350101113319397,0.21431690454483032,0.2222375124692917,0.2712268531322479,0.2559709846973419,0.340217649936676,0.27561190724372864,0.3031735420227051,0.24041493237018585,0.352093905210495,0.5497998595237732,0.3375740945339203,0.15486977994441986
réformés,0.2711247503757477,0.27929770946502686,0.3707495629787445,0.23232047259807587,0.21901671588420868,0.2934083640575409,0.35517382621765137,0.24598528444766998,0.1998717486858368,0.3414344787597656,0.22732385993003845,0.33142662048339844,0.48620662093162537,0.3009890615940094,0.348922461271286
(,0.2411840260028839,0.28391751646995544,0.35032153129577637,0.22952881455421448,0.18979617953300476,0.22091957926750183,0.18639574944972992,0.08529719710350037,0.11051411926746368,0.30882009863853455,0.10507906228303909,0.3087427020072937,0.18252547085285187,0.11891428381204605,0.40561532974243164
``,0.008517155423760414,0.041467953473329544,0.06780257821083069,0.055084168910980225,-0.029888948425650597,0.09766163676977158,0.03630306199193001,0.008768608793616295,-0.06540760397911072,0.06720756739377975,0.06481461971998215,0.04765888676047325,0.1860373169183731,0.08899682015180588,0.0685480609536171
these,0.4164220690727234,0.3189757764339447,0.42684608697891235,0.19477364420890808,0.38755595684051514,1.0,0.24301540851593018,0.2599654495716095,0.31410419940948486,0.46852558851242065,0.26912999153137207,0.3791837692260742,0.1781766563653946,0.3374631106853485,0.2571668326854706
supposedly,0.39564377069473267,0.29655566811561584,0.21371346712112427,0.26112955808639526,0.2931118905544281,0.2599654495716095,0.20665842294692993,0.9999998807907104,0.20963233709335327,0.34531334042549133,0.1819799691438675,0.2213665097951889,0.26513993740081787,0.2863212525844574,0.2077445387840271
'reformed,0.20263785123825073,0.1270366907119751,0.24612921476364136,0.13644662499427795,0.18885745108127594,0.26649096608161926,0.955772340297699,0.1887906789779663,0.11250896751880646,0.1912229359149933,0.07385309040546417,0.20017273724079132,0.315438836812973,0.25367847084999084,0.14761577546596527
',0.3245812654495239,0.24727515876293182,0.39136970043182373,0.24951888620853424,0.25488927960395813,0.23052670061588287,0.14929033815860748,0.15816248953342438,0.17865650355815887,0.34544456005096436,0.16253912448883057,0.4158826768398285,0.08778917789459229,0.08308854699134827,0.330942302942276
'',0.08143015950918198,-0.01899585872888565,0.13035868108272552,-0.024457471445202827,0.01978493109345436,-0.010087166912853718,-0.02668549120426178,0.001012719003483653,-0.004550836514681578,-0.009905828163027763,-0.08505096286535263,0.07432962208986282,-0.010292247869074345,0.028790250420570374,0.018684765323996544
),0.26259949803352356,0.2857224941253662,0.3680361211299896,0.2379259318113327,0.18584993481636047,0.21978320181369781,0.228615403175354,0.0980287566781044,0.12776458263397217,0.31236231327056885,0.11382108181715012,0.3326910734176636,0.18730930984020233,0.12752215564250946,0.42300865054130554
habitually,0.36148643493652344,0.266095370054245,0.23525667190551758,0.1778072863817215,0.25438252091407776,0.3565337061882019,0.14691653847694397,0.3470245897769928,0.19167982041835785,0.3423396646976471,0.2974906861782074,0.2311752438545227,0.14058832824230194,0.4560225307941437,0.21654124557971954
gathered,0.25028154253959656,0.23061279952526093,0.3358455300331116,0.27315378189086914,0.25767379999160767,0.31061625480651855,0.20785456895828247,0.27900680899620056,0.7658036947250366,0.277311235666275,0.22093674540519714,0.28183862566947937,0.20707938075065613,0.3574028015136719,0.14883534610271454
at,0.2838611304759979,0.3956010341644287,0.42558613419532776,0.27667680382728577,0.28390252590179443,0.2638600766658783,0.1003691777586937,0.17905084788799286,0.26490530371665955,0.36524343490600586,0.10884104669094086,0.4374977946281433,0.23064149916172028,0.18668313324451447,0.21978627145290375
night,0.20251014828681946,0.3131670653820038,0.19958451390266418,0.41238686442375183,0.22770699858665466,0.15521357953548431,0.03169909492135048,0.2976023256778717,0.26862412691116333,0.1691640168428421,0.1537674516439438,0.24847309291362762,0.17244598269462585,0.23744046688079834,0.13794848322868347
",",0.3087472915649414,0.3029961884021759,0.4946078956127167,0.30821847915649414,0.3015086054801941,0.37613096833229065,0.2146388739347458,0.2188916951417923,0.2223723977804184,0.44245919585227966,0.23676002025604248,0.5201468467712402,0.24752236902713776,0.19552020728588104,0.31091248989105225
both,0.3361809551715851,0.30886179208755493,0.3565710783004761,0.27005478739738464,0.34255191683769226,0.49278995394706726,0.238567054271698,0.265506386756897,0.22876092791557312,0.3897709250450134,0.27848464250564575,0.3960166871547699,0.21896393597126007,0.19130437076091766,0.19455738365650177
for,0.3017193675041199,0.3992156386375427,0.4185989499092102,0.23720888793468475,0.318512886762619,0.41566818952560425,0.11726110428571701,0.23037366569042206,0.2765520513057709,0.4451248347759247,0.2249573916196823,0.4322226941585541,0.14738403260707855,0.2246592491865158,0.264628142118454
political,0.21846716105937958,0.1529535949230194,0.27319738268852234,0.0963565930724144,0.21022029221057892,0.1962757408618927,0.24340860545635223,0.22412259876728058,0.16878361999988556,0.2065112292766571,0.1756075620651245,0.22136160731315613,0.2882961332798004,0.27348679304122925,0.17130474746227264
purposes,0.2370537966489792,0.2429112046957016,0.2639778256416321,0.15447337925434113,0.21380692720413208,0.385832816362381,0.1543031483888626,0.2849103510379791,0.2418016493320465,0.31766510009765625,0.3245401978492737,0.25919109582901,0.15814340114593506,0.34661680459976196,0.15262550115585327
",",0.3087472915649414,0.3029961884021759,0.4946078956127167,0.30821847915649414,0.3015086054801941,0.37613096833229065,0.2146388739347458,0.2188916951417923,0.2223723977804184,0.44245919585227966,0.23676002025604248,0.5201468467712402,0.24752236902713776,0.19552020728588104,0.31091248989105225
and,0.31309178471565247,0.3025408685207367,0.5116966962814331,0.26673999428749084,0.34479495882987976,0.5314885973930359,0.297204852104187,0.2831015884876251,0.28333812952041626,0.48971283435821533,0.22515226900577545,0.4954058527946472,0.2762077748775482,0.26330095529556274,0.20544172823429108
for,0.3017193675041199,0.3992156386375427,0.4185989499092102,0.23720888793468475,0.318512886762619,0.41566818952560425,0.11726110428571701,0.23037366569042206,0.2765520513057709,0.4451248347759247,0.2249573916196823,0.4322226941585541,0.14738403260707855,0.2246592491865158,0.264628142118454
prayer,0.1971559077501297,0.21747076511383057,0.18775463104248047,0.2681281864643097,0.1209011897444725,0.20899051427841187,0.2988393306732178,0.1862858086824417,0.2511049807071686,0.17767395079135895,0.1722927838563919,0.1749745011329651,0.27445366978645325,0.457412987947464,0.2122897058725357
