,what,other,series,mentioned,returned,with,a,plot,continuation,?
this,0.5489566326141357,0.43044695258140564,0.23312100768089294,0.32340842485427856,0.1931295394897461,0.36358317732810974,0.5422310829162598,0.26858213543891907,0.40982407331466675,0.3155723512172699
is,0.28837618231773376,0.25895947217941284,0.20355552434921265,0.2650628387928009,0.18192875385284424,0.3250955045223236,0.658733606338501,0.1588977873325348,0.29905271530151367,0.22961433231830597
similar,0.30608364939689636,0.45383909344673157,0.18414618074893951,0.23681817948818207,0.15751728415489197,0.36291107535362244,0.34790337085723877,0.16398479044437408,0.2186495065689087,0.23309361934661865
to,0.455847829580307,0.4193183183670044,0.19879554212093353,0.28352561593055725,0.30012887716293335,0.4239959120750427,0.45503583550453186,0.2934653162956238,0.28057393431663513,0.29463258385658264
the,0.42745697498321533,0.44152235984802246,0.31376904249191284,0.3624042272567749,0.32857778668403625,0.4223487675189972,0.5829201340675354,0.22070206701755524,0.41826045513153076,0.22068053483963013
1988,-0.09063374996185303,-0.07375214993953705,0.03937606140971184,-0.013844477012753487,0.014280769042670727,-0.02364891581237316,0.0008202588651329279,-0.06392621994018555,-0.0511833056807518,0.08449683338403702
continuation,0.30185413360595703,0.22483615577220917,0.3341316282749176,0.30087339878082275,0.32238584756851196,0.21199291944503784,0.31851640343666077,0.20854485034942627,0.9999998807907104,0.14227430522441864
of,0.33290785551071167,0.38583824038505554,0.22268271446228027,0.2778978943824768,0.28002414107322693,0.41827285289764404,0.5052502155303955,0.2079721987247467,0.32713258266448975,0.1826142966747284
mission,0.2317502647638321,0.1258937418460846,0.22185610234737396,0.09760891646146774,0.1894187331199646,0.13122236728668213,0.2477724254131317,0.18637411296367645,0.2524605691432953,0.19506393373012543
impossible,0.38707461953163147,0.20947936177253723,0.17659524083137512,0.18675628304481506,0.2169351577758789,0.23102419078350067,0.2736610472202301,0.26040512323379517,0.2212672382593155,0.2244972586631775
",",0.3087472915649414,0.4446498453617096,0.24060699343681335,0.3424985706806183,0.24382898211479187,0.4120737314224243,0.427140474319458,0.20161598920822144,0.2539788484573364,0.31091248989105225
but,0.5029441118240356,0.5185769200325012,0.22529686987400055,0.38748642802238464,0.30373454093933105,0.4495173394680023,0.44750767946243286,0.26358506083488464,0.31144601106643677,0.27921953797340393
differs,0.2701770067214966,0.34761378169059753,0.140762060880661,0.18318359553813934,0.138726606965065,0.28471437096595764,0.29222291707992554,0.1114952564239502,0.2688833773136139,0.1135924756526947
from,0.2737620174884796,0.30141791701316833,0.20279763638973236,0.2009730041027069,0.25394386053085327,0.26272761821746826,0.322764128446579,0.11954223364591599,0.185932457447052,0.19969791173934937
most,0.3219912350177765,0.4585079252719879,0.20793810486793518,0.27647799253463745,0.15741391479969025,0.336320698261261,0.3508910834789276,0.17812205851078033,0.21660372614860535,0.2107497900724411
other,0.341873437166214,0.9999999403953552,0.2292959988117218,0.3224133253097534,0.1327231526374817,0.44086363911628723,0.2806335389614105,0.16085995733737946,0.22483615577220917,0.24682199954986572
series,0.17328087985515594,0.2292959988117218,1.0000001192092896,0.19169558584690094,0.2319052815437317,0.17767351865768433,0.23966510593891144,0.2674110233783722,0.3341316282749176,0.1709602326154709
relaunches,0.2457595020532608,0.20429055392742157,0.29310929775238037,0.18170303106307983,0.2685048282146454,0.19560641050338745,0.22538051009178162,0.22151780128479004,0.29747071862220764,0.2190060019493103
which,0.5261979103088379,0.50507652759552,0.2484029233455658,0.27391618490219116,0.16953375935554504,0.46403205394744873,0.56894451379776,0.22588051855564117,0.33161139488220215,0.25814583897590637
have,0.39808809757232666,0.559082567691803,0.20911821722984314,0.2984349727630615,0.19268153607845306,0.48046383261680603,0.338716596364975,0.1835053265094757,0.19175611436367035,0.32991164922714233
either,0.3851809501647949,0.4026142656803131,0.13773226737976074,0.2713046967983246,0.1042713150382042,0.33237120509147644,0.40784984827041626,0.2197112739086151,0.21763168275356293,0.31498292088508606
been,0.2567804455757141,0.34575363993644714,0.24386771023273468,0.3358675539493561,0.3357822299003601,0.2804456949234009,0.3315402865409851,0.19424933195114136,0.27670928835868835,0.24354910850524902
reboots,0.2648409903049469,0.2892356812953949,0.311408132314682,0.20467548072338104,0.20139876008033752,0.2582475244998932,0.27626287937164307,0.22022554278373718,0.22211162745952606,0.20915764570236206
(,0.2411840260028839,0.25035592913627625,0.21145714819431305,0.1880137175321579,0.13364744186401367,0.29503780603408813,0.3206180930137634,0.13799114525318146,0.19381502270698547,0.40561532974243164
for,0.3017193675041199,0.3273986279964447,0.2715710699558258,0.25718954205513,0.2675482928752899,0.39140474796295166,0.44038116931915283,0.17641091346740723,0.2838452160358429,0.264628142118454
example,0.3456268310546875,0.42318204045295715,0.2143770009279251,0.2471390962600708,0.11784317344427109,0.3082926869392395,0.40234753489494324,0.13142132759094238,0.2522489130496979,0.30374911427497864
",",0.3087472915649414,0.4446498453617096,0.24060699343681335,0.3424985706806183,0.24382898211479187,0.4120737314224243,0.427140474319458,0.20161598920822144,0.2539788484573364,0.31091248989105225
battlestar,0.21565845608711243,0.21330824494361877,0.4925362467765808,0.2545472979545593,0.16945406794548035,0.1607588678598404,0.2369181513786316,0.2867710292339325,0.3005234897136688,0.2220923751592636
galactica,0.17783159017562866,0.16240252554416656,0.3900474011898041,0.12304390966892242,0.17291046679019928,0.14026804268360138,0.2117697298526764,0.3001914918422699,0.22438690066337585,0.18849103152751923
and,0.31309178471565247,0.5504306554794312,0.26972857117652893,0.25729507207870483,0.2844434380531311,0.5477725267410278,0.3739250600337982,0.21544823050498962,0.25166255235671997,0.20544172823429108
bionic,0.17272549867630005,0.2287411391735077,0.31853148341178894,0.17344437539577484,0.14864467084407806,0.25501200556755066,0.29527613520622253,0.21419532597064972,0.1633833646774292,0.2019549012184143
woman,0.2136753350496292,0.15974219143390656,0.13010290265083313,0.14956189692020416,0.19439943134784698,0.15647366642951965,0.31183090806007385,0.13614098727703094,0.18876613676548004,0.22504617273807526
