,in,what,year,was,hms,dreadnought,launched,?
hms,0.1441563367843628,0.12308754026889801,0.1058540865778923,0.19419150054454803,1.0,0.5331516265869141,0.340373158454895,0.15887272357940674
dreadnought,0.32357439398765564,0.3053315579891205,0.17248967289924622,0.40147876739501953,0.5331516265869141,1.0000001192092896,0.3685492277145386,0.1535792052745819
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.2342081367969513,0.40443769097328186,0.20039688050746918,0.1826142966747284
1905,0.11678749322891235,0.160391703248024,0.18032389879226685,0.07948453724384308,-0.014104543253779411,0.12382710725069046,0.08848647773265839,0.1770307421684265
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.19419150054454803,0.40147876739501953,0.28489428758621216,0.18412111699581146
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.21588346362113953,0.3934878706932068,0.2547066807746887,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.26229754090309143,0.35666531324386597,0.30769190192222595,0.18701928853988647
major,0.3249945342540741,0.21026742458343506,0.17671433091163635,0.20676274597644806,0.08149506896734238,0.19173285365104675,0.16898281872272491,0.19788557291030884
warship,0.1816047877073288,0.09669043123722076,0.1597003936767578,0.25631487369537354,0.5093938708305359,0.5526754260063171,0.3353387415409088,0.0741136446595192
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.3636345863342285,0.14108909666538239,0.2894843816757202,0.18913504481315613,0.29463258385658264
replace,0.17249517142772675,0.2028827667236328,0.15463189780712128,0.1948053240776062,0.10395903140306473,0.20737800002098083,0.17029660940170288,0.27411603927612305
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.21588346362113953,0.3934878706932068,0.2547066807746887,0.22068053483963013
proven,0.13981205224990845,0.31119266152381897,0.10950709879398346,0.18779028952121735,0.14190715551376343,0.2376590222120285,0.16068437695503235,0.23916150629520416
technology,0.24215441942214966,0.1940862536430359,0.19090507924556732,0.20640774071216583,0.0940530002117157,0.25743919610977173,0.22155968844890594,0.11564995348453522
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.2342081367969513,0.40443769097328186,0.20039688050746918,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.21588346362113953,0.3934878706932068,0.2547066807746887,0.22068053483963013
reciprocating,0.21796420216560364,0.3255842924118042,0.18020768463611603,0.13652567565441132,0.08349388092756271,0.21626180410385132,0.17327038943767548,0.2616906762123108
engine,0.18885408341884613,0.18463268876075745,0.18775227665901184,0.205611914396286,0.23075361549854279,0.29705706238746643,0.2523452937602997,0.17739196121692657
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.1071258932352066,0.2716210186481476,0.13754619657993317,0.2433311939239502
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.21588346362113953,0.3934878706932068,0.2547066807746887,0.22068053483963013
then-novel,0.3694083094596863,0.3129647672176361,0.23415477573871613,0.3374023735523224,0.300179123878479,0.3438711166381836,0.2575283944606781,0.20524001121520996
steam,0.19852672517299652,0.15672586858272552,0.12807929515838623,0.16913670301437378,0.34923022985458374,0.34427955746650696,0.2391563355922699,0.113324373960495
turbine,0.19420358538627625,0.1404699683189392,0.1751907616853714,0.17515672743320465,0.20851798355579376,0.2991351783275604,0.17275594174861908,0.16315746307373047
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.1863648146390915,0.3663809299468994,0.21241185069084167,0.4130953550338745
