,which,famous,evolutionist,was,influenced,by,the,book,principles,of,geology,?
this,0.6719430088996887,0.20630793273448944,0.2241896241903305,0.3638818562030792,0.21175724267959595,0.38438332080841064,0.6274310946464539,0.2779081463813782,0.25753599405288696,0.45148900151252747,0.24655671417713165,0.3155723512172699
book,0.24807968735694885,0.18508793413639069,0.274300217628479,0.24848085641860962,0.26010164618492126,0.27178502082824707,0.2652374505996704,1.0,0.288196861743927,0.22602593898773193,0.19704405963420868,0.20572158694267273
",",0.3658004403114319,0.2816491723060608,0.24306106567382812,0.45456063747406006,0.2484109252691269,0.3680937886238098,0.4933079481124878,0.23644568026065826,0.23890022933483124,0.4946078956127167,0.21413999795913696,0.31091248989105225
which,1.0,0.24636515974998474,0.19842322170734406,0.2830964922904968,0.1737663745880127,0.40543368458747864,0.6521818041801453,0.24807968735694885,0.29144638776779175,0.5011631846427917,0.2463337630033493,0.25814583897590637
influenced,0.1737663745880127,0.33882012963294983,0.31804245710372925,0.23784680664539337,1.0,0.37002116441726685,0.18518297374248505,0.26010164618492126,0.3427269458770752,0.25486209988594055,0.1916729360818863,0.1310873031616211
the,0.6521818041801453,0.28616565465927124,0.1419760137796402,0.48711544275283813,0.18518297374248505,0.4408751428127289,1.0,0.2652374505996704,0.21452596783638,0.733189046382904,0.214850515127182,0.22068053483963013
thought,0.3462379276752472,0.28038978576660156,0.3055465519428253,0.42560186982154846,0.3762061595916748,0.30952954292297363,0.3509289622306824,0.28257641196250916,0.28893449902534485,0.34673458337783813,0.1571664959192276,0.2600135803222656
of,0.5011631846427917,0.3074295222759247,0.15452826023101807,0.4069072902202606,0.25486209988594055,0.3646814823150635,0.733189046382904,0.22602593898773193,0.25854504108428955,1.0,0.2915674149990082,0.1826142966747284
charles,0.1476125568151474,0.22592519223690033,0.2798554003238678,0.28342804312705994,0.19041846692562103,0.24757300317287445,0.20777860283851624,0.2425260841846466,0.1728537529706955,0.22512592375278473,0.1909296214580536,0.17366734147071838
darwin,0.2630492150783539,0.19977201521396637,0.4609813392162323,0.24770371615886688,0.20726101100444794,0.2050764560699463,0.1935407668352127,0.29208171367645264,0.30398014187812805,0.17460091412067413,0.3230692446231842,0.13912999629974365
",",0.3658004403114319,0.2816491723060608,0.24306106567382812,0.45456063747406006,0.2484109252691269,0.3680937886238098,0.4933079481124878,0.23644568026065826,0.23890022933483124,0.4946078956127167,0.21413999795913696,0.31091248989105225
successfully,0.34495964646339417,0.19728973507881165,0.1715773195028305,0.2890758812427521,0.13158899545669556,0.3125617206096649,0.32525569200515747,0.13473810255527496,0.21935348212718964,0.19373616576194763,0.0975864976644516,0.0971045047044754
promoted,0.14220328629016876,0.15918613970279694,0.1625092774629593,0.3110249936580658,0.1966947615146637,0.22634795308113098,0.2648380994796753,0.1142793744802475,0.09240931272506714,0.1760295182466507,0.08681336045265198,0.2079106867313385
the,0.6521818041801453,0.28616565465927124,0.1419760137796402,0.48711544275283813,0.18518297374248505,0.4408751428127289,1.0,0.2652374505996704,0.21452596783638,0.733189046382904,0.214850515127182,0.22068053483963013
doctrine,0.27833762764930725,0.05349920690059662,0.3887889087200165,0.1871018409729004,0.29824167490005493,0.1644960641860962,0.23041051626205444,0.24870416522026062,0.4201236069202423,0.23378130793571472,0.21665583550930023,0.21789313852787018
of,0.5011631846427917,0.3074295222759247,0.15452826023101807,0.4069072902202606,0.25486209988594055,0.3646814823150635,0.733189046382904,0.22602593898773193,0.25854504108428955,1.0,0.2915674149990082,0.1826142966747284
uniformitarianism,0.2474803924560547,0.19914013147354126,0.48125940561294556,0.1978054791688919,0.3800928592681885,0.18526501953601837,0.19446691870689392,0.2927473187446594,0.520581066608429,0.2633480131626129,0.386812686920166,0.25005680322647095
.,0.45942068099975586,0.2322506159543991,0.2771514654159546,0.40146201848983765,0.24771656095981598,0.3936232924461365,0.5934505462646484,0.21435262262821198,0.18409739434719086,0.5352458953857422,0.20729686319828033,0.4130953550338745
