,why,was,cbs,unable,to,broadcast,the,coronation,of,queen,elizabeth,ii,?
leonard,0.14631891250610352,0.2949611246585846,0.257705420255661,0.06632693111896515,0.14738903939723969,0.21781599521636963,0.16797682642936707,0.2685820460319519,0.1521100252866745,0.16322089731693268,0.32624852657318115,0.13152819871902466,0.1752568930387497
goldenson,0.2656407952308655,0.2537340223789215,0.28686296939849854,0.13859984278678894,0.18715453147888184,0.18705016374588013,0.28907305002212524,0.2659960091114044,0.21861588954925537,0.2254149317741394,0.26269054412841797,0.1795138418674469,0.2495560646057129
said,0.395480215549469,0.43711766600608826,0.21045374870300293,0.29322555661201477,0.34274402260780334,0.18640871345996857,0.3024602234363556,0.1872381865978241,0.29014745354652405,0.12941358983516693,0.24814634025096893,0.12369674444198608,0.28991883993148804
that,0.5601457357406616,0.33670201897621155,0.19930922985076904,0.3581840395927429,0.5436353087425232,0.267183780670166,0.5473989248275757,0.21678413450717926,0.41498205065727234,0.1789773404598236,0.19957835972309113,0.15163540840148926,0.32716336846351624
abc,0.1355249583721161,0.21565799415111542,0.636570394039154,0.10867287218570709,0.1762417107820511,0.4876510202884674,0.2068762183189392,0.16700118780136108,0.14607268571853638,0.14657899737358093,0.1648840308189392,0.12849192321300507,0.19065172970294952
's,-0.016663772985339165,0.008974763564765453,0.1045214831829071,-0.024774404242634773,0.03782717138528824,0.0797032043337822,-0.01540423184633255,-0.019746150821447372,-0.03817026689648628,0.07379500567913055,-0.007447258569300175,0.06274007260799408,-0.023395681753754616
first,0.21323956549167633,0.5022147297859192,0.23310497403144836,0.27230003476142883,0.3792489171028137,0.2604263722896576,0.49448907375335693,0.24982531368732452,0.3536086082458496,0.24891184270381927,0.18844634294509888,0.30262091755867004,0.18701928853988647
international,0.09834674000740051,0.22185437381267548,0.19407843053340912,0.14082583785057068,0.21173149347305298,0.2048042118549347,0.23719607293605804,0.17417298257350922,0.23367412388324738,0.14370158314704895,0.16063790023326874,0.09058304131031036,0.15335838496685028
activity,0.28981813788414,0.19770246744155884,0.1360313892364502,0.1428314596414566,0.26676592230796814,0.06499265879392624,0.28331097960472107,0.04647717624902725,0.23575159907341003,0.09378620237112045,0.03735492005944252,0.05372658371925354,0.19043973088264465
was,0.23341619968414307,1.0000001192092896,0.26256829500198364,0.1734246462583542,0.3636345863342285,0.24068336188793182,0.48711544275283813,0.29637712240219116,0.4069072902202606,0.24258024990558624,0.26819300651550293,0.25630512833595276,0.18412111699581146
broadcasting,0.1401347815990448,0.25895166397094727,0.5507926344871521,0.1502651572227478,0.23729375004768372,0.843898594379425,0.29916465282440186,0.298000305891037,0.25924646854400635,0.18950338661670685,0.15735170245170593,0.21700631082057953,0.10870421677827835
the,0.30742117762565613,0.48711544275283813,0.2283918708562851,0.29094135761260986,0.535392165184021,0.2713715434074402,1.0,0.27051475644111633,0.733189046382904,0.24681736528873444,0.19892844557762146,0.2631464898586273,0.22068053483963013
coronation,0.17789781093597412,0.29637712240219116,0.24385911226272583,0.16429342329502106,0.22194549441337585,0.32338571548461914,0.27051475644111633,1.0,0.2707429528236389,0.4806053936481476,0.364056795835495,0.3725430965423584,0.14919395744800568
of,0.28464117646217346,0.4069072902202606,0.16151919960975647,0.2372649908065796,0.41548454761505127,0.20155203342437744,0.733189046382904,0.2707429528236389,1.0,0.27787157893180847,0.20585080981254578,0.2844806909561157,0.1826142966747284
queen,0.15366114675998688,0.24258024990558624,0.15975908935070038,0.11357787996530533,0.23068656027317047,0.17423155903816223,0.24681736528873444,0.4806053936481476,0.27787157893180847,1.0,0.6279946565628052,0.40825286507606506,0.17460165917873383
elizabeth,0.12950114905834198,0.26819300651550293,0.1873682290315628,0.1635708510875702,0.2338171899318695,0.17167843878269196,0.19892844557762146,0.364056795835495,0.20585080981254578,0.6279946565628052,0.9999999403953552,0.33319416642189026,0.157150536775589
ii,0.15082377195358276,0.25630512833595276,0.17620354890823364,0.11529658734798431,0.20368696749210358,0.21092024445533752,0.2631464898586273,0.3725430965423584,0.2844806909561157,0.40825286507606506,0.33319416642189026,0.9999999403953552,0.11928234249353409
in,0.23227278888225555,0.45514053106307983,0.17584392428398132,0.21687452495098114,0.45010748505592346,0.26723843812942505,0.6662389636039734,0.22936441004276276,0.5696388483047485,0.23028744757175446,0.18559834361076355,0.21453368663787842,0.20430970191955566
june,0.19215752184391022,0.42821118235588074,0.23204006254673004,0.18691669404506683,0.22441016137599945,0.27800387144088745,0.24568822979927063,0.1764795482158661,0.19721001386642456,0.1504865437746048,0.2404007464647293,0.19119533896446228,0.31416764855384827
1953,0.019557466730475426,0.09139815717935562,0.033510759472846985,-0.05743108317255974,-0.029071945697069168,0.09299812465906143,0.10330186039209366,0.13395188748836517,0.01972707360982895,0.02113606221973896,0.07722175121307373,-0.019725361838936806,-0.048926934599876404
;,0.031007718294858932,0.0754367932677269,0.03391492739319801,0.12703314423561096,0.0979827418923378,0.009912485256791115,0.09152708947658539,0.007919029332697392,0.054534342139959335,0.09895751625299454,0.10885684192180634,0.02680506370961666,0.10349778085947037
cbs,0.16066789627075195,0.26256829500198364,1.0,0.15772821009159088,0.16981691122055054,0.5521507263183594,0.2283918708562851,0.24385911226272583,0.16151919960975647,0.15975908935070038,0.1873682290315628,0.17620354890823364,0.14594407379627228
and,0.27806392312049866,0.3740963041782379,0.2054297775030136,0.2742411196231842,0.48971283435821533,0.22526025772094727,0.5171257257461548,0.18446549773216248,0.5116966962814331,0.24302659928798676,0.23224513232707977,0.27599602937698364,0.20544172823429108
nbc,0.17953476309776306,0.251334547996521,0.7415741682052612,0.1291564404964447,0.14568616449832916,0.5847012996673584,0.20618264377117157,0.2423708587884903,0.12012486904859543,0.12953883409500122,0.17332103848457336,0.13064569234848022,0.1680917739868164
were,0.2287064492702484,0.590133786201477,0.17166459560394287,0.19787412881851196,0.31913647055625916,0.12331408262252808,0.3906462490558624,0.16044826805591583,0.34038281440734863,0.1738734245300293,0.18900105357170105,0.20646095275878906,0.17890112102031708
unable,0.28423547744750977,0.1734246462583542,0.15772821009159088,1.0,0.47413626313209534,0.1581355333328247,0.29094135761260986,0.16429342329502106,0.2372649908065796,0.11357787996530533,0.1635708510875702,0.11529658734798431,0.1804998219013214
to,0.4100138247013092,0.3636345863342285,0.16981691122055054,0.47413626313209534,1.0,0.2326623648405075,0.535392165184021,0.22194549441337585,0.41548454761505127,0.23068656027317047,0.2338171899318695,0.20368696749210358,0.29463258385658264
cover,0.22716350853443146,0.188062384724617,0.17421217262744904,0.1019967645406723,0.2887181341648102,0.24097208678722382,0.26727065443992615,0.16466617584228516,0.26416900753974915,0.14258545637130737,0.13205651938915253,0.09352412074804306,0.18414615094661713
