,what,can,be,achieved,without,building,high,or,getting,rid,of,common,areas,?
a,0.3320399522781372,0.3915780484676361,0.39883795380592346,0.23914574086666107,0.2797018885612488,0.2576078176498413,0.22865821421146393,0.48853766918182373,0.2823704481124878,0.2011348158121109,0.5052502155303955,0.29638534784317017,0.24730755388736725,0.23916715383529663
new,0.2130378633737564,0.22821471095085144,0.22046978771686554,0.10181812942028046,0.19237087666988373,0.2543124556541443,0.19485966861248016,0.1627417951822281,0.20673590898513794,0.23319503664970398,0.343457967042923,0.14042600989341736,0.1423102170228958,0.14782847464084625
development,0.19014155864715576,0.17880186438560486,0.22699303925037384,0.2831449508666992,0.17758841812610626,0.21499302983283997,0.22142188251018524,0.20496505498886108,0.1730956733226776,0.10255082696676254,0.28700894117355347,0.17576758563518524,0.2948665916919708,0.1211358830332756
in,0.30808621644973755,0.26527702808380127,0.3481820821762085,0.24532650411128998,0.2553589344024658,0.3256937265396118,0.2652597725391388,0.3586423695087433,0.2387998104095459,0.2065446674823761,0.5696388483047485,0.23149342834949493,0.33029478788375854,0.20430970191955566
the,0.42745697498321533,0.312528520822525,0.4248143136501312,0.2821090817451477,0.3270869255065918,0.3159640431404114,0.28034812211990356,0.4174870550632477,0.2930673360824585,0.24690276384353638,0.733189046382904,0.2705984115600586,0.3311663568019867,0.22068053483963013
ouseburn,0.2634839713573456,0.17784160375595093,0.2377874255180359,0.11813917756080627,0.19476549327373505,0.2898994982242584,0.2290087640285492,0.26769036054611206,0.2621993124485016,0.17182068526744843,0.35620367527008057,0.18243031203746796,0.29044753313064575,0.2913041114807129
valley,0.15729281306266785,0.09136626124382019,0.135179802775383,0.1105995699763298,0.09542503207921982,0.18724140524864197,0.22568035125732422,0.13156332075595856,0.13727018237113953,0.10150381177663803,0.23914365470409393,0.1145041435956955,0.31035730242729187,0.11486150324344635
has,0.20338068902492523,0.4103628396987915,0.3863394856452942,0.2262239158153534,0.20659762620925903,0.19068503379821777,0.21330732107162476,0.316264808177948,0.2729968726634979,0.21743834018707275,0.3909035325050354,0.22700761258602142,0.26786115765571594,0.15994466841220856
recreated,0.20902615785598755,0.27351346611976624,0.3344348967075348,0.22433437407016754,0.2322203665971756,0.169475719332695,0.14708545804023743,0.311962753534317,0.29918962717056274,0.3103013336658478,0.10933548212051392,0.13872410356998444,0.30758312344551086,0.25615641474723816
them,0.4994642734527588,0.4612884819507599,0.4282684326171875,0.17748108506202698,0.4329198896884918,0.23337587714195251,0.20597094297409058,0.4516362249851227,0.4420747458934784,0.3605910539627075,0.34503093361854553,0.22483457624912262,0.35560402274131775,0.35435691475868225
;,0.10986888408660889,0.05390199273824692,0.06185305491089821,0.04150773584842682,0.14221322536468506,0.10393460094928741,-0.012911408208310604,0.0563276931643486,-0.00042690749978646636,-0.06635469943284988,0.054534342139959335,0.03765946254134178,0.05678283050656319,0.10349778085947037
architects,0.1787957400083542,0.08178158849477768,0.11106232553720474,0.15932421386241913,0.11173566430807114,0.5382165312767029,0.10166169703006744,0.10493136197328568,0.15396887063980103,0.0893089696764946,0.21415399014949799,0.06823401898145676,0.17179860174655914,0.1260584592819214
cany,0.22277994453907013,0.3157910704612732,0.2574007213115692,0.14589790999889374,0.19776710867881775,0.3161504566669464,0.20702539384365082,0.28824877738952637,0.2592608630657196,0.20077908039093018,0.3137471079826355,0.1531362533569336,0.24463507533073425,0.22126857936382294
ash,0.1386452615261078,0.20658348500728607,0.18047522008419037,0.10602796077728271,0.15857402980327606,0.07617022097110748,0.14393006265163422,0.18836160004138947,0.12131869792938232,0.0988697037100792,0.17366795241832733,0.2591058015823364,0.17458020150661469,0.1842072457075119
and,0.31309178471565247,0.3675691485404968,0.41766801476478577,0.21286144852638245,0.35511502623558044,0.2593274712562561,0.2911888659000397,0.4713204801082611,0.32539379596710205,0.2246866226196289,0.5116966962814331,0.229714497923851,0.40107932686805725,0.20544172823429108
robert,0.1948658525943756,0.11373235285282135,0.10589228570461273,0.06802817434072495,0.14205391705036163,0.1707005351781845,0.1572059988975525,0.1337887942790985,0.1326487511396408,0.026915591210126877,0.2398476004600525,0.067640520632267,0.16414384543895721,0.11293095350265503
sakula,0.16963401436805725,0.06307372450828552,0.059710025787353516,0.029129263013601303,0.0839366465806961,0.1562933474779129,0.14947639405727386,0.18338021636009216,0.12538492679595947,0.030923992395401,0.16755491495132446,0.04006197676062584,0.11018890887498856,0.14367063343524933
