,what,is,one,function,that,prime,numbers,have,that,1,does,not,?
furthermore,0.3921765089035034,0.24921245872974396,0.28886857628822327,0.27675461769104004,0.4716785252094269,0.12325423210859299,0.2632239758968353,0.45638272166252136,0.4716785252094269,-0.2717333137989044,0.3387683629989624,0.4389997124671936,0.28283703327178955
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.18487244844436646,0.4137537479400635,0.2565026581287384,0.26479464769363403,0.3541618287563324,0.4137537479400635,-0.15742997825145721,0.28617382049560547,0.3769696354866028,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.2037137746810913,0.5473989248275757,0.19960100948810577,0.293011337518692,0.40389683842658997,0.5473989248275757,-0.1554475575685501,0.35928019881248474,0.4310511648654938,0.22068053483963013
prime,0.15586113929748535,0.16680827736854553,0.16067731380462646,0.18293221294879913,0.18163643777370453,1.0,0.26943376660346985,0.1710582673549652,0.18163643777370453,-0.17159132659435272,0.19604897499084473,0.12917746603488922,0.11276303976774216
numbers,0.24586999416351318,0.19465886056423187,0.2818865478038788,0.2735985517501831,0.342125803232193,0.26943376660346985,1.0,0.31616076827049255,0.342125803232193,-0.23353983461856842,0.21437682211399078,0.3080960810184479,0.19297972321510315
have,0.39808809757232666,0.3613572418689728,0.4507926106452942,0.2885133922100067,0.6182622313499451,0.1710582673549652,0.31616076827049255,0.9999999403953552,0.6182622313499451,-0.30716702342033386,0.3709583580493927,0.5619372129440308,0.32991164922714233
several,0.22446060180664062,0.20361857116222382,0.42709240317344666,0.10383283346891403,0.40009650588035583,0.08666123449802399,0.24853697419166565,0.45253247022628784,0.40009650588035583,-0.19409015774726868,0.2083442658185959,0.2652394473552704,0.15595775842666626
properties,0.23360128700733185,0.22585535049438477,0.2079814374446869,0.34778451919555664,0.26040080189704895,0.11178401112556458,0.3090938627719879,0.3099898397922516,0.26040080189704895,-0.16772089898586273,0.2487986534833908,0.30102822184562683,0.12601029872894287
that,0.6297725439071655,0.3995479643344879,0.5133185982704163,0.2751213610172272,1.0,0.18163643777370453,0.342125803232193,0.6182622313499451,1.0,-0.3131840229034424,0.4764937460422516,0.6600887179374695,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.2037137746810913,0.5473989248275757,0.19960100948810577,0.293011337518692,0.40389683842658997,0.5473989248275757,-0.1554475575685501,0.35928019881248474,0.4310511648654938,0.22068053483963013
number,0.23046229779720306,0.22390379011631012,0.4248921275138855,0.2177034616470337,0.32951247692108154,0.2556258738040924,0.7132124304771423,0.3633861541748047,0.32951247692108154,-0.20963284373283386,0.1831183135509491,0.30033785104751587,0.19256845116615295
1,-0.21266892552375793,-0.12491171807050705,-0.22723202407360077,-0.26438140869140625,-0.3131840229034424,-0.17159132659435272,-0.23353983461856842,-0.30716702342033386,-0.3131840229034424,1.0,-0.24693645536899567,-0.31168678402900696,-0.249979168176651
