,which,borough,of,newcastle,had,a,population,around,"259,000",?
according,0.28790292143821716,0.11110655963420868,0.3307822346687317,0.07468248158693314,0.3028804361820221,0.239227756857872,0.3151155114173889,0.2437627613544464,0.005657759960740805,0.21173474192619324
to,0.5345056653022766,0.1735730916261673,0.41548454761505127,0.23559264838695526,0.37984350323677063,0.45503583550453186,0.19776633381843567,0.3591267168521881,0.11212095618247986,0.29463258385658264
the,0.6521818041801453,0.2728978395462036,0.733189046382904,0.2253497689962387,0.3875846862792969,0.5829201340675354,0.32044094800949097,0.40085816383361816,0.04850335419178009,0.22068053483963013
uk,0.1906050443649292,0.2421521544456482,0.21513383090496063,0.23818176984786987,0.1592816710472107,0.19665123522281647,0.14716313779354095,0.1812622845172882,-0.04627419635653496,0.20222434401512146
government,0.27266770601272583,0.27423492074012756,0.3475167155265808,0.19805875420570374,0.24793484807014465,0.25158295035362244,0.3017103970050812,0.17148277163505554,-0.02897881716489792,0.18851417303085327
's,0.03856118768453598,-0.06797163933515549,-0.03817026689648628,-0.017262522131204605,-0.004401352722197771,0.04866964742541313,0.012951160781085491,-0.039796680212020874,-0.001563194440677762,-0.023395681753754616
returned,0.16953375935554504,0.12912341952323914,0.28002414107322693,0.21029648184776306,0.4430961012840271,0.22562164068222046,0.10487539321184158,0.1891779750585556,-0.05005984753370285,0.07695316523313522
2001,-0.08616556972265244,-0.12848548591136932,-0.08535187691450119,-0.19458232820034027,-0.17455439269542694,-0.14780431985855103,-0.14656057953834534,-0.13688352704048157,0.11368837207555771,-0.08740651607513428
census,0.1733984500169754,0.3726763427257538,0.19615516066551208,0.18275249004364014,0.18697713315486908,0.13645486533641815,0.6778454184532166,0.20723450183868408,-0.07109250128269196,0.12548218667507172
information,0.34511786699295044,0.11320339888334274,0.2860049605369568,0.11109334230422974,0.17184752225875854,0.2867805063724518,0.22374364733695984,0.2119947373867035,0.11557601392269135,0.24875912070274353
",",0.3658004403114319,0.18933524191379547,0.4946078956127167,0.251589834690094,0.35487717390060425,0.427140474319458,0.2967977225780487,0.3298884332180023,-0.033414240926504135,0.31091248989105225
the,0.6521818041801453,0.2728978395462036,0.733189046382904,0.2253497689962387,0.3875846862792969,0.5829201340675354,0.32044094800949097,0.40085816383361816,0.04850335419178009,0.22068053483963013
city,0.22264601290225983,0.47537747025489807,0.32503411173820496,0.32860881090164185,0.22134195268154144,0.2349124401807785,0.4607829749584198,0.2674295902252197,-0.06860890239477158,0.13423943519592285
of,0.5011631846427917,0.23685723543167114,1.0,0.18781472742557526,0.37755560874938965,0.5052502155303955,0.3060894012451172,0.3296394646167755,0.06140242889523506,0.1826142966747284
newcastle,0.19934645295143127,0.3915557861328125,0.18781472742557526,1.0000001192092896,0.2122826874256134,0.21405641734600067,0.15327702462673187,0.19274786114692688,-0.044944874942302704,0.0902252271771431
had,0.3188965916633606,0.14788122475147247,0.37755560874938965,0.2122826874256134,0.9999999403953552,0.34897568821907043,0.21385526657104492,0.2928045392036438,-0.04950927942991257,0.20728366076946259
a,0.56894451379776,0.1976964920759201,0.5052502155303955,0.21405641734600067,0.34897568821907043,1.0,0.2345738559961319,0.3187784254550934,0.16379527747631073,0.23916715383529663
population,0.2151837795972824,0.33337685465812683,0.3060894012451172,0.15327702462673187,0.21385526657104492,0.2345738559961319,1.0,0.28779906034469604,-0.04081934317946434,0.14449454843997955
of,0.5011631846427917,0.23685723543167114,1.0,0.18781472742557526,0.37755560874938965,0.5052502155303955,0.3060894012451172,0.3296394646167755,0.06140242889523506,0.1826142966747284
"189,863",0.1661028265953064,-0.09451769292354584,0.09827931970357895,-0.08829914033412933,0.009880049154162407,0.14348170161247253,-0.023135656490921974,0.19332434237003326,0.1292470246553421,0.05814306065440178
",",0.3658004403114319,0.18933524191379547,0.4946078956127167,0.251589834690094,0.35487717390060425,0.427140474319458,0.2967977225780487,0.3298884332180023,-0.033414240926504135,0.31091248989105225
whereas,0.46635621786117554,0.14458180963993073,0.34012725949287415,0.08364406228065491,0.14682266116142273,0.27881526947021484,0.2066739797592163,0.29313573241233826,0.16789494454860687,0.1950923502445221
the,0.6521818041801453,0.2728978395462036,0.733189046382904,0.2253497689962387,0.3875846862792969,0.5829201340675354,0.32044094800949097,0.40085816383361816,0.04850335419178009,0.22068053483963013
metropolitan,0.24593842029571533,0.4166111946105957,0.2863157391548157,0.2148311734199524,0.18934404850006104,0.1711602658033371,0.35963642597198486,0.17428389191627502,-0.041857730597257614,0.1861504763364792
borough,0.2195223569869995,0.9999998807907104,0.23685723543167114,0.3915557861328125,0.14788122475147247,0.1976964920759201,0.33337685465812683,0.15957385301589966,-0.04713602364063263,0.08402153104543686
of,0.5011631846427917,0.23685723543167114,1.0,0.18781472742557526,0.37755560874938965,0.5052502155303955,0.3060894012451172,0.3296394646167755,0.06140242889523506,0.1826142966747284
newcastle,0.19934645295143127,0.3915557861328125,0.18781472742557526,1.0000001192092896,0.2122826874256134,0.21405641734600067,0.15327702462673187,0.19274786114692688,-0.044944874942302704,0.0902252271771431
had,0.3188965916633606,0.14788122475147247,0.37755560874938965,0.2122826874256134,0.9999999403953552,0.34897568821907043,0.21385526657104492,0.2928045392036438,-0.04950927942991257,0.20728366076946259
a,0.56894451379776,0.1976964920759201,0.5052502155303955,0.21405641734600067,0.34897568821907043,1.0,0.2345738559961319,0.3187784254550934,0.16379527747631073,0.23916715383529663
population,0.2151837795972824,0.33337685465812683,0.3060894012451172,0.15327702462673187,0.21385526657104492,0.2345738559961319,1.0,0.28779906034469604,-0.04081934317946434,0.14449454843997955
of,0.5011631846427917,0.23685723543167114,1.0,0.18781472742557526,0.37755560874938965,0.5052502155303955,0.3060894012451172,0.3296394646167755,0.06140242889523506,0.1826142966747284
around,0.3772764205932617,0.15957385301589966,0.3296394646167755,0.19274786114692688,0.2928045392036438,0.3187784254550934,0.28779906034469604,1.0,0.015816938132047653,0.14729668200016022
"259,000",0.20493026077747345,-0.04713602364063263,0.06140242889523506,-0.044944874942302704,-0.04950927942991257,0.16379527747631073,-0.04081934317946434,0.015816938132047653,1.0000001192092896,0.05002456158399582
.,0.45942068099975586,0.2056887298822403,0.5352458953857422,0.2714749276638031,0.37348684668540955,0.50484299659729,0.26950228214263916,0.3712388277053833,0.05872524157166481,0.4130953550338745
