,when,was,the,teaching,council,act,passed,?
teachers,0.2084542065858841,0.18821726739406586,0.22025763988494873,0.6562570333480835,0.217071071267128,0.18836207687854767,0.1827603280544281,0.19522249698638916
are,0.29873907566070557,0.3076191842556,0.40399202704429626,0.23373855650424957,0.1583584100008011,0.22266654670238495,0.14285653829574585,0.24591213464736938
required,0.24206838011741638,0.14378079771995544,0.27848219871520996,0.18910564482212067,0.1782836765050888,0.2910161018371582,0.3490002453327179,0.24962718784809113
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.2762126624584198,0.23829470574855804,0.24833928048610687,0.26747700572013855,0.29463258385658264
be,0.4451393485069275,0.42228707671165466,0.4248143136501312,0.2096574753522873,0.1781650185585022,0.29223379492759705,0.23445354402065277,0.3324260413646698
registered,0.2295752614736557,0.23385562002658844,0.23383188247680664,0.18114711344242096,0.18228405714035034,0.23692305386066437,0.24146932363510132,0.24155336618423462
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.17801906168460846,0.10649243742227554,0.18591532111167908,0.1990165412425995,0.2433311939239502
the,0.5091903209686279,0.48711544275283813,1.0,0.2182690054178238,0.2829204201698303,0.28682878613471985,0.3173406720161438,0.22068053483963013
teaching,0.22055867314338684,0.22091154754161835,0.2182690054178238,1.0000001192092896,0.22161731123924255,0.19314156472682953,0.19238781929016113,0.20424684882164001
council,0.1893327534198761,0.23921515047550201,0.2829204201698303,0.22161731123924255,1.0,0.21388602256774902,0.1891520917415619,0.1160062924027443
;,0.022927695885300636,0.0754367932677269,0.09152708947658539,-0.03019263967871666,0.0617411732673645,0.10006994754076004,0.06759996712207794,0.10349778085947037
under,0.3172987401485443,0.2672741413116455,0.3348022699356079,0.11727077513933182,0.1507444679737091,0.20642785727977753,0.1629231572151184,0.18233340978622437
section,0.16945156455039978,0.1566556841135025,0.3365345895290375,0.10593091696500778,0.14237643778324127,0.2602912187576294,0.20368701219558716,0.2733710706233978
30,0.07008512318134308,0.08394331485033035,0.0730796679854393,0.0399063304066658,0.0437394380569458,0.03475309908390045,-0.0013924823142588139,-0.08261742442846298
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2911611497402191,0.2972237169742584,0.2802577316761017,0.2703755795955658,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.2182690054178238,0.2829204201698303,0.28682878613471985,0.3173406720161438,0.22068053483963013
teaching,0.22055867314338684,0.22091154754161835,0.2182690054178238,1.0000001192092896,0.22161731123924255,0.19314156472682953,0.19238781929016113,0.20424684882164001
council,0.1893327534198761,0.23921515047550201,0.2829204201698303,0.22161731123924255,1.0,0.21388602256774902,0.1891520917415619,0.1160062924027443
act,0.22280360758304596,0.1887621134519577,0.28682878613471985,0.19314156472682953,0.21388602256774902,1.0,0.4205443859100342,0.1482519507408142
2001,-0.12046102434396744,-0.1705034077167511,-0.07246288657188416,-0.09146860241889954,-0.06973838061094284,-0.08944440633058548,-0.14308860898017883,-0.08740651607513428
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2547089457511902,0.23820561170578003,0.1787904053926468,0.23382075130939484,0.31091248989105225
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.21643459796905518,0.16385574638843536,0.2060188204050064,0.24766449630260468,0.23916715383529663
person,0.3738875091075897,0.25889307260513306,0.3487054407596588,0.25527477264404297,0.18611134588718414,0.2587434947490692,0.18983182311058044,0.324093222618103
employed,0.24959488213062286,0.23432216048240662,0.2112865000963211,0.26491251587867737,0.1602952480316162,0.1712375283241272,0.2140807807445526,0.1261894851922989
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.2659059166908264,0.2689173221588135,0.22050046920776367,0.2297387272119522,0.20430970191955566
any,0.4210505485534668,0.22746296226978302,0.4525727927684784,0.23059195280075073,0.17267656326293945,0.2890753746032715,0.2556379437446594,0.4113408327102661
capacity,0.1468956023454666,0.13935771584510803,0.1849547177553177,0.12413039058446884,0.15678980946540833,0.14213187992572784,0.08464967459440231,0.17383241653442383
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.2659059166908264,0.2689173221588135,0.22050046920776367,0.2297387272119522,0.20430970191955566
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.21643459796905518,0.16385574638843536,0.2060188204050064,0.24766449630260468,0.23916715383529663
recognised,0.19627878069877625,0.25636428594589233,0.2839850187301636,0.21129196882247925,0.19425587356090546,0.2397914081811905,0.28224459290504456,0.1985509693622589
teaching,0.22055867314338684,0.22091154754161835,0.2182690054178238,1.0000001192092896,0.22161731123924255,0.19314156472682953,0.19238781929016113,0.20424684882164001
post,0.2210204154253006,0.23690193891525269,0.26656362414360046,0.10416685044765472,0.18861708045005798,0.1986914426088333,0.13883942365646362,0.23729883134365082
-,0.23405122756958008,0.21728090941905975,0.3207225501537323,0.11944629997015,0.1367199718952179,0.09518595039844513,0.1204911395907402,0.3336010277271271
who,0.48282691836357117,0.3318818509578705,0.3733934462070465,0.2535073459148407,0.19620807468891144,0.2015037089586258,0.18397395312786102,0.26220351457595825
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.16213442385196686,0.2196589708328247,0.18206438422203064,0.17212356626987457,0.22961433231830597
not,0.4799930453300476,0.2888734042644501,0.4310511648654938,0.28950080275535583,0.16596728563308716,0.2604115903377533,0.24419745802879333,0.41942933201789856
registered,0.2295752614736557,0.23385562002658844,0.23383188247680664,0.18114711344242096,0.18228405714035034,0.23692305386066437,0.24146932363510132,0.24155336618423462
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.17801906168460846,0.10649243742227554,0.18591532111167908,0.1990165412425995,0.2433311939239502
the,0.5091903209686279,0.48711544275283813,1.0,0.2182690054178238,0.2829204201698303,0.28682878613471985,0.3173406720161438,0.22068053483963013
teaching,0.22055867314338684,0.22091154754161835,0.2182690054178238,1.0000001192092896,0.22161731123924255,0.19314156472682953,0.19238781929016113,0.20424684882164001
council,0.1893327534198761,0.23921515047550201,0.2829204201698303,0.22161731123924255,1.0,0.21388602256774902,0.1891520917415619,0.1160062924027443
-,0.23405122756958008,0.21728090941905975,0.3207225501537323,0.11944629997015,0.1367199718952179,0.09518595039844513,0.1204911395907402,0.3336010277271271
may,0.3167054355144501,0.3388521671295166,0.2694292366504669,0.176097571849823,0.08836175501346588,0.16605353355407715,0.1738145798444748,0.2768254578113556
not,0.4799930453300476,0.2888734042644501,0.4310511648654938,0.28950080275535583,0.16596728563308716,0.2604115903377533,0.24419745802879333,0.41942933201789856
be,0.4451393485069275,0.42228707671165466,0.4248143136501312,0.2096574753522873,0.1781650185585022,0.29223379492759705,0.23445354402065277,0.3324260413646698
paid,0.18702086806297302,0.29885348677635193,0.22871042788028717,0.2062137871980667,0.18840095400810242,0.15563000738620758,0.1774197220802307,0.20964482426643372
from,0.405669629573822,0.31171464920043945,0.40150508284568787,0.20678803324699402,0.16122816503047943,0.15529605746269226,0.23084649443626404,0.19969791173934937
oireachtas,0.239956796169281,0.3034835159778595,0.36323079466819763,0.243337020277977,0.45641952753067017,0.36145666241645813,0.3017762303352356,0.18889372050762177
funds,0.20126473903656006,0.24675096571445465,0.23871955275535583,0.3095417022705078,0.27734899520874023,0.2565767467021942,0.14710094034671783,0.12731410562992096
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.26479530334472656,0.2314436286687851,0.2025400698184967,0.23110949993133545,0.4130953550338745
