,the,los,angeles,clippers,are,a,team,belonging,to,which,sport,?
professional,0.1869824379682541,0.17628657817840576,0.18724524974822998,0.2575855851173401,0.1741122007369995,0.2665292024612427,0.353275328874588,0.05422592535614967,0.20276802778244019,0.17968788743019104,0.3263073265552521,0.13074518740177155
sports,0.20313861966133118,0.18961526453495026,0.19717316329479218,0.2676428556442261,0.18766270577907562,0.1933065801858902,0.3859803080558777,0.14429137110710144,0.1915440857410431,0.16575658321380615,0.7343956232070923,0.04557104781270027
teams,0.3164927661418915,0.22085128724575043,0.22802701592445374,0.2886957824230194,0.30113157629966736,0.21163642406463623,0.673422634601593,0.12987926602363586,0.2634691894054413,0.22479400038719177,0.4329545795917511,0.11150168627500534
in,0.6662389636039734,0.2795681953430176,0.23927895724773407,0.18981234729290009,0.3841303884983063,0.539380669593811,0.18841172754764557,0.2926333546638489,0.45010748505592346,0.4840516746044159,0.2268456369638443,0.20430970191955566
southern,0.3282862603664398,0.18350043892860413,0.19405479729175568,0.1305171400308609,0.18306338787078857,0.25843560695648193,0.15997721254825592,0.3105615973472595,0.18284058570861816,0.2648681700229645,0.15053148567676544,0.11225555837154388
california,0.2750805914402008,0.641045331954956,0.6717669367790222,0.3525090217590332,0.17678135633468628,0.2426064908504486,0.14263421297073364,0.0868406891822815,0.20697450637817383,0.17128102481365204,0.10210076719522476,0.1409905105829239
include,0.2951717972755432,0.13818079233169556,0.13739114999771118,0.1399458348751068,0.5140694975852966,0.18765322864055634,0.09636539965867996,0.23043444752693176,0.1820748895406723,0.33084139227867126,0.13563032448291779,0.14925788342952728
teams,0.3164927661418915,0.22085128724575043,0.22802701592445374,0.2886957824230194,0.30113157629966736,0.21163642406463623,0.673422634601593,0.12987926602363586,0.2634691894054413,0.22479400038719177,0.4329545795917511,0.11150168627500534
from,0.40150508284568787,0.22446542978286743,0.21691568195819855,0.22041065990924835,0.2674213647842407,0.322764128446579,0.21108146011829376,0.21350345015525818,0.4069952368736267,0.38755592703819275,0.1735651046037674,0.19969791173934937
the,1.0,0.2502395510673523,0.24588194489479065,0.25956645607948303,0.40399202704429626,0.5829201340675354,0.22564226388931274,0.30778494477272034,0.535392165184021,0.6521818041801453,0.15650692582130432,0.22068053483963013
nfl,0.15305201709270477,0.2202766090631485,0.2430088222026825,0.34594452381134033,0.10710634291172028,0.1210956797003746,0.352365642786026,-0.008259512484073639,0.1526731252670288,0.1353975087404251,0.20499271154403687,0.10610254108905792
