,a,non-deterministic,turing,machine,has,the,ability,to,capture,what,facet,of,useful,analysis,?
the,0.5829201340675354,0.35790613293647766,0.2644472122192383,0.22788187861442566,0.4177538752555847,1.0,0.24997951090335846,0.535392165184021,0.3008226752281189,0.42745697498321533,0.26733309030532837,0.733189046382904,0.24760913848876953,0.24241644144058228,0.22068053483963013
non-deterministic,0.35841843485832214,1.0,0.41113001108169556,0.2774420380592346,0.26308804750442505,0.35790613293647766,0.36538761854171753,0.3208942711353302,0.16795268654823303,0.4249761998653412,0.35738155245780945,0.37207725644111633,0.42759695649147034,0.5070148706436157,0.284718781709671
turing,0.25234705209732056,0.41113001108169556,1.0000001192092896,0.4048772156238556,0.15688374638557434,0.2644472122192383,0.19179055094718933,0.22095461189746857,0.2582859396934509,0.2806522250175476,0.20627948641777039,0.2670239806175232,0.28066837787628174,0.3259137272834778,0.1460462063550949
machine,0.24983544647693634,0.2774420380592346,0.4048772156238556,1.0,0.10998920351266861,0.22788187861442566,0.16715000569820404,0.1634126603603363,0.1930583417415619,0.23075932264328003,0.21714696288108826,0.15468473732471466,0.28036752343177795,0.22334632277488708,0.17587624490261078
has,0.4670248031616211,0.26308804750442505,0.15688374638557434,0.10998920351266861,1.0,0.4177538752555847,0.21486984193325043,0.3619994819164276,0.11763697862625122,0.20338068902492523,0.24739058315753937,0.3909035325050354,0.18910348415374756,0.20760852098464966,0.15994466841220856
very,0.45312565565109253,0.2768148183822632,0.1702156364917755,0.17335142195224762,0.3807820975780487,0.34171217679977417,0.3211115598678589,0.3902553617954254,0.10699097067117691,0.37053924798965454,0.24717389047145844,0.34437474608421326,0.4570425748825073,0.19256480038166046,0.20864155888557434
little,0.3029581904411316,0.16139093041419983,0.17558695375919342,0.23421625792980194,0.2619484066963196,0.2412613034248352,0.2060350477695465,0.2547711431980133,0.07023055851459503,0.2614184617996216,0.1035870909690857,0.20116642117500305,0.27002662420272827,0.1758672595024109,0.20336517691612244
to,0.45503583550453186,0.3208942711353302,0.22095461189746857,0.1634126603603363,0.3619994819164276,0.535392165184021,0.401883065700531,1.0,0.30964332818984985,0.455847829580307,0.2758198082447052,0.41548454761505127,0.3279949128627777,0.21860700845718384,0.29463258385658264
do,0.26237669587135315,0.3444209396839142,0.18086542189121246,0.18929365277290344,0.22084827721118927,0.30239659547805786,0.28784701228141785,0.38876664638519287,0.14949841797351837,0.4609605669975281,0.2308117151260376,0.26150479912757874,0.398441344499588,0.15965881943702698,0.4093979299068451
with,0.3783375024795532,0.28003308176994324,0.15793664753437042,0.1688918024301529,0.44092974066734314,0.4223487675189972,0.2237129658460617,0.4239959120750427,0.16509553790092468,0.2464839518070221,0.28254440426826477,0.41827285289764404,0.2566043734550476,0.17961592972278595,0.2433311939239502
how,0.29312583804130554,0.3728158175945282,0.25509366393089294,0.2763974964618683,0.26820555329322815,0.33890387415885925,0.41328999400138855,0.44169697165489197,0.13953673839569092,0.6468034982681274,0.27557405829429626,0.2480744868516922,0.36968061327934265,0.289559006690979,0.4024120569229126
we,0.34842976927757263,0.40666988492012024,0.25451889634132385,0.25529488921165466,0.21486863493919373,0.3206169009208679,0.34207218885421753,0.4005183279514313,0.15944525599479675,0.5622460842132568,0.38735881447792053,0.2769293785095215,0.48387598991394043,0.23192641139030457,0.535264790058136
physically,0.23897254467010498,0.3331523537635803,0.20945385098457336,0.18099671602249146,0.2361275553703308,0.24411144852638245,0.40842053294181824,0.3394286632537842,0.2141687124967575,0.30163097381591797,0.26517531275749207,0.23527942597866058,0.2791118323802948,0.1720372438430786,0.10199815034866333
want,0.2898913025856018,0.3148394525051117,0.19867102801799774,0.18730571866035461,0.20630210638046265,0.3003826439380646,0.3249308168888092,0.4966742694377899,0.21611008048057556,0.516654908657074,0.25768229365348816,0.2645295262336731,0.4009706676006317,0.1506824642419815,0.44783785939216614
to,0.45503583550453186,0.3208942711353302,0.22095461189746857,0.1634126603603363,0.3619994819164276,0.535392165184021,0.401883065700531,1.0,0.30964332818984985,0.455847829580307,0.2758198082447052,0.41548454761505127,0.3279949128627777,0.21860700845718384,0.29463258385658264
compute,0.2365802377462387,0.45036086440086365,0.4834384024143219,0.3653724789619446,0.17672134935855865,0.1901584267616272,0.22849006950855255,0.29515916109085083,0.13890576362609863,0.3069388270378113,0.36317723989486694,0.20833022892475128,0.3890886902809143,0.35115712881088257,0.2203136384487152
algorithms,0.21237695217132568,0.41728004813194275,0.45750296115875244,0.28521254658699036,0.15131205320358276,0.167828768491745,0.2430114597082138,0.2158832848072052,0.15962190926074982,0.25635042786598206,0.3332911729812622,0.22317801415920258,0.3338477909564972,0.34604814648628235,0.186949223279953
",",0.427140474319458,0.26620715856552124,0.2807261645793915,0.21841607987880707,0.3734780251979828,0.4933079481124878,0.2049795389175415,0.44245919585227966,0.23900990188121796,0.3087472915649414,0.25184741616249084,0.4946078956127167,0.29760420322418213,0.25410884618759155,0.31091248989105225
but,0.44750767946243286,0.3503410220146179,0.23138876259326935,0.210704043507576,0.41906601190567017,0.4859698414802551,0.319354385137558,0.5542377829551697,0.2479698210954666,0.5029441118240356,0.2572292387485504,0.39942997694015503,0.38023075461387634,0.24769467115402222,0.27921953797340393
its,0.4424409866333008,0.3658622205257416,0.13580092787742615,0.15019336342811584,0.4627293348312378,0.559237003326416,0.25409403443336487,0.3691340684890747,0.21186475455760956,0.30393704771995544,0.290847510099411,0.48690423369407654,0.26015764474868774,0.22928577661514282,0.15103481709957123
branching,0.2720939815044403,0.3859179615974426,0.21829445660114288,0.1748107522726059,0.19926363229751587,0.2994140684604645,0.2678636312484741,0.22070123255252838,0.08077918738126755,0.24799583852291107,0.21591424942016602,0.30700066685676575,0.3788684010505676,0.32786843180656433,0.17171049118041992
exactly,0.2848515212535858,0.40257805585861206,0.2423519492149353,0.1837015300989151,0.22480003535747528,0.30447691679000854,0.1663360744714737,0.36282557249069214,0.13048569858074188,0.5801165103912354,0.3200702667236328,0.24229927361011505,0.31990301609039307,0.24138912558555603,0.35508325695991516
captures,0.17895972728729248,0.17041976749897003,0.2853315472602844,0.18638591468334198,0.144609734416008,0.29211777448654175,0.200832337141037,0.2509225010871887,0.870090663433075,0.1314621865749359,0.09686016291379929,0.2764648199081421,0.11395107209682465,0.13466954231262207,0.11506674438714981
many,0.2872205972671509,0.28941595554351807,0.29928943514823914,0.21436738967895508,0.4266262650489807,0.4335206151008606,0.2997385859489441,0.40243685245513916,0.13844522833824158,0.36131182312965393,0.2498580664396286,0.37253960967063904,0.3190135061740875,0.21450452506542206,0.2124512493610382
of,0.5052502155303955,0.37207725644111633,0.2670239806175232,0.15468473732471466,0.3909035325050354,0.733189046382904,0.21105368435382843,0.41548454761505127,0.28606823086738586,0.33290785551071167,0.22502471506595612,1.0,0.2576141655445099,0.24679350852966309,0.1826142966747284
the,0.5829201340675354,0.35790613293647766,0.2644472122192383,0.22788187861442566,0.4177538752555847,1.0,0.24997951090335846,0.535392165184021,0.3008226752281189,0.42745697498321533,0.26733309030532837,0.733189046382904,0.24760913848876953,0.24241644144058228,0.22068053483963013
mathematical,0.24343366920948029,0.5291311740875244,0.49911850690841675,0.22847817838191986,0.15955959260463715,0.21343764662742615,0.18755599856376648,0.2660215497016907,0.10857465118169785,0.2707732021808624,0.30793336033821106,0.2863022983074188,0.37923991680145264,0.43820512294769287,0.1630573719739914
models,0.2741396725177765,0.28988561034202576,0.2393689900636673,0.2325996309518814,0.1249546930193901,0.16804195940494537,0.22380861639976501,0.2078617662191391,0.05605670064687729,0.22431734204292297,0.25294992327690125,0.19773605465888977,0.20193533599376678,0.3365923762321472,0.16656708717346191
we,0.34842976927757263,0.40666988492012024,0.25451889634132385,0.25529488921165466,0.21486863493919373,0.3206169009208679,0.34207218885421753,0.4005183279514313,0.15944525599479675,0.5622460842132568,0.38735881447792053,0.2769293785095215,0.48387598991394043,0.23192641139030457,0.535264790058136
want,0.2898913025856018,0.3148394525051117,0.19867102801799774,0.18730571866035461,0.20630210638046265,0.3003826439380646,0.3249308168888092,0.4966742694377899,0.21611008048057556,0.516654908657074,0.25768229365348816,0.2645295262336731,0.4009706676006317,0.1506824642419815,0.44783785939216614
to,0.45503583550453186,0.3208942711353302,0.22095461189746857,0.1634126603603363,0.3619994819164276,0.535392165184021,0.401883065700531,1.0,0.30964332818984985,0.455847829580307,0.2758198082447052,0.41548454761505127,0.3279949128627777,0.21860700845718384,0.29463258385658264
analyze,0.2763864994049072,0.4829210937023163,0.380180299282074,0.29731395840644836,0.14052967727184296,0.2610788345336914,0.31682705879211426,0.2967029809951782,0.19896462559700012,0.2935202717781067,0.2916150689125061,0.2221144735813141,0.39171767234802246,0.6809750199317932,0.19188500940799713
",",0.427140474319458,0.26620715856552124,0.2807261645793915,0.21841607987880707,0.3734780251979828,0.4933079481124878,0.2049795389175415,0.44245919585227966,0.23900990188121796,0.3087472915649414,0.25184741616249084,0.4946078956127167,0.29760420322418213,0.25410884618759155,0.31091248989105225
so,0.41474464535713196,0.38328084349632263,0.2248721867799759,0.2609230577945709,0.3539050221443176,0.4296516180038452,0.3450370132923126,0.5091881155967712,0.21965281665325165,0.539469838142395,0.31609320640563965,0.3184450566768646,0.4806811511516571,0.20022143423557281,0.43163934350013733
that,0.47537946701049805,0.45615339279174805,0.3136295974254608,0.2756650745868683,0.41272613406181335,0.5473989248275757,0.38374680280685425,0.5436353087425232,0.22003284096717834,0.6297725439071655,0.3343793451786041,0.41498205065727234,0.4190219044685364,0.34139660000801086,0.32716336846351624
non-deterministic,0.35841843485832214,1.0,0.41113001108169556,0.2774420380592346,0.26308804750442505,0.35790613293647766,0.36538761854171753,0.3208942711353302,0.16795268654823303,0.4249761998653412,0.35738155245780945,0.37207725644111633,0.42759695649147034,0.5070148706436157,0.284718781709671
time,0.3292340338230133,0.3118092119693756,0.3296571373939514,0.25790056586265564,0.25164222717285156,0.43061500787734985,0.23357108235359192,0.3679993152618408,0.18168869614601135,0.36319252848625183,0.2505075931549072,0.35127586126327515,0.28007131814956665,0.13189220428466797,0.27391523122787476
is,0.658733606338501,0.34313321113586426,0.18364353477954865,0.18938691914081573,0.5668748617172241,0.5823672413825989,0.18390236794948578,0.42745086550712585,0.1794307976961136,0.28837618231773376,0.2735174000263214,0.4854315221309662,0.24038434028625488,0.23970499634742737,0.22961433231830597
a,1.0,0.35841843485832214,0.25234705209732056,0.24983544647693634,0.4670248031616211,0.5829201340675354,0.27422255277633667,0.45503583550453186,0.18784219026565552,0.3320399522781372,0.29003095626831055,0.5052502155303955,0.30460384488105774,0.26785340905189514,0.23916715383529663
very,0.45312565565109253,0.2768148183822632,0.1702156364917755,0.17335142195224762,0.3807820975780487,0.34171217679977417,0.3211115598678589,0.3902553617954254,0.10699097067117691,0.37053924798965454,0.24717389047145844,0.34437474608421326,0.4570425748825073,0.19256480038166046,0.20864155888557434
