,what,was,the,overly,generous,royalty,amount,that,tesla,had,been,receiving,?
westinghouse,0.16126319766044617,0.30702054500579834,0.3101098835468292,0.11306285113096237,0.2619971036911011,0.23174773156642914,0.15251553058624268,0.19149138033390045,0.35764777660369873,0.2198336273431778,0.218115895986557,0.19813624024391174,0.17307911813259125
convinced,0.3603993356227875,0.2775607705116272,0.19541987776756287,0.3358471095561981,0.3457373380661011,0.03789079561829567,0.19850802421569824,0.43003037571907043,0.1325654238462448,0.3627961277961731,0.22689154744148254,0.1673666536808014,0.27685287594795227
tesla,0.23221199214458466,0.16455206274986267,0.1324402391910553,0.1000208705663681,0.18660126626491547,0.19688311219215393,0.24955591559410095,0.22102725505828857,0.9999999403953552,0.12050733715295792,0.049614984542131424,0.15855829417705536,0.10250775516033173
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2985176146030426,0.29382142424583435,0.1634354591369629,0.309798926115036,0.5436353087425232,0.17548894882202148,0.37984350323677063,0.34945759177207947,0.26238158345222473,0.29463258385658264
release,0.19122223556041718,0.21360014379024506,0.2814774513244629,0.16709303855895996,0.08977388590574265,0.14885297417640686,0.27273815870285034,0.28681787848472595,0.14636866748332977,0.15411752462387085,0.20293578505516052,0.195085346698761,0.14489315450191498
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.19910186529159546,0.4020192623138428,0.2085411548614502,0.18319322168827057,0.3173833191394806,0.1580733060836792,0.4401516616344452,0.2785126268863678,0.3497912585735321,0.18075084686279297
company,0.2333769053220749,0.2293137013912201,0.26591673493385315,0.06726812571287155,0.1825331300497055,0.2972795367240906,0.1934998482465744,0.22723333537578583,0.23045730590820312,0.19269630312919617,0.1287740170955658,0.12505163252353668,0.12195809185504913
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.18931131064891815,0.1780516356229782,0.19639404118061066,0.26152533292770386,0.3477667272090912,0.10324860364198685,0.3075238764286041,0.27624839544296265,0.29368889331817627,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,1.0,0.19989913702011108,0.221497043967247,0.2179536670446396,0.3336862325668335,0.5473989248275757,0.1324402391910553,0.3875846862792969,0.3563927710056305,0.3056924641132355,0.22068053483963013
licensing,0.2864918112754822,0.144392192363739,0.24331648647785187,0.22151696681976318,0.25259897112846375,0.2990092635154724,0.26365187764167786,0.29567751288414,0.19400954246520996,0.17246070504188538,0.24825894832611084,0.26927921175956726,0.23048727214336395
agreement,0.2851087749004364,0.23975293338298798,0.2490699142217636,0.18541362881660461,0.24567723274230957,0.2030806988477707,0.1955905258655548,0.3057451844215393,0.1580989509820938,0.28311651945114136,0.2142326682806015,0.13856017589569092,0.15830197930335999
over,0.28007611632347107,0.24486446380615234,0.39856547117233276,0.252697616815567,0.21893493831157684,0.1511596143245697,0.3027430474758148,0.3882925808429718,0.16356024146080017,0.3937615752220154,0.36951375007629395,0.24164359271526337,0.25742942094802856
tesla,0.23221199214458466,0.16455206274986267,0.1324402391910553,0.1000208705663681,0.18660126626491547,0.19688311219215393,0.24955591559410095,0.22102725505828857,0.9999999403953552,0.12050733715295792,0.049614984542131424,0.15855829417705536,0.10250775516033173
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.11864007264375687,-0.030756058171391487,0.0698484480381012,0.051227446645498276,0.04397977516055107,0.06449045985937119,-0.004401352722197771,-0.10734795778989792,-0.034328654408454895,-0.023395681753754616
ac,0.12080251425504684,0.16263911128044128,0.11894276738166809,0.05653775855898857,0.14143794775009155,0.1386519819498062,0.09740223735570908,0.10693444311618805,0.31766265630722046,0.09857317060232162,0.0815175399184227,0.1253564953804016,0.19071458280086517
patents,0.16317835450172424,0.15588046610355377,0.20236903429031372,0.0780540183186531,0.2441580444574356,0.20413127541542053,0.1995391994714737,0.2503669261932373,0.352291464805603,0.17608098685741425,0.14238545298576355,0.26724767684936523,0.1148110032081604
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.1853466033935547,0.2261553555727005,0.17315049469470978,0.2569429874420166,0.435920387506485,0.17097744345664978,0.385026752948761,0.3515113592147827,0.24162860214710236,0.20430970191955566
