,what,did,the,lunar,module,provide,to,help,get,the,apollo,13,home,safely,?
the,0.42745697498321533,0.34736719727516174,1.0,0.23309995234012604,0.15147453546524048,0.26373472809791565,0.535392165184021,0.30064165592193604,0.29667025804519653,1.0,0.2169172167778015,-0.007407139986753464,0.28978195786476135,0.2783729135990143,0.22068053483963013
lunar,0.18274477124214172,0.14120660722255707,0.23309995234012604,1.0000001192092896,0.4598902761936188,0.09257049858570099,0.15437743067741394,0.13057562708854675,0.1298157125711441,0.23309995234012604,0.48109763860702515,0.12368092685937881,0.06904773414134979,0.2886694371700287,0.1628302037715912
module,0.2071267068386078,0.18875618278980255,0.15147453546524048,0.4598902761936188,1.0,0.2325262725353241,0.17751087248325348,0.19094297289848328,0.23146414756774902,0.15147453546524048,0.38253456354141235,0.09672755748033524,0.1109744980931282,0.30126190185546875,0.2131270468235016
provided,0.2206064909696579,0.2778315246105194,0.304488867521286,0.13627751171588898,0.21872137486934662,0.7498367428779602,0.28066325187683105,0.30411970615386963,0.27919092774391174,0.304488867521286,0.09408354759216309,-0.08986208587884903,0.15738441050052643,0.26852428913116455,0.16893617808818817
propulsion,0.18541935086250305,0.18539310991764069,0.2493213713169098,0.3375263512134552,0.2906278967857361,0.3419853746891022,0.27898555994033813,0.25166499614715576,0.19504298269748688,0.2493213713169098,0.32333579659461975,-0.02085130289196968,0.08365176618099213,0.2750643491744995,0.14722804725170135
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.19076566398143768,0.14771580696105957,0.20966707170009613,0.44245919585227966,0.2855570912361145,0.2926318049430847,0.4933079481124878,0.19808128476142883,0.028695285320281982,0.2790627181529999,0.28059685230255127,0.31091248989105225
electrical,0.19961315393447876,0.12294142693281174,0.2523402273654938,0.15486668050289154,0.1954919993877411,0.26924338936805725,0.2649001479148865,0.1711694300174713,0.17225180566310883,0.2523402273654938,0.14523950219154358,0.004162511322647333,0.12112191319465637,0.1911858767271042,0.10923371464014053
power,0.22216427326202393,0.2120266556739807,0.2647338807582855,0.13890689611434937,0.1676819920539856,0.1839965581893921,0.27001675963401794,0.24573008716106415,0.20667050778865814,0.2647338807582855,0.1079995334148407,0.06880458444356918,0.16068631410598755,0.17080971598625183,0.15304024517536163
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.206029012799263,0.18687106668949127,0.32960009574890137,0.48971283435821533,0.34926167130470276,0.37609121203422546,0.5171257257461548,0.15251155197620392,0.05119633674621582,0.24667192995548248,0.27500662207603455,0.20544172823429108
life,0.24693015217781067,0.22298283874988556,0.23528170585632324,0.20732270181179047,0.09969666600227356,0.2166159749031067,0.24560359120368958,0.19162335991859436,0.2385694831609726,0.23528170585632324,0.20516644418239594,0.01772690750658512,0.20278508961200714,0.20044375956058502,0.21677987277507782
support,0.2797985076904297,0.2911772131919861,0.22984638810157776,0.14141766726970673,0.2390393763780594,0.44317498803138733,0.2742273211479187,0.44244298338890076,0.3158719837665558,0.22984638810157776,0.12172175198793411,-0.050058744847774506,0.1721860021352768,0.24881552159786224,0.22626608610153198
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.15437743067741394,0.17751087248325348,0.3479624092578888,1.0,0.46191298961639404,0.4388369917869568,0.535392165184021,0.23190522193908691,0.05182816833257675,0.31056779623031616,0.40653085708618164,0.29463258385658264
get,0.3490515947341919,0.3220681846141815,0.29667025804519653,0.1298157125711441,0.23146414756774902,0.4238937795162201,0.4388369917869568,0.4565459191799164,0.9999999403953552,0.29667025804519653,0.18501105904579163,0.011396575719118118,0.17892085015773773,0.3090789020061493,0.3499825894832611
the,0.42745697498321533,0.34736719727516174,1.0,0.23309995234012604,0.15147453546524048,0.26373472809791565,0.535392165184021,0.30064165592193604,0.29667025804519653,1.0,0.2169172167778015,-0.007407139986753464,0.28978195786476135,0.2783729135990143,0.22068053483963013
crew,0.17533187568187714,0.16688382625579834,0.25329816341400146,0.39860764145851135,0.27745601534843445,0.12984618544578552,0.21819929778575897,0.11848646402359009,0.18468205630779266,0.25329816341400146,0.36530131101608276,-0.02903858944773674,0.06644068658351898,0.4405633211135864,0.16586194932460785
home,0.1608789712190628,0.17098017036914825,0.28978195786476135,0.06904773414134979,0.1109744980931282,0.15176254510879517,0.31056779623031616,0.20337659120559692,0.17892085015773773,0.28978195786476135,0.05930327624082565,0.07297997176647186,1.0,0.19797368347644806,0.0757145956158638
safely,0.27337709069252014,0.22456374764442444,0.2783729135990143,0.2886694371700287,0.30126190185546875,0.2592170834541321,0.40653085708618164,0.2965916395187378,0.3090789020061493,0.2783729135990143,0.3702172040939331,0.05562596023082733,0.19797368347644806,1.0,0.2161647230386734
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.16741344332695007,0.1851804405450821,0.23842981457710266,0.4645031690597534,0.32205137610435486,0.39392393827438354,0.5934505462646484,0.22384987771511078,0.041442494839429855,0.3067048490047455,0.29144707322120667,0.4130953550338745
