,who,designed,and,sculpted,the,marble,fireplace,in,the,centre,refreshment,room,?
the,0.3733934462070465,0.2559613883495331,0.5171257257461548,0.2524046003818512,1.0,0.20984917879104614,0.26875725388526917,0.6662389636039734,1.0,0.32783594727516174,0.29972732067108154,0.2031363844871521,0.22068053483963013
centre,0.15608038008213043,0.18648575246334076,0.2848764955997467,0.23181337118148804,0.32783594727516174,0.19123029708862305,0.20986010134220123,0.2765078544616699,0.32783594727516174,1.0000001192092896,0.17371058464050293,0.21753406524658203,0.019365152344107628
refreshment,0.153854101896286,0.1967739760875702,0.29558447003364563,0.13323383033275604,0.29972732067108154,0.24964728951454163,0.288250207901001,0.23589955270290375,0.29972732067108154,0.17371058464050293,1.0,0.2507043480873108,0.22463755309581757
room,0.2733173370361328,0.19402547180652618,0.2611854374408722,0.22866979241371155,0.2031363844871521,0.25161585211753845,0.3891849219799042,0.19083113968372345,0.2031363844871521,0.21753406524658203,0.2507043480873108,1.0000001192092896,0.1769251674413681
1865–77,0.24608616530895233,0.08875080943107605,0.22176724672317505,0.07811775803565979,0.23671789467334747,0.12269902974367142,0.18801918625831604,0.28361058235168457,0.23671789467334747,0.13484832644462585,0.185078963637352,0.12856002151966095,0.24168366193771362
was,0.3318818509578705,0.28384989500045776,0.3740963041782379,0.26341697573661804,0.48711544275283813,0.2215372920036316,0.22939901053905487,0.45514053106307983,0.48711544275283813,0.24988211691379547,0.1943587213754654,0.18439160287380219,0.18412111699581146
designed,0.21097040176391602,1.0,0.2359010875225067,0.38204461336135864,0.2559613883495331,0.22063636779785156,0.3441673815250397,0.22657902538776398,0.2559613883495331,0.18648575246334076,0.1967739760875702,0.19402547180652618,0.11213942617177963
in,0.2792111933231354,0.22657902538776398,0.4954058527946472,0.2556454539299011,0.6662389636039734,0.2090754359960556,0.23555943369865417,1.0,0.6662389636039734,0.2765078544616699,0.23589955270290375,0.19083113968372345,0.20430970191955566
a,0.36608949303627014,0.28430381417274475,0.3739250600337982,0.21799829602241516,0.5829201340675354,0.1598086804151535,0.2683262228965759,0.539380669593811,0.5829201340675354,0.271343857049942,0.2753196954727173,0.2718060314655304,0.23916715383529663
renaissance,0.2532185912132263,0.241072878241539,0.25317543745040894,0.3419336974620819,0.2050212025642395,0.29074588418006897,0.24403855204582214,0.20993053913116455,0.2050212025642395,0.2161494642496109,0.18462571501731873,0.15622593462467194,0.12260647863149643
style,0.15775224566459656,0.2501359283924103,0.2745923101902008,0.23065714538097382,0.2331719547510147,0.245369553565979,0.2662934362888336,0.21896705031394958,0.2331719547510147,0.1675296425819397,0.2120790034532547,0.18291568756103516,0.19862167537212372
by,0.39727845788002014,0.29250532388687134,0.4289871156215668,0.2508518099784851,0.4408751428127289,0.1730542629957199,0.21294927597045898,0.370934396982193,0.4408751428127289,0.1386745572090149,0.20599837601184845,0.17154745757579803,0.17966607213020325
james,0.2562035918235779,0.12187904119491577,0.21273121237754822,0.13343685865402222,0.22481533885002136,0.20935608446598053,0.1466791033744812,0.1994210183620453,0.22481533885002136,0.10928559303283691,0.12095437198877335,0.12010914832353592,0.12139993160963058
gamble,0.30189162492752075,0.07671798765659332,0.2318330705165863,0.11750108003616333,0.17621295154094696,0.21904529631137848,0.09285429120063782,0.21576806902885437,0.17621295154094696,0.08373211324214935,0.18633373081684113,0.12497463822364807,0.11599765717983246
",",0.3365725874900818,0.201692596077919,0.6633074283599854,0.2739344537258148,0.4933079481124878,0.20488910377025604,0.2067876160144806,0.5201468467712402,0.4933079481124878,0.20527958869934082,0.2463187575340271,0.1888306885957718,0.31091248989105225
the,0.3733934462070465,0.2559613883495331,0.5171257257461548,0.2524046003818512,1.0,0.20984917879104614,0.26875725388526917,0.6662389636039734,1.0,0.32783594727516174,0.29972732067108154,0.2031363844871521,0.22068053483963013
walls,0.16167975962162018,0.31007933616638184,0.2946126461029053,0.37398871779441833,0.28179097175598145,0.3551497459411621,0.34356600046157837,0.23112986981868744,0.28179097175598145,0.24482308328151703,0.13485217094421387,0.310928612947464,0.06935364007949829
and,0.41279885172843933,0.2359010875225067,1.0,0.2868989109992981,0.5171257257461548,0.2179625779390335,0.2551752030849457,0.4954058527946472,0.5171257257461548,0.2848764955997467,0.29558447003364563,0.2611854374408722,0.20544172823429108
even,0.33644744753837585,0.18792624771595,0.4625037908554077,0.17218519747257233,0.37996912002563477,0.16573186218738556,0.30909425020217896,0.29146435856819153,0.37996912002563477,0.12499361485242844,0.30279740691185,0.28132712841033936,0.30082517862319946
the,0.3733934462070465,0.2559613883495331,0.5171257257461548,0.2524046003818512,1.0,0.20984917879104614,0.26875725388526917,0.6662389636039734,1.0,0.32783594727516174,0.29972732067108154,0.2031363844871521,0.22068053483963013
ionic,0.12223085016012192,0.1863815039396286,0.20748242735862732,0.26082637906074524,0.24400107562541962,0.26084303855895996,0.27347585558891296,0.27345457673072815,0.24400107562541962,0.1521633118391037,0.23131409287452698,0.2571938633918762,0.13918139040470123
columns,0.10933458060026169,0.21550878882408142,0.23321616649627686,0.3360036611557007,0.25546973943710327,0.3203493356704712,0.27399519085884094,0.18597736954689026,0.25546973943710327,0.18300172686576843,0.1919083595275879,0.2483159303665161,0.10656043142080307
are,0.27294138073921204,0.14064814150333405,0.48576638102531433,0.18068677186965942,0.40399202704429626,0.23000675439834595,0.21437300741672516,0.3841303884983063,0.40399202704429626,0.19250939786434174,0.2370224893093109,0.16457562148571014,0.24591213464736938
covered,0.156361922621727,0.25126054883003235,0.3234351575374603,0.40217915177345276,0.3132939636707306,0.32087451219558716,0.33166804909706116,0.27591216564178467,0.3132939636707306,0.17634326219558716,0.2180619239807129,0.18196310102939606,0.139833465218544
in,0.2792111933231354,0.22657902538776398,0.4954058527946472,0.2556454539299011,0.6662389636039734,0.2090754359960556,0.23555943369865417,1.0,0.6662389636039734,0.2765078544616699,0.23589955270290375,0.19083113968372345,0.20430970191955566
decorative,0.1013011634349823,0.2950672209262848,0.2330571860074997,0.436794638633728,0.22162237763404846,0.41472408175468445,0.37999141216278076,0.23128332197666168,0.22162237763404846,0.16074909269809723,0.2527095079421997,0.28573858737945557,0.14864768087863922
and,0.41279885172843933,0.2359010875225067,1.0,0.2868989109992981,0.5171257257461548,0.2179625779390335,0.2551752030849457,0.4954058527946472,0.5171257257461548,0.2848764955997467,0.29558447003364563,0.2611854374408722,0.20544172823429108
moulded,0.11978285759687424,0.25749528408050537,0.3080989718437195,0.4498840570449829,0.2801676094532013,0.3787829875946045,0.3817552328109741,0.21436461806297302,0.2801676094532013,0.1652544140815735,0.28798723220825195,0.21674744784832,0.16557316482067108
ceramic,0.12347985804080963,0.23046328127384186,0.24743638932704926,0.39506372809410095,0.21109232306480408,0.3825453221797943,0.350741982460022,0.21737101674079895,0.21109232306480408,0.1679750382900238,0.245465487241745,0.1919717788696289,0.14732256531715393
tile,0.20349496603012085,0.2961333096027374,0.23434437811374664,0.321288526058197,0.26052966713905334,0.38928714394569397,0.3286800682544708,0.22437220811843872,0.26052966713905334,0.16203486919403076,0.3336886167526245,0.35393285751342773,0.19516167044639587
