,who,has,loaned,the,raphael,cartoons,to,the,museum,?
also,0.47919341921806335,0.505894660949707,0.17826016247272491,0.6021018624305725,0.21062438189983368,0.23719951510429382,0.5348826050758362,0.6021018624305725,0.16394411027431488,0.21848613023757935
on,0.2340552806854248,0.34604379534721375,0.16225560009479523,0.5107308030128479,0.1769915670156479,0.19333620369434357,0.41031414270401,0.5107308030128479,0.1697414517402649,0.2714994251728058
loan,0.13212859630584717,0.10411147773265839,0.6915616989135742,0.15316598117351532,0.08884124457836151,0.1339254528284073,0.20665721595287323,0.15316598117351532,0.18142029643058777,0.1957326978445053
to,0.42656609416007996,0.3619994819164276,0.22136303782463074,0.535392165184021,0.17492009699344635,0.13631893694400787,1.0,0.535392165184021,0.1640389859676361,0.29463258385658264
the,0.3733934462070465,0.4177538752555847,0.2851851284503937,1.0,0.1884111613035202,0.20734424889087677,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
museum,0.14649315178394318,0.13289806246757507,0.2889748513698578,0.24861779808998108,0.20085026323795319,0.15586057305335999,0.1640389859676361,0.24861779808998108,1.0000001192092896,0.14128351211547852
",",0.3365725874900818,0.3734780251979828,0.20844165980815887,0.4933079481124878,0.23379619419574738,0.19003573060035706,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
from,0.27839982509613037,0.2621968984603882,0.215357705950737,0.40150508284568787,0.1052045002579689,0.10016906261444092,0.4069952368736267,0.40150508284568787,0.20791949331760406,0.19969791173934937
her,0.3824957311153412,0.2548754811286926,0.16121940314769745,0.354963481426239,0.23914791643619537,0.19572284817695618,0.34728822112083435,0.354963481426239,0.18144990503787994,0.20310723781585693
majesty,0.1500357687473297,0.10824032127857208,0.14682810008525848,0.20606286823749542,0.21673181653022766,0.1685914695262909,0.21189375221729279,0.20606286823749542,0.15682990849018097,0.2013765573501587
the,0.3733934462070465,0.4177538752555847,0.2851851284503937,1.0,0.1884111613035202,0.20734424889087677,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
queen,0.20093972980976105,0.15428748726844788,0.13054457306861877,0.24681736528873444,0.18596938252449036,0.0998985543847084,0.23068656027317047,0.24681736528873444,0.16492700576782227,0.17460165917873383
elizabeth,0.2303544580936432,0.1654575765132904,0.1371506154537201,0.19892844557762146,0.21856126189231873,0.08385821431875229,0.2338171899318695,0.19892844557762146,0.21046195924282074,0.157150536775589
ii,0.20800143480300903,0.12421863526105881,0.1555166244506836,0.2631464898586273,0.15861473977565765,0.1255188137292862,0.20368696749210358,0.2631464898586273,0.12806908786296844,0.11928234249353409
",",0.3365725874900818,0.3734780251979828,0.20844165980815887,0.4933079481124878,0.23379619419574738,0.19003573060035706,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
are,0.27294138073921204,0.4313911199569702,0.14122162759304047,0.40399202704429626,0.1452125757932663,0.23817971348762512,0.3504326641559601,0.40399202704429626,0.12469582259654999,0.24591213464736938
the,0.3733934462070465,0.4177538752555847,0.2851851284503937,1.0,0.1884111613035202,0.20734424889087677,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
raphael,0.24136404693126678,0.16768422722816467,0.07165267318487167,0.1884111613035202,1.0000001192092896,0.23021206259727478,0.17492009699344635,0.1884111613035202,0.20085026323795319,0.17959415912628174
cartoons,0.192277193069458,0.16420726478099823,0.15338356792926788,0.20734424889087677,0.23021206259727478,0.9999999403953552,0.13631893694400787,0.20734424889087677,0.15586057305335999,0.15816205739974976
:,-0.0025186005514115095,-0.02031770534813404,0.1135818213224411,-0.03403344005346298,0.004288491327315569,-0.050927918404340744,-0.09243495017290115,-0.03403344005346298,-0.09555457532405853,-0.07156077772378922
the,0.3733934462070465,0.4177538752555847,0.2851851284503937,1.0,0.1884111613035202,0.20734424889087677,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
seven,0.15699508786201477,0.18075114488601685,0.21058447659015656,0.28151169419288635,0.1879897117614746,0.1824847310781479,0.2853301167488098,0.28151169419288635,0.1095331460237503,0.1732930988073349
