,in,which,case,did,a,german,man,claim,the,right,to,live,in,netherlands,where,he,was,a,volunteer,plumber,?
for,0.4322226941585541,0.44095608592033386,0.30355575680732727,0.318512886762619,0.44038116931915283,0.17564234137535095,0.22439523041248322,0.22986814379692078,0.4739971458911896,0.25850585103034973,0.4451248347759247,0.22377748787403107,0.4322226941585541,0.16936145722866058,0.38599511981010437,0.4540175199508667,0.3863949179649353,0.44038116931915283,0.23366394639015198,0.2627858519554138,0.264628142118454
example,0.30483278632164,0.45943138003349304,0.4172644317150116,0.2528466582298279,0.40234753489494324,0.13870514929294586,0.1964702159166336,0.20166200399398804,0.3755223751068115,0.2927042245864868,0.3451666533946991,0.15314310789108276,0.30483278632164,0.19260810315608978,0.3688216209411621,0.1694410741329193,0.16563157737255096,0.40234753489494324,0.17829503118991852,0.18439841270446777,0.30374911427497864
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.3015086054801941,0.427140474319458,0.2478695809841156,0.26654794812202454,0.2664267122745514,0.4933079481124878,0.24165019392967224,0.44245919585227966,0.29754534363746643,0.5201468467712402,0.2357385754585266,0.3149496018886566,0.40251094102859497,0.45456063747406006,0.427140474319458,0.24811610579490662,0.2594729959964752,0.31091248989105225
in,1.0,0.4840516746044159,0.2190418541431427,0.2593238651752472,0.539380669593811,0.21098364889621735,0.19554144144058228,0.16881313920021057,0.6662389636039734,0.16096803545951843,0.45010748505592346,0.3068392276763916,1.0,0.28237903118133545,0.5344807505607605,0.41690486669540405,0.45514053106307983,0.539380669593811,0.30377766489982605,0.11974718421697617,0.20430970191955566
steymann,0.2052105814218521,0.16767871379852295,0.1910763382911682,0.15494388341903687,0.20139440894126892,0.5158342719078064,0.2887306809425354,0.11325669288635254,0.22103258967399597,0.1660371571779251,0.2005278468132019,0.06985604763031006,0.2052105814218521,0.22498071193695068,0.09487321227788925,0.3158379793167114,0.30031758546829224,0.20139440894126892,0.18295156955718994,0.23415447771549225,0.17914508283138275
v,0.15216681361198425,0.1653934270143509,0.2666381299495697,0.17618848383426666,0.21861357986927032,0.14522486925125122,0.15385624766349792,0.1791456937789917,0.18580520153045654,0.178507998585701,0.2109750658273697,0.14754542708396912,0.15216681361198425,0.10517410933971405,0.18955472111701965,0.12488074600696564,0.16128918528556824,0.21861357986927032,0.07243028283119202,0.1564745157957077,0.28677162528038025
staatssecretaris,0.341322124004364,0.1744709461927414,0.16223520040512085,0.2332400530576706,0.20682866871356964,0.37653329968452454,0.18831495940685272,0.1393926739692688,0.3151118755340576,0.17459753155708313,0.1858101636171341,0.20789548754692078,0.341322124004364,0.35660701990127563,0.22426417469978333,0.329391211271286,0.3433365523815155,0.20682866871356964,0.2909480631351471,0.21226347982883453,0.1841513216495514
van,0.19506873190402985,0.12843205034732819,0.11165543645620346,0.10164612531661987,0.17539796233177185,0.22434520721435547,0.1267046183347702,0.1698753833770752,0.13541297614574432,0.09843920916318893,0.198682501912117,0.07086220383644104,0.19506873190402985,0.4125899076461792,0.16598330438137054,0.1898173689842224,0.20371906459331512,0.17539796233177185,0.06882192939519882,0.08613908290863037,0.15528257191181183
justitie,0.24559973180294037,0.23960091173648834,0.352456659078598,0.2286299616098404,0.2735532820224762,0.1668330729007721,0.3211306631565094,0.3149421513080597,0.21727986633777618,0.2919365465641022,0.20151270925998688,0.12668205797672272,0.24559973180294037,0.20300668478012085,0.1957758367061615,0.26914846897125244,0.2634214162826538,0.2735532820224762,0.1949835866689682,0.2141343057155609,0.3189191520214081
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.3015086054801941,0.427140474319458,0.2478695809841156,0.26654794812202454,0.2664267122745514,0.4933079481124878,0.24165019392967224,0.44245919585227966,0.29754534363746643,0.5201468467712402,0.2357385754585266,0.3149496018886566,0.40251094102859497,0.45456063747406006,0.427140474319458,0.24811610579490662,0.2594729959964752,0.31091248989105225
a,0.539380669593811,0.56894451379776,0.3104211390018463,0.2552328109741211,1.0,0.23789440095424652,0.27759313583374023,0.19074557721614838,0.5829201340675354,0.2849915027618408,0.45503583550453186,0.21948647499084473,0.539380669593811,0.22332750260829926,0.40997210144996643,0.4393508732318878,0.4508470594882965,1.0,0.23555512726306915,0.2296309769153595,0.23916715383529663
german,0.21098364889621735,0.1845671534538269,0.16237446665763855,0.2048940509557724,0.23789440095424652,1.0000001192092896,0.16695109009742737,0.1464073359966278,0.256483793258667,0.09856770187616348,0.15143753588199615,0.09280537813901901,0.21098364889621735,0.32651060819625854,0.12907783687114716,0.23940125107765198,0.26016926765441895,0.23789440095424652,0.24254439771175385,0.16894850134849548,0.13978645205497742
man,0.19554144144058228,0.20038147270679474,0.21414268016815186,0.2355959564447403,0.27759313583374023,0.16695109009742737,1.0,0.20482665300369263,0.23171134293079376,0.15542663633823395,0.2487562596797943,0.15464796125888824,0.19554144144058228,0.10856334865093231,0.11717325448989868,0.31687062978744507,0.3030987083911896,0.27759313583374023,0.19078974425792694,0.20206762850284576,0.2528940737247467
claimed,0.21382014453411102,0.23947973549365997,0.2368275225162506,0.34913167357444763,0.19752803444862366,0.18892085552215576,0.2390369176864624,0.686729907989502,0.2761930227279663,0.18472369015216827,0.2575981914997101,0.1373366415500641,0.21382014453411102,0.21033310890197754,0.1889020800590515,0.24766956269741058,0.32895320653915405,0.19752803444862366,0.15564756095409393,0.046271417289972305,0.2083493024110794
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.34736719727516174,0.5829201340675354,0.256483793258667,0.23171134293079376,0.25873351097106934,1.0,0.33901116251945496,0.535392165184021,0.2995128035545349,0.6662389636039734,0.2279868870973587,0.5003893971443176,0.4571082592010498,0.48711544275283813,0.5829201340675354,0.21957433223724365,0.19638492166996002,0.22068053483963013
right,0.16096803545951843,0.29368749260902405,0.30247631669044495,0.26817142963409424,0.2849915027618408,0.09856770187616348,0.15542663633823395,0.16611886024475098,0.33901116251945496,1.0,0.31834647059440613,0.14829020202159882,0.16096803545951843,0.10825628787279129,0.2884407937526703,0.22564803063869476,0.1403176486492157,0.2849915027618408,0.11881937831640244,0.08469913899898529,0.27135515213012695
to,0.45010748505592346,0.5345056653022766,0.3172709345817566,0.4452643394470215,0.45503583550453186,0.15143753588199615,0.2487562596797943,0.324158638715744,0.535392165184021,0.31834647059440613,1.0,0.298321396112442,0.45010748505592346,0.18099384009838104,0.47735077142715454,0.385390967130661,0.3636345863342285,0.45503583550453186,0.2479131817817688,0.1930527687072754,0.29463258385658264
residence,0.26545578241348267,0.11617574095726013,0.08637939393520355,0.10079582035541534,0.18803076446056366,0.09492427855730057,0.04796960577368736,0.18376414477825165,0.2597247362136841,0.12877257168293,0.17364612221717834,0.24072527885437012,0.26545578241348267,0.1960376501083374,0.27612781524658203,0.25438836216926575,0.23680193722248077,0.18803076446056366,0.1759134829044342,0.12386109679937363,0.08006593585014343
in,1.0,0.4840516746044159,0.2190418541431427,0.2593238651752472,0.539380669593811,0.21098364889621735,0.19554144144058228,0.16881313920021057,0.6662389636039734,0.16096803545951843,0.45010748505592346,0.3068392276763916,1.0,0.28237903118133545,0.5344807505607605,0.41690486669540405,0.45514053106307983,0.539380669593811,0.30377766489982605,0.11974718421697617,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.34736719727516174,0.5829201340675354,0.256483793258667,0.23171134293079376,0.25873351097106934,1.0,0.33901116251945496,0.535392165184021,0.2995128035545349,0.6662389636039734,0.2279868870973587,0.5003893971443176,0.4571082592010498,0.48711544275283813,0.5829201340675354,0.21957433223724365,0.19638492166996002,0.22068053483963013
netherlands,0.28237903118133545,0.20309802889823914,0.17546753585338593,0.14505378901958466,0.22332750260829926,0.32651060819625854,0.10856334865093231,0.147390678524971,0.2279868870973587,0.10825628787279129,0.18099384009838104,0.16701938211917877,0.28237903118133545,1.0000001192092896,0.2084113508462906,0.20538878440856934,0.2328115999698639,0.22332750260829926,0.10571441054344177,0.09594285488128662,0.09310898929834366
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.3015086054801941,0.427140474319458,0.2478695809841156,0.26654794812202454,0.2664267122745514,0.4933079481124878,0.24165019392967224,0.44245919585227966,0.29754534363746643,0.5201468467712402,0.2357385754585266,0.3149496018886566,0.40251094102859497,0.45456063747406006,0.427140474319458,0.24811610579490662,0.2594729959964752,0.31091248989105225
while,0.3399278521537781,0.38669952750205994,0.2690838575363159,0.3330625295639038,0.3733035624027252,0.13628974556922913,0.19850407540798187,0.2538309693336487,0.39804592728614807,0.2336493879556656,0.43899232149124146,0.1947995275259018,0.3399278521537781,0.19129545986652374,0.41293615102767944,0.3526706397533417,0.3253832161426544,0.3733035624027252,0.2503672242164612,0.1759146898984909,0.21076419949531555
he,0.41690486669540405,0.3415409028530121,0.16707688570022583,0.3292143940925598,0.4393508732318878,0.23940125107765198,0.31687062978744507,0.2535962760448456,0.4571082592010498,0.22564803063869476,0.385390967130661,0.19680418074131012,0.41690486669540405,0.20538878440856934,0.3705328106880188,1.0000001192092896,0.5410010814666748,0.4393508732318878,0.24241472780704498,0.24730980396270752,0.2089974731206894
volunteered,0.2929055690765381,0.2070651352405548,0.12431900948286057,0.2546163499355316,0.23586417734622955,0.25328025221824646,0.19106850028038025,0.12497986853122711,0.2573534846305847,0.13242791593074799,0.30070045590400696,0.14457973837852478,0.2929055690765381,0.12920328974723816,0.2850494086742401,0.32015460729599,0.3230782151222229,0.23586417734622955,0.8737917542457581,0.18825945258140564,0.17980945110321045
plumbing,0.24637748301029205,0.35034143924713135,0.27418866753578186,0.20507538318634033,0.25122082233428955,0.0937424898147583,0.1753002256155014,0.13340286910533905,0.2817905843257904,0.14634518325328827,0.2665955126285553,0.14342229068279266,0.24637748301029205,0.10877619683742523,0.3123828172683716,0.13834796845912933,0.17320780456066132,0.25122082233428955,0.1957710087299347,0.611177921295166,0.18203091621398926
and,0.4954058527946472,0.506277859210968,0.2394348531961441,0.34479495882987976,0.3739250600337982,0.25850871205329895,0.22261469066143036,0.22851447761058807,0.5171257257461548,0.27311667799949646,0.48971283435821533,0.29040172696113586,0.4954058527946472,0.2576504349708557,0.43859338760375977,0.45427167415618896,0.3740963041782379,0.3739250600337982,0.17151689529418945,0.2805479168891907,0.20544172823429108
household,0.19101502001285553,0.2007272094488144,0.1547842174768448,0.18038423359394073,0.1903110146522522,0.06491950154304504,0.13242314755916595,0.1157696470618248,0.2428457885980606,0.06423291563987732,0.24151477217674255,0.17123033106327057,0.19101502001285553,0.12477914243936539,0.12705694139003754,0.174577534198761,0.20707203447818756,0.1903110146522522,0.15982040762901306,0.18913565576076508,0.12460741400718689
duties,0.18334469199180603,0.19992965459823608,0.18526995182037354,0.27341920137405396,0.1599000096321106,0.12226460129022598,0.1601102501153946,0.1671394556760788,0.21765777468681335,0.16527919471263885,0.25964534282684326,0.11623583734035492,0.18334469199180603,0.20279715955257416,0.13752852380275726,0.2728119492530823,0.22817759215831757,0.1599000096321106,0.24802488088607788,0.20020458102226257,0.1655227392911911
in,1.0,0.4840516746044159,0.2190418541431427,0.2593238651752472,0.539380669593811,0.21098364889621735,0.19554144144058228,0.16881313920021057,0.6662389636039734,0.16096803545951843,0.45010748505592346,0.3068392276763916,1.0,0.28237903118133545,0.5344807505607605,0.41690486669540405,0.45514053106307983,0.539380669593811,0.30377766489982605,0.11974718421697617,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.34736719727516174,0.5829201340675354,0.256483793258667,0.23171134293079376,0.25873351097106934,1.0,0.33901116251945496,0.535392165184021,0.2995128035545349,0.6662389636039734,0.2279868870973587,0.5003893971443176,0.4571082592010498,0.48711544275283813,0.5829201340675354,0.21957433223724365,0.19638492166996002,0.22068053483963013
bhagwan,0.17767509818077087,0.23858241736888885,0.13474522531032562,0.15114383399486542,0.21710996329784393,0.1424693614244461,0.19426681101322174,0.18105681240558624,0.2165776640176773,0.1222105324268341,0.1803751289844513,0.10726244002580643,0.17767509818077087,0.12099127471446991,0.14959155023097992,0.26998963952064514,0.26502788066864014,0.21710996329784393,0.12964677810668945,0.11414789408445358,0.18937644362449646
community,0.21838891506195068,0.2314024716615677,0.13989895582199097,0.1464618593454361,0.2694961726665497,0.10844157636165619,0.1926989108324051,0.23737673461437225,0.2601400911808014,0.11645596474409103,0.2863751947879791,0.23343776166439056,0.21838891506195068,0.10427500307559967,0.19878703355789185,0.22987858951091766,0.2025771290063858,0.2694961726665497,0.3549908995628357,0.13374605774879456,0.2380419820547104
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.3015086054801941,0.427140474319458,0.2478695809841156,0.26654794812202454,0.2664267122745514,0.4933079481124878,0.24165019392967224,0.44245919585227966,0.29754534363746643,0.5201468467712402,0.2357385754585266,0.3149496018886566,0.40251094102859497,0.45456063747406006,0.427140474319458,0.24811610579490662,0.2594729959964752,0.31091248989105225
which,0.4840516746044159,1.0,0.33281663060188293,0.2750149369239807,0.56894451379776,0.1845671534538269,0.20038147270679474,0.2379729151725769,0.6521818041801453,0.29368749260902405,0.5345056653022766,0.23445427417755127,0.4840516746044159,0.20309802889823914,0.5477990508079529,0.3415409028530121,0.2830964922904968,0.56894451379776,0.17982405424118042,0.19950243830680847,0.25814583897590637
provided,0.19033823907375336,0.26667746901512146,0.23792627453804016,0.2778315246105194,0.20476344227790833,0.20729713141918182,0.15590596199035645,0.2695683538913727,0.304488867521286,0.20287756621837616,0.28066325187683105,0.18810732662677765,0.19033823907375336,0.15848350524902344,0.2402752935886383,0.1310708373785019,0.2404836267232895,0.20476344227790833,0.27484554052352905,0.15697544813156128,0.16893617808818817
for,0.4322226941585541,0.44095608592033386,0.30355575680732727,0.318512886762619,0.44038116931915283,0.17564234137535095,0.22439523041248322,0.22986814379692078,0.4739971458911896,0.25850585103034973,0.4451248347759247,0.22377748787403107,0.4322226941585541,0.16936145722866058,0.38599511981010437,0.4540175199508667,0.3863949179649353,0.44038116931915283,0.23366394639015198,0.2627858519554138,0.264628142118454
everyone,0.20111700892448425,0.3282143771648407,0.2339017242193222,0.28544723987579346,0.28666359186172485,0.16816046833992004,0.2968306243419647,0.18865610659122467,0.26820138096809387,0.25727754831314087,0.33541402220726013,0.21702146530151367,0.20111700892448425,0.15015394985675812,0.3023177683353424,0.2986573278903961,0.16313110291957855,0.28666359186172485,0.3062211871147156,0.2025064378976822,0.3412931561470032
's,-0.037580832839012146,0.03856118768453598,-0.1182698979973793,0.05069678649306297,0.04866964742541313,0.07066776603460312,-0.04544515535235405,-0.01196212600916624,-0.01540423184633255,-0.03631126880645752,0.03782717138528824,0.0809648334980011,-0.037580832839012146,0.04100264981389046,0.0007701900321990252,0.024063590914011,0.008974763564765453,0.04866964742541313,0.035536304116249084,0.06216295808553696,-0.023395681753754616
material,0.20527449250221252,0.3947785794734955,0.26510703563690186,0.18850626051425934,0.28408434987068176,0.13099655508995056,0.2427404522895813,0.20770777761936188,0.26762521266937256,0.1432555615901947,0.29219651222229004,0.11663965880870819,0.20527449250221252,0.13714252412319183,0.24979184567928314,0.19151851534843445,0.19338609278202057,0.28408434987068176,0.14793750643730164,0.24410036206245422,0.18117131292819977
needs,0.18482829630374908,0.32640475034713745,0.33423757553100586,0.2920093536376953,0.34144335985183716,0.18695583939552307,0.21601657569408417,0.13965359330177307,0.24302323162555695,0.27590852975845337,0.3999912142753601,0.1336560696363449,0.18482829630374908,0.037728484719991684,0.30443528294563293,0.2005440890789032,0.24208614230155945,0.34144335985183716,0.24644921720027924,0.20449383556842804,0.34586572647094727
irrespective,0.251150906085968,0.29615652561187744,0.20004558563232422,0.26279211044311523,0.26907843351364136,0.11257245391607285,0.1977759450674057,0.32451048493385315,0.32915493845939636,0.22712679207324982,0.31016865372657776,0.1924692839384079,0.251150906085968,0.15715493261814117,0.2170305997133255,0.17259982228279114,0.22822688519954681,0.26907843351364136,0.06934626400470734,0.10648305714130402,0.21697618067264557
of,0.5696388483047485,0.5011631846427917,0.24743439257144928,0.2513895630836487,0.5052502155303955,0.2122138887643814,0.16490690410137177,0.2833690047264099,0.733189046382904,0.22473211586475372,0.41548454761505127,0.27734068036079407,0.5696388483047485,0.24916832149028778,0.38066378235816956,0.38706058263778687,0.4069072902202606,0.5052502155303955,0.16685223579406738,0.13217832148075104,0.1826142966747284
their,0.34976133704185486,0.4582767188549042,0.22690507769584656,0.38078752160072327,0.29698723554611206,0.18420307338237762,0.1567920595407486,0.22127701342105865,0.516537070274353,0.21140746772289276,0.44619059562683105,0.28444966673851013,0.34976133704185486,0.13931718468666077,0.3356108069419861,0.3267501890659332,0.2396296262741089,0.29698723554611206,0.13373586535453796,0.1656821221113205,0.1898253709077835
contributions,0.2112797647714615,0.22552117705345154,0.2406548410654068,0.25334739685058594,0.26384657621383667,0.1858624666929245,0.14488936960697174,0.23787499964237213,0.216569185256958,0.2062448263168335,0.26259103417396545,0.18394310772418976,0.2112797647714615,0.16878096759319305,0.16462577879428864,0.20882293581962585,0.22438742220401764,0.26384657621383667,0.3018355965614319,0.11636824905872345,0.3201877772808075
.,0.5591574311256409,0.45942068099975586,0.32712292671203613,0.35288307070732117,0.50484299659729,0.2407633364200592,0.27014487981796265,0.24773532152175903,0.5934505462646484,0.2597152590751648,0.4645031690597534,0.32964062690734863,0.5591574311256409,0.25686022639274597,0.41390106081962585,0.38061028718948364,0.40146201848983765,0.50484299659729,0.24880406260490417,0.24422508478164673,0.4130953550338745
