,how,many,miles,east,of,berlin,is,warsaw,?
warsaw,0.13025455176830292,0.1653265357017517,0.11532185971736908,0.24607965350151062,0.19253842532634735,0.4726327061653137,0.09741193056106567,1.0,0.09769917279481888
lies,0.12851229310035706,0.11288461834192276,0.31935304403305054,0.32052430510520935,0.28165045380592346,0.09085535258054733,0.38107678294181824,0.11553283035755157,0.14148172736167908
in,0.2601168751716614,0.41474202275276184,0.22700901329517365,0.32659441232681274,0.5696388483047485,0.2694317102432251,0.5394441485404968,0.22642600536346436,0.20430970191955566
east-central,0.2161085605621338,0.2810036242008209,0.27749955654144287,0.620103120803833,0.36800509691238403,0.22029118239879608,0.301301509141922,0.2955106198787689,0.20919859409332275
poland,0.14947472512722015,0.1875315010547638,0.16815908253192902,0.20768310129642487,0.26632049679756165,0.38447698950767517,0.13666775822639465,0.6352760195732117,0.14259830117225647
about,0.44264400005340576,0.3800397515296936,0.3638420104980469,0.24112336337566376,0.40939709544181824,0.16253060102462769,0.3532065451145172,0.09913060814142227,0.302409827709198
300,-0.03424505144357681,0.010953327640891075,-0.005876876413822174,-0.03942233696579933,-0.04760007932782173,0.05453295260667801,-0.0613233856856823,0.06973382830619812,-0.06213558092713356
km,0.10687907040119171,0.10311309248209,0.70199054479599,0.34823909401893616,0.2376161366701126,0.15892477333545685,0.24258680641651154,0.10862851142883301,0.08180338144302368
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.21615204215049744,0.35032153129577637,0.16871607303619385,0.35393038392066956,0.1835584193468094,0.40561532974243164
190,-0.07855167984962463,-0.11555161327123642,-0.06235119327902794,-0.014836588874459267,-0.06706858426332474,0.02798016555607319,-0.03477157652378082,0.018010227009654045,-0.003447322640568018
mi,0.0639447420835495,0.09143856912851334,0.47612544894218445,0.18063291907310486,0.13784633576869965,0.10186949372291565,0.17681920528411865,0.10596410930156708,0.10264865309000015
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.20465658605098724,0.3680361211299896,0.18933676183223724,0.37732169032096863,0.19817118346691132,0.42300865054130554
from,0.22939439117908478,0.33099696040153503,0.21209825575351715,0.27024149894714355,0.4249346852302551,0.21483661234378815,0.27355384826660156,0.2396499514579773,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.3383176326751709,0.733189046382904,0.24435602128505707,0.5823672413825989,0.23137180507183075,0.22068053483963013
carpathian,0.0769331157207489,0.10888514667749405,0.2190912365913391,0.3685687780380249,0.27182626724243164,0.21103984117507935,0.23712043464183807,0.3337365984916687,0.07924292981624603
mountains,0.11935112625360489,0.20278406143188477,0.32892906665802,0.3533586263656616,0.22132478654384613,0.17483577132225037,0.2538272738456726,0.11329389363527298,0.08633821457624435
and,0.33647966384887695,0.5296266674995422,0.2555042505264282,0.27633291482925415,0.5116966962814331,0.2134299874305725,0.3859752118587494,0.2083624005317688,0.20544172823429108
about,0.44264400005340576,0.3800397515296936,0.3638420104980469,0.24112336337566376,0.40939709544181824,0.16253060102462769,0.3532065451145172,0.09913060814142227,0.302409827709198
260,0.039220649749040604,0.009249287657439709,-0.056376926600933075,0.0326119139790535,-0.03095516562461853,-0.02384151704609394,0.048074301332235336,-0.0003062690084334463,0.22087180614471436
km,0.10687907040119171,0.10311309248209,0.70199054479599,0.34823909401893616,0.2376161366701126,0.15892477333545685,0.24258680641651154,0.10862851142883301,0.08180338144302368
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.21615204215049744,0.35032153129577637,0.16871607303619385,0.35393038392066956,0.1835584193468094,0.40561532974243164
160,-0.2829951047897339,-0.14579522609710693,0.11833042651414871,0.12868626415729523,0.01939276047050953,-0.0384121909737587,-0.040434580296278,-0.054970212280750275,-0.11823219805955887
mi,0.0639447420835495,0.09143856912851334,0.47612544894218445,0.18063291907310486,0.13784633576869965,0.10186949372291565,0.17681920528411865,0.10596410930156708,0.10264865309000015
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.20465658605098724,0.3680361211299896,0.18933676183223724,0.37732169032096863,0.19817118346691132,0.42300865054130554
from,0.22939439117908478,0.33099696040153503,0.21209825575351715,0.27024149894714355,0.4249346852302551,0.21483661234378815,0.27355384826660156,0.2396499514579773,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.3383176326751709,0.733189046382904,0.24435602128505707,0.5823672413825989,0.23137180507183075,0.22068053483963013
baltic,0.15540248155593872,0.2731476128101349,0.21510843932628632,0.3210049867630005,0.2190263271331787,0.2726317048072815,0.18741562962532043,0.3185311555862427,0.06320890039205551
sea,0.16549281775951385,0.26365554332733154,0.30236297845840454,0.36872392892837524,0.2707739472389221,0.14068368077278137,0.22288988530635834,0.15244372189044952,0.15551945567131042
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.319791704416275,0.4946078956127167,0.21385550498962402,0.4691906273365021,0.25300899147987366,0.31091248989105225
523,0.018903475254774094,0.1237553134560585,-0.07239890098571777,-0.06414658576250076,-0.032908372581005096,-0.07040173560380936,-0.08765161782503128,-0.13665206730365753,-0.08408358693122864
km,0.10687907040119171,0.10311309248209,0.70199054479599,0.34823909401893616,0.2376161366701126,0.15892477333545685,0.24258680641651154,0.10862851142883301,0.08180338144302368
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.21615204215049744,0.35032153129577637,0.16871607303619385,0.35393038392066956,0.1835584193468094,0.40561532974243164
325,0.07498662918806076,0.11176186054944992,0.09848783910274506,0.10577236115932465,0.13204777240753174,0.18589594960212708,0.00370967760682106,0.15865235030651093,0.10225103050470352
mi,0.0639447420835495,0.09143856912851334,0.47612544894218445,0.18063291907310486,0.13784633576869965,0.10186949372291565,0.17681920528411865,0.10596410930156708,0.10264865309000015
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.20465658605098724,0.3680361211299896,0.18933676183223724,0.37732169032096863,0.19817118346691132,0.42300865054130554
east,0.1773146688938141,0.20167402923107147,0.33750712871551514,1.0000001192092896,0.314786434173584,0.30631333589553833,0.2596127688884735,0.24607965350151062,0.10070597380399704
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.314786434173584,1.0,0.19328787922859192,0.4854315221309662,0.19253842532634735,0.1826142966747284
berlin,0.17197202146053314,0.19289149343967438,0.12761735916137695,0.30631333589553833,0.19328787922859192,1.0000001192092896,0.112583227455616,0.4726327061653137,0.1003006249666214
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.319791704416275,0.4946078956127167,0.21385550498962402,0.4691906273365021,0.25300899147987366,0.31091248989105225
germany,0.19746148586273193,0.27300503849983215,0.16414935886859894,0.32127928733825684,0.2942050099372864,0.5606184005737305,0.2201172411441803,0.39102694392204285,0.1388660967350006
.,0.3287222981452942,0.3974229395389557,0.23885086178779602,0.28351864218711853,0.5352458953857422,0.252303808927536,0.4569662809371948,0.26825499534606934,0.4130953550338745
