,what,is,another,term,for,excessive,compression,?
however,0.4480680823326111,0.33769986033439636,0.41271689534187317,0.3404300808906555,0.44511833786964417,0.3302260637283325,0.26063472032546997,0.2152075469493866
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.18842002749443054,0.19348332285881042,0.31091248989105225
as,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.3224089443683624,0.44774648547172546,0.2190156728029251,0.19827286899089813,0.27043893933296204
one,0.376489520072937,0.4544198513031006,0.5444791913032532,0.20483051240444183,0.384836345911026,0.20442266762256622,0.19263702630996704,0.2673267424106598
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.22272127866744995,0.5064792633056641,0.22873662412166595,0.19845055043697357,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.243015319108963,0.24867193400859833,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4936372637748718,0.23864157497882843,0.31941699981689453,0.23383809626102448,0.20153093338012695,0.22649677097797394
valve,0.20161333680152893,0.19948938488960266,0.22119969129562378,0.11619362980127335,0.15138281881809235,0.2478076070547104,0.4079001247882843,0.19203683733940125
usually,0.32521089911460876,0.4230746626853943,0.3789205551147461,0.3481157422065735,0.34784460067749023,0.32753613591194153,0.3324480950832367,0.19435347616672516
controls,0.23963390290737152,0.29775270819664,0.15526486933231354,0.12646226584911346,0.20711229741573334,0.22160258889198303,0.26166874170303345,0.11236714571714401
both,0.3361809551715851,0.31409940123558044,0.38476309180259705,0.23493531346321106,0.3887220323085785,0.1725521832704544,0.26356402039527893,0.19455738365650177
steam,0.15672586858272552,0.13029660284519196,0.18421155214309692,0.10872190445661545,0.19393667578697205,0.187563955783844,0.3450585603713989,0.113324373960495
flows,0.14294633269309998,0.3137552738189697,0.1379537731409073,0.1371413618326187,0.10862347483634949,0.1729421764612198,0.21489369869232178,0.11636040359735489
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.18842002749443054,0.19348332285881042,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.3080509603023529,0.44038116931915283,0.21856383979320526,0.31814756989479065,0.23916715383529663
short,0.19211500883102417,0.2397661656141281,0.24086421728134155,0.24969373643398285,0.2793668806552887,0.2634848952293396,0.15870746970176697,0.16194626688957214
cutoff,0.3347697854042053,0.29095375537872314,0.29548656940460205,0.19100622832775116,0.35062506794929504,0.3308231234550476,0.36383846402168274,0.2242688238620758
at,0.2838611304759979,0.25906258821487427,0.26329556107521057,0.1040644645690918,0.34237727522850037,0.12177374958992004,0.19384147226810455,0.21978627145290375
admission,0.29061800241470337,0.21989640593528748,0.21016621589660645,0.1746188998222351,0.27035728096961975,0.21586893498897552,0.27340489625930786,0.19312289357185364
adversely,0.3023555278778076,0.30497604608535767,0.2792058289051056,0.3110494017601013,0.2845310568809509,0.42965516448020935,0.29368117451667786,0.12854768335819244
affects,0.2868727147579193,0.32394909858703613,0.20495231449604034,0.22046011686325073,0.283735454082489,0.3755413293838501,0.32669755816459656,0.19840897619724274
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.243015319108963,0.24867193400859833,0.22068053483963013
exhaust,0.1970054805278778,0.1744835078716278,0.2742368280887604,0.18730363249778748,0.261863648891449,0.36750978231430054,0.4610004723072052,0.1444300264120102
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.22272127866744995,0.5064792633056641,0.22873662412166595,0.19845055043697357,0.20544172823429108
compression,0.23375190794467926,0.2661573588848114,0.27513939142227173,0.2001439332962036,0.2499852478504181,0.3304564654827118,0.9999998807907104,0.18572697043418884
periods,0.21756020188331604,0.16641093790531158,0.16896668076515198,0.3267509937286377,0.289463609457016,0.30544421076774597,0.23265886306762695,0.167264923453331
which,0.5261979103088379,0.4457404911518097,0.5561438798904419,0.3138839900493622,0.44095608592033386,0.3386267423629761,0.38314196467399597,0.25814583897590637
should,0.43830034136772156,0.33635082840919495,0.33650729060173035,0.2080947309732437,0.3225788176059723,0.3291008174419403,0.23616960644721985,0.4442402422428131
ideally,0.4730854034423828,0.2952161133289337,0.42124074697494507,0.261967271566391,0.37811675667762756,0.38871702551841736,0.3782148063182831,0.3842572569847107
always,0.413568377494812,0.3208111822605133,0.3732292652130127,0.21607014536857605,0.3574601709842682,0.31540238857269287,0.23633043467998505,0.26136693358421326
be,0.3929833769798279,0.4819129705429077,0.42243969440460205,0.2703228294849396,0.3801851272583008,0.3560105860233307,0.3105259835720062,0.3324260413646698
kept,0.2294851839542389,0.22417712211608887,0.24355021119117737,0.14022329449653625,0.29963481426239014,0.19732460379600525,0.1199256032705307,0.15157312154769897
fairly,0.34488388895988464,0.3188806474208832,0.2856435477733612,0.24539926648139954,0.2819344103336334,0.31139063835144043,0.22854389250278473,0.269774466753006
constant,0.22559526562690735,0.1972285658121109,0.2459687739610672,0.15658068656921387,0.18285220861434937,0.29757359623908997,0.3767516613006592,0.14516431093215942
;,0.10986888408660889,0.05324986204504967,0.013220119290053844,0.06304056942462921,0.0293948445469141,3.1473846320295706e-05,0.017883919179439545,0.10349778085947037
