,what,are,the,top,4-5,%,graduating,students,honored,with,?
students,0.2380729615688324,0.2835792899131775,0.25268980860710144,0.16925297677516937,0.025531025603413582,0.22348105907440186,0.5301648378372192,1.0,0.22496382892131805,0.17162418365478516,0.18017297983169556
graduating,0.19444580376148224,0.14457201957702637,0.265004962682724,0.15872836112976074,0.14301903545856476,0.09972207993268967,0.9999998807907104,0.5301648378372192,0.2871064841747284,0.24202123284339905,0.08642052114009857
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.2235720455646515,0.1228114664554596,0.19465309381484985,0.33616530895233154,0.2676171064376831,0.20667700469493866,0.4080928862094879,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.31754136085510254,-0.019157934933900833,0.21490740776062012,0.265004962682724,0.25268980860710144,0.2527570128440857,0.4223487675189972,0.22068053483963013
top,0.21232028305530548,0.1942039579153061,0.31754136085510254,1.0000001192092896,-0.14000312983989716,0.21657881140708923,0.15872836112976074,0.16925297677516937,0.19456526637077332,0.23125949501991272,0.17265194654464722
4–5,0.11299362778663635,-0.02290063165128231,0.011538325808942318,0.09092539548873901,-0.007438620552420616,0.09481818228960037,-0.02083369344472885,-0.020883018150925636,-0.026460399851202965,0.042168691754341125,0.05239931121468544
%,0.20738190412521362,0.21077655255794525,0.21490740776062012,0.21657881140708923,0.009917083196341991,1.0,0.09972207993268967,0.22348105907440186,0.11582400649785995,0.16614031791687012,0.21441808342933655
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.20362378656864166,0.08743509650230408,0.19953428208827972,0.2497774362564087,0.25513339042663574,0.3128338158130646,0.41827285289764404,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.31754136085510254,-0.019157934933900833,0.21490740776062012,0.265004962682724,0.25268980860710144,0.2527570128440857,0.4223487675189972,0.22068053483963013
class,0.16880196332931519,0.1495869755744934,0.18034407496452332,0.12984158098697662,-0.08116381615400314,0.17819178104400635,0.2510959506034851,0.26189082860946655,0.1598585993051529,0.17964689433574677,0.12778934836387634
are,0.29724663496017456,1.0,0.40399202704429626,0.1942039579153061,-0.16050294041633606,0.21077655255794525,0.14457201957702637,0.2835792899131775,0.13429062068462372,0.38996943831443787,0.24591213464736938
awarded,0.0973663404583931,0.09668732434511185,0.24971646070480347,0.2576868534088135,-0.010038480162620544,0.08189116418361664,0.2474018633365631,0.1908147782087326,0.577159583568573,0.24412788450717926,0.1431703418493271
degrees,0.2201736718416214,0.24791596829891205,0.22473014891147614,0.21840772032737732,-0.10108919441699982,0.19918541610240936,0.4048396944999695,0.3178475499153137,0.1921428143978119,0.22327513992786407,0.1299446076154709
summa,0.20526115596294403,0.06325268745422363,0.1504278928041458,0.09313017129898071,0.04733499512076378,0.05222782865166664,0.278291791677475,0.19234441220760345,0.24415846168994904,0.18769603967666626,0.2241235077381134
cum,0.1644921451807022,0.09940656274557114,0.16570721566677094,0.13647867739200592,0.09526783972978592,0.08540577441453934,0.31399649381637573,0.20118515193462372,0.12484961003065109,0.11340022087097168,0.11798062920570374
laude,0.19424515962600708,0.12788191437721252,0.19044078886508942,0.18319867551326752,0.10553218424320221,0.08841020613908768,0.40826940536499023,0.2669418156147003,0.2934403419494629,0.17970560491085052,0.1791534572839737
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2270241379737854,0.18162977695465088,0.22757403552532196,0.31451839208602905,0.26501646637916565,0.2577430307865143,0.4120737314224243,0.31091248989105225
students,0.2380729615688324,0.2835792899131775,0.25268980860710144,0.16925297677516937,0.025531025603413582,0.22348105907440186,0.5301648378372192,1.0,0.22496382892131805,0.17162418365478516,0.18017297983169556
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.2235720455646515,0.1228114664554596,0.19465309381484985,0.33616530895233154,0.2676171064376831,0.20667700469493866,0.4080928862094879,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.31754136085510254,-0.019157934933900833,0.21490740776062012,0.265004962682724,0.25268980860710144,0.2527570128440857,0.4223487675189972,0.22068053483963013
next,0.25980645418167114,0.13767699897289276,0.35833123326301575,0.3050174415111542,0.014578728936612606,0.1105872318148613,0.20104146003723145,0.20574608445167542,0.13392092287540436,0.24421751499176025,0.167460098862648
15,-0.01077192835509777,-0.04930649325251579,-0.011810222640633583,-0.05811181664466858,0.018835624679923058,0.0035482889506965876,0.0674113854765892,-0.017682038247585297,0.04112971946597099,0.03467172011733055,-0.010706285014748573
%,0.20738190412521362,0.21077655255794525,0.21490740776062012,0.21657881140708923,0.009917083196341991,1.0,0.09972207993268967,0.22348105907440186,0.11582400649785995,0.16614031791687012,0.21441808342933655
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.20362378656864166,0.08743509650230408,0.19953428208827972,0.2497774362564087,0.25513339042663574,0.3128338158130646,0.41827285289764404,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.31754136085510254,-0.019157934933900833,0.21490740776062012,0.265004962682724,0.25268980860710144,0.2527570128440857,0.4223487675189972,0.22068053483963013
class,0.16880196332931519,0.1495869755744934,0.18034407496452332,0.12984158098697662,-0.08116381615400314,0.17819178104400635,0.2510959506034851,0.26189082860946655,0.1598585993051529,0.17964689433574677,0.12778934836387634
are,0.29724663496017456,1.0,0.40399202704429626,0.1942039579153061,-0.16050294041633606,0.21077655255794525,0.14457201957702637,0.2835792899131775,0.13429062068462372,0.38996943831443787,0.24591213464736938
awarded,0.0973663404583931,0.09668732434511185,0.24971646070480347,0.2576868534088135,-0.010038480162620544,0.08189116418361664,0.2474018633365631,0.1908147782087326,0.577159583568573,0.24412788450717926,0.1431703418493271
magna,0.15150891244411469,0.0760931521654129,0.18732425570487976,0.0605032816529274,0.019715216010808945,0.030180690810084343,0.1960686594247818,0.10408788174390793,0.15417490899562836,0.1308928281068802,0.0912080928683281
cum,0.1644921451807022,0.09940656274557114,0.16570721566677094,0.13647867739200592,0.09526783972978592,0.08540577441453934,0.31399649381637573,0.20118515193462372,0.12484961003065109,0.11340022087097168,0.11798062920570374
laude,0.19424515962600708,0.12788191437721252,0.19044078886508942,0.18319867551326752,0.10553218424320221,0.08841020613908768,0.40826940536499023,0.2669418156147003,0.2934403419494629,0.17970560491085052,0.1791534572839737
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2270241379737854,0.18162977695465088,0.22757403552532196,0.31451839208602905,0.26501646637916565,0.2577430307865143,0.4120737314224243,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.281191349029541,-0.023116130381822586,0.24616369605064392,0.3177875280380249,0.28111961483955383,0.22390702366828918,0.5477725267410278,0.20544172823429108
the,0.42745697498321533,0.40399202704429626,1.0,0.31754136085510254,-0.019157934933900833,0.21490740776062012,0.265004962682724,0.25268980860710144,0.2527570128440857,0.4223487675189972,0.22068053483963013
next,0.25980645418167114,0.13767699897289276,0.35833123326301575,0.3050174415111542,0.014578728936612606,0.1105872318148613,0.20104146003723145,0.20574608445167542,0.13392092287540436,0.24421751499176025,0.167460098862648
30,-0.04443084076046944,0.08760164678096771,0.0730796679854393,0.0004911326104775071,-0.09565151482820511,-0.013219810090959072,0.06694182008504868,0.04687685891985893,0.04872772842645645,0.15008366107940674,-0.08261742442846298
%,0.20738190412521362,0.21077655255794525,0.21490740776062012,0.21657881140708923,0.009917083196341991,1.0,0.09972207993268967,0.22348105907440186,0.11582400649785995,0.16614031791687012,0.21441808342933655
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.20362378656864166,0.08743509650230408,0.19953428208827972,0.2497774362564087,0.25513339042663574,0.3128338158130646,0.41827285289764404,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.31754136085510254,-0.019157934933900833,0.21490740776062012,0.265004962682724,0.25268980860710144,0.2527570128440857,0.4223487675189972,0.22068053483963013
class,0.16880196332931519,0.1495869755744934,0.18034407496452332,0.12984158098697662,-0.08116381615400314,0.17819178104400635,0.2510959506034851,0.26189082860946655,0.1598585993051529,0.17964689433574677,0.12778934836387634
are,0.29724663496017456,1.0,0.40399202704429626,0.1942039579153061,-0.16050294041633606,0.21077655255794525,0.14457201957702637,0.2835792899131775,0.13429062068462372,0.38996943831443787,0.24591213464736938
awarded,0.0973663404583931,0.09668732434511185,0.24971646070480347,0.2576868534088135,-0.010038480162620544,0.08189116418361664,0.2474018633365631,0.1908147782087326,0.577159583568573,0.24412788450717926,0.1431703418493271
cum,0.1644921451807022,0.09940656274557114,0.16570721566677094,0.13647867739200592,0.09526783972978592,0.08540577441453934,0.31399649381637573,0.20118515193462372,0.12484961003065109,0.11340022087097168,0.11798062920570374
laude,0.19424515962600708,0.12788191437721252,0.19044078886508942,0.18319867551326752,0.10553218424320221,0.08841020613908768,0.40826940536499023,0.2669418156147003,0.2934403419494629,0.17970560491085052,0.1791534572839737
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.3064132034778595,0.009690407663583755,0.29872366786003113,0.27530789375305176,0.2607303857803345,0.25889623165130615,0.4446153938770294,0.4130953550338745
