,what,plants,do,n't,need,light,to,make,chloroplasts,?
this,0.5489566326141357,0.3170259892940521,0.34963881969451904,-0.11459717154502869,0.4256424605846405,0.280659943819046,0.5759071707725525,0.4313279688358307,0.32268521189689636,0.3155723512172699
process,0.3466717302799225,0.30403652787208557,0.25918635725975037,-0.10474485903978348,0.3635145425796509,0.21135006844997406,0.35462963581085205,0.3547057807445526,0.4006134271621704,0.2460896074771881
",",0.3087472915649414,0.2555769681930542,0.3283645510673523,0.11016341298818588,0.25983062386512756,0.22209852933883667,0.44245919585227966,0.324553906917572,0.20794041454792023,0.31091248989105225
where,0.4457937180995941,0.24032823741436005,0.2949419915676117,-0.13775071501731873,0.32450658082962036,0.1997321993112564,0.47735077142715454,0.2980242967605591,0.22257623076438904,0.24793872237205505
the,0.42745697498321533,0.29499560594558716,0.30239659547805786,-0.11449059844017029,0.2594960331916809,0.2649136185646057,0.535392165184021,0.3146495521068573,0.23062430322170258,0.22068053483963013
etioplast,0.23684675991535187,0.4831770956516266,0.27120378613471985,0.02525869756937027,0.2826664447784424,0.312562495470047,0.24622225761413574,0.25773876905441284,0.813389241695404,0.17501437664031982
becomes,0.15717560052871704,0.10136211663484573,0.12186231464147568,0.05643143504858017,0.11967924982309341,0.14724679291248322,0.22548897564411163,0.27438151836395264,0.1061343252658844,0.1751440465450287
a,0.3320399522781372,0.21329157054424286,0.26237669587135315,0.013574101030826569,0.30329999327659607,0.2622554302215576,0.45503583550453186,0.34303420782089233,0.24622295796871185,0.23916715383529663
chloroplast,0.23505516350269318,0.5447878837585449,0.2310386300086975,-0.03544950857758522,0.2559160590171814,0.35266226530075073,0.22531428933143616,0.2420944720506668,0.9777651429176331,0.12532055377960205
",",0.3087472915649414,0.2555769681930542,0.3283645510673523,0.11016341298818588,0.25983062386512756,0.22209852933883667,0.44245919585227966,0.324553906917572,0.20794041454792023,0.31091248989105225
takes,0.15264007449150085,0.2026178389787674,0.22596018016338348,-0.0010780522134155035,0.2605244517326355,0.17424994707107544,0.29472896456718445,0.2769000232219696,0.14314879477024078,0.10935472697019577
several,0.22446060180664062,0.2427416294813156,0.20210497081279755,-0.04057580232620239,0.21747510135173798,0.22362980246543884,0.36196985840797424,0.2869584262371063,0.24696697294712067,0.15595775842666626
hours,0.21807120740413666,0.1552312821149826,0.2093188762664795,-0.031031236052513123,0.24861271679401398,0.21011488139629364,0.23638038337230682,0.21140846610069275,0.19415628910064697,0.21755769848823547
.,0.3567904531955719,0.2542511522769928,0.3613996207714081,0.01884327083826065,0.26852357387542725,0.2497042715549469,0.4645031690597534,0.3547073304653168,0.23868323862552643,0.4130953550338745
