,what,local,radio,station,is,broadcast,by,the,corporation,from,the,pink,palace,?
it,0.45803478360176086,0.15005895495414734,0.200987309217453,0.2710883915424347,0.6328473687171936,0.24714356660842896,0.40926623344421387,0.6251175999641418,0.26201313734054565,0.325604110956192,0.6251175999641418,0.2488451600074768,0.1317162960767746,0.25732165575027466
is,0.28837618231773376,0.13173899054527283,0.1481926590204239,0.19625909626483917,1.0,0.1702820062637329,0.3899846076965332,0.5823672413825989,0.21436315774917603,0.27355384826660156,0.5823672413825989,0.23884820938110352,0.16243064403533936,0.22961433231830597
from,0.2737620174884796,0.15869346261024475,0.15859435498714447,0.19886821508407593,0.27355384826660156,0.1824430525302887,0.3373257517814636,0.40150508284568787,0.1472601741552353,1.0,0.40150508284568787,0.15062981843948364,0.16726216673851013,0.19969791173934937
here,0.5220553874969482,0.24146173894405365,0.17176930606365204,0.20325526595115662,0.3368209898471832,0.1927552968263626,0.23018845915794373,0.37885698676109314,0.13216149806976318,0.27692413330078125,0.37885698676109314,0.16564881801605225,0.16320328414440155,0.5686008334159851
that,0.6297725439071655,0.22915975749492645,0.13973630964756012,0.18958641588687897,0.3995479643344879,0.267183780670166,0.37496164441108704,0.5473989248275757,0.16328231990337372,0.3477667272090912,0.5473989248275757,0.16011087596416473,0.1407168060541153,0.32716336846351624
the,0.42745697498321533,0.2130540907382965,0.23511973023414612,0.23609806597232819,0.5823672413825989,0.2713715434074402,0.4408751428127289,1.0,0.26837587356567383,0.40150508284568787,1.0,0.19972290098667145,0.25955939292907715,0.22068053483963013
corporation,0.1715448498725891,0.22958998382091522,0.31256407499313354,0.31602755188941956,0.21436315774917603,0.35085204243659973,0.2533348798751831,0.26837587356567383,1.0000001192092896,0.1472601741552353,0.26837587356567383,0.04518744722008705,0.08026095479726791,0.13731837272644043
broadcasts,0.17804105579853058,0.25127822160720825,0.6596982479095459,0.41155898571014404,0.19011878967285156,0.9114145636558533,0.1967182606458664,0.26939961314201355,0.3920980393886566,0.2094123810529709,0.26939961314201355,0.1250309944152832,0.13011953234672546,0.1364026516675949
the,0.42745697498321533,0.2130540907382965,0.23511973023414612,0.23609806597232819,0.5823672413825989,0.2713715434074402,0.4408751428127289,1.0,0.26837587356567383,0.40150508284568787,1.0,0.19972290098667145,0.25955939292907715,0.22068053483963013
look,0.40627723932266235,0.16625259816646576,0.13945692777633667,0.1555531620979309,0.19945533573627472,0.05579700693488121,0.1862206757068634,0.2806221544742584,0.1272745430469513,0.18875886499881744,0.2806221544742584,0.17983198165893555,0.19039015471935272,0.3596472144126892
north,0.18673177063465118,0.11877486109733582,0.1604752391576767,0.2489755004644394,0.2993389368057251,0.19772908091545105,0.22664140164852142,0.36298373341560364,0.18738505244255066,0.3180590271949768,0.36298373341560364,0.1254892200231552,0.15837901830673218,0.11829731613397598
television,0.19838058948516846,0.18328188359737396,0.5466874837875366,0.2767264246940613,0.21374565362930298,0.6160560846328735,0.23368048667907715,0.24569597840309143,0.2970065474510193,0.19486135244369507,0.24569597840309143,0.24674451351165771,0.1468256711959839,0.16825827956199646
regional,0.1532609760761261,0.3694736063480377,0.2222764641046524,0.2704985737800598,0.1760118007659912,0.25774821639060974,0.0996674969792366,0.3125704526901245,0.23672600090503693,0.20332156121730804,0.3125704526901245,0.11167297512292862,0.06620381027460098,0.09246466308832169
news,0.2584491968154907,0.22807475924491882,0.3966260850429535,0.26640623807907104,0.14782258868217468,0.4630478620529175,0.1707516610622406,0.2294066995382309,0.3119344413280487,0.17856302857398987,0.2294066995382309,0.10625588893890381,0.06667125970125198,0.1899169683456421
programme,0.1876801699399948,0.17616283893585205,0.4189635217189789,0.30696824193000793,0.20126456022262573,0.48641446232795715,0.20501865446567535,0.23601844906806946,0.2717146873474121,0.1392638385295868,0.23601844906806946,0.11127997934818268,0.1066923439502716,0.139840766787529
