,what,does,ctenophora,mean,in,greek,?
ctenophora,0.18695785105228424,0.19055584073066711,0.9999998807907104,0.20866534113883972,0.1502838283777237,0.3522953689098358,0.20862777531147003
(,0.2411840260028839,0.2728188931941986,0.21480697393417358,0.24319502711296082,0.3087427020072937,0.2139071673154831,0.40561532974243164
/tᵻˈnɒfərə/,0.35629022121429443,0.2804967761039734,0.18542838096618652,0.2602051794528961,0.05153682827949524,0.11905669420957565,0.48267874121665955
;,0.10986888408660889,0.0650511160492897,0.06274223327636719,0.020440304651856422,0.092739537358284,0.03890254721045494,0.10349778085947037
singular,0.2832280993461609,0.20445044338703156,0.33299607038497925,0.26716846227645874,0.19735653698444366,0.27984896302223206,0.17302146553993225
ctenophore,0.2381439507007599,0.2509111762046814,0.9053757190704346,0.22860385477542877,0.1891518235206604,0.3057224154472351,0.2190871685743332
",",0.3087472915649414,0.28617382049560547,0.20480060577392578,0.27540135383605957,0.5201468467712402,0.24548614025115967,0.31091248989105225
/ˈtɛnəfɔːr/,0.3494894206523895,0.2342582643032074,0.28528541326522827,0.2577005624771118,0.29626941680908203,0.2592385411262512,0.42447856068611145
or,0.33867141604423523,0.4248845875263214,0.25133922696113586,0.45437735319137573,0.3586423695087433,0.22018496692180634,0.32389625906944275
/ˈtiːnəfɔːr/,0.20264077186584473,0.16983160376548767,0.2594183683395386,0.16499923169612885,0.23931251466274261,0.1706736832857132,0.36497023701667786
;,0.10986888408660889,0.0650511160492897,0.06274223327636719,0.020440304651856422,0.092739537358284,0.03890254721045494,0.10349778085947037
from,0.2737620174884796,0.1777622550725937,0.1317715346813202,0.2319565713405609,0.4274188280105591,0.2486233115196228,0.19969791173934937
the,0.42745697498321533,0.35928019881248474,0.2430446892976761,0.25977957248687744,0.6662389636039734,0.23564283549785614,0.22068053483963013
greek,0.14808377623558044,0.18199464678764343,0.3522953689098358,0.2303614616394043,0.17752651870250702,0.9999999403953552,0.11180876195430756
κτείς,0.06631826609373093,0.058049529790878296,0.31681951880455017,0.08966908603906631,-0.058123067021369934,0.08901164680719376,0.126088947057724
kteis,0.1854114830493927,0.13780780136585236,0.36820921301841736,0.20999814569950104,0.23014789819717407,0.25684434175491333,0.18047234416007996
'comb,0.16483081877231598,0.16028617322444916,0.3583008348941803,0.1423806995153427,0.29353299736976624,0.14683078229427338,0.26840975880622864
',0.3245812654495239,0.2684852182865143,0.1898500919342041,0.3410385549068451,0.4158826768398285,0.1633772999048233,0.330942302942276
and,0.31309178471565247,0.3461615741252899,0.15281255543231964,0.22596950829029083,0.4954058527946472,0.23151937127113342,0.20544172823429108
φέρω,0.1167222186923027,0.12460748106241226,0.1209045946598053,0.009388373233377934,0.037324827164411545,0.01551586203277111,0.13099947571754456
pherō,0.2107440084218979,0.1353018879890442,0.36986106634140015,0.24568332731723785,0.1648189127445221,0.34173086285591125,0.17430178821086884
'carry,0.307821124792099,0.19977885484695435,0.236845925450325,0.27746254205703735,0.24655719101428986,0.19853197038173676,0.21061457693576813
',0.3245812654495239,0.2684852182865143,0.1898500919342041,0.3410385549068451,0.4158826768398285,0.1633772999048233,0.330942302942276
;,0.10986888408660889,0.0650511160492897,0.06274223327636719,0.020440304651856422,0.092739537358284,0.03890254721045494,0.10349778085947037
commonly,0.18122613430023193,0.15731781721115112,0.2521992027759552,0.22418612241744995,0.2769457697868347,0.1947631984949112,0.13546277582645416
known,0.20381177961826324,0.24860821664333344,0.261493444442749,0.22724662721157074,0.32641831040382385,0.18097802996635437,0.18314571678638458
as,0.31749409437179565,0.31202155351638794,0.2036411315202713,0.27253609895706177,0.3887844979763031,0.16667966544628143,0.27043893933296204
comb,0.20374168455600739,0.19720672070980072,0.41990113258361816,0.21996207535266876,0.2280225306749344,0.1486198902130127,0.2510223686695099
jellies,0.1608283519744873,0.1722916066646576,0.552432656288147,0.21350304782390594,0.18211060762405396,0.17041824758052826,0.1617898792028427
),0.26259949803352356,0.2575884759426117,0.20206139981746674,0.2426333725452423,0.3326910734176636,0.22325891256332397,0.42300865054130554
is,0.28837618231773376,0.4403602182865143,0.20774365961551666,0.3152560591697693,0.5394441485404968,0.22842112183570862,0.22961433231830597
a,0.3320399522781372,0.38201746344566345,0.24843408167362213,0.3427932858467102,0.539380669593811,0.25844764709472656,0.23916715383529663
phylum,0.20018324255943298,0.14277660846710205,0.6852492094039917,0.17691229283809662,0.1593141108751297,0.23442873358726501,0.18758688867092133
of,0.33290785551071167,0.3119818866252899,0.241486594080925,0.27551960945129395,0.5696388483047485,0.2256247103214264,0.1826142966747284
animals,0.26212990283966064,0.2269369661808014,0.4381978213787079,0.19783954322338104,0.26300355792045593,0.19118203222751617,0.16430135071277618
that,0.6297725439071655,0.4764937460422516,0.2257128357887268,0.3935231864452362,0.435920387506485,0.2007042020559311,0.32716336846351624
live,0.20532001554965973,0.21883122622966766,0.1764754354953766,0.13800951838493347,0.3068392276763916,0.12302599847316742,0.19481121003627777
in,0.30808621644973755,0.214483380317688,0.1502838283777237,0.2099098116159439,1.0,0.17752651870250702,0.20430970191955566
marine,0.15737493336200714,0.132074773311615,0.36812207102775574,0.16693755984306335,0.24858763813972473,0.1073799654841423,0.1407923698425293
waters,0.14115752279758453,0.17399492859840393,0.2112162560224533,0.1524372100830078,0.22002078592777252,0.12537172436714172,0.135763481259346
worldwide,0.20704631507396698,0.14417223632335663,0.18733349442481995,0.1572715938091278,0.30781108140945435,0.1344543993473053,0.2253960371017456
.,0.3567904531955719,0.3022993505001068,0.24174925684928894,0.21881133317947388,0.5591574311256409,0.2338392436504364,0.4130953550338745
