,vaccination,exploits,what,feature,of,the,human,immune,system,in,order,to,be,successful,?
this,0.3289591372013092,0.221958726644516,0.5489566326141357,0.32200345396995544,0.45148900151252747,0.6274310946464539,0.2703263759613037,0.2550543546676636,0.3294329345226288,0.45205554366111755,0.28142353892326355,0.5759071707725525,0.566177248954773,0.30019158124923706,0.3155723512172699
deliberate,0.2982427179813385,0.3489174246788025,0.3647775948047638,0.17566201090812683,0.2308974415063858,0.2517281770706177,0.2716853618621826,0.2482144981622696,0.11941703408956528,0.24141119420528412,0.22933390736579895,0.38836193084716797,0.3506888747215271,0.11072070151567459,0.2416004240512848
induction,0.2875972390174866,0.22884957492351532,0.21248550713062286,0.16515962779521942,0.273759663105011,0.26266005635261536,0.21896202862262726,0.24286411702632904,0.22342351078987122,0.18288569152355194,0.2639930844306946,0.19430816173553467,0.2892763614654541,0.1156705915927887,0.1510571390390396
of,0.1953464299440384,0.20876063406467438,0.33290785551071167,0.2117752879858017,1.0,0.733189046382904,0.3083189129829407,0.16620753705501556,0.25597915053367615,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.33904364705085754,0.2304827868938446,0.1826142966747284
an,0.18902724981307983,0.1224372535943985,0.2821882665157318,0.22609657049179077,0.32280945777893066,0.4207492768764496,0.18078956007957458,0.20370379090309143,0.17536801099777222,0.2605783939361572,0.14927062392234802,0.3138085603713989,0.33041056990623474,0.2901456952095032,0.19793890416622162
immune,0.5160018801689148,0.242124542593956,0.2410416603088379,0.2142430692911148,0.16620753705501556,0.21364226937294006,0.30160653591156006,1.0,0.3962631821632385,0.14682820439338684,0.2435891181230545,0.2541976273059845,0.24360142648220062,0.1707959771156311,0.16080476343631744
response,0.32620537281036377,0.20716232061386108,0.3532308340072632,0.21739737689495087,0.21864040195941925,0.28909924626350403,0.19727018475532532,0.43541768193244934,0.2933112382888794,0.20744606852531433,0.19659452140331268,0.277526319026947,0.290681928396225,0.18920911848545074,0.2007838636636734
is,0.16436927020549774,0.23804843425750732,0.28837618231773376,0.2553035318851471,0.4854315221309662,0.5823672413825989,0.22481991350650787,0.2092347890138626,0.2282046526670456,0.5394441485404968,0.19403748214244843,0.42745086550712585,0.4819129705429077,0.24266567826271057,0.22961433231830597
successful,0.20098070800304413,0.20959120988845825,0.16902779042720795,0.1582087278366089,0.2304827868938446,0.31354787945747375,0.14106377959251404,0.1707959771156311,0.1539628505706787,0.2864660918712616,0.11100335419178009,0.2317596971988678,0.19048015773296356,1.0,0.1132197454571724
because,0.31283634901046753,0.2576034963130951,0.46729007363319397,0.2261282205581665,0.4075504541397095,0.44596394896507263,0.2795959413051605,0.2751635015010834,0.2626553177833557,0.37423941493034363,0.25933122634887695,0.5166091918945312,0.5052481293678284,0.24496813118457794,0.2528740465641022
it,0.23389670252799988,0.20663850009441376,0.45803478360176086,0.25966158509254456,0.38761502504348755,0.6251175999641418,0.22590400278568268,0.2599244713783264,0.30691424012184143,0.5130809545516968,0.18806639313697815,0.513711154460907,0.5203388929367065,0.27904996275901794,0.25732165575027466
exploits,0.3012755811214447,1.0,0.17770832777023315,0.20964093506336212,0.20876063406467438,0.25356215238571167,0.29543668031692505,0.242124542593956,0.1648217886686325,0.24510404467582703,0.1916852742433548,0.20497119426727295,0.21788965165615082,0.20959120988845825,0.08940022438764572
the,0.19237637519836426,0.25356215238571167,0.42745697498321533,0.3053930699825287,0.733189046382904,1.0,0.3103327453136444,0.21364226937294006,0.3233085572719574,0.6662389636039734,0.3284194767475128,0.535392165184021,0.4248143136501312,0.31354787945747375,0.22068053483963013
natural,0.2812997102737427,0.2347297966480255,0.15666867792606354,0.12114710360765457,0.2963479459285736,0.2291368842124939,0.3400666415691376,0.15096554160118103,0.11122060567140579,0.32136213779449463,0.15970592200756073,0.21663954854011536,0.2263202965259552,0.08892223238945007,0.16155436635017395
specificity,0.3914828598499298,0.28070178627967834,0.36627644300460815,0.26377761363983154,0.27038317918777466,0.33683234453201294,0.30344387888908386,0.37619921565055847,0.3677915632724762,0.23803171515464783,0.22103063762187958,0.3886798918247223,0.3953109681606293,0.13514932990074158,0.276556134223938
of,0.1953464299440384,0.20876063406467438,0.33290785551071167,0.2117752879858017,1.0,0.733189046382904,0.3083189129829407,0.16620753705501556,0.25597915053367615,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.33904364705085754,0.2304827868938446,0.1826142966747284
the,0.19237637519836426,0.25356215238571167,0.42745697498321533,0.3053930699825287,0.733189046382904,1.0,0.3103327453136444,0.21364226937294006,0.3233085572719574,0.6662389636039734,0.3284194767475128,0.535392165184021,0.4248143136501312,0.31354787945747375,0.22068053483963013
immune,0.5160018801689148,0.242124542593956,0.2410416603088379,0.2142430692911148,0.16620753705501556,0.21364226937294006,0.30160653591156006,1.0,0.3962631821632385,0.14682820439338684,0.2435891181230545,0.2541976273059845,0.24360142648220062,0.1707959771156311,0.16080476343631744
system,0.2569994032382965,0.1648217886686325,0.23557309806346893,0.24036383628845215,0.25597915053367615,0.3233085572719574,0.19000236690044403,0.3962631821632385,1.0000001192092896,0.21978288888931274,0.21271277964115143,0.26662686467170715,0.24878063797950745,0.1539628505706787,0.15556083619594574
",",0.2128513753414154,0.15607526898384094,0.3087472915649414,0.22241170704364777,0.4946078956127167,0.4933079481124878,0.23877760767936707,0.15102852880954742,0.18439900875091553,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.39254459738731384,0.28826844692230225,0.31091248989105225
as,0.23103584349155426,0.21205173432826996,0.31749409437179565,0.26915058493614197,0.3886612355709076,0.48381632566452026,0.24055932462215424,0.17487213015556335,0.1973835676908493,0.3887844979763031,0.21579164266586304,0.42092081904411316,0.5230465531349182,0.3002051115036011,0.27043893933296204
well,0.2587062418460846,0.24079127609729767,0.4154493808746338,0.29964157938957214,0.3343164324760437,0.42630070447921753,0.17397640645503998,0.18631522357463837,0.2583600878715515,0.36612698435783386,0.17462196946144104,0.3422003388404846,0.4045031666755676,0.36966872215270996,0.24815571308135986
as,0.23103584349155426,0.21205173432826996,0.31749409437179565,0.26915058493614197,0.3886612355709076,0.48381632566452026,0.24055932462215424,0.17487213015556335,0.1973835676908493,0.3887844979763031,0.21579164266586304,0.42092081904411316,0.5230465531349182,0.3002051115036011,0.27043893933296204
its,0.14699380099773407,0.26097971200942993,0.30393704771995544,0.23288390040397644,0.48690423369407654,0.559237003326416,0.23794183135032654,0.17650361359119415,0.24247176945209503,0.3793783485889435,0.18860116600990295,0.3691340684890747,0.2731834948062897,0.17753365635871887,0.15103481709957123
inducibility,0.3834618628025055,0.2584861218929291,0.2881965935230255,0.24158450961112976,0.2798096537590027,0.27506089210510254,0.3242655098438263,0.35422688722610474,0.2839946448802948,0.19203802943229675,0.2980199456214905,0.24854952096939087,0.3494114875793457,0.12114240229129791,0.2159678041934967
.,0.23276863992214203,0.14726293087005615,0.3567904531955719,0.25145211815834045,0.5352458953857422,0.5934505462646484,0.24595768749713898,0.18267881870269775,0.2277725487947464,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.4383580684661865,0.361310213804245,0.4130953550338745
