,what,abc,station,in,south,bend,",",indiana,maintains,digital,simulcasts,on,a,subchannel,?
abc,0.1317344456911087,1.0000001192092896,0.21780119836330414,0.1697147786617279,0.15089206397533417,0.1493883728981018,0.2097204476594925,0.1703014075756073,0.14086058735847473,0.2166869193315506,0.33576685190200806,0.2862928807735443,0.21331243216991425,0.410636305809021,0.19065172970294952
maintains,0.17929726839065552,0.14086058735847473,0.23137059807777405,0.21605880558490753,0.19066670536994934,0.10453043133020401,0.1875990927219391,0.10391133278608322,0.9999999403953552,0.20269639790058136,0.1839418113231659,0.2135164439678192,0.23382247984409332,0.25727105140686035,0.13273680210113525
affiliations,0.15080924332141876,0.180287703871727,0.23245295882225037,0.23055396974086761,0.18262319266796112,0.10612674057483673,0.21957238018512726,0.13014203310012817,0.2965043783187866,0.19215050339698792,0.25128236413002014,0.18879231810569763,0.16979838907718658,0.2901134192943573,0.14362381398677826
with,0.2464839518070221,0.17432008683681488,0.13595768809318542,0.4080928862094879,0.15469324588775635,0.17769405245780945,0.4120737314224243,0.14842572808265686,0.2744080126285553,0.10750167816877365,0.27039384841918945,0.40749499201774597,0.3783375024795532,0.22926922142505646,0.2433311939239502
low-power,0.2962779700756073,0.2579306364059448,0.25346192717552185,0.25661608576774597,0.22188876569271088,0.2154117226600647,0.32468271255493164,0.20072036981582642,0.33186599612236023,0.30231738090515137,0.28864213824272156,0.2537982165813446,0.3027467131614685,0.31599852442741394,0.23557345569133759
stations,0.1621520221233368,0.23858611285686493,0.8503052592277527,0.25864288210868835,0.23962992429733276,0.11228302866220474,0.26337406039237976,0.0754755437374115,0.321502149105072,0.30718961358070374,0.3891198933124542,0.3269573450088501,0.199105903506279,0.4335935413837433,0.13192185759544373
(,0.2411840260028839,0.183883935213089,0.15589678287506104,0.3087427020072937,0.2013198882341385,0.15361230075359344,0.6363511681556702,0.19499889016151428,0.15964309871196747,0.1653749644756317,0.1797986924648285,0.28656116127967834,0.3206180930137634,0.19793467223644257,0.40561532974243164
broadcasting,0.18499015271663666,0.45669859647750854,0.40611958503723145,0.27609771490097046,0.250492662191391,0.03907142952084541,0.2411014288663864,0.12672604620456696,0.25351524353027344,0.43006980419158936,0.5151686668395996,0.25327786803245544,0.2170335054397583,0.5300703048706055,0.10870421677827835
either,0.3851809501647949,0.13232512772083282,0.10085946321487427,0.2748357057571411,0.1354909986257553,0.12934142351150513,0.28548023104667664,0.1190432533621788,0.18793149292469025,0.1767033189535141,0.20964418351650238,0.3322877585887909,0.40784984827041626,0.25773030519485474,0.31498292088508606
in,0.30808621644973755,0.1697147786617279,0.21784305572509766,1.0,0.33642083406448364,0.28219786286354065,0.5201468467712402,0.30798211693763733,0.21605880558490753,0.1500016450881958,0.31597211956977844,0.46853652596473694,0.539380669593811,0.25593438744544983,0.20430970191955566
analog,0.2780171036720276,0.18717388808727264,0.28299224376678467,0.13304997980594635,0.10858786106109619,0.1259773224592209,0.20826497673988342,0.09802761673927307,0.2214381843805313,0.6010936498641968,0.39052239060401917,0.20569245517253876,0.23552219569683075,0.4145926535129547,0.17692391574382782
or,0.33867141604423523,0.10767780989408493,0.18221348524093628,0.3586423695087433,0.11688382923603058,0.16634535789489746,0.3769497275352478,0.17010536789894104,0.2048577070236206,0.2115585207939148,0.2536083459854126,0.2897229492664337,0.48853766918182373,0.2772718369960785,0.32389625906944275
digital,0.1757969856262207,0.2166869193315506,0.2466953843832016,0.1500016450881958,0.14832736551761627,0.06102977693080902,0.17865565419197083,0.0751735046505928,0.20269639790058136,1.0000001192092896,0.31128424406051636,0.2216719537973404,0.19387772679328918,0.347805917263031,0.12982943654060364
),0.26259949803352356,0.18381085991859436,0.16818374395370483,0.3326910734176636,0.2002217173576355,0.15693652629852295,0.63033527135849,0.2133895754814148,0.16220784187316895,0.17788442969322205,0.17301128804683685,0.29937487840652466,0.3640355169773102,0.2303866147994995,0.42300865054130554
in,0.30808621644973755,0.1697147786617279,0.21784305572509766,1.0,0.33642083406448364,0.28219786286354065,0.5201468467712402,0.30798211693763733,0.21605880558490753,0.1500016450881958,0.31597211956977844,0.46853652596473694,0.539380669593811,0.25593438744544983,0.20430970191955566
a,0.3320399522781372,0.21331243216991425,0.21760036051273346,0.539380669593811,0.23680485785007477,0.25745999813079834,0.427140474319458,0.19789718091487885,0.23382247984409332,0.19387772679328918,0.29769277572631836,0.3848365545272827,1.0,0.27515140175819397,0.23916715383529663
few,0.2780759632587433,0.09540363401174545,0.189631849527359,0.3588411808013916,0.22755132615566254,0.06806117296218872,0.32531002163887024,0.12660416960716248,0.14276422560214996,0.15151305496692657,0.26710954308509827,0.3005446493625641,0.2765968441963196,0.2213384211063385,0.2334265559911728
markets,0.12341798096895218,0.16946740448474884,0.26078224182128906,0.2811138927936554,0.2135406732559204,0.09902139753103256,0.24350304901599884,0.0479431226849556,0.2380797415971756,0.30406394600868225,0.28325343132019043,0.24747714400291443,0.1907232105731964,0.31678086519241333,0.11209505051374435
",",0.3087472915649414,0.2097204476594925,0.2482491284608841,0.5201468467712402,0.3256652057170868,0.2922282814979553,1.0000001192092896,0.28358757495880127,0.1875990927219391,0.17865565419197083,0.24041162431240082,0.49057599902153015,0.427140474319458,0.26144933700561523,0.31091248989105225
such,0.23989605903625488,0.12735801935195923,0.12103113532066345,0.2704046070575714,0.11090932786464691,0.11354153603315353,0.39626169204711914,0.19378125667572021,0.2389955073595047,0.1740134060382843,0.2809494435787201,0.3181164264678955,0.2706976532936096,0.2262282818555832,0.17851735651493073
as,0.31749409437179565,0.2286096066236496,0.1954551786184311,0.3887844979763031,0.21022742986679077,0.1984616369009018,0.48816442489624023,0.24488824605941772,0.2607370615005493,0.14300262928009033,0.23716481029987335,0.36047765612602234,0.39550232887268066,0.24802957475185394,0.27043893933296204
birmingham,0.14769886434078217,0.20163780450820923,0.2657734155654907,0.25057855248451233,0.24255478382110596,0.18489061295986176,0.25255051255226135,0.3256274461746216,0.09090939909219742,0.09038017690181732,0.23896878957748413,0.2122492492198944,0.23267020285129547,0.18279631435871124,0.13550083339214325
",",0.3087472915649414,0.2097204476594925,0.2482491284608841,0.5201468467712402,0.3256652057170868,0.2922282814979553,1.0000001192092896,0.28358757495880127,0.1875990927219391,0.17865565419197083,0.24041162431240082,0.49057599902153015,0.427140474319458,0.26144933700561523,0.31091248989105225
alabama,0.17742304503917694,0.21730148792266846,0.15426702797412872,0.2201618254184723,0.2505529522895813,0.24942906200885773,0.22847679257392883,0.4930136501789093,0.09920430183410645,0.0911841094493866,0.1530594825744629,0.2185182273387909,0.23491087555885315,0.14514775574207306,0.1207156553864479
(,0.2411840260028839,0.183883935213089,0.15589678287506104,0.3087427020072937,0.2013198882341385,0.15361230075359344,0.6363511681556702,0.19499889016151428,0.15964309871196747,0.1653749644756317,0.1797986924648285,0.28656116127967834,0.3206180930137634,0.19793467223644257,0.40561532974243164
wbma-ld,0.1199706643819809,0.18507595360279083,0.2324543595314026,0.2331083118915558,0.1735365092754364,0.07884492725133896,0.23430560529232025,0.13609804213047028,0.14925448596477509,0.1324920356273651,0.22128483653068542,0.22806380689144135,0.19638235867023468,0.25536444783210754,0.16148127615451813
),0.26259949803352356,0.18381085991859436,0.16818374395370483,0.3326910734176636,0.2002217173576355,0.15693652629852295,0.63033527135849,0.2133895754814148,0.16220784187316895,0.17788442969322205,0.17301128804683685,0.29937487840652466,0.3640355169773102,0.2303866147994995,0.42300865054130554
",",0.3087472915649414,0.2097204476594925,0.2482491284608841,0.5201468467712402,0.3256652057170868,0.2922282814979553,1.0000001192092896,0.28358757495880127,0.1875990927219391,0.17865565419197083,0.24041162431240082,0.49057599902153015,0.427140474319458,0.26144933700561523,0.31091248989105225
lima,0.12891589105129242,0.18134461343288422,0.16073846817016602,0.24472250044345856,0.19881261885166168,0.14243251085281372,0.2946940064430237,0.2792770266532898,0.04495991766452789,0.05829671397805214,0.19870102405548096,0.18464307487010956,0.255282461643219,0.1262536644935608,0.11356467008590698
",",0.3087472915649414,0.2097204476594925,0.2482491284608841,0.5201468467712402,0.3256652057170868,0.2922282814979553,1.0000001192092896,0.28358757495880127,0.1875990927219391,0.17865565419197083,0.24041162431240082,0.49057599902153015,0.427140474319458,0.26144933700561523,0.31091248989105225
ohio,0.10887482017278671,0.17616164684295654,0.15872234106063843,0.2508675754070282,0.2928090989589691,0.2620576024055481,0.21788300573825836,0.599741518497467,0.12664096057415009,0.11094991117715836,0.23422497510910034,0.16643011569976807,0.1863771378993988,0.22351421415805817,0.10064033418893814
(,0.2411840260028839,0.183883935213089,0.15589678287506104,0.3087427020072937,0.2013198882341385,0.15361230075359344,0.6363511681556702,0.19499889016151428,0.15964309871196747,0.1653749644756317,0.1797986924648285,0.28656116127967834,0.3206180930137634,0.19793467223644257,0.40561532974243164
wlqp-lp,0.15350937843322754,0.16511119902133942,0.2366168051958084,0.1579524427652359,0.14776045083999634,0.12744435667991638,0.2700536549091339,0.11814852058887482,0.26043936610221863,0.3178601861000061,0.17276611924171448,0.15416625142097473,0.17160721123218536,0.30489882826805115,0.180984228849411
