,what,is,warsaw,'s,economy,characterized,by,?
warsaw,0.10373849421739578,0.09741193056106567,1.0,0.02839025668799877,0.267183393239975,0.1152532771229744,0.15291538834571838,0.09769917279481888
's,0.02692362666130066,0.02396530658006668,0.02839025668799877,0.9999999403953552,0.05879175290465355,-0.061116646975278854,-0.010884488001465797,-0.023395681753754616
economy,0.21764783561229706,0.2698528468608856,0.267183393239975,0.05879175290465355,1.0,0.2046211063861847,0.1388312578201294,0.11486924439668655
",",0.3087472915649414,0.4691906273365021,0.25300899147987366,-0.0016132977325469255,0.2521176040172577,0.23185861110687256,0.3680937886238098,0.31091248989105225
by,0.2455483376979828,0.3899846076965332,0.15291538834571838,-0.010884488001465797,0.1388312578201294,0.27178359031677246,1.0000001192092896,0.17966607213020325
a,0.3320399522781372,0.658733606338501,0.19591784477233887,0.04866964742541313,0.24415728449821472,0.3205097019672394,0.32094135880470276,0.23916715383529663
wide,0.22181174159049988,0.22456400096416473,0.12326740473508835,0.005688682664185762,0.10179955512285233,0.2633707821369171,0.17939458787441254,0.12719376385211945
variety,0.20492127537727356,0.1789252758026123,0.09030371904373169,0.01577920839190483,0.10717478394508362,0.3052816689014435,0.17827251553535461,0.13376861810684204
of,0.33290785551071167,0.4854315221309662,0.19253842532634735,-0.03817026689648628,0.2583308815956116,0.30984818935394287,0.3646814823150635,0.1826142966747284
industries,0.14086507260799408,0.21244551241397858,0.19929534196853638,0.012029074132442474,0.45078030228614807,0.19042475521564484,0.16809232532978058,0.13979145884513855
",",0.3087472915649414,0.4691906273365021,0.25300899147987366,-0.0016132977325469255,0.2521176040172577,0.23185861110687256,0.3680937886238098,0.31091248989105225
is,0.28837618231773376,1.0,0.09741193056106567,0.02396530658006668,0.2698528468608856,0.26732131838798523,0.3899846076965332,0.22961433231830597
characterised,0.239613875746727,0.21702300012111664,0.15319672226905823,-0.020092958584427834,0.17045758664608002,0.7971014976501465,0.2582228481769562,0.07237469404935837
by,0.2455483376979828,0.3899846076965332,0.15291538834571838,-0.010884488001465797,0.1388312578201294,0.27178359031677246,1.0000001192092896,0.17966607213020325
fmcg,0.19882194697856903,0.1714695245027542,0.15730729699134827,-0.02768654003739357,0.0994449257850647,0.12102537602186203,0.05999726429581642,0.13872693479061127
manufacturing,0.1945977807044983,0.19076082110404968,0.17892545461654663,-0.030407974496483803,0.40923160314559937,0.23877598345279694,0.1942850947380066,0.11596895009279251
",",0.3087472915649414,0.4691906273365021,0.25300899147987366,-0.0016132977325469255,0.2521176040172577,0.23185861110687256,0.3680937886238098,0.31091248989105225
metal,0.1684471070766449,0.2802240252494812,0.15369731187820435,0.09405311942100525,0.16801299154758453,0.28433892130851746,0.22608275711536407,0.19767305254936218
processing,0.2795397937297821,0.2161569893360138,0.11605347692966461,-0.0448584109544754,0.29534557461738586,0.18463972210884094,0.18087588250637054,0.17775167524814606
",",0.3087472915649414,0.4691906273365021,0.25300899147987366,-0.0016132977325469255,0.2521176040172577,0.23185861110687256,0.3680937886238098,0.31091248989105225
steel,0.1452551931142807,0.17788487672805786,0.12963993847370148,-0.02445370890200138,0.21831268072128296,0.20257049798965454,0.1584027260541916,0.15723858773708344
and,0.31309178471565247,0.3859752118587494,0.2083624005317688,0.06895173341035843,0.26484790444374084,0.2979883849620819,0.4289871156215668,0.20544172823429108
electronic,0.22059236466884613,0.2186720222234726,0.16789674758911133,0.12139046937227249,0.15003161132335663,0.16462258994579315,0.23746666312217712,0.15534579753875732
manufacturing,0.1945977807044983,0.19076082110404968,0.17892545461654663,-0.030407974496483803,0.40923160314559937,0.23877598345279694,0.1942850947380066,0.11596895009279251
and,0.31309178471565247,0.3859752118587494,0.2083624005317688,0.06895173341035843,0.26484790444374084,0.2979883849620819,0.4289871156215668,0.20544172823429108
food,0.23540689051151276,0.20563258230686188,0.08821503072977066,0.049216944724321365,0.29256170988082886,0.24333834648132324,0.18961425125598907,0.15376032888889313
processing,0.2795397937297821,0.2161569893360138,0.11605347692966461,-0.0448584109544754,0.29534557461738586,0.18463972210884094,0.18087588250637054,0.17775167524814606
.,0.3567904531955719,0.4569662809371948,0.26825499534606934,-0.003708066651597619,0.2477293759584427,0.20198658108711243,0.3936232924461365,0.4130953550338745
