,what,kind,of,network,was,abc,when,it,first,began,?
abc,0.1317344456911087,0.16052275896072388,0.14607268571853638,0.4295894205570221,0.21565799415111542,1.0000001192092896,0.13294127583503723,0.17324577271938324,0.2403600513935089,0.2686883211135864,0.19065172970294952
originally,0.2645323872566223,0.2188410460948944,0.21349623799324036,0.24431277811527252,0.5204543471336365,0.20778657495975494,0.3108700215816498,0.4051901698112488,0.44981807470321655,0.2871170938014984,0.07821967452764511
launched,0.1668553501367569,0.1448647826910019,0.20039688050746918,0.27099740505218506,0.28489428758621216,0.2561926543712616,0.20492124557495117,0.20130407810211182,0.30769190192222595,0.30537134408950806,0.1803835779428482
on,0.34226128458976746,0.1850661337375641,0.3966929316520691,0.30190837383270264,0.3909217119216919,0.2862928807735443,0.37706470489501953,0.4529881477355957,0.3120559751987457,0.29460400342941284,0.2714994251728058
october,0.24927909672260284,0.12467598915100098,0.20846129953861237,0.1911645382642746,0.4627581834793091,0.1661696434020996,0.273419588804245,0.2629043757915497,0.2989882230758667,0.23174715042114258,0.29706719517707825
12,0.1696145385503769,0.22303983569145203,0.2886716425418854,-0.02534867450594902,0.13560841977596283,-0.04694901779294014,0.24838608503341675,0.3329591751098633,0.08027823269367218,0.042099643498659134,0.10021790862083435
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.1932937651872635,0.45456063747406006,0.2097204476594925,0.36674630641937256,0.48329564929008484,0.34503069519996643,0.2705576717853546,0.31091248989105225
1943,-0.007620702963322401,-0.21853351593017578,0.13030758500099182,-0.00988246314227581,0.12445774674415588,0.10603184998035431,-0.037551648914813995,0.05357132479548454,0.08185140043497086,0.03789901360869408,-0.08025530725717545
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.2054080367088318,0.3677520453929901,0.2286096066236496,0.4437963366508484,0.4461488723754883,0.33842000365257263,0.25156188011169434,0.27043893933296204
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.17299489676952362,0.4508470594882965,0.21331243216991425,0.44397395849227905,0.5452592968940735,0.4287874400615692,0.21651826798915863,0.23916715383529663
radio,0.16863368451595306,0.15154007077217102,0.16079017519950867,0.3433379530906677,0.20381812751293182,0.35354745388031006,0.13374444842338562,0.200987309217453,0.2260897308588028,0.22153401374816895,0.08763375133275986
network,0.16917307674884796,0.1388760656118393,0.21800683438777924,1.0000001192092896,0.1994880586862564,0.4295894205570221,0.19011130928993225,0.27817267179489136,0.2069581300020218,0.17912836372852325,0.17853789031505585
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.1932937651872635,0.45456063747406006,0.2097204476594925,0.36674630641937256,0.48329564929008484,0.34503069519996643,0.2705576717853546,0.31091248989105225
separated,0.18778635561466217,0.04659176245331764,0.27533861994743347,0.15564116835594177,0.187358558177948,0.10197462886571884,0.3112059235572815,0.23704028129577637,0.20906057953834534,0.16614829003810883,0.0923643484711647
from,0.2737620174884796,0.1906990259885788,0.4249346852302551,0.13736474514007568,0.31171464920043945,0.12159302085638046,0.405669629573822,0.325604110956192,0.23348960280418396,0.2095840871334076,0.19969791173934937
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.27591994404792786,0.3740963041782379,0.16453155875205994,0.4716290831565857,0.40957894921302795,0.3167642652988434,0.3021392226219177,0.20544172823429108
serving,0.1415080577135086,0.13417887687683105,0.3198694884777069,0.17879262566566467,0.30192261934280396,0.1750020533800125,0.20997285842895508,0.16990633308887482,0.2841949164867401,0.22471602261066437,0.13876403868198395
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.2054080367088318,0.3677520453929901,0.2286096066236496,0.4437963366508484,0.4461488723754883,0.33842000365257263,0.25156188011169434,0.27043893933296204
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27187061309814453,0.48711544275283813,0.2068762183189392,0.5091903209686279,0.6251175999641418,0.49448907375335693,0.3059147596359253,0.22068053483963013
successor,0.14961299300193787,0.060858480632305145,0.10859241336584091,0.10519442707300186,0.287630170583725,0.11063230037689209,0.1862170696258545,0.16028738021850586,0.281963974237442,0.16188567876815796,0.0913006067276001
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.25940340757369995,0.3636345863342285,0.1762417107820511,0.5423505902290344,0.513711154460907,0.3792489171028137,0.2731419503688812,0.29463258385658264
