,what,channel,shows,repeats,of,the,doctor,who,shows,?
doctor,0.20870667695999146,0.14612802863121033,0.11790791153907776,0.14890803396701813,0.16895952820777893,0.2820442318916321,0.9999999403953552,0.3504868149757385,0.11790791153907776,0.1462511420249939
who,0.40942975878715515,0.17347675561904907,0.1994590163230896,0.17133671045303345,0.2827862501144409,0.3733934462070465,0.3504868149757385,0.9999998807907104,0.1994590163230896,0.26220351457595825
has,0.20338068902492523,0.2038687914609909,0.3979949951171875,0.30169519782066345,0.3909035325050354,0.4177538752555847,0.1778179407119751,0.2558172643184662,0.3979949951171875,0.15994466841220856
always,0.413568377494812,0.11920143663883209,0.24757027626037598,0.35386088490486145,0.25258868932724,0.31570959091186523,0.16837958991527557,0.35447362065315247,0.24757027626037598,0.26136693358421326
appeared,0.1569073647260666,0.19319435954093933,0.4370260536670685,0.22288550436496735,0.24007049202919006,0.30265679955482483,0.23563694953918457,0.22738154232501984,0.4370260536670685,0.1384376585483551
initially,0.24580118060112,0.2000751942396164,0.15131549537181854,0.16781213879585266,0.21367986500263214,0.2997018098831177,0.10375245660543442,0.24857781827449799,0.15131549537181854,0.0699334517121315
on,0.34226128458976746,0.2989991009235382,0.361020565032959,0.232155442237854,0.3966929316520691,0.5107308030128479,0.1636410653591156,0.2340552806854248,0.361020565032959,0.2714994251728058
the,0.42745697498321533,0.2860044836997986,0.36348509788513184,0.3083247244358063,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.36348509788513184,0.22068053483963013
bbc,0.20634698867797852,0.4298529028892517,0.23322603106498718,0.24951651692390442,0.1797877550125122,0.2735401690006256,0.32370132207870483,0.2086644321680069,0.23322603106498718,0.20556949079036713
's,0.02692362666130066,0.10094652324914932,0.02703757770359516,-0.036053404211997986,-0.03817026689648628,-0.01540423184633255,0.031664930284023285,0.05599616840481758,0.02703757770359516,-0.023395681753754616
mainstream,0.2564025819301605,0.16563501954078674,0.20631471276283264,0.21453268826007843,0.1556297391653061,0.2199859768152237,0.13918256759643555,0.2113107591867447,0.20631471276283264,0.15872372686862946
bbc,0.20634698867797852,0.4298529028892517,0.23322603106498718,0.24951651692390442,0.1797877550125122,0.2735401690006256,0.32370132207870483,0.2086644321680069,0.23322603106498718,0.20556949079036713
one,0.376489520072937,0.19341228902339935,0.30788350105285645,0.3064798414707184,0.4999135136604309,0.5514441132545471,0.17397142946720123,0.40083858370780945,0.30788350105285645,0.2673267424106598
channel,0.20295917987823486,0.9999999403953552,0.281120240688324,0.2563343644142151,0.1671900898218155,0.2860044836997986,0.14612802863121033,0.17347675561904907,0.281120240688324,0.20176179707050323
",",0.3087472915649414,0.18730267882347107,0.26986414194107056,0.19478721916675568,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.26986414194107056,0.31091248989105225
where,0.4457937180995941,0.1699683666229248,0.29879993200302124,0.2015833854675293,0.38066378235816956,0.5003893971443176,0.2602384388446808,0.41804537177085876,0.29879993200302124,0.24793872237205505
it,0.45803478360176086,0.2505355477333069,0.2188904583454132,0.2831423580646515,0.38761502504348755,0.6251175999641418,0.24568085372447968,0.2868398427963257,0.2188904583454132,0.25732165575027466
is,0.28837618231773376,0.22889479994773865,0.31176671385765076,0.2547619938850403,0.4854315221309662,0.5823672413825989,0.19875872135162354,0.24293622374534607,0.31176671385765076,0.22961433231830597
regarded,0.19386208057403564,0.14268489181995392,0.14373458921909332,0.15712296962738037,0.3187633752822876,0.28921735286712646,0.17702333629131317,0.28469380736351013,0.14373458921909332,0.1741991639137268
as,0.31749409437179565,0.17995701730251312,0.27829593420028687,0.2412218302488327,0.3886612355709076,0.48381632566452026,0.17422905564308167,0.3923053741455078,0.27829593420028687,0.27043893933296204
a,0.3320399522781372,0.20914222300052643,0.3360818326473236,0.2879514992237091,0.5052502155303955,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.3360818326473236,0.23916715383529663
family,0.16391263902187347,0.1521122008562088,0.20980702340602875,0.10234276950359344,0.1893671154975891,0.2394849956035614,0.19009946286678314,0.23428858816623688,0.20980702340602875,0.15222905576229095
show,0.29653704166412354,0.3266039490699768,0.6561359167098999,0.35663479566574097,0.21383242309093475,0.319829523563385,0.2094513326883316,0.2095358669757843,0.6561359167098999,0.2520138621330261
",",0.3087472915649414,0.18730267882347107,0.26986414194107056,0.19478721916675568,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.26986414194107056,0.31091248989105225
drawing,0.2065010517835617,0.13228827714920044,0.32178744673728943,0.16894420981407166,0.3059796988964081,0.2675468325614929,0.12369715422391891,0.19015195965766907,0.32178744673728943,0.11201789230108261
audiences,0.3526768088340759,0.277253657579422,0.3122257590293884,0.26798442006111145,0.22345969080924988,0.30428367853164673,0.15467014908790588,0.33856818079948425,0.3122257590293884,0.2457132339477539
of,0.33290785551071167,0.1671900898218155,0.3410852253437042,0.22872205078601837,1.0,0.733189046382904,0.16895952820777893,0.2827862501144409,0.3410852253437042,0.1826142966747284
many,0.36131182312965393,0.19729399681091309,0.381895512342453,0.22521431744098663,0.37253960967063904,0.4335206151008606,0.18319568037986755,0.4149286150932312,0.381895512342453,0.2124512493610382
millions,0.28270843625068665,0.22960902750492096,0.20242828130722046,0.16035626828670502,0.24609270691871643,0.2728753089904785,0.08443604409694672,0.27799302339553833,0.20242828130722046,0.21816711127758026
of,0.33290785551071167,0.1671900898218155,0.3410852253437042,0.22872205078601837,1.0,0.733189046382904,0.16895952820777893,0.2827862501144409,0.3410852253437042,0.1826142966747284
viewers,0.29856956005096436,0.3821539580821991,0.3495432734489441,0.2837049961090088,0.1391541063785553,0.24207380414009094,0.15965759754180908,0.24101194739341736,0.3495432734489441,0.2274174839258194
;,0.10986888408660889,-0.02143828570842743,0.058493535965681076,0.03607304394245148,0.054534342139959335,0.09152708947658539,0.03465403988957405,0.007937713526189327,0.058493535965681076,0.10349778085947037
episodes,0.15438014268875122,0.33551710844039917,0.3452025353908539,0.31305578351020813,0.19166667759418488,0.1889590173959732,0.2920081615447998,0.20461446046829224,0.3452025353908539,0.21740183234214783
are,0.29724663496017456,0.14213791489601135,0.29522567987442017,0.2544691860675812,0.39081433415412903,0.40399202704429626,0.12730668485164642,0.27294138073921204,0.29522567987442017,0.24591213464736938
now,0.4903225302696228,0.2059035450220108,0.2719600796699524,0.21628570556640625,0.29182544350624084,0.38266420364379883,0.17637090384960175,0.29819536209106445,0.2719600796699524,0.29641881585121155
repeated,0.2488676756620407,0.2195049673318863,0.3074934184551239,0.7991240620613098,0.22367806732654572,0.2838912308216095,0.12325026094913483,0.14652912318706512,0.3074934184551239,0.17785342037677765
on,0.34226128458976746,0.2989991009235382,0.361020565032959,0.232155442237854,0.3966929316520691,0.5107308030128479,0.1636410653591156,0.2340552806854248,0.361020565032959,0.2714994251728058
bbc,0.20634698867797852,0.4298529028892517,0.23322603106498718,0.24951651692390442,0.1797877550125122,0.2735401690006256,0.32370132207870483,0.2086644321680069,0.23322603106498718,0.20556949079036713
three,0.24888746440410614,0.16037116944789886,0.22419238090515137,0.2983729839324951,0.3844621181488037,0.43452659249305725,0.12298633903265,0.2491552233695984,0.22419238090515137,0.20928427577018738
.,0.3567904531955719,0.2489151805639267,0.2639692425727844,0.23417867720127106,0.5352458953857422,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.2639692425727844,0.4130953550338745
