,what,church,money,collector,said,that,the,sould,would,spring,from,purgatory,through,monetary,donations,?
luther,0.2134782373905182,0.379041463136673,0.17788860201835632,0.16040603816509247,0.1821773499250412,0.21746599674224854,0.1759674996137619,0.2684685289859772,0.14161886274814606,0.04367276653647423,0.10716932266950607,0.32118529081344604,0.14776484668254852,0.09669642895460129,0.21304404735565186,0.1732746809720993
objected,0.2792898118495941,0.17800167202949524,0.1683548390865326,0.18617863953113556,0.3545142710208893,0.37595146894454956,0.23751474916934967,0.2228851467370987,0.39122074842453003,0.13028831779956818,0.2216118425130844,0.1537044495344162,0.2679378390312195,0.21153199672698975,0.1889941543340683,0.23257127404212952
to,0.455847829580307,0.24439501762390137,0.3124290704727173,0.18452472984790802,0.34274402260780334,0.5436353087425232,0.535392165184021,0.3765709400177002,0.5965728163719177,0.21336959302425385,0.4069952368736267,0.2647497355937958,0.4062686562538147,0.24340187013149261,0.3280722200870514,0.29463258385658264
a,0.3320399522781372,0.19588641822338104,0.2777978479862213,0.2918439209461212,0.31069710850715637,0.47537946701049805,0.5829201340675354,0.24492903053760529,0.398599237203598,0.23113512992858887,0.322764128446579,0.21682927012443542,0.3399752974510193,0.18932966887950897,0.277858167886734,0.23916715383529663
saying,0.5164517760276794,0.17643529176712036,0.3056366741657257,0.10848879814147949,0.6248024702072144,0.5727561116218567,0.30105578899383545,0.3299529552459717,0.4739537835121155,0.16469626128673553,0.27914348244667053,0.2999652922153473,0.11185479164123535,0.17435549199581146,0.25094935297966003,0.36382168531417847
attributed,0.22667492926120758,0.18627497553825378,0.07410202920436859,0.1835235059261322,0.2857190668582916,0.2847778797149658,0.21220806241035461,0.17757117748260498,0.2155129313468933,0.13291922211647034,0.23413144052028656,0.2265167087316513,0.19966617226600647,0.16907215118408203,0.13178041577339172,0.20030178129673004
to,0.455847829580307,0.24439501762390137,0.3124290704727173,0.18452472984790802,0.34274402260780334,0.5436353087425232,0.535392165184021,0.3765709400177002,0.5965728163719177,0.21336959302425385,0.4069952368736267,0.2647497355937958,0.4062686562538147,0.24340187013149261,0.3280722200870514,0.29463258385658264
johann,0.14257463812828064,0.23930971324443817,0.12280276417732239,0.25076884031295776,0.15246930718421936,0.1866597831249237,0.1716882735490799,0.27186065912246704,0.2006673365831375,0.10858626663684845,0.15529553592205048,0.2186015397310257,0.1163179948925972,0.1441180557012558,0.16832566261291504,0.1194499209523201
tetzel,0.15273542702198029,0.11184664070606232,0.07786732167005539,0.24222299456596375,0.14132970571517944,0.18051086366176605,0.26067298650741577,0.2834400236606598,0.1423078328371048,0.20248718559741974,0.20709487795829773,0.21839192509651184,0.20985302329063416,0.13538524508476257,0.06856046617031097,0.1545286476612091
that,0.6297725439071655,0.18300943076610565,0.3115869462490082,0.18346688151359558,0.5459781289100647,1.0,0.5473989248275757,0.41224807500839233,0.5895259380340576,0.2511378526687622,0.3477667272090912,0.28657132387161255,0.3152649402618408,0.2519831955432892,0.30832815170288086,0.32716336846351624
``,0.008517155423760414,0.038532305508852005,0.030175037682056427,-0.10745962709188461,0.01132358517497778,0.05285148695111275,0.029072100296616554,-0.0154038667678833,0.08063928782939911,0.046201545745134354,0.02677825279533863,-0.0639946460723877,-0.027386896312236786,0.1564754694700241,0.006877959705889225,0.0685480609536171
as,0.31749409437179565,0.211966410279274,0.17608045041561127,0.22579559683799744,0.3216577470302582,0.4735107421875,0.48381632566452026,0.3441115617752075,0.3824005722999573,0.2178656905889511,0.3251767158508301,0.2063038945198059,0.24602261185646057,0.19642990827560425,0.2550152540206909,0.27043893933296204
soon,0.3005380630493164,0.17104852199554443,0.32094815373420715,0.15686962008476257,0.27660831809043884,0.3903087377548218,0.3431394100189209,0.31293416023254395,0.3907161056995392,0.282271146774292,0.2704044282436371,0.17678885161876678,0.2440020591020584,0.1954774409532547,0.2599044442176819,0.17460282146930695
as,0.31749409437179565,0.211966410279274,0.17608045041561127,0.22579559683799744,0.3216577470302582,0.4735107421875,0.48381632566452026,0.3441115617752075,0.3824005722999573,0.2178656905889511,0.3251767158508301,0.2063038945198059,0.24602261185646057,0.19642990827560425,0.2550152540206909,0.27043893933296204
the,0.42745697498321533,0.23846197128295898,0.2699695825576782,0.22324377298355103,0.3024602234363556,0.5473989248275757,1.0,0.30857527256011963,0.4133751392364502,0.316989928483963,0.40150508284568787,0.28960198163986206,0.44071322679519653,0.25381726026535034,0.2718135714530945,0.22068053483963013
coin,0.22725313901901245,0.11869935691356659,0.38769271969795227,0.35233113169670105,0.08213000744581223,0.1617843508720398,0.24796749651432037,0.16160868108272552,0.16534218192100525,0.15779702365398407,0.11977505683898926,0.12028280645608902,0.114549420773983,0.3474283218383789,0.22019940614700317,0.20988723635673523
in,0.30808621644973755,0.2493300437927246,0.2393328845500946,0.21413740515708923,0.23461468517780304,0.435920387506485,0.6662389636039734,0.20524396002292633,0.30461156368255615,0.3244975805282593,0.4274188280105591,0.1845684051513672,0.38533157110214233,0.17339298129081726,0.21859748661518097,0.20430970191955566
