,how,long,ago,did,primates,inhabit,kenya,?
fossils,0.17792661488056183,0.2743065655231476,0.4381564259529114,0.17319244146347046,0.4781833291053772,0.28946036100387573,0.2719932198524475,0.1504307985305786
found,0.12975606322288513,0.21652808785438538,0.25708508491516113,0.15878844261169434,0.2564599812030792,0.2600555717945099,0.16272814571857452,0.16790300607681274
in,0.2601168751716614,0.2759332060813904,0.2414315938949585,0.2593238651752472,0.19309717416763306,0.24026091396808624,0.23621977865695953,0.20430970191955566
kenya,0.17591707408428192,0.12955783307552338,0.22819656133651733,0.16214214265346527,0.279680073261261,0.16959431767463684,1.0,0.17197901010513306
suggest,0.3917602300643921,0.26601821184158325,0.38677164912223816,0.29067739844322205,0.36435461044311523,0.21283377707004547,0.15701964497566223,0.39672672748565674
that,0.557814359664917,0.34424030780792236,0.3563132584095001,0.47518548369407654,0.2791178524494171,0.220186248421669,0.18006594479084015,0.32716336846351624
primates,0.20295187830924988,0.2395515888929367,0.25181424617767334,0.18603770434856415,0.9999998807907104,0.29871082305908203,0.279680073261261,0.17433509230613708
roamed,0.214143767952919,0.28654196858406067,0.28399109840393066,0.23184314370155334,0.30247408151626587,0.287678062915802,0.21612845361232758,0.1901523321866989
the,0.33890387415885925,0.3075225353240967,0.23063679039478302,0.34736719727516174,0.24906249344348907,0.2520998418331146,0.21657514572143555,0.22068053483963013
area,0.17030490934848785,0.21540464460849762,0.13917957246303558,0.14067986607551575,0.19091066718101501,0.4362126886844635,0.17133374512195587,0.12640461325645447
more,0.4319567084312439,0.261990487575531,0.3070952296257019,0.2803135812282562,0.2989336848258972,0.2282508909702301,0.15097087621688843,0.27894994616508484
than,0.29763275384902954,0.2585301101207733,0.3095574676990509,0.24820660054683685,0.3050430119037628,0.2550124228000641,0.17254042625427246,0.24917294085025787
20,-0.010775676928460598,-0.006914345547556877,0.023784080520272255,-0.11960799992084503,0.07261550426483154,0.04209434613585472,0.026053015142679214,0.11360422521829605
million,0.21114659309387207,0.17698286473751068,0.4758218824863434,0.1815238744020462,0.2407742738723755,0.2443476915359497,0.27429839968681335,0.23092924058437347
years,0.21949264407157898,0.34739476442337036,0.5710245370864868,0.2695724070072174,0.2079237699508667,0.15583287179470062,0.20713506639003754,0.1914375126361847
ago,0.3028433620929718,0.3393833637237549,1.0000001192092896,0.19972491264343262,0.25181424617767334,0.3250897526741028,0.22819656133651733,0.2202194780111313
.,0.3287222981452942,0.3247973620891571,0.2834824323654175,0.35288307070732117,0.23016299307346344,0.1856207400560379,0.24234211444854736,0.4130953550338745
