,what,is,the,hymn,known,as,in,english,?
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.16291919350624084,0.24229489266872406,0.43993282318115234,0.45205554366111755,0.2799903452396393,0.3155723512172699
behavior,0.3737046718597412,0.194302499294281,0.2124595195055008,0.009766263887286186,0.14489144086837769,0.280183345079422,0.13157719373703003,0.1745799034833908,0.20805177092552185
started,0.21609699726104736,0.21546094119548798,0.3222070634365082,0.1424422562122345,0.32893240451812744,0.2500630021095276,0.3199414014816284,0.2662573456764221,0.19447724521160126
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.148435577750206,0.23440474271774292,0.40387406945228577,0.4080928862094879,0.1562870889902115,0.2433311939239502
his,0.26976513862609863,0.24372583627700806,0.4394008219242096,0.20094148814678192,0.29665085673332214,0.3146366477012634,0.3598145842552185,0.20864935219287872,0.18075084686279297
learning,0.29806870222091675,0.19600103795528412,0.2504628002643585,0.18520203232765198,0.18308068811893463,0.22636070847511292,0.2443799525499344,0.2636641263961792,0.25810256600379944
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27317509055137634,0.35814476013183594,0.3886612355709076,0.5696388483047485,0.17198967933654785,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.22713270783424377,0.3624623417854309,0.48381632566452026,0.6662389636039734,0.23982001841068268,0.22068053483963013
execution,0.2218502163887024,0.1931447684764862,0.2074618637561798,0.07555404305458069,0.1417674720287323,0.1486608237028122,0.2374575287103653,0.11713139712810516,0.15878841280937195
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27317509055137634,0.35814476013183594,0.3886612355709076,0.5696388483047485,0.17198967933654785,0.1826142966747284
johann,0.14257463812828064,0.12211661785840988,0.1716882735490799,0.2852459251880646,0.14868685603141785,0.17498396337032318,0.1748005747795105,0.1702652871608734,0.1194499209523201
esch,0.18808503448963165,0.28567907214164734,0.2576843202114105,0.12358668446540833,0.16740083694458008,0.1580810844898224,0.2858602702617645,0.17988985776901245,0.18257418274879456
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.1816401183605194,0.3468935489654541,0.49487000703811646,0.4954058527946472,0.3409043252468109,0.20544172823429108
heinrich,0.14115774631500244,0.1208101436495781,0.22804324328899384,0.22248801589012146,0.16339629888534546,0.21372172236442566,0.19218875467777252,0.11043333262205124,0.16990648210048676
voes,0.1991618275642395,0.2180837243795395,0.3069547414779663,0.2788707911968231,0.173031285405159,0.19231557846069336,0.26026925444602966,0.18785566091537476,0.23562505841255188
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22048476338386536,0.3604377806186676,0.48816442489624023,0.5201468467712402,0.3339248597621918,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.22713270783424377,0.3624623417854309,0.48381632566452026,0.6662389636039734,0.23982001841068268,0.22068053483963013
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.20774662494659424,0.274125337600708,0.33842000365257263,0.4127444326877594,0.23087243735790253,0.18701928853988647
individuals,0.25709760189056396,0.23137153685092926,0.3022412955760956,0.05439183488488197,0.15844975411891937,0.2704373896121979,0.22240658104419708,0.09747084230184555,0.20243582129478455
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.1294938325881958,0.14337651431560516,0.42092081904411316,0.45010748505592346,0.21984367072582245,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.14811815321445465,0.15196610987186432,0.5230465531349182,0.3481820821762085,0.20368270576000214,0.3324260413646698
martyred,0.20968006551265717,0.164727121591568,0.3024164140224457,0.3472682535648346,0.2904060184955597,0.2465536892414093,0.3039458394050598,0.2199801504611969,0.1638646274805069
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.1872738152742386,0.24461808800697327,0.3815547823905945,0.370934396982193,0.20002366602420807,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,1.0,0.22713270783424377,0.3624623417854309,0.48381632566452026,0.6662389636039734,0.23982001841068268,0.22068053483963013
roman,0.17852471768856049,0.16690842807292938,0.2862859070301056,0.26079413294792175,0.12445608526468277,0.22062699496746063,0.24986636638641357,0.17874711751937866,0.1663191318511963
catholic,0.1882777214050293,0.19233417510986328,0.26391419768333435,0.29464513063430786,0.13806496560573578,0.2185802161693573,0.26313918828964233,0.22562259435653687,0.16609853506088257
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.35886234045028687,0.1530768871307373,0.211966410279274,0.2493300437927246,0.18600057065486908,0.18081501126289368
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.1612643152475357,0.363901823759079,0.44774648547172546,0.4322226941585541,0.2594873905181885,0.264628142118454
lutheran,0.195865198969841,0.1802605539560318,0.20315466821193695,0.3037897050380707,0.16096466779708862,0.18403197824954987,0.2489040344953537,0.1712881326675415,0.1752520203590393
views,0.32671356201171875,0.1585468053817749,0.23137402534484863,0.16827470064163208,0.13674333691596985,0.20329707860946655,0.18003326654434204,0.17035888135433197,0.19388815760612488
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22048476338386536,0.3604377806186676,0.48816442489624023,0.5201468467712402,0.3339248597621918,0.31091248989105225
prompting,0.20016826689243317,0.12345580011606216,0.2722083330154419,0.08514757454395294,0.15556174516677856,0.23635610938072205,0.2141473889350891,0.12153419852256775,0.1389094889163971
luther,0.2134782373905182,0.08282390236854553,0.1759674996137619,0.24335725605487823,0.12994661927223206,0.20242992043495178,0.20523880422115326,0.16135354340076447,0.1732746809720993
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.1294938325881958,0.14337651431560516,0.42092081904411316,0.45010748505592346,0.21984367072582245,0.29463258385658264
write,0.37596118450164795,0.23610058426856995,0.23380951583385468,0.3005315959453583,0.13982076942920685,0.23155580461025238,0.24632485210895538,0.30182138085365295,0.3189060389995575
the,0.42745697498321533,0.5823672413825989,1.0,0.22713270783424377,0.3624623417854309,0.48381632566452026,0.6662389636039734,0.23982001841068268,0.22068053483963013
hymn,0.17087575793266296,0.12444980442523956,0.22713270783424377,0.9999999403953552,0.19287483394145966,0.15318240225315094,0.15935353934764862,0.21598201990127563,0.15131041407585144
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.10007781535387039,0.00922766886651516,0.03910288214683533,0.04765888676047325,0.03079455904662609,0.0685480609536171
ein,0.1742001473903656,0.16644345223903656,0.1496526598930359,0.18883740901947021,0.13339492678642273,0.10527227073907852,0.20643258094787598,0.15406093001365662,0.19649122655391693
neues,0.17624039947986603,0.13913924992084503,0.26944249868392944,0.23480938374996185,0.14570166170597076,0.16258083283901215,0.25158947706222534,0.12146539241075516,0.1800583302974701
lied,0.2632516026496887,0.09925306588411331,0.18987156450748444,0.3275722861289978,0.14813266694545746,0.17911843955516815,0.16690245270729065,0.1622891128063202,0.21382153034210205
wir,0.08665595203638077,0.1584332436323166,0.15802772343158722,0.13019216060638428,0.09358765184879303,0.08757445216178894,0.11761332303285599,0.13464994728565216,0.07741018384695053
heben,0.17244720458984375,0.23044756054878235,0.2968805730342865,0.3192800283432007,0.1705358475446701,0.19073879718780518,0.24281691014766693,0.21890631318092346,0.15229463577270508
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.1355760246515274,0.3156754970550537,0.37218472361564636,0.2605783939361572,0.21771825850009918,0.19793890416622162
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.056234996765851974,0.06905213743448257,0.006628023460507393,0.07432962208986282,0.058639850467443466,0.018684765323996544
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.13691121339797974,0.2843264043331146,0.32029855251312256,0.3087427020072937,0.3194602429866791,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.10007781535387039,0.00922766886651516,0.03910288214683533,0.04765888676047325,0.03079455904662609,0.0685480609536171
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.1312560737133026,0.30882248282432556,0.39550232887268066,0.539380669593811,0.21707510948181152,0.23916715383529663
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.14954769611358643,0.16958647966384888,0.24585270881652832,0.3758552670478821,0.22452884912490845,0.14782847464084625
song,0.21011823415756226,0.21359416842460632,0.300855815410614,0.3946973383426666,0.17879335582256317,0.2080031931400299,0.22749996185302734,0.21005721390247345,0.20782215893268585
we,0.5622460842132568,0.2876903712749481,0.3206169009208679,0.17415651679039001,0.18283268809318542,0.26990577578544617,0.23132319748401642,0.29083260893821716,0.535264790058136
raise,0.19120202958583832,0.21629464626312256,0.2657596468925476,0.18105675280094147,0.14803557097911835,0.212449848651886,0.1973239779472351,0.06570443511009216,0.13340649008750916
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.056234996765851974,0.06905213743448257,0.006628023460507393,0.07432962208986282,0.058639850467443466,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.15801535546779633,0.297453910112381,0.32161882519721985,0.3326910734176636,0.32298287749290466,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22048476338386536,0.3604377806186676,0.48816442489624023,0.5201468467712402,0.3339248597621918,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.23427073657512665,0.30223485827445984,0.41006597876548767,0.4840516746044159,0.19168700277805328,0.25814583897590637
is,0.28837618231773376,1.0,0.5823672413825989,0.12444980442523956,0.41921812295913696,0.43216490745544434,0.5394441485404968,0.24613474309444427,0.22961433231830597
generally,0.40614598989486694,0.4094115197658539,0.41466525197029114,0.059503525495529175,0.2763815224170685,0.3970455825328827,0.28190043568611145,0.24627932906150818,0.23411904275417328
