,what,prestigious,legal,scholars,are,faculty,members,at,harvard,?
harvard,0.2177114188671112,0.3276717960834503,0.23990239202976227,0.3701283037662506,0.1259138286113739,0.4679529070854187,0.16409620642662048,0.2837338149547577,1.0,0.11685016006231308
's,0.02692362666130066,-0.01674887165427208,-0.03014461323618889,0.06039043515920639,-0.008927806280553341,-0.007807043846696615,0.02701987512409687,-0.08481216430664062,-0.06887804716825485,-0.023395681753754616
faculty,0.17261409759521484,0.2873505651950836,0.18687817454338074,0.37986016273498535,0.1803768277168274,1.0,0.25571656227111816,0.2896050810813904,0.4679529070854187,0.04951627925038338
includes,0.17138352990150452,0.21133816242218018,0.21363860368728638,0.14504453539848328,0.4409101605415344,0.19300302863121033,0.24420547485351562,0.21011501550674438,0.09483963996171951,0.14011523127555847
scholars,0.2640625238418579,0.3244984745979309,0.2834373414516449,0.9999998807907104,0.2169226109981537,0.37986016273498535,0.2612183392047882,0.16599124670028687,0.3701283037662506,0.11279910802841187
such,0.23989605903625488,0.2325943410396576,0.24946226179599762,0.23125913739204407,0.4654397666454315,0.17402894794940948,0.22420670092105865,0.15276408195495605,0.13503605127334595,0.17851735651493073
as,0.31749409437179565,0.2257712334394455,0.2512562870979309,0.2219924032688141,0.3826591968536377,0.1854499727487564,0.21428564190864563,0.28092536330223083,0.19990062713623047,0.27043893933296204
biologist,0.18255768716335297,0.19288156926631927,0.14967167377471924,0.19837799668312073,0.12809473276138306,0.3002142012119293,0.13053150475025177,0.14030806720256805,0.3270675539970398,0.176077201962471
e.,0.05773794278502464,0.09201055020093918,0.08980292826890945,-0.052684128284454346,0.007942546159029007,-0.07064539939165115,0.03236272558569908,0.13379636406898499,-0.007530485279858112,0.04848470166325569
o.,-0.00868410337716341,-0.0372307151556015,0.026420800015330315,-0.03073311597108841,-0.12481952458620071,-0.048954077064991,0.08492377400398254,0.005089156795293093,0.08136088401079178,0.07719738036394119
wilson,0.1282895803451538,0.13686197996139526,0.14840196073055267,0.16401560604572296,0.09462516754865646,0.16958270967006683,0.16270603239536285,0.22263136506080627,0.2803606688976288,0.1055358424782753
",",0.3087472915649414,0.26195257902145386,0.24151813983917236,0.23522303998470306,0.4062570035457611,0.24666790664196014,0.2357054501771927,0.38314947485923767,0.2719281017780304,0.31091248989105225
cognitive,0.32183772325515747,0.21760401129722595,0.22993002831935883,0.2673007845878601,0.20066674053668976,0.3057135045528412,0.11287587881088257,0.14207300543785095,0.31832438707351685,0.2140587568283081
scientist,0.19887776672840118,0.14010345935821533,0.1490831971168518,0.31126976013183594,0.11930045485496521,0.2967727482318878,0.102471262216568,0.15961971879005432,0.3241751194000244,0.1278093308210373
steven,0.1722090095281601,0.11102878302335739,0.10901637375354767,0.16179010272026062,0.11480443924665451,0.16206574440002441,0.14026542007923126,0.17035508155822754,0.2310871034860611,0.10277901589870453
pinker,0.1586829125881195,0.17464058101177216,0.1862102746963501,0.21701307594776154,0.15537363290786743,0.1751679927110672,0.16528548300266266,0.133991077542305,0.30389758944511414,0.2131522297859192
",",0.3087472915649414,0.26195257902145386,0.24151813983917236,0.23522303998470306,0.4062570035457611,0.24666790664196014,0.2357054501771927,0.38314947485923767,0.2719281017780304,0.31091248989105225
physicists,0.30818524956703186,0.10732915252447128,0.197703555226326,0.32895517349243164,0.27568352222442627,0.2475423812866211,0.19086295366287231,0.17095836997032166,0.2511209547519684,0.1777985841035843
lisa,0.1771186888217926,0.17755603790283203,0.08832712471485138,0.08371646702289581,0.1215311586856842,0.16890867054462433,0.11130215972661972,0.12056487798690796,0.17675423622131348,0.1603623777627945
randall,0.1752598136663437,0.10605562478303909,0.14531776309013367,0.11329159140586853,0.1038288101553917,0.1423421949148178,0.14434751868247986,0.19033017754554749,0.2606246769428253,0.1790311336517334
and,0.31309178471565247,0.2876432538032532,0.2664804756641388,0.24718980491161346,0.48576638102531433,0.21924199163913727,0.2994427978992462,0.3571503460407257,0.2453373372554779,0.20544172823429108
roy,0.2334662228822708,0.17674154043197632,0.12543155252933502,0.1268971860408783,0.13280890882015228,0.20690958201885223,0.11022159457206726,0.16914859414100647,0.20285798609256744,0.18236976861953735
glauber,0.16992336511611938,0.17194898426532745,0.2337992638349533,0.17618748545646667,0.15964725613594055,0.21030165255069733,0.1392214596271515,0.16540630161762238,0.2830016613006592,0.19153276085853577
",",0.3087472915649414,0.26195257902145386,0.24151813983917236,0.23522303998470306,0.4062570035457611,0.24666790664196014,0.2357054501771927,0.38314947485923767,0.2719281017780304,0.31091248989105225
chemists,0.28497299551963806,0.04058199003338814,0.17594130337238312,0.25041642785072327,0.2774679660797119,0.17772087454795837,0.17782019078731537,0.19657155871391296,0.2390696406364441,0.17960865795612335
elias,0.15120111405849457,0.08992409706115723,0.10258709639310837,0.13232728838920593,0.14636744558811188,0.10509657859802246,0.1242072805762291,0.06156011298298836,0.2595521807670593,0.08890604227781296
corey,0.22615092992782593,0.0761215016245842,0.14759795367717743,0.15690626204013824,0.10468284785747528,0.12184237688779831,0.18368257582187653,0.20666156709194183,0.2091802954673767,0.21531954407691956
",",0.3087472915649414,0.26195257902145386,0.24151813983917236,0.23522303998470306,0.4062570035457611,0.24666790664196014,0.2357054501771927,0.38314947485923767,0.2719281017780304,0.31091248989105225
dudley,0.16349084675312042,0.18783238530158997,0.13540717959403992,0.16949427127838135,0.11517833918333054,0.14603868126869202,0.13355493545532227,0.18104611337184906,0.24722760915756226,0.1780501902103424
r.,0.0634177029132843,-0.15916623175144196,-0.019639592617750168,-0.03765678405761719,0.007648664992302656,-0.0824504941701889,0.24942000210285187,-0.027992088347673416,-0.08266060054302216,0.10428094118833542
herschbach,0.16640038788318634,0.16404539346694946,0.1539759635925293,0.19744449853897095,0.12988527119159698,0.2169729620218277,0.16715775430202484,0.23181049525737762,0.29011785984039307,0.17603367567062378
and,0.31309178471565247,0.2876432538032532,0.2664804756641388,0.24718980491161346,0.48576638102531433,0.21924199163913727,0.2994427978992462,0.3571503460407257,0.2453373372554779,0.20544172823429108
george,0.22000353038311005,0.19022256135940552,0.11132713407278061,0.15416458249092102,0.0776519626379013,0.1674984097480774,0.13527938723564148,0.1617383360862732,0.24173885583877563,0.1479024887084961
m.,-0.032949499785900116,0.021299172192811966,0.06241191178560257,0.15669871866703033,-0.15203440189361572,0.03068729303777218,0.01763441041111946,0.11277322471141815,0.00727808615192771,-0.0002856669598259032
whitesides,0.26161184906959534,0.17659136652946472,0.2513059377670288,0.2185954600572586,0.2649301290512085,0.1619320958852768,0.21129275858402252,0.25094348192214966,0.2832585275173187,0.2508457601070404
",",0.3087472915649414,0.26195257902145386,0.24151813983917236,0.23522303998470306,0.4062570035457611,0.24666790664196014,0.2357054501771927,0.38314947485923767,0.2719281017780304,0.31091248989105225
computer,0.26911869645118713,0.1596672236919403,0.20027297735214233,0.19737493991851807,0.21593840420246124,0.2350884974002838,0.13752436637878418,0.18472929298877716,0.2726493179798126,0.20203553140163422
scientists,0.30003565549850464,0.12782205641269684,0.15548601746559143,0.4168859124183655,0.3041467070579529,0.24026121199131012,0.24839994311332703,0.20222648978233337,0.2709558606147766,0.16597221791744232
michael,0.12049687653779984,0.18728992342948914,0.13969780504703522,0.10357104986906052,0.0680089145898819,0.08012887090444565,0.13319818675518036,0.18611879646778107,0.16368213295936584,0.0667748749256134
o.,-0.00868410337716341,-0.0372307151556015,0.026420800015330315,-0.03073311597108841,-0.12481952458620071,-0.048954077064991,0.08492377400398254,0.005089156795293093,0.08136088401079178,0.07719738036394119
rabin,0.19171668589115143,0.054305851459503174,0.23414507508277893,0.25237610936164856,0.10618271678686142,0.24244192242622375,0.1788339912891388,0.15609419345855713,0.24827784299850464,0.22118736803531647
and,0.31309178471565247,0.2876432538032532,0.2664804756641388,0.24718980491161346,0.48576638102531433,0.21924199163913727,0.2994427978992462,0.3571503460407257,0.2453373372554779,0.20544172823429108
leslie,0.11615784466266632,0.1375475972890854,0.11444219201803207,0.1620902270078659,0.13313698768615723,0.12164895981550217,0.12914326786994934,0.23233751952648163,0.2472762167453766,0.10462428629398346
valiant,0.17081515491008759,0.22420965135097504,0.15680143237113953,0.13987356424331665,0.1710887849330902,0.086521215736866,0.20710782706737518,0.18455573916435242,0.11353392899036407,0.08698621392250061
",",0.3087472915649414,0.26195257902145386,0.24151813983917236,0.23522303998470306,0.4062570035457611,0.24666790664196014,0.2357054501771927,0.38314947485923767,0.2719281017780304,0.31091248989105225
shakespeare,0.23672284185886383,0.23107504844665527,0.21613846719264984,0.30917248129844666,0.19080501794815063,0.09910226613283157,0.09694387018680573,0.12768015265464783,0.1655428111553192,0.19043835997581482
scholar,0.18881338834762573,0.2875261902809143,0.27872785925865173,0.7482394576072693,0.07756710797548294,0.3727394938468933,0.15646076202392578,0.1442832201719284,0.3649042248725891,0.1606755405664444
stephen,0.19542662799358368,0.11463937908411026,0.14764083921909332,0.11702781170606613,0.08890621364116669,0.15449227392673492,0.07513725012540817,0.2029900699853897,0.2636057436466217,0.13611415028572083
greenblatt,0.14597231149673462,0.24940918385982513,0.1696169674396515,0.24077662825584412,0.14579352736473083,0.16867370903491974,0.2286582738161087,0.17271147668361664,0.2752656042575836,0.19753853976726532
",",0.3087472915649414,0.26195257902145386,0.24151813983917236,0.23522303998470306,0.4062570035457611,0.24666790664196014,0.2357054501771927,0.38314947485923767,0.2719281017780304,0.31091248989105225
writer,0.16903695464134216,0.18464244902133942,0.13669034838676453,0.24794715642929077,0.052186526358127594,0.25008976459503174,0.06079839542508125,0.1115860790014267,0.2528710961341858,0.1860569268465042
louis,0.11922219395637512,0.2422560751438141,0.1917571872472763,0.16796888411045074,0.11038543283939362,0.08578021079301834,0.12074115127325058,0.18360884487628937,0.16016371548175812,0.09819188714027405
menand,0.2831067442893982,0.1690569370985031,0.23794357478618622,0.2621520459651947,0.19868254661560059,0.21246342360973358,0.22239169478416443,0.22431865334510803,0.2536129057407379,0.21008692681789398
",",0.3087472915649414,0.26195257902145386,0.24151813983917236,0.23522303998470306,0.4062570035457611,0.24666790664196014,0.2357054501771927,0.38314947485923767,0.2719281017780304,0.31091248989105225
critic,0.19849249720573425,0.2250165194272995,0.16970746219158173,0.29104089736938477,0.09637274593114853,0.26080942153930664,0.09857353568077087,0.17964410781860352,0.2788445055484772,0.1728995442390442
