,which,spanish,officer,established,the,settlement,at,st.,augustine,?
in,0.4840516746044159,0.15696977078914642,0.24015754461288452,0.3118882477283478,0.6662389636039734,0.26083990931510925,0.4374977946281433,0.15931649506092072,0.2519584000110626,0.20430970191955566
1565,-0.02229326404631138,0.12507478892803192,0.048290010541677475,0.05252077430486679,0.04215703904628754,0.048167940229177475,0.07179022580385208,0.009572131559252739,0.0170804001390934,0.04440884292125702
the,0.6521818041801453,0.23213517665863037,0.25777485966682434,0.33092597126960754,1.0,0.2599570155143738,0.457212895154953,0.18141359090805054,0.23652029037475586,0.22068053483963013
spanish,0.20215068757534027,1.0000001192092896,0.14491517841815948,0.16439469158649445,0.23213517665863037,0.21733145415782928,0.14612680673599243,0.04666322097182274,0.24357996881008148,0.14750491082668304
decided,0.23397822678089142,0.1260175108909607,0.2148662507534027,0.29068273305892944,0.37534645199775696,0.19959989190101624,0.26237747073173523,0.17241840064525604,0.08358809351921082,0.258772075176239
to,0.5345056653022766,0.18265971541404724,0.2198503315448761,0.15850777924060822,0.535392165184021,0.2762512266635895,0.36524343490600586,0.20982599258422852,0.154807448387146,0.29463258385658264
enforce,0.2740393579006195,0.19262512028217316,0.273678183555603,0.24625715613365173,0.2724851667881012,0.17836003005504608,0.18171685934066772,0.09935811907052994,0.14358121156692505,0.2633580267429352
their,0.4582767188549042,0.17869627475738525,0.08716777712106705,0.18068215250968933,0.516537070274353,0.14252592623233795,0.23641370236873627,0.159060999751091,0.12096858769655228,0.1898253709077835
claim,0.2379729151725769,0.17681775987148285,0.10428083688020706,0.2774968445301056,0.25873351097106934,0.23144830763339996,0.2042684257030487,0.03730561211705208,0.14070501923561096,0.2665664851665497
to,0.5345056653022766,0.18265971541404724,0.2198503315448761,0.15850777924060822,0.535392165184021,0.2762512266635895,0.36524343490600586,0.20982599258422852,0.154807448387146,0.29463258385658264
la,0.17938022315502167,0.2929026484489441,0.16499446332454681,0.0762854665517807,0.23999373614788055,0.17488083243370056,0.1624366194009781,0.09443428367376328,0.21320560574531555,0.16701938211917877
florida,0.22013095021247864,0.20658454298973083,0.17476901412010193,0.12846413254737854,0.24091358482837677,0.17341943085193634,0.23743785917758942,0.07602295279502869,0.30028197169303894,0.13469882309436798
",",0.3658004403114319,0.2153884321451187,0.2703348398208618,0.22739723324775696,0.4933079481124878,0.25103551149368286,0.38314947485923767,0.26603782176971436,0.24419444799423218,0.31091248989105225
and,0.506277859210968,0.27494850754737854,0.22929392755031586,0.2369968742132187,0.5171257257461548,0.24081379175186157,0.3571503460407257,0.22686052322387695,0.1870126724243164,0.20544172823429108
sent,0.21585705876350403,0.09175784140825272,0.23957057297229767,0.17147372663021088,0.3010627329349518,0.18245656788349152,0.2616238594055176,0.13754387199878693,0.1874779760837555,0.10903520882129669
pedro,0.09805308282375336,0.44183751940727234,0.19715674221515656,0.16207103431224823,0.20376646518707275,0.1666153371334076,0.17666514217853546,0.15180721879005432,0.2662447392940521,0.14172832667827606
menéndez,0.1251140832901001,0.5692610144615173,0.2936594486236572,0.1685454100370407,0.23624977469444275,0.2225676029920578,0.1966005563735962,0.14104124903678894,0.3266899287700653,0.24662910401821136
de,0.13585758209228516,0.35663941502571106,0.2110556960105896,0.16574430465698242,0.23491892218589783,0.1251508742570877,0.1680622547864914,0.17633593082427979,0.23233339190483093,0.11064168810844421
avilés,0.1532440334558487,0.5041046738624573,0.21851442754268646,0.21877682209014893,0.18526721000671387,0.2426644265651703,0.20673030614852905,0.11216043680906296,0.3353598117828369,0.21264192461967468
",",0.3658004403114319,0.2153884321451187,0.2703348398208618,0.22739723324775696,0.4933079481124878,0.25103551149368286,0.38314947485923767,0.26603782176971436,0.24419444799423218,0.31091248989105225
who,0.3688730001449585,0.2404279112815857,0.31437572836875916,0.20118318498134613,0.3733934462070465,0.14946594834327698,0.22096660733222961,0.2827952206134796,0.22670422494411469,0.26220351457595825
established,0.26644110679626465,0.16439469158649445,0.18833006918430328,0.9999998807907104,0.33092597126960754,0.2832983136177063,0.211637482047081,-0.011995670385658741,0.16692157089710236,0.15917523205280304
the,0.6521818041801453,0.23213517665863037,0.25777485966682434,0.33092597126960754,1.0,0.2599570155143738,0.457212895154953,0.18141359090805054,0.23652029037475586,0.22068053483963013
settlement,0.21023687720298767,0.21733145415782928,0.16551893949508667,0.2832983136177063,0.2599570155143738,1.0,0.1622496247291565,0.04449967294931412,0.25366824865341187,0.12535437941551208
of,0.5011631846427917,0.1623179167509079,0.23883900046348572,0.2735237777233124,0.733189046382904,0.25982165336608887,0.42558613419532776,0.19887582957744598,0.2518827021121979,0.1826142966747284
st.,0.16463634371757507,0.04666322097182274,0.16475027799606323,-0.011995670385658741,0.18141359090805054,0.04449967294931412,0.17245982587337494,1.0000001192092896,0.27156588435173035,0.13592876493930817
augustine,0.19162240624427795,0.24357996881008148,0.11589623242616653,0.16692157089710236,0.23652029037475586,0.25366824865341187,0.23532851040363312,0.27156588435173035,1.0,0.21213193237781525
near,0.2737005650997162,0.08338166773319244,0.20056046545505524,0.15483351051807404,0.2879819869995117,0.2765987813472748,0.4118472635746002,0.16729621589183807,0.20017434656620026,0.10734958201646805
fort,0.16143342852592468,0.2077569216489792,0.2463243156671524,0.16931501030921936,0.2420126497745514,0.3170347809791565,0.3015354871749878,0.13745248317718506,0.3042517900466919,0.15686731040477753
caroline,0.12033338844776154,0.10230895131826401,0.19322389364242554,0.1319483369588852,0.2156924456357956,0.12262280285358429,0.18404503166675568,0.1980929672718048,0.28708869218826294,0.13168026506900787
.,0.45942068099975586,0.18907511234283447,0.20371799170970917,0.23771190643310547,0.5934505462646484,0.233600914478302,0.4549728035926819,0.2214197814464569,0.26978930830955505,0.4130953550338745
