,which,work,of,luther,'s,is,effective,in,teaching,children,?
luther,0.17501473426818848,0.15580131113529205,0.1719115972518921,1.0,-0.009990512393414974,0.08282390236854553,0.06558876484632492,0.20523880422115326,0.2627531886100769,0.14545568823814392,0.1732746809720993
's,0.03856118768453598,-0.03332063928246498,-0.03817026689648628,-0.009990512393414974,0.9999999403953552,0.02396530658006668,0.006392461713403463,-0.037580832839012146,-0.021572323516011238,0.0160713829100132,-0.023395681753754616
small,0.42979657649993896,0.17062796652317047,0.353353351354599,0.12053710222244263,0.08369652181863785,0.32085540890693665,0.19660544395446777,0.3722202181816101,0.13514944911003113,0.17997276782989502,0.13914890587329865
catechism,0.27068108320236206,0.19849686324596405,0.2834422290325165,0.3202340006828308,-0.03376629948616028,0.1836092174053192,0.131378173828125,0.21601755917072296,0.41865068674087524,0.19728782773017883,0.25135189294815063
proved,0.24627751111984253,0.25560256838798523,0.2446507066488266,0.07054443657398224,0.02317718043923378,0.16634024679660797,0.38702866435050964,0.2292184680700302,0.18338876962661743,0.12997925281524658,0.1678566187620163
especially,0.4690455496311188,0.3470107913017273,0.37220633029937744,0.08382777124643326,0.024765467271208763,0.32683345675468445,0.30386295914649963,0.3526567816734314,0.2785813510417938,0.16490185260772705,0.19751401245594025
effective,0.2412784844636917,0.24738164246082306,0.27888283133506775,0.06558876484632492,0.006392461713403463,0.19124136865139008,1.0000001192092896,0.2294299155473709,0.1865580677986145,0.11606894433498383,0.21825028955936432
in,0.4840516746044159,0.2753349542617798,0.5696388483047485,0.20523880422115326,-0.037580832839012146,0.5394441485404968,0.2294299155473709,1.0,0.2659059166908264,0.2065156251192093,0.20430970191955566
helping,0.24433071911334991,0.4426861107349396,0.23667261004447937,0.17990027368068695,0.03619043156504631,0.1578391045331955,0.2717418074607849,0.27409082651138306,0.3857760429382324,0.2406347543001175,0.28235307335853577
parents,0.15146835148334503,0.2016276717185974,0.15361808240413666,0.14431515336036682,-0.024036381393671036,0.16050268709659576,0.05057091265916824,0.22303229570388794,0.3098709285259247,0.5528383255004883,0.17306075990200043
teach,0.21462078392505646,0.3329504132270813,0.2383975088596344,0.21748284995555878,-0.013839141465723515,0.15221208333969116,0.15120439231395721,0.23312166333198547,0.7737311720848083,0.38179683685302734,0.24188745021820068
their,0.4582767188549042,0.3008926510810852,0.4329940676689148,0.1988239735364914,-0.005530759692192078,0.2101074606180191,0.2355501800775528,0.34976133704185486,0.24773161113262177,0.22408495843410492,0.1898253709077835
children,0.1595885455608368,0.1791052222251892,0.1978350728750229,0.14545568823814392,0.0160713829100132,0.15495672821998596,0.11606894433498383,0.2065156251192093,0.2997835874557495,1.0,0.21788206696510315
;,-0.01244901679456234,0.044925615191459656,0.054534342139959335,0.022799020633101463,0.006909397430717945,0.05324986204504967,0.041952937841415405,0.092739537358284,-0.03019263967871666,-0.00616856524720788,0.10349778085947037
likewise,0.3796297609806061,0.2648273706436157,0.349119633436203,0.13871872425079346,0.06418114900588989,0.26193881034851074,0.1892646700143814,0.18685407936573029,0.1805020272731781,0.15420189499855042,0.2001093626022339
the,0.6521818041801453,0.2704800069332123,0.733189046382904,0.1759674996137619,-0.01540423184633255,0.5823672413825989,0.23741452395915985,0.6662389636039734,0.2182690054178238,0.15654058754444122,0.22068053483963013
larger,0.4265594780445099,0.18890351057052612,0.32469573616981506,0.07565288245677948,0.06408897042274475,0.24218857288360596,0.25826337933540344,0.26689091324806213,0.08849851787090302,0.12536539137363434,0.1602165699005127
catechism,0.27068108320236206,0.19849686324596405,0.2834422290325165,0.3202340006828308,-0.03376629948616028,0.1836092174053192,0.131378173828125,0.21601755917072296,0.41865068674087524,0.19728782773017883,0.25135189294815063
was,0.2830964922904968,0.24745555222034454,0.4069072902202606,0.19185513257980347,0.008974763564765453,0.5810302495956421,0.20736300945281982,0.45514053106307983,0.22091154754161835,0.16522078216075897,0.18412111699581146
effective,0.2412784844636917,0.24738164246082306,0.27888283133506775,0.06558876484632492,0.006392461713403463,0.19124136865139008,1.0000001192092896,0.2294299155473709,0.1865580677986145,0.11606894433498383,0.21825028955936432
for,0.44095608592033386,0.4087657630443573,0.4185989499092102,0.12958186864852905,-0.07241261005401611,0.43268078565597534,0.2914128005504608,0.4322226941585541,0.31977686285972595,0.19934585690498352,0.264628142118454
pastors,0.14910775423049927,0.24742542207241058,0.22573843598365784,0.3949829041957855,0.052883442491292953,0.1068577691912651,0.145307257771492,0.20203432440757751,0.39544641971588135,0.3420198857784271,0.17702129483222961
.,0.45942068099975586,0.33121398091316223,0.5352458953857422,0.24907569587230682,-0.003708066651597619,0.4569662809371948,0.2533048987388611,0.5591574311256409,0.26479530334472656,0.26089367270469666,0.4130953550338745
