,what,is,the,glacial,alpine,valley,known,as,?
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.2520541846752167,0.20262263715267181,0.18660639226436615,0.24229489266872406,0.43993282318115234,0.3155723512172699
section,0.28602200746536255,0.22237545251846313,0.3365345895290375,0.18290415406227112,0.2007877677679062,0.12257915735244751,0.10096953809261322,0.21584227681159973,0.2733710706233978
is,0.28837618231773376,1.0,0.5823672413825989,0.18735899031162262,0.1825626790523529,0.21787452697753906,0.41921812295913696,0.43216490745544434,0.22961433231830597
nearly,0.21304303407669067,0.268917441368103,0.3409946858882904,0.21709339320659637,0.11725015193223953,0.19538241624832153,0.18557387590408325,0.3187154233455658,0.11670064926147461
86,0.11274068057537079,0.036284711211919785,0.10089810192584991,-0.11583273112773895,-0.03283822536468506,-0.034961193799972534,-0.019147677347064018,0.09495728462934494,0.10934870690107346
km,0.1805391013622284,0.24258680641651154,0.21376769244670868,0.2782834470272064,0.20026211440563202,0.3136627674102783,0.13353972136974335,0.10972754657268524,0.08180338144302368
long,0.28276848793029785,0.28473302721977234,0.3075225353240967,0.26544007658958435,0.17545558512210846,0.18953363597393036,0.24638257920742035,0.23432248830795288,0.19699987769126892
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.19838663935661316,0.23049885034561157,0.212855726480484,0.3604377806186676,0.48816442489624023,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.19959746301174164,0.1990346759557724,0.2519688308238983,0.3468935489654541,0.49487000703811646,0.20544172823429108
descends,0.1785305142402649,0.21271087229251862,0.30480852723121643,0.19244496524333954,0.19057948887348175,0.1688605695962906,0.21101441979408264,0.2118598371744156,0.1150875836610794
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.21290011703968048,0.17628835141658783,0.2079152762889862,0.18996182084083557,0.3251767158508301,0.19969791173934937
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.16328370571136475,0.2221900075674057,0.20923256874084473,0.30882248282432556,0.39550232887268066,0.23916715383529663
height,0.2337305247783661,0.19831733405590057,0.2694929540157318,0.24452677369117737,0.23230193555355072,0.18389800190925598,0.14784251153469086,0.15213729441165924,0.1599798947572708
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2019510567188263,0.22056277096271515,0.23914365470409393,0.35814476013183594,0.3886612355709076,0.1826142966747284
599,0.2175392210483551,0.13035725057125092,0.15995720028877258,-0.01949847675859928,-0.046140156686306,-0.04135366156697273,-0.003166335402056575,0.08644833415746689,0.198044091463089
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.20363707840442657,0.16461293399333954,0.16780148446559906,0.10370873659849167,0.19754111766815186,0.2618667185306549
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.18375512957572937,0.19123923778533936,0.161836177110672,0.14337651431560516,0.42092081904411316,0.29463258385658264
396,-0.04647032544016838,-0.09864754229784012,-0.028713300824165344,0.07415229827165604,0.02744474448263645,-0.07550988346338272,-0.10508158057928085,-0.12303994596004486,-0.0029854411259293556
m.,-0.032949499785900116,-0.06526678055524826,0.11779511719942093,-0.0417046844959259,-0.09064704924821854,0.04749562218785286,0.03887558355927467,0.027167759835720062,-0.0002856669598259032
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.22686712443828583,0.18530720472335815,0.19872286915779114,0.2640952467918396,0.4461488723754883,0.25732165575027466
flows,0.14294633269309998,0.3137552738189697,0.32405155897140503,0.4150749444961548,0.20498570799827576,0.4366324543952942,0.11280269175767899,0.13158734142780304,0.11636040359735489
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.27703869342803955,0.2093849629163742,0.27807632088661194,0.14444924890995026,0.24602261185646057,0.16913433372974396
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.16328370571136475,0.2221900075674057,0.20923256874084473,0.30882248282432556,0.39550232887268066,0.23916715383529663
wide,0.22181174159049988,0.22456400096416473,0.28078147768974304,0.2206306755542755,0.2005450427532196,0.1692439168691635,0.1980825960636139,0.2620913088321686,0.12719376385211945
glacial,0.15804831683635712,0.18735899031162262,0.23225238919258118,1.0,0.3659910261631012,0.332054078578949,0.15419891476631165,0.1410692185163498,0.09140896797180176
alpine,0.08638320118188858,0.1825626790523529,0.25914666056632996,0.3659910261631012,1.0000001192092896,0.30119097232818604,0.13370831310749054,0.15438082814216614,0.08546924591064453
valley,0.15729281306266785,0.21787452697753906,0.2923165559768677,0.332054078578949,0.30119097232818604,1.0000001192092896,0.15061192214488983,0.17314809560775757,0.11486150324344635
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.15419891476631165,0.13370831310749054,0.15061192214488983,1.0,0.4815765619277954,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.1410692185163498,0.15438082814216614,0.17314809560775757,0.4815765619277954,1.0,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.23225238919258118,0.25914666056632996,0.2923165559768677,0.3624623417854309,0.48381632566452026,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.20400404930114746,0.18429382145404816,0.28803977370262146,0.12647588551044464,0.18380387127399445,0.13754533231258392
valley,0.15729281306266785,0.21787452697753906,0.2923165559768677,0.332054078578949,0.30119097232818604,1.0000001192092896,0.15061192214488983,0.17314809560775757,0.11486150324344635
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14295849204063416,0.18939590454101562,0.15177404880523682,0.2843264043331146,0.32029855251312256,0.40561532974243164
german,0.1960553526878357,0.19231973588466644,0.256483793258667,0.08734627813100815,0.17164131999015808,0.1482403427362442,0.14251220226287842,0.18164515495300293,0.13978645205497742
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.06261789798736572,0.1799003928899765,-0.06143273413181305,-0.08845984935760498,-0.11037297546863556,-0.07156077772378922
rheintal,0.2230210304260254,0.24463233351707458,0.3660815358161926,0.2950928211212158,0.26177778840065,0.2623785734176636,0.15994352102279663,0.17439348995685577,0.2123950719833374
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1293611228466034,0.19697290658950806,0.16707079112529755,0.297453910112381,0.32161882519721985,0.42300865054130554
