,how,many,seconds,were,left,in,the,game,when,the,patriots,failed,their,2-point,conversion,?
they,0.43247655034065247,0.5400822758674622,0.2405829131603241,0.5580583214759827,0.25060954689979553,0.4330179989337921,0.49925389885902405,0.2399950921535492,0.5090266466140747,0.49925389885902405,0.2952875792980194,0.3148840367794037,0.7104025483131409,0.26046666502952576,0.1590825468301773,0.2753053903579712
then,0.36093711853027344,0.27087974548339844,0.33281177282333374,0.23886403441429138,0.3093996047973633,0.36253848671913147,0.4297412931919098,0.2141346037387848,0.6026323437690735,0.4297412931919098,0.16964833438396454,0.32634082436561584,0.33413124084472656,0.31110796332359314,0.20449036359786987,0.2884598970413208
beat,0.18019166588783264,0.1250762939453125,0.27355143427848816,0.2284281998872757,0.1733473241329193,0.16871558129787445,0.24951939284801483,0.30160796642303467,0.21723224222660065,0.24951939284801483,0.2671665847301483,0.2543790638446808,0.21771855652332306,0.053314317017793655,0.11290816217660904,0.19461682438850403
the,0.33890387415885925,0.4335206151008606,0.1997634470462799,0.3906462490558624,0.33113980293273926,0.6662389636039734,1.0,0.285271555185318,0.5091903209686279,1.0,0.2345433384180069,0.32787200808525085,0.516537070274353,0.2521202266216278,0.2308437079191208,0.22068053483963013
defending,0.1490328460931778,0.1816222071647644,0.21649250388145447,0.2578987181186676,0.2138298749923706,0.2688160538673401,0.3322177529335022,0.2670046389102936,0.2857620418071747,0.3322177529335022,0.25730136036872864,0.354993999004364,0.2960013151168823,0.22542648017406464,0.1696404367685318,0.19775530695915222
super,0.11920704692602158,0.17302978038787842,0.17694975435733795,0.18743500113487244,0.0854698047041893,0.18576006591320038,0.21959073841571808,0.3480181396007538,0.20393483340740204,0.21959073841571808,0.3206230401992798,0.16058379411697388,0.14342328906059265,0.06427264213562012,0.0899902731180191,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.20954594016075134,0.17085392773151398,0.16880634427070618,0.17236235737800598,0.21576224267482758,0.2413962334394455,0.20523639023303986,0.21576224267482758,0.37643110752105713,0.11696234345436096,0.1663845032453537,0.14744777977466583,0.07691552489995956,0.21118052303791046
xlix,0.13336868584156036,0.14802561700344086,0.24721823632717133,0.18127237260341644,0.10951043665409088,0.264173686504364,0.28379157185554504,0.3429282605648041,0.23901237547397614,0.28379157185554504,0.3615799844264984,0.1865721344947815,0.16936038434505463,0.17666229605674744,0.20455224812030792,0.2639070451259613
champion,0.10510922223329544,0.12182215601205826,0.2495567351579666,0.17269514501094818,0.1165771409869194,0.1986149251461029,0.23575055599212646,0.23105087876319885,0.2020413726568222,0.23575055599212646,0.26979967951774597,0.18049640953540802,0.11434942483901978,0.11455564200878143,0.1132061630487442,0.14080514013767242
new,0.20832711458206177,0.2992318272590637,0.1798812597990036,0.21711495518684387,0.20298340916633606,0.3758552670478821,0.3845241069793701,0.20104768872261047,0.257220059633255,0.3845241069793701,0.263825923204422,0.18551787734031677,0.25697171688079834,0.17193441092967987,0.09335921704769135,0.14782847464084625
england,0.17829500138759613,0.2581256926059723,0.14614973962306976,0.3110785484313965,0.19919918477535248,0.33311840891838074,0.28280043601989746,0.23439037799835205,0.26359328627586365,0.28280043601989746,0.3694814145565033,0.15452523529529572,0.25041940808296204,0.21323688328266144,0.18440641462802887,0.13436897099018097
patriots,0.1273394525051117,0.14814959466457367,0.21646906435489655,0.23409396409988403,0.1573280245065689,0.22389881312847137,0.2345433384180069,0.298821359872818,0.190744087100029,0.2345433384180069,1.0000001192092896,0.15475675463676453,0.20397451519966125,0.14384832978248596,0.11464976519346237,0.11474817991256714
in,0.2601168751716614,0.41474202275276184,0.15088556706905365,0.3815755248069763,0.21139952540397644,1.0,0.6662389636039734,0.23986028134822845,0.4431333839893341,0.6662389636039734,0.22389881312847137,0.21989236772060394,0.34976133704185486,0.22760647535324097,0.19224700331687927,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.1997634470462799,0.3906462490558624,0.33113980293273926,0.6662389636039734,1.0,0.285271555185318,0.5091903209686279,1.0,0.2345433384180069,0.32787200808525085,0.516537070274353,0.2521202266216278,0.2308437079191208,0.22068053483963013
afc,0.08736693859100342,0.1375444233417511,0.2205982357263565,0.18922588229179382,0.07834911346435547,0.20746317505836487,0.25863510370254517,0.2785787284374237,0.15604420006275177,0.25863510370254517,0.3464110493659973,0.14828088879585266,0.13482747972011566,0.18501506745815277,0.1120326817035675,0.2026895433664322
