,what,is,the,name,of,the,basin,that,was,created,from,a,enclosed,lake,?
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.14660397171974182,0.4735107421875,0.3677520453929901,0.25030744075775146,0.3251767158508301,0.39550232887268066,0.24818044900894165,0.20241601765155792,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.24553915858268738,0.5473989248275757,0.48711544275283813,0.3539263904094696,0.40150508284568787,0.5829201340675354,0.2709352374076843,0.24325428903102875,0.22068053483963013
andes,0.16930995881557465,0.2326672226190567,0.3295658826828003,0.08900558203458786,0.3059753477573395,0.3295658826828003,0.327819287776947,0.20403023064136505,0.1443025916814804,0.16108886897563934,0.2636902928352356,0.2076280266046524,0.16591128706932068,0.2448846846818924,0.11163628101348877
mountains,0.1498076319694519,0.2538272738456726,0.27269288897514343,0.19280420243740082,0.22132478654384613,0.27269288897514343,0.4230736196041107,0.15560296177864075,0.15521857142448425,0.11748076230287552,0.21533413231372833,0.1995611935853958,0.15132270753383636,0.35578399896621704,0.08633821457624435
rose,0.13161541521549225,0.20399169623851776,0.28326278924942017,0.09051623940467834,0.2557028830051422,0.28326278924942017,0.1717604547739029,0.10792896151542664,0.2609468102455139,0.12533873319625854,0.14656709134578705,0.21820183098316193,0.13998641073703766,0.15575730800628662,0.11847885698080063
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.25865232944488525,0.4137537479400635,0.45456063747406006,0.2755771577358246,0.39760664105415344,0.427140474319458,0.2101699858903885,0.2802521586418152,0.31091248989105225
however,0.4480680823326111,0.33769986033439636,0.49814513325691223,0.22817681729793549,0.3800618350505829,0.49814513325691223,0.18094690144062042,0.6336373090744019,0.37327632308006287,0.23596230149269104,0.33656248450279236,0.38150349259376526,0.2746797502040863,0.21111707389354706,0.2152075469493866
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.25865232944488525,0.4137537479400635,0.45456063747406006,0.2755771577358246,0.39760664105415344,0.427140474319458,0.2101699858903885,0.2802521586418152,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.21655717492103577,0.47537946701049805,0.4508470594882965,0.30777761340141296,0.322764128446579,1.0,0.22792281210422516,0.20924630761146545,0.23916715383529663
large,0.2017821967601776,0.2971126437187195,0.3828733265399933,0.1343102604150772,0.3569655418395996,0.3828733265399933,0.2497999668121338,0.34200385212898254,0.21717436611652374,0.194413959980011,0.24790740013122559,0.3740714490413666,0.31206297874450684,0.24516057968139648,0.1355665624141693
basin,0.1565224826335907,0.2273138016462326,0.24553915858268738,0.19457437098026276,0.2557278275489807,0.24553915858268738,1.0,0.21932947635650635,0.1841808706521988,0.17468512058258057,0.19501222670078278,0.21655717492103577,0.28907614946365356,0.47134092450141907,0.14685653150081635
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.1841808706521988,0.33670201897621155,1.0000001192092896,0.3592788577079773,0.31171464920043945,0.4508470594882965,0.11202684044837952,0.1820499300956726,0.18412111699581146
created,0.20714101195335388,0.28467464447021484,0.3539263904094696,0.25696396827697754,0.32043445110321045,0.3539263904094696,0.17468512058258057,0.3583657741546631,0.3592788577079773,1.0,0.18235871195793152,0.30777761340141296,0.15165171027183533,0.13566730916500092,0.21177415549755096
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.21932947635650635,1.0,0.33670201897621155,0.3583657741546631,0.3477667272090912,0.47537946701049805,0.2623130679130554,0.22043050825595856,0.32716336846351624
enclosed,0.10634869337081909,0.20655357837677002,0.2709352374076843,0.17751602828502655,0.20824147760868073,0.2709352374076843,0.28907614946365356,0.2623130679130554,0.11202684044837952,0.15165171027183533,0.1850852370262146,0.22792281210422516,1.0,0.15357637405395508,0.10430170595645905
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.21655717492103577,0.47537946701049805,0.4508470594882965,0.30777761340141296,0.322764128446579,1.0,0.22792281210422516,0.20924630761146545,0.23916715383529663
lake,0.17778855562210083,0.22300897538661957,0.24325428903102875,0.13222096860408783,0.23993153870105743,0.24325428903102875,0.47134092450141907,0.22043050825595856,0.1820499300956726,0.13566730916500092,0.1707027703523636,0.20924630761146545,0.15357637405395508,1.0000001192092896,0.07226386666297913
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09152708947658539,0.07023162394762039,0.0633435994386673,0.0754367932677269,0.006454478483647108,0.07524215430021286,-0.02122584730386734,0.03671231120824814,0.04412246495485306,0.10349778085947037
now,0.4903225302696228,0.39589470624923706,0.38266420364379883,0.26047030091285706,0.29182544350624084,0.38266420364379883,0.20415909588336945,0.4135645031929016,0.35876134037971497,0.25579994916915894,0.2788202464580536,0.3046339154243469,0.18149271607398987,0.18202108144760132,0.29641881585121155
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.3659360110759735,0.35814476013183594,0.3624623417854309,0.13602635264396667,0.20813259482383728,0.35203275084495544,0.21803982555866241,0.18996182084083557,0.30882248282432556,0.13611459732055664,0.12492307275533676,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.14660397171974182,0.4735107421875,0.3677520453929901,0.25030744075775146,0.3251767158508301,0.39550232887268066,0.24818044900894165,0.20241601765155792,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.24553915858268738,0.5473989248275757,0.48711544275283813,0.3539263904094696,0.40150508284568787,0.5829201340675354,0.2709352374076843,0.24325428903102875,0.22068053483963013
solimões,0.22927901148796082,0.2973410487174988,0.2891211211681366,0.1306295543909073,0.2719230055809021,0.2891211211681366,0.20814207196235657,0.2479432374238968,0.2050529271364212,0.13272616267204285,0.22205892205238342,0.27510860562324524,0.25743284821510315,0.1700325757265091,0.22674186527729034
basin,0.1565224826335907,0.2273138016462326,0.24553915858268738,0.19457437098026276,0.2557278275489807,0.24553915858268738,1.0,0.21932947635650635,0.1841808706521988,0.17468512058258057,0.19501222670078278,0.21655717492103577,0.28907614946365356,0.47134092450141907,0.14685653150081635
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.20696322619915009,0.4460422694683075,0.40146201848983765,0.3230568766593933,0.41536515951156616,0.50484299659729,0.25950562953948975,0.18603695929050446,0.4130953550338745
