,how,might,gravity,effects,be,observed,differently,according,to,newton,?
newton,0.2514588236808777,0.15467137098312378,0.4363662898540497,0.16594567894935608,0.14867404103279114,0.18272562325000763,0.21828339993953705,0.1898677945137024,0.2176830768585205,1.0000001192092896,0.09645649790763855
came,0.24875548481941223,0.25884178280830383,0.15353697538375854,0.14990301430225372,0.20057715475559235,0.127199187874794,0.2315128594636917,0.21800224483013153,0.3111628592014313,0.17745794355869293,0.1739392727613449
to,0.44169697165489197,0.5153919458389282,0.23946231603622437,0.2419324368238449,0.4972836375236511,0.1710500717163086,0.37005969882011414,0.28520727157592773,1.0,0.2176830768585205,0.29463258385658264
realize,0.4513724446296692,0.44838762283325195,0.1993931084871292,0.29266098141670227,0.3886784315109253,0.21359962224960327,0.34751376509666443,0.2257816195487976,0.3995731472969055,0.1312444806098938,0.3234114348888397
that,0.557814359664917,0.5377011895179749,0.3047354817390442,0.3107278347015381,0.6036020517349243,0.3131817877292633,0.4962812066078186,0.29146862030029297,0.5436353087425232,0.22769790887832642,0.32716336846351624
the,0.33890387415885925,0.32504433393478394,0.22609853744506836,0.25316479802131653,0.4248143136501312,0.26280322670936584,0.2696413993835449,0.3202974498271942,0.535392165184021,0.1876603662967682,0.22068053483963013
effects,0.2995959222316742,0.3351331949234009,0.3139926493167877,1.0000001192092896,0.2680545747280121,0.31087860465049744,0.23777037858963013,0.18755735456943512,0.2419324368238449,0.16594567894935608,0.16749060153961182
of,0.2480744868516922,0.2900311052799225,0.17525646090507507,0.21244898438453674,0.33904364705085754,0.24605341255664825,0.22525225579738617,0.3307822346687317,0.41548454761505127,0.18479612469673157,0.1826142966747284
gravity,0.2978796660900116,0.2528643012046814,0.9999999403953552,0.3139926493167877,0.2208719402551651,0.3383333683013916,0.26161831617355347,0.16558215022087097,0.23946231603622437,0.4363662898540497,0.18354056775569916
might,0.45817819237709045,1.0000001192092896,0.2528643012046814,0.3351331949234009,0.5260229706764221,0.20490744709968567,0.44546154141426086,0.1857611984014511,0.5153919458389282,0.15467137098312378,0.41058459877967834
be,0.4158933162689209,0.5260229706764221,0.2208719402551651,0.2680545747280121,1.0,0.2299090176820755,0.4545774757862091,0.2703677713871002,0.4972836375236511,0.14867404103279114,0.3324260413646698
observed,0.2221246063709259,0.20490744709968567,0.3383333683013916,0.31087860465049744,0.2299090176820755,0.9999998807907104,0.21902595460414886,0.21750903129577637,0.1710500717163086,0.18272562325000763,0.12128034234046936
in,0.2601168751716614,0.26443570852279663,0.17083178460597992,0.18867923319339752,0.3481820821762085,0.24517615139484406,0.2444625198841095,0.29259276390075684,0.45010748505592346,0.23639483749866486,0.20430970191955566
different,0.411273330450058,0.4031476080417633,0.24841225147247314,0.3396390676498413,0.3756779432296753,0.21005520224571228,0.7569977045059204,0.2941039502620697,0.3617510497570038,0.1365528106689453,0.24476227164268494
ways,0.5360958576202393,0.41117173433303833,0.2452957183122635,0.3387901484966278,0.36912792921066284,0.15150563418865204,0.5588926672935486,0.2051607072353363,0.3916551172733307,0.15936312079429626,0.2710120975971222
at,0.2154216170310974,0.23020967841148376,0.16800855100154877,0.11516885459423065,0.30379733443260193,0.2068919539451599,0.20597796142101288,0.25376394391059875,0.36524343490600586,0.12256313115358353,0.21978627145290375
larger,0.23193183541297913,0.326224148273468,0.2516540288925171,0.19888310134410858,0.319801926612854,0.27795693278312683,0.3050037622451782,0.11805623024702072,0.27928784489631653,0.10015002638101578,0.1602165699005127
distances,0.3042553663253784,0.28237539529800415,0.3724154829978943,0.3140665292739868,0.31715190410614014,0.3179152309894562,0.3042949140071869,0.13824178278446198,0.3191540241241455,0.19791267812252045,0.08406734466552734
.,0.3287222981452942,0.27493223547935486,0.19336320459842682,0.21454407274723053,0.4383580684661865,0.21245750784873962,0.2940842807292938,0.29052162170410156,0.4645031690597534,0.20699870586395264,0.4130953550338745
