,hutchinson,hall,was,designed,to,look,like,what,oxford,hall,?
(,0.2259238362312317,0.22000861167907715,0.2980341613292694,0.1161717101931572,0.30882009863853455,0.17542746663093567,0.2465965300798416,0.2411840260028839,0.15228334069252014,0.22000861167907715,0.40561532974243164
mitchell,0.437004029750824,0.2673695683479309,0.25777703523635864,0.12845765054225922,0.17504076659679413,0.1536891907453537,0.1430962234735489,0.1843697875738144,0.18791528046131134,0.2673695683479309,0.14715193212032318
tower,0.13577578961849213,0.3026654124259949,0.18529865145683289,0.25995245575904846,0.16907963156700134,0.16574808955192566,0.10990140587091446,0.12919922173023224,0.18556678295135498,0.3026654124259949,0.10395228117704391
",",0.26159951090812683,0.2648565471172333,0.45456063747406006,0.201692596077919,0.44245919585227966,0.3016788363456726,0.4085598886013031,0.3087472915649414,0.2568497061729431,0.2648565471172333,0.31091248989105225
for,0.19913065433502197,0.1912669986486435,0.3863949179649353,0.22817277908325195,0.4451248347759247,0.2501380443572998,0.35140180587768555,0.3017193675041199,0.21304237842559814,0.1912669986486435,0.264628142118454
example,0.14942318201065063,0.1784006655216217,0.16563157737255096,0.21611829102039337,0.3451666533946991,0.3598153591156006,0.5283538699150085,0.3456268310546875,0.22891020774841309,0.1784006655216217,0.30374911427497864
",",0.26159951090812683,0.2648565471172333,0.45456063747406006,0.201692596077919,0.44245919585227966,0.3016788363456726,0.4085598886013031,0.3087472915649414,0.2568497061729431,0.2648565471172333,0.31091248989105225
is,0.16699036955833435,0.21646162867546082,0.5810302495956421,0.18406619131565094,0.42745086550712585,0.19945533573627472,0.29710376262664795,0.28837618231773376,0.15880683064460754,0.21646162867546082,0.22961433231830597
modeled,0.19111429154872894,0.13725720345973969,0.2720651626586914,0.3986014127731323,0.17938095331192017,0.25569066405296326,0.29242944717407227,0.1949741691350937,0.1676638126373291,0.13725720345973969,0.11213120818138123
after,0.23905743658542633,0.21034769713878632,0.49306565523147583,0.11683481931686401,0.37890323996543884,0.16110657155513763,0.26750901341438293,0.21973377466201782,0.21788395941257477,0.21034769713878632,0.16608688235282898
oxford,0.3612843453884125,0.28990548849105835,0.22749270498752594,0.07763179391622543,0.2172040492296219,0.19749440252780914,0.1578168123960495,0.17534328997135162,1.0,0.28990548849105835,0.14411403238773346
's,0.030377965420484543,0.0072262524627149105,0.008974763564765453,0.026795532554388046,0.03782717138528824,0.10657313466072083,0.06462705135345459,0.02692362666130066,-0.009441548958420753,0.0072262524627149105,-0.023395681753754616
magdalen,0.32092899084091187,0.27488991618156433,0.21252521872520447,0.11908665299415588,0.20909495651721954,0.23756752908229828,0.1525408923625946,0.15709556639194489,0.4254564642906189,0.27488991618156433,0.1728091835975647
tower,0.13577578961849213,0.3026654124259949,0.18529865145683289,0.25995245575904846,0.16907963156700134,0.16574808955192566,0.10990140587091446,0.12919922173023224,0.18556678295135498,0.3026654124259949,0.10395228117704391
",",0.26159951090812683,0.2648565471172333,0.45456063747406006,0.201692596077919,0.44245919585227966,0.3016788363456726,0.4085598886013031,0.3087472915649414,0.2568497061729431,0.2648565471172333,0.31091248989105225
and,0.2342541664838791,0.22863666713237762,0.3740963041782379,0.2359010875225067,0.48971283435821533,0.33042222261428833,0.46997135877609253,0.31309178471565247,0.2621461749076843,0.22863666713237762,0.20544172823429108
the,0.24093811213970184,0.28526565432548523,0.48711544275283813,0.2559613883495331,0.535392165184021,0.2806221544742584,0.32912567257881165,0.42745697498321533,0.24588388204574585,0.28526565432548523,0.22068053483963013
university,0.2689831554889679,0.2921856939792633,0.290752112865448,0.09839355200529099,0.20192374289035797,0.18423129618167877,0.11473323404788971,0.20256435871124268,0.4882538616657257,0.2921856939792633,0.11887256056070328
commons,0.2770425081253052,0.15667732059955597,0.15254253149032593,0.15154457092285156,0.2583205997943878,0.2465239316225052,0.19445393979549408,0.25517043471336365,0.24058200418949127,0.15667732059955597,0.27964192628860474
",",0.26159951090812683,0.2648565471172333,0.45456063747406006,0.201692596077919,0.44245919585227966,0.3016788363456726,0.4085598886013031,0.3087472915649414,0.2568497061729431,0.2648565471172333,0.31091248989105225
