,what,building,materials,were,used,to,build,the,main,façade,?
the,0.42745697498321533,0.3159640431404114,0.22837378084659576,0.3906462490558624,0.3718377649784088,0.535392165184021,0.2602573335170746,1.0,0.38631999492645264,0.33251336216926575,0.22068053483963013
main,0.2344268560409546,0.21064206957817078,0.1535990983247757,0.16944953799247742,0.2582900822162628,0.26116618514060974,0.14886784553527832,0.38631999492645264,1.0000001192092896,0.26285991072654724,0.1665669083595276
façade,0.15778933465480804,0.4361870586872101,0.2022966742515564,0.20166334509849548,0.24202533066272736,0.18702681362628937,0.2360982894897461,0.33251336216926575,0.26285991072654724,0.9999998807907104,0.14144746959209442
",",0.3087472915649414,0.2374238669872284,0.20380693674087524,0.36755475401878357,0.3120402991771698,0.44245919585227966,0.22204548120498657,0.4933079481124878,0.2989408075809479,0.19444413483142853,0.31091248989105225
built,0.1554843783378601,0.5628743767738342,0.23838452994823456,0.31323960423469543,0.3613288998603821,0.2183011770248413,0.5833544731140137,0.2950156033039093,0.16786392033100128,0.3759601414203644,0.09449632465839386
from,0.2737620174884796,0.20497049391269684,0.2295190840959549,0.29991888999938965,0.25821518898010254,0.4069952368736267,0.16964644193649292,0.40150508284568787,0.22770823538303375,0.13691401481628418,0.19969791173934937
red,0.16784515976905823,0.11847961694002151,0.11246892064809799,0.16219347715377808,0.1874547004699707,0.19477520883083344,0.1423088014125824,0.2817947566509247,0.09459278732538223,0.14961819350719452,0.1495664119720459
brick,0.19906455278396606,0.5210855603218079,0.445685476064682,0.25249600410461426,0.28049948811531067,0.15154148638248444,0.40899038314819336,0.2380465269088745,0.1572815179824829,0.36390069127082825,0.12426483631134033
and,0.31309178471565247,0.2593274712562561,0.2919374406337738,0.42175528407096863,0.3150506615638733,0.48971283435821533,0.27539998292922974,0.5171257257461548,0.29831406474113464,0.22591467201709747,0.20544172823429108
portland,0.12205379456281662,0.24939952790737152,0.2294498234987259,0.18939007818698883,0.19126151502132416,0.23177622258663177,0.20317251980304718,0.232989102602005,0.09644750505685806,0.21380093693733215,0.13481497764587402
stone,0.1478947550058365,0.290947288274765,0.2824644446372986,0.2018769085407257,0.22732530534267426,0.19767935574054718,0.2544149160385132,0.2695024907588959,0.12934362888336182,0.24568156898021698,0.11966012418270111
",",0.3087472915649414,0.2374238669872284,0.20380693674087524,0.36755475401878357,0.3120402991771698,0.44245919585227966,0.22204548120498657,0.4933079481124878,0.2989408075809479,0.19444413483142853,0.31091248989105225
stretches,0.22388526797294617,0.15439310669898987,0.25434526801109314,0.19790010154247284,0.2101290076971054,0.29036685824394226,0.19431014358997345,0.35279056429862976,0.1936274766921997,0.30820900201797485,0.10829897224903107
720,0.19813016057014465,0.029134675860404968,0.10512079298496246,0.04755052551627159,0.2752062678337097,0.1493394672870636,0.065752312541008,0.14304398000240326,0.158873051404953,0.09456227719783783,0.2733618915081024
feet,0.18749791383743286,0.22887098789215088,0.18306806683540344,0.18616743385791779,0.16521310806274414,0.2308226376771927,0.22144712507724762,0.24407297372817993,0.12174277752637863,0.2571694552898407,0.14855161309242249
(,0.2411840260028839,0.17772680521011353,0.11384660005569458,0.14743882417678833,0.19005385041236877,0.30882009863853455,0.1842881143093109,0.33289089798927307,0.21451304852962494,0.24655894935131073,0.40561532974243164
220,-0.06459596753120422,-0.07180215418338776,-0.020392559468746185,0.020836330950260162,0.05737290158867836,-0.03945402801036835,-0.12146171182394028,0.13841627538204193,-0.021655423566699028,0.1150609478354454,-0.05504565313458443
m,0.23871465027332306,0.17324353754520416,0.12909740209579468,0.1998087763786316,0.09273619949817657,0.17626212537288666,0.11633821576833725,0.15156042575836182,0.14607493579387665,0.16325914859771729,0.2618667185306549
),0.26259949803352356,0.1678667515516281,0.11173266917467117,0.1566188633441925,0.1905621439218521,0.31236231327056885,0.18603895604610443,0.3456730246543884,0.20574742555618286,0.2472037672996521,0.42300865054130554
along,0.22421957552433014,0.15611039102077484,0.19266383349895477,0.30671337246894836,0.1619422286748886,0.2976071536540985,0.2115783393383026,0.39495137333869934,0.3070458471775055,0.13802503049373627,0.17134909331798553
cromwell,0.18330208957195282,0.180762380361557,0.13130711019039154,0.2508431077003479,0.12057022750377655,0.19560620188713074,0.14291249215602875,0.22979725897312164,0.11590036004781723,0.2080157846212387,0.19627612829208374
gardens,0.14185643196105957,0.2919732332229614,0.23523303866386414,0.22062724828720093,0.18114450573921204,0.2010267674922943,0.22803319990634918,0.21929459273815155,0.13277028501033783,0.3354199230670929,0.1399904191493988
and,0.31309178471565247,0.2593274712562561,0.2919374406337738,0.42175528407096863,0.3150506615638733,0.48971283435821533,0.27539998292922974,0.5171257257461548,0.29831406474113464,0.22591467201709747,0.20544172823429108
was,0.22111038863658905,0.237406387925148,0.17750675976276398,0.590133786201477,0.23679393529891968,0.3636345863342285,0.20898228883743286,0.48711544275283813,0.21035033464431763,0.24647100269794464,0.18412111699581146
designed,0.15902110934257507,0.43736663460731506,0.2988133132457733,0.21924695372581482,0.4257775843143463,0.3077097535133362,0.418554425239563,0.2559613883495331,0.1976516991853714,0.3648923337459564,0.11213942617177963
by,0.2455483376979828,0.20441755652427673,0.1976538747549057,0.4406847059726715,0.27705541253089905,0.33534231781959534,0.15823611617088318,0.4408751428127289,0.21864338219165802,0.17732194066047668,0.17966607213020325
aston,0.18707077205181122,0.16961674392223358,0.1844557523727417,0.19893598556518555,0.18610042333602905,0.18058881163597107,0.17893292009830475,0.20140567421913147,0.16743481159210205,0.25240054726600647,0.1531333029270172
webb,0.07876737415790558,0.18125689029693604,0.1431746631860733,0.2367933690547943,0.1304260939359665,0.2667657732963562,0.17719252407550812,0.2468639612197876,0.07053854316473007,0.10690975189208984,0.11173157393932343
after,0.21973377466201782,0.17679904401302338,0.12672331929206848,0.36224013566970825,0.19914907217025757,0.37890323996543884,0.16333633661270142,0.4565047025680542,0.22158725559711456,0.04680781438946724,0.16608688235282898
winning,0.10492657124996185,0.12103220075368881,0.12377876788377762,0.22644607722759247,0.15488988161087036,0.18548402190208435,0.09588688611984253,0.30045071244239807,0.13362841308116913,0.1604553908109665,0.1251823455095291
a,0.3320399522781372,0.2576078176498413,0.21448606252670288,0.17203083634376526,0.3864384889602661,0.45503583550453186,0.26229962706565857,0.5829201340675354,0.27217230200767517,0.27093344926834106,0.23916715383529663
competition,0.18313148617744446,0.16494813561439514,0.20346462726593018,0.1907191425561905,0.1779802143573761,0.20617300271987915,0.16142509877681732,0.257230669260025,0.1627759039402008,0.2120024859905243,0.1394461691379547
in,0.30808621644973755,0.3256937265396118,0.2393922507762909,0.3815755248069763,0.3090210556983948,0.45010748505592346,0.26063278317451477,0.6662389636039734,0.28862449526786804,0.25095683336257935,0.20430970191955566
1891,0.16301026940345764,0.1876090168952942,0.06732667982578278,0.10584098845720291,-0.03553405776619911,0.12991809844970703,0.1396685540676117,0.20667614042758942,0.15869231522083282,0.13801345229148865,0.17882704734802246
to,0.455847829580307,0.2658686637878418,0.2771066129207611,0.31913647055625916,0.40058770775794983,1.0,0.38783395290374756,0.535392165184021,0.26116618514060974,0.18702681362628937,0.29463258385658264
extend,0.30407145619392395,0.13764040172100067,0.13617755472660065,0.1383703052997589,0.1856326013803482,0.3343263864517212,0.25622376799583435,0.29680711030960083,0.22164015471935272,0.2021203339099884,0.2181791514158249
the,0.42745697498321533,0.3159640431404114,0.22837378084659576,0.3906462490558624,0.3718377649784088,0.535392165184021,0.2602573335170746,1.0,0.38631999492645264,0.33251336216926575,0.22068053483963013
museum,0.1771627515554428,0.33589062094688416,0.15750475227832794,0.16107067465782166,0.15161366760730743,0.1640389859676361,0.18379004299640656,0.24861779808998108,0.12107153236865997,0.3074198365211487,0.14128351211547852
.,0.3567904531955719,0.275610089302063,0.22580863535404205,0.3378238379955292,0.33111312985420227,0.4645031690597534,0.275961309671402,0.5934505462646484,0.31122034788131714,0.2680695950984955,0.4130953550338745
