,what,approach,did,oppenheimer,advocate,?
michael,0.12049687653779984,0.07457467913627625,0.14375849068164825,0.28173962235450745,0.09431778639554977,0.0667748749256134
oppenheimer,0.24552638828754425,0.1696910709142685,0.19551843404769897,1.0000001192092896,0.20200411975383759,0.24337561428546906
",",0.3087472915649414,0.3155236542224884,0.3015086054801941,0.36348146200180054,0.26894113421440125,0.31091248989105225
a,0.3320399522781372,0.2336270660161972,0.2552328109741211,0.28151342272758484,0.23267892003059387,0.23916715383529663
long-time,0.25877851247787476,0.16422630846500397,0.22892974317073822,0.26285871863365173,0.1726359874010086,0.2553507387638092
participant,0.2155882716178894,0.15376786887645721,0.2045585960149765,0.2134111225605011,0.27059420943260193,0.150935098528862
in,0.30808621644973755,0.17494414746761322,0.2593238651752472,0.25397396087646484,0.16992348432540894,0.20430970191955566
the,0.42745697498321533,0.1999826431274414,0.34736719727516174,0.22377723455429077,0.16703304648399353,0.22068053483963013
ipcc,0.33176189661026,0.22520096600055695,0.2459706962108612,0.3620257079601288,0.24014730751514435,0.22295254468917847
and,0.31309178471565247,0.2348477989435196,0.34479495882987976,0.295631468296051,0.26004573702812195,0.20544172823429108
coordinating,0.21193422377109528,0.267236590385437,0.11774664372205734,0.16578765213489532,0.2825976610183716,0.16846343874931335
lead,0.19642074406147003,0.11603130400180817,0.2009882926940918,0.21163377165794373,0.209087535738945,0.14552436769008636
author,0.18480391800403595,0.1549728810787201,0.15258380770683289,0.32995179295539856,0.3673427104949951,0.14162757992744446
of,0.33290785551071167,0.20773443579673767,0.2513895630836487,0.23665529489517212,0.22164754569530487,0.1826142966747284
the,0.42745697498321533,0.1999826431274414,0.34736719727516174,0.22377723455429077,0.16703304648399353,0.22068053483963013
fifth,0.15292538702487946,0.09043548256158829,0.16395080089569092,0.14412043988704681,0.14560261368751526,0.13128890097141266
assessment,0.3237532377243042,0.2817044258117676,0.18798646330833435,0.26998597383499146,0.3104449510574341,0.22666098177433014
report,0.2868559956550598,0.2768469750881195,0.2986995279788971,0.29821091890335083,0.27817365527153015,0.3138936758041382
conceded,0.2614031732082367,0.21304959058761597,0.32678934931755066,0.17705243825912476,0.2436843365430832,0.23769798874855042
in,0.30808621644973755,0.17494414746761322,0.2593238651752472,0.25397396087646484,0.16992348432540894,0.20430970191955566
science,0.2612018585205078,0.24830028414726257,0.14819081127643585,0.32110539078712463,0.21036149561405182,0.17974960803985596
magazine,0.16423653066158295,0.1347794383764267,0.14056919515132904,0.28111737966537476,0.19496922194957733,0.15570664405822754
's,0.02692362666130066,-0.010854327119886875,0.05069678649306297,-0.01576823741197586,0.06368985027074814,-0.023395681753754616
state,0.24273863434791565,0.11461769044399261,0.152080237865448,0.16159690916538239,0.2121334969997406,0.1160883978009224
of,0.33290785551071167,0.20773443579673767,0.2513895630836487,0.23665529489517212,0.22164754569530487,0.1826142966747284
the,0.42745697498321533,0.1999826431274414,0.34736719727516174,0.22377723455429077,0.16703304648399353,0.22068053483963013
planet,0.2183026820421219,0.2315022349357605,0.14096175134181976,0.21082265675067902,0.15590950846672058,0.16979767382144928
2008-2009,-0.1394445151090622,-0.2493373453617096,-0.06541290879249573,0.07958672195672989,-0.005776558071374893,-0.11141005158424377
some,0.4491020441055298,0.2465895414352417,0.42553430795669556,0.1535964459180832,0.19650627672672272,0.2562315762042999
limitations,0.32129794359207153,0.312136709690094,0.2643439769744873,0.20622767508029938,0.2595529556274414,0.2837134301662445
of,0.33290785551071167,0.20773443579673767,0.2513895630836487,0.23665529489517212,0.22164754569530487,0.1826142966747284
the,0.42745697498321533,0.1999826431274414,0.34736719727516174,0.22377723455429077,0.16703304648399353,0.22068053483963013
ipcc,0.33176189661026,0.22520096600055695,0.2459706962108612,0.3620257079601288,0.24014730751514435,0.22295254468917847
consensus,0.40389591455459595,0.27389779686927795,0.23177483677864075,0.20323099195957184,0.252366840839386,0.3630031645298004
approach,0.2636874318122864,0.9999998807907104,0.1463547945022583,0.1696910709142685,0.20745517313480377,0.181949645280838
and,0.31309178471565247,0.2348477989435196,0.34479495882987976,0.295631468296051,0.26004573702812195,0.20544172823429108
asks,0.36185693740844727,0.0829659104347229,0.3270360827445984,0.2579749524593353,0.19409067928791046,0.29930803179740906
for,0.3017193675041199,0.21104669570922852,0.318512886762619,0.22505240142345428,0.27904030680656433,0.264628142118454
concurring,0.290110319852829,0.2621740698814392,0.25058603286743164,0.21151846647262573,0.2791803479194641,0.2034820169210434
",",0.3087472915649414,0.3155236542224884,0.3015086054801941,0.36348146200180054,0.26894113421440125,0.31091248989105225
smaller,0.23730900883674622,0.16989096999168396,0.17010630667209625,0.023261021822690964,0.08991871774196625,0.17881669104099274
