,the,bruins,belong,to,which,college,?
the,1.0,0.2325112223625183,0.27031847834587097,0.535392165184021,0.6521818041801453,0.19751401245594025,0.22068053483963013
ucla,0.19696348905563354,0.4450038969516754,0.06540417671203613,0.2177090346813202,0.20724564790725708,0.4813430607318878,0.12076085060834885
bruins,0.2325112223625183,0.9999998807907104,0.08051642775535583,0.16135986149311066,0.12875641882419586,0.2783423662185669,0.12275101244449615
and,0.5171257257461548,0.20331767201423645,0.2474735528230667,0.48971283435821533,0.506277859210968,0.24619808793067932,0.20544172823429108
the,1.0,0.2325112223625183,0.27031847834587097,0.535392165184021,0.6521818041801453,0.19751401245594025,0.22068053483963013
usc,0.1807693988084793,0.3440922498703003,0.04824836179614067,0.20703080296516418,0.1278369128704071,0.3729379177093506,0.0950627475976944
trojans,0.28302961587905884,0.2603652775287628,0.10560569167137146,0.19427073001861572,0.25902095437049866,0.21673177182674408,0.14886076748371124
both,0.4931981563568115,0.13805902004241943,0.22039590775966644,0.3897709250450134,0.5140923857688904,0.1631411612033844,0.19455738365650177
field,0.2105809599161148,0.1642874926328659,0.08255718648433685,0.2647967040538788,0.21286733448505402,0.18991245329380035,0.11279727518558502
teams,0.3164927661418915,0.44273895025253296,0.16061165928840637,0.2634691894054413,0.22479400038719177,0.2355937361717224,0.11150168627500534
in,0.6662389636039734,0.22853615880012512,0.23382951319217682,0.45010748505592346,0.4840516746044159,0.2160365730524063,0.20430970191955566
ncaa,0.24887123703956604,0.37627002596855164,0.12532170116901398,0.24829697608947754,0.19999803602695465,0.41922467947006226,0.14618685841560364
division,0.26203617453575134,0.23078776895999908,0.1733834594488144,0.20332986116409302,0.27775809168815613,0.20711952447891235,0.08900629729032516
i,0.26687872409820557,0.2021050602197647,0.18392424285411835,0.3140375316143036,0.25654318928718567,0.16589362919330597,0.4695145785808563
in,0.6662389636039734,0.22853615880012512,0.23382951319217682,0.45010748505592346,0.4840516746044159,0.2160365730524063,0.20430970191955566
the,1.0,0.2325112223625183,0.27031847834587097,0.535392165184021,0.6521818041801453,0.19751401245594025,0.22068053483963013
pac-12,0.1772192418575287,0.22316046059131622,0.06252801418304443,0.20812460780143738,0.17036284506320953,0.1363973766565323,0.09080679714679718
conference,0.25393402576446533,0.32769331336021423,0.10304274410009384,0.2324119359254837,0.178037628531456,0.31445759534835815,0.11172781884670258
",",0.4933079481124878,0.22130797803401947,0.3347422182559967,0.44245919585227966,0.3658004403114319,0.23942269384860992,0.31091248989105225
and,0.5171257257461548,0.20331767201423645,0.2474735528230667,0.48971283435821533,0.506277859210968,0.24619808793067932,0.20544172823429108
there,0.47025805711746216,0.12507018446922302,0.2879621684551239,0.40669289231300354,0.45256471633911133,0.16884030401706696,0.29405656456947327
is,0.5823672413825989,0.1224231868982315,0.2787644863128662,0.42745086550712585,0.4457404911518097,0.15433147549629211,0.22961433231830597
a,0.5829201340675354,0.13289961218833923,0.21660050749778748,0.45503583550453186,0.56894451379776,0.20302298665046692,0.23916715383529663
longtime,0.2717287242412567,0.20782335102558136,0.11652030795812607,0.27073341608047485,0.2204979509115219,0.19940368831157684,0.07657656818628311
rivalry,0.227608323097229,0.2757379114627838,0.17423400282859802,0.18505331873893738,0.2244318276643753,0.2078542560338974,0.09352650493383408
between,0.39067012071609497,0.10664961487054825,0.19746752083301544,0.3639189600944519,0.395174115896225,0.11339741945266724,0.12887074053287506
the,1.0,0.2325112223625183,0.27031847834587097,0.535392165184021,0.6521818041801453,0.19751401245594025,0.22068053483963013
schools,0.22905772924423218,0.1467583328485489,0.19585004448890686,0.2362271547317505,0.23417861759662628,0.43561235070228577,0.18349280953407288
.,0.5934505462646484,0.16212280094623566,0.23404979705810547,0.4645031690597534,0.45942068099975586,0.24378922581672668,0.4130953550338745
