,which,doctors,were,featured,in,the,four,doctors,?
in,0.4840516746044159,0.1817551702260971,0.3815755248069763,0.2658694386482239,1.0,0.6662389636039734,0.3085027039051056,0.1817551702260971,0.20430970191955566
2010,0.18768779933452606,0.15688341856002808,0.3102222681045532,0.13176637887954712,0.2692960798740387,0.31722962856292725,0.15523993968963623,0.15688341856002808,0.21232788264751434
",",0.3658004403114319,0.18616431951522827,0.36755475401878357,0.27189624309539795,0.5201468467712402,0.4933079481124878,0.31238991022109985,0.18616431951522827,0.31091248989105225
peter,0.15755018591880798,0.12479709833860397,0.16788648068904877,0.16502900421619415,0.168073832988739,0.24086274206638336,0.17139685153961182,0.12479709833860397,0.11650477349758148
davison,0.15748091042041779,0.23282039165496826,0.22672274708747864,0.24724295735359192,0.2759539783000946,0.2947586476802826,0.20582452416419983,0.23282039165496826,0.16515596210956573
",",0.3658004403114319,0.18616431951522827,0.36755475401878357,0.27189624309539795,0.5201468467712402,0.4933079481124878,0.31238991022109985,0.18616431951522827,0.31091248989105225
colin,0.1516566127538681,0.17429324984550476,0.10995586216449738,0.14897528290748596,0.1577783077955246,0.2017749547958374,0.20842036604881287,0.17429324984550476,0.12176632136106491
baker,0.13359814882278442,0.18718360364437103,0.13624894618988037,0.24090786278247833,0.1998102366924286,0.23057734966278076,0.15091270208358765,0.18718360364437103,0.1649734377861023
",",0.3658004403114319,0.18616431951522827,0.36755475401878357,0.27189624309539795,0.5201468467712402,0.4933079481124878,0.31238991022109985,0.18616431951522827,0.31091248989105225
sylvester,0.1708250790834427,0.13618825376033783,0.1504908800125122,0.21989813446998596,0.1992335170507431,0.19085350632667542,0.10165973007678986,0.13618825376033783,0.20105667412281036
mccoy,0.1620531976222992,0.13730554282665253,0.18052701652050018,0.2289268523454666,0.18623396754264832,0.21240413188934326,0.12002569437026978,0.13730554282665253,0.14259184896945953
and,0.506277859210968,0.22853690385818481,0.42175528407096863,0.26700839400291443,0.4954058527946472,0.5171257257461548,0.34700489044189453,0.22853690385818481,0.20544172823429108
paul,0.15805208683013916,0.16228224337100983,0.17724290490150452,0.1953619122505188,0.21331322193145752,0.19191958010196686,0.17871198058128357,0.16228224337100983,0.16611461341381073
mcgann,0.193717360496521,0.2598719894886017,0.17745403945446014,0.2788046598434448,0.2946896553039551,0.2965668737888336,0.17424553632736206,0.2598719894886017,0.22053363919258118
came,0.23567067086696625,0.1660497486591339,0.4644804000854492,0.23563353717327118,0.29996100068092346,0.39390382170677185,0.21404291689395905,0.1660497486591339,0.1739392727613449
together,0.3194063603878021,0.16829261183738708,0.2806561589241028,0.14781999588012695,0.3252169191837311,0.26662585139274597,0.27964985370635986,0.16829261183738708,0.1690303236246109
again,0.3812651038169861,0.1691434383392334,0.2806735932826996,0.16373211145401,0.3318929970264435,0.4104243218898773,0.21357636153697968,0.1691434383392334,0.2679590880870819
to,0.5345056653022766,0.2947743237018585,0.31913647055625916,0.1969822198152542,0.45010748505592346,0.535392165184021,0.2803118824958801,0.2947743237018585,0.29463258385658264
star,0.1758396476507187,0.05349458381533623,0.13895036280155182,0.2548280954360962,0.22244247794151306,0.253978431224823,0.23837772011756897,0.05349458381533623,0.10727278888225555
in,0.4840516746044159,0.1817551702260971,0.3815755248069763,0.2658694386482239,1.0,0.6662389636039734,0.3085027039051056,0.1817551702260971,0.20430970191955566
the,0.6521818041801453,0.24499839544296265,0.3906462490558624,0.28660184144973755,0.6662389636039734,1.0,0.40344667434692383,0.24499839544296265,0.22068053483963013
audio,0.22437843680381775,0.1659821718931198,0.134166419506073,0.3058112561702728,0.12252579629421234,0.19614098966121674,0.10347927361726761,0.1659821718931198,0.14977853000164032
drama,0.20834355056285858,0.18805575370788574,0.1735539585351944,0.273864209651947,0.24534137547016144,0.2408958077430725,0.1632739007472992,0.18805575370788574,0.21114452183246613
the,0.6521818041801453,0.24499839544296265,0.3906462490558624,0.28660184144973755,0.6662389636039734,1.0,0.40344667434692383,0.24499839544296265,0.22068053483963013
four,0.37497180700302124,0.16058917343616486,0.3769223988056183,0.2409423589706421,0.3085027039051056,0.40344667434692383,1.0,0.16058917343616486,0.14532537758350372
doctors,0.21964778006076813,1.0,0.2462945580482483,0.12192442268133163,0.1817551702260971,0.24499839544296265,0.16058917343616486,1.0,0.19305896759033203
.,0.45942068099975586,0.1993139684200287,0.3378238379955292,0.27540460228919983,0.5591574311256409,0.5934505462646484,0.3278861939907074,0.1993139684200287,0.4130953550338745
