,when,did,he,talk,about,his,thoughts,on,gender,?
in,0.4431333839893341,0.2593238651752472,0.41690486669540405,0.18162277340888977,0.39797019958496094,0.3598145842552185,0.17488354444503784,0.46853652596473694,0.20639578998088837,0.20430970191955566
1926,0.09784713387489319,0.0369836650788784,0.18209150433540344,0.029482098296284676,0.09796562045812607,0.12447148561477661,-0.0052190194837749004,0.0634738877415657,0.07460041344165802,-0.04186006262898445
",",0.36674630641937256,0.3015086054801941,0.40251094102859497,0.29342958331108093,0.3877100944519043,0.3378419280052185,0.3122539818286896,0.49057599902153015,0.21584902703762054,0.31091248989105225
tesla,0.1504557579755783,0.09757418930530548,0.12373391538858414,0.1718684434890747,0.16756023466587067,0.1580733060836792,0.14713582396507263,0.16159376502037048,0.18101604282855988,0.10250775516033173
commented,0.2018691748380661,0.3255138397216797,0.23653866350650787,0.3987957537174225,0.33294597268104553,0.27763500809669495,0.4492197334766388,0.2944832146167755,0.19912579655647278,0.3367394208908081
on,0.37706470489501953,0.2670976221561432,0.32403138279914856,0.2979150712490082,0.322975218296051,0.32064297795295715,0.26352882385253906,0.9999999403953552,0.1559171974658966,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.4571082592010498,0.2565208673477173,0.37995871901512146,0.4394008219242096,0.24417150020599365,0.5107308030128479,0.24119289219379425,0.22068053483963013
ills,0.2809687852859497,0.1686141937971115,0.17959871888160706,0.1652449667453766,0.19614532589912415,0.20240110158920288,0.27559420466423035,0.21888607740402222,0.09107334911823273,0.14956198632717133
of,0.3757161796092987,0.2513895630836487,0.38706058263778687,0.15524029731750488,0.40939709544181824,0.38364991545677185,0.23248493671417236,0.3966929316520691,0.20023681223392487,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.4571082592010498,0.2565208673477173,0.37995871901512146,0.4394008219242096,0.24417150020599365,0.5107308030128479,0.24119289219379425,0.22068053483963013
social,0.17212750017642975,0.1977856606245041,0.2222367823123932,0.24397125840187073,0.19290144741535187,0.16827721893787384,0.30144429206848145,0.24255602061748505,0.39109474420547485,0.1615191102027893
subservience,0.24281854927539825,0.29430466890335083,0.24381381273269653,0.384634405374527,0.33307144045829773,0.2627188265323639,0.46062934398651123,0.3271934688091278,0.36304226517677307,0.32067832350730896
of,0.3757161796092987,0.2513895630836487,0.38706058263778687,0.15524029731750488,0.40939709544181824,0.38364991545677185,0.23248493671417236,0.3966929316520691,0.20023681223392487,0.1826142966747284
women,0.1503998041152954,0.24222777783870697,0.2777116000652313,0.11733032763004303,0.20310282707214355,0.17814773321151733,0.15197061002254486,0.15954512357711792,0.4116610288619995,0.1616753786802292
and,0.4716290831565857,0.34479495882987976,0.45427167415618896,0.2586424648761749,0.3875081241130829,0.4234102666378021,0.30207374691963196,0.4077630043029785,0.2679629623889923,0.20544172823429108
the,0.5091903209686279,0.34736719727516174,0.4571082592010498,0.2565208673477173,0.37995871901512146,0.4394008219242096,0.24417150020599365,0.5107308030128479,0.24119289219379425,0.22068053483963013
struggle,0.18567338585853577,0.21746955811977386,0.23973122239112854,0.16641609370708466,0.2520945966243744,0.3421631455421448,0.3259178102016449,0.17675885558128357,0.3119012117385864,0.1330908089876175
of,0.3757161796092987,0.2513895630836487,0.38706058263778687,0.15524029731750488,0.40939709544181824,0.38364991545677185,0.23248493671417236,0.3966929316520691,0.20023681223392487,0.1826142966747284
women,0.1503998041152954,0.24222777783870697,0.2777116000652313,0.11733032763004303,0.20310282707214355,0.17814773321151733,0.15197061002254486,0.15954512357711792,0.4116610288619995,0.1616753786802292
toward,0.34187865257263184,0.1586475372314453,0.20798923075199127,0.1879826784133911,0.25998514890670776,0.2604418694972992,0.2510323226451874,0.27233201265335083,0.21338430047035217,0.09989774227142334
gender,0.1586393415927887,0.1813037395477295,0.1903381496667862,0.2520811855792999,0.21656197309494019,0.17840737104415894,0.33574920892715454,0.1559171974658966,1.0,0.22791960835456848
equality,0.1708270162343979,0.20039963722229004,0.23375406861305237,0.2052629590034485,0.19444438815116882,0.23609521985054016,0.3201598823070526,0.16688957810401917,0.48299604654312134,0.19821703433990479
",",0.36674630641937256,0.3015086054801941,0.40251094102859497,0.29342958331108093,0.3877100944519043,0.3378419280052185,0.3122539818286896,0.49057599902153015,0.21584902703762054,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.45427167415618896,0.2586424648761749,0.3875081241130829,0.4234102666378021,0.30207374691963196,0.4077630043029785,0.2679629623889923,0.20544172823429108
indicated,0.25539880990982056,0.21650709211826324,0.14635415375232697,0.2362397313117981,0.22327713668346405,0.18182715773582458,0.1612083911895752,0.2782304584980011,0.18619365990161896,0.20115208625793457
that,0.5860282182693481,0.47518548369407654,0.36068853735923767,0.3631998598575592,0.4500710964202881,0.3173833191394806,0.39568641781806946,0.42569106817245483,0.25786182284355164,0.32716336846351624
humanity,0.163704052567482,0.17672929167747498,0.27755698561668396,0.2365911453962326,0.20240271091461182,0.25798872113227844,0.3154984712600708,0.15774355828762054,0.37591809034347534,0.2241877019405365
's,-0.03368149697780609,0.05069678649306297,0.024063590914011,0.011726080439984798,-0.020936643704771996,0.047556519508361816,0.022276051342487335,0.0026888418942689896,-0.06712488830089569,-0.023395681753754616
future,0.23691968619823456,0.23607341945171356,0.24397367238998413,0.27770477533340454,0.23769016563892365,0.2392699122428894,0.36141860485076904,0.15693047642707825,0.15076124668121338,0.3367180824279785
would,0.4219970703125,0.6268245577812195,0.27278512716293335,0.36662495136260986,0.2849528193473816,0.292866975069046,0.34995898604393005,0.35589995980262756,0.2248656153678894,0.37178951501846313
