,what,is,the,name,of,the,stadium,in,san,francisco,bay,area,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21145665645599365,0.6662389636039734,0.2858080565929413,0.25086042284965515,0.2441686987876892,0.37834644317626953,0.22068053483963013
league,0.16616638004779816,0.1591515690088272,0.2724147439002991,0.1580641269683838,0.23588460683822632,0.2724147439002991,0.3161369860172272,0.22963495552539825,0.1909821480512619,0.1808435320854187,0.22867654263973236,0.23365391790866852,0.15941482782363892
eventually,0.28470873832702637,0.18755480647087097,0.42022404074668884,0.16192349791526794,0.313495934009552,0.42022404074668884,0.11016884446144104,0.3575967252254486,0.17987598478794098,0.18357032537460327,0.1445460021495819,0.1515447348356247,0.13642115890979767
narrowed,0.25415581464767456,0.19825032353401184,0.3612460196018219,0.1297641545534134,0.2496551126241684,0.3612460196018219,0.16127634048461914,0.21199606359004974,0.1411656141281128,0.14547832310199738,0.23891521990299225,0.2464132010936737,0.1559450924396515
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21145665645599365,0.6662389636039734,0.2858080565929413,0.25086042284965515,0.2441686987876892,0.37834644317626953,0.22068053483963013
bids,0.11914563924074173,0.16304871439933777,0.2717687487602234,0.06371021270751953,0.26786938309669495,0.2717687487602234,0.2175513356924057,0.23701345920562744,0.08113818615674973,0.07338255643844604,0.06965621560811996,0.11038852483034134,0.13915638625621796
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2075904905796051,0.45010748505592346,0.21651452779769897,0.21318043768405914,0.15862606465816498,0.2797197997570038,0.29463258385658264
three,0.24888746440410614,0.23072560131549835,0.43452659249305725,0.1462973952293396,0.3844621181488037,0.43452659249305725,0.10102047026157379,0.34828072786331177,0.16826774179935455,0.17635171115398407,0.22799807786941528,0.1964956521987915,0.20928427577018738
sites,0.23563508689403534,0.2070067971944809,0.2751152217388153,0.1365012526512146,0.24120540916919708,0.2751152217388153,0.2154092788696289,0.2618137300014496,0.12291532009840012,0.10680905729532242,0.14071621000766754,0.2600058317184448,0.20032718777656555
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.03403344005346298,0.007205923553556204,0.020521078258752823,-0.048777103424072266,-0.062115348875522614,-0.08277121931314468,-0.07871101796627045,-0.07156077772378922
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.17546728253364563,0.3758552670478821,0.22082360088825226,0.2623673379421234,0.2279820740222931,0.16119444370269775,0.14782847464084625
orleans,0.14538788795471191,0.1614922136068344,0.22309443354606628,0.14456430077552795,0.20952944457530975,0.22309443354606628,0.13913080096244812,0.20925204455852509,0.30649060010910034,0.3442530632019043,0.3409731388092041,0.21813926100730896,0.13097690045833588
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.3737941086292267,0.39136970043182373,0.474788099527359,0.17962510883808136,0.4158826768398285,0.19414301216602325,0.1600075662136078,0.185714989900589,0.2060522437095642,0.330942302942276
mercedes-benz,0.15212507545948029,0.12088383734226227,0.19218237698078156,0.25027787685394287,0.17663422226905823,0.19218237698078156,0.22348326444625854,0.2120264321565628,0.26810982823371887,0.24120178818702698,0.09854079782962799,0.09328524023294449,0.20224438607692719
superdome,0.13333910703659058,0.2004878968000412,0.24818874895572662,0.20495690405368805,0.19121742248535156,0.24818874895572662,0.4002038836479187,0.2625907063484192,0.26198190450668335,0.2529340982437134,0.16591648757457733,0.17000451683998108,0.10737294703722
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2056228220462799,0.5201468467712402,0.25561806559562683,0.22144022583961487,0.26044994592666626,0.2664283812046051,0.31091248989105225
miami,0.1000966876745224,0.15470117330551147,0.19180938601493835,0.12913408875465393,0.15650133788585663,0.19180938601493835,0.2434653639793396,0.17197883129119873,0.3835955858230591,0.36394280195236206,0.2541936933994293,0.22475723922252655,0.14054250717163086
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.06718146800994873,-0.037580832839012146,-0.022058377042412758,0.024126283824443817,0.04795898124575615,-0.002423585159704089,-0.023395681753754616
sun,0.207769975066185,0.19175934791564941,0.258540540933609,0.17632262408733368,0.22858914732933044,0.258540540933609,0.14790156483650208,0.16873624920845032,0.19028885662555695,0.16275788843631744,0.15651625394821167,0.13395428657531738,0.1497713327407837
life,0.24693015217781067,0.2110576033592224,0.23528170585632324,0.22854015231132507,0.2788603901863098,0.23528170585632324,0.10503630340099335,0.27054134011268616,0.1469491869211197,0.1663951873779297,0.11827374249696732,0.05918777361512184,0.21677987277507782
stadium,0.12456028908491135,0.18311816453933716,0.21145665645599365,0.1942804455757141,0.17126937210559845,0.21145665645599365,1.0,0.21361783146858215,0.2035229355096817,0.21494066715240479,0.22726500034332275,0.22079673409461975,0.07579939067363739
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2056228220462799,0.5201468467712402,0.25561806559562683,0.22144022583961487,0.26044994592666626,0.2664283812046051,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.11777293682098389,0.4954058527946472,0.23541347682476044,0.2290353924036026,0.18794362246990204,0.3044000566005707,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21145665645599365,0.6662389636039734,0.2858080565929413,0.25086042284965515,0.2441686987876892,0.37834644317626953,0.22068053483963013
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.2035229355096817,0.2617562413215637,0.9999999403953552,0.8108479976654053,0.38444605469703674,0.22260162234306335,0.10952327400445938
francisco,0.17887917160987854,0.12765364348888397,0.25086042284965515,0.10963184386491776,0.19117538630962372,0.25086042284965515,0.21494066715240479,0.21278683841228485,0.8108479976654053,1.0,0.3707815408706665,0.2213580310344696,0.1020219698548317
bay,0.20251236855983734,0.1959105283021927,0.2441686987876892,0.17973171174526215,0.20480380952358246,0.2441686987876892,0.22726500034332275,0.1926257163286209,0.38444605469703674,0.3707815408706665,1.0000001192092896,0.32755857706069946,0.10773546993732452
area,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.205547034740448,0.3409860134124756,0.37834644317626953,0.22079673409461975,0.33632898330688477,0.22260162234306335,0.2213580310344696,0.32755857706069946,1.0,0.12640461325645447
