,what,happened,to,prompt,nasa,to,record,over,archived,magnetic,tapes,?
during,0.24137552082538605,0.4396517276763916,0.2828781306743622,0.16716188192367554,0.16740816831588745,0.2828781306743622,0.2749153673648834,0.3472751975059509,0.1112871915102005,0.09673522412776947,0.20939703285694122,0.1325719803571701
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.25219371914863586,0.19786997139453888,0.535392165184021,0.23569516837596893,0.39856547117233276,0.17971982061862946,0.18611927330493927,0.2105327844619751,0.22068053483963013
following,0.2506418824195862,0.2579670250415802,0.31711265444755554,0.24413402378559113,0.12115547806024551,0.31711265444755554,0.1250866800546646,0.27349916100502014,0.27389806509017944,0.20897643268108368,0.15502044558525085,0.1555173695087433
years,0.1981470286846161,0.3024853467941284,0.23891852796077728,0.04578712210059166,0.16632191836833954,0.23891852796077728,0.24372375011444092,0.3751278817653656,0.21038486063480377,0.17806421220302582,0.22968308627605438,0.1914375126361847
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.22843270003795624,0.18665438890457153,0.44245919585227966,0.28093910217285156,0.3301127254962921,0.17903780937194824,0.15619294345378876,0.1773630827665329,0.31091248989105225
a,0.3320399522781372,0.2774496078491211,0.45503583550453186,0.236772358417511,0.19403119385242462,0.45503583550453186,0.2588478624820709,0.32199642062187195,0.11231409758329391,0.19198331236839294,0.25973808765411377,0.23916715383529663
magnetic,0.19557252526283264,0.12658070027828217,0.23495057225227356,0.1933947652578354,0.21487396955490112,0.23495057225227356,0.2062637209892273,0.18886874616146088,0.23668956756591797,1.0,0.3026624917984009,0.10858146101236343
tape,0.18888257443904877,0.11630917340517044,0.2686920464038849,0.1756611466407776,0.189670592546463,0.2686920464038849,0.33506345748901367,0.24702736735343933,0.26321467757225037,0.3998313248157501,0.7350388169288635,0.13937829434871674
shortage,0.2864443063735962,0.3113290071487427,0.3648369014263153,0.17872317135334015,0.16474606096744537,0.3648369014263153,0.10493401437997818,0.28119221329689026,0.16821080446243286,0.15553098917007446,0.13789620995521545,0.19423167407512665
prompted,0.20217911899089813,0.22863614559173584,0.30564406514167786,0.7643234133720398,0.0863238275051117,0.30564406514167786,0.1326964944601059,0.28972047567367554,0.23943369090557098,0.11837232112884521,0.18462984263896942,0.13139130175113678
nasa,0.21178755164146423,0.12121786177158356,0.21193136274814606,0.11174547672271729,1.0000001192092896,0.21193136274814606,0.1930224597454071,0.14846761524677277,0.2637903690338135,0.21487396955490112,0.26196983456611633,0.1809994876384735
to,0.455847829580307,0.2299996316432953,1.0,0.27900853753089905,0.21193136274814606,1.0,0.22007153928279877,0.38635820150375366,0.22197987139225006,0.23495057225227356,0.26465630531311035,0.29463258385658264
remove,0.34429627656936646,0.17006395757198334,0.37910619378089905,0.29123857617378235,0.17804288864135742,0.37910619378089905,0.12191179394721985,0.23702727258205414,0.225377157330513,0.1672675758600235,0.17548497021198273,0.32355964183807373
massive,0.2346794754266739,0.3182126581668854,0.18576151132583618,0.24210643768310547,0.22111235558986664,0.18576151132583618,0.20452967286109924,0.26259925961494446,0.12048749625682831,0.2241402417421341,0.07408936321735382,0.17558397352695465
numbers,0.24586999416351318,0.15236617624759674,0.29515770077705383,0.1880178600549698,0.06829340010881424,0.29515770077705383,0.13086968660354614,0.19824041426181793,0.2112630307674408,0.22009438276290894,0.21246114373207092,0.19297972321510315
of,0.33290785551071167,0.30501094460487366,0.41548454761505127,0.1531810164451599,0.17935146391391754,0.41548454761505127,0.19289259612560272,0.36136594414711,0.07385847717523575,0.16237565875053406,0.22208455204963684,0.1826142966747284
magnetic,0.19557252526283264,0.12658070027828217,0.23495057225227356,0.1933947652578354,0.21487396955490112,0.23495057225227356,0.2062637209892273,0.18886874616146088,0.23668956756591797,1.0,0.3026624917984009,0.10858146101236343
tapes,0.21204043924808502,0.17152270674705505,0.26465630531311035,0.16228915750980377,0.26196983456611633,0.26465630531311035,0.3126857280731201,0.24407018721103668,0.29989752173423767,0.3026624917984009,1.0,0.17198848724365234
from,0.2737620174884796,0.21165096759796143,0.4069952368736267,0.11866538226604462,0.18990451097488403,0.4069952368736267,0.21346263587474823,0.37539660930633545,0.19557727873325348,0.14423491060733795,0.18808875977993011,0.19969791173934937
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.25219371914863586,0.19786997139453888,0.535392165184021,0.23569516837596893,0.39856547117233276,0.17971982061862946,0.18611927330493927,0.2105327844619751,0.22068053483963013
national,0.16882304847240448,0.1340206414461136,0.21067756414413452,0.08508586138486862,0.2143600732088089,0.21067756414413452,0.14298361539840698,0.23819220066070557,0.16140055656433105,0.07248175889253616,0.0777374729514122,0.15643028914928436
archives,0.18980082869529724,0.18743233382701874,0.22382298111915588,0.21730923652648926,0.24483217298984528,0.22382298111915588,0.2245159149169922,0.2269265055656433,0.7971820831298828,0.1964375078678131,0.2855861186981201,0.24684664607048035
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.28214430809020996,0.12810774147510529,0.48971283435821533,0.23470573127269745,0.4021143913269043,0.11740890145301819,0.1990627944469452,0.2145281732082367,0.20544172823429108
records,0.17999422550201416,0.17608651518821716,0.1657545268535614,0.0648450031876564,0.1333082765340805,0.1657545268535614,0.6671046018600464,0.2541402578353882,0.20980654656887054,0.13886870443820953,0.33512112498283386,0.12384546548128128
administration,0.2483910471200943,0.16309331357479095,0.2658160626888275,0.22191709280014038,0.32938507199287415,0.2658160626888275,0.1035519614815712,0.24305368959903717,0.22919003665447235,0.11701679974794388,0.17275705933570862,0.14283715188503265
to,0.455847829580307,0.2299996316432953,1.0,0.27900853753089905,0.21193136274814606,1.0,0.22007153928279877,0.38635820150375366,0.22197987139225006,0.23495057225227356,0.26465630531311035,0.29463258385658264
be,0.3929833769798279,0.259830504655838,0.4972836375236511,0.25668609142303467,0.22388871014118195,0.4972836375236511,0.18642958998680115,0.27136483788490295,0.20282785594463348,0.2283020317554474,0.229167640209198,0.3324260413646698
recorded,0.17687608301639557,0.26658713817596436,0.22252942621707916,0.04861702769994736,0.19915539026260376,0.22252942621707916,0.5839211940765381,0.2804359197616577,0.22201260924339294,0.20251592993736267,0.381733775138855,0.19213420152664185
over,0.28007611632347107,0.33074915409088135,0.38635820150375366,0.2302349954843521,0.14846761524677277,0.38635820150375366,0.29827508330345154,1.0,0.2000569850206375,0.18886874616146088,0.24407018721103668,0.25742942094802856
