,after,what,higher,learning,model,was,the,school,designed,?
it,0.36872005462646484,0.45803478360176086,0.24014347791671753,0.21570803225040436,0.1576850861310959,0.4577186405658722,0.6251175999641418,0.22964634001255035,0.3057002127170563,0.25732165575027466
offered,0.26511937379837036,0.1662205457687378,0.24692334234714508,0.22480890154838562,0.22077465057373047,0.39858749508857727,0.270993173122406,0.20007044076919556,0.2899894714355469,0.22244536876678467
a,0.3831600844860077,0.3320399522781372,0.2608921229839325,0.23662391304969788,0.29218459129333496,0.4508470594882965,0.5829201340675354,0.2245093584060669,0.28430381417274475,0.23916715383529663
classic,0.21739886701107025,0.22214573621749878,0.17784959077835083,0.20187418162822723,0.210112065076828,0.20978301763534546,0.2647959589958191,0.17194195091724396,0.16874825954437256,0.2044331431388855
curriculum,0.12334097921848297,0.21728472411632538,0.23807373642921448,0.3946329951286316,0.1939186006784439,0.13101807236671448,0.21278034150600433,0.478081077337265,0.2185955047607422,0.24092517793178558
on,0.39330315589904785,0.34226128458976746,0.22620901465415955,0.1940586417913437,0.20435898005962372,0.3909217119216919,0.5107308030128479,0.2388053983449936,0.2350989580154419,0.2714994251728058
the,0.4565047025680542,0.42745697498321533,0.3292480409145355,0.2504628002643585,0.14028635621070862,0.48711544275283813,1.0,0.22953221201896667,0.2559613883495331,0.22068053483963013
english,0.148844912648201,0.25060737133026123,0.09938517957925797,0.2636641263961792,0.1344504952430725,0.23000946640968323,0.23982001841068268,0.22081100940704346,0.1064920425415039,0.23251567780971527
university,0.2104455977678299,0.20256435871124268,0.23826853930950165,0.29980435967445374,0.15443859994411469,0.290752112865448,0.263973206281662,0.48676231503486633,0.09839355200529099,0.11887256056070328
model—​​many,0.24666740000247955,0.29383134841918945,0.258907675743103,0.2656448781490326,0.7487898468971252,0.30235543847084045,0.35067546367645264,0.24716119468212128,0.315609872341156,0.18190807104110718
leaders,0.2957238256931305,0.2629711329936981,0.11864754557609558,0.21336431801319122,0.09677806496620178,0.2612215280532837,0.3157886564731598,0.19403377175331116,0.14425955712795258,0.13927052915096283
in,0.44050168991088867,0.30808621644973755,0.23285751044750214,0.2443799525499344,0.2267826348543167,0.45514053106307983,0.6662389636039734,0.26157811284065247,0.22657902538776398,0.20430970191955566
the,0.4565047025680542,0.42745697498321533,0.3292480409145355,0.2504628002643585,0.14028635621070862,0.48711544275283813,1.0,0.22953221201896667,0.2559613883495331,0.22068053483963013
colony,0.22339124977588654,0.26261213421821594,0.09077341854572296,0.1435580998659134,0.1518692821264267,0.25879696011543274,0.2740810811519623,0.19971419870853424,0.10111358761787415,0.13831071555614471
had,0.4133172631263733,0.23849567770957947,0.20919585227966309,0.18129472434520721,0.16580338776111603,0.5927209258079529,0.3875846862792969,0.20507600903511047,0.25204402208328247,0.20728366076946259
attended,0.2553426921367645,0.08783939480781555,0.19386811554431915,0.26555633544921875,0.13354520499706268,0.3633120656013489,0.2369099110364914,0.6139854788780212,0.23544786870479584,0.08268529176712036
the,0.4565047025680542,0.42745697498321533,0.3292480409145355,0.2504628002643585,0.14028635621070862,0.48711544275283813,1.0,0.22953221201896667,0.2559613883495331,0.22068053483963013
university,0.2104455977678299,0.20256435871124268,0.23826853930950165,0.29980435967445374,0.15443859994411469,0.290752112865448,0.263973206281662,0.48676231503486633,0.09839355200529099,0.11887256056070328
of,0.3867455720901489,0.33290785551071167,0.3096220791339874,0.23709416389465332,0.18271391093730927,0.4069072902202606,0.733189046382904,0.2391800880432129,0.2000347077846527,0.1826142966747284
cambridge—​​but,0.22292795777320862,0.20597203075885773,0.17757174372673035,0.2736584544181824,0.18473565578460693,0.2593873143196106,0.24861711263656616,0.2586917281150818,0.10959628969430923,0.18088383972644806
conformed,0.2021864503622055,0.30088672041893005,0.2201649248600006,0.2259904444217682,0.1666048765182495,0.23398524522781372,0.28499260544776917,0.13810154795646667,0.2199028730392456,0.2024557739496231
puritanism,0.15819589793682098,0.3187752962112427,0.14654292166233063,0.25655418634414673,0.1588839888572693,0.21223115921020508,0.20426256954669952,0.16665630042552948,0.08672196418046951,0.21880358457565308
.,0.35870397090911865,0.3567904531955719,0.2524722218513489,0.24872951209545135,0.1938832700252533,0.40146201848983765,0.5934505462646484,0.24214158952236176,0.24422594904899597,0.4130953550338745
