,what,additional,srevice,did,bskyb,offer,besides,video,on,demand,that,they,claimed,offered,``,substantially,more,value,'',?
virgin,0.1343110352754593,0.09563257545232773,0.17165926098823547,0.14743593335151672,0.2653351426124573,0.20510007441043854,0.11549798399209976,0.18069025874137878,0.18324129283428192,0.08285987377166748,0.20092211663722992,0.1944497972726822,0.14999596774578094,0.21048933267593384,-0.007404382340610027,0.15342724323272705,0.18189705908298492,0.10490681231021881,0.037148650735616684,0.11987020075321198
media,0.18292108178138733,0.17092780768871307,0.21115005016326904,0.1758316457271576,0.1461402028799057,0.21645712852478027,0.1410573571920395,0.33708396553993225,0.19591841101646423,0.2287740409374237,0.2675379812717438,0.18253009021282196,0.21517318487167358,0.19579483568668365,-0.11658452451229095,0.19707486033439636,0.1829180270433426,0.11370263248682022,0.05267010256648064,0.1571006178855896
claimed,0.2667301297187805,0.12169096618890762,0.23490393161773682,0.34913167357444763,0.08715818077325821,0.22843971848487854,0.16332033276557922,0.1996684968471527,0.23817035555839539,0.19841913878917694,0.38060468435287476,0.2693699300289154,1.0,0.2948857843875885,0.0019830670207738876,0.2766084671020508,0.1911981850862503,0.13407854735851288,0.022320067510008812,0.2083493024110794
that,0.6297725439071655,0.2874574661254883,0.36278337240219116,0.47518548369407654,0.13467830419540405,0.3168180584907532,0.4139655530452728,0.2561377286911011,0.42569106817245483,0.31761109828948975,1.0,0.5710820555686951,0.38060468435287476,0.27693602442741394,0.05285148695111275,0.4432713985443115,0.4813884496688843,0.2545641362667084,0.007880004122853279,0.32716336846351624
bskyb,0.17457032203674316,0.18609429895877838,0.36823806166648865,0.15346096456050873,1.0000001192092896,0.12592244148254395,0.07135620713233948,0.19804003834724426,0.13935911655426025,0.07470551878213882,0.13467830419540405,0.1337079107761383,0.08715818077325821,0.12191414833068848,0.11686824262142181,0.10800237953662872,0.16778512299060822,0.263511598110199,0.0074076480232179165,0.2979319989681244
had,0.23849567770957947,0.25850483775138855,0.2256813943386078,0.540525496006012,0.14911578595638275,0.2828470468521118,0.3008452355861664,0.17407043278217316,0.36692994832992554,0.2369551807641983,0.4407361149787903,0.4949169158935547,0.40048420429229736,0.4568609297275543,0.0518546998500824,0.28779470920562744,0.35322055220603943,0.08785112202167511,0.024004416540265083,0.20728366076946259
substantially,0.3593144714832306,0.31705841422080994,0.28906774520874023,0.31117701530456543,0.10800237953662872,0.27012765407562256,0.2981288731098175,0.1865798681974411,0.28437095880508423,0.35960930585861206,0.4432713985443115,0.32035303115844727,0.2766084671020508,0.22920572757720947,0.011136313900351524,0.9999999403953552,0.38032129406929016,0.2922457754611969,0.023852607235312462,0.2573455274105072
increased,0.1599731743335724,0.27042287588119507,0.20979905128479004,0.20765343308448792,0.12646733224391937,0.2961618900299072,0.21156799793243408,0.1196635365486145,0.23179513216018677,0.33498415350914,0.28310200572013855,0.2602759301662445,0.252687007188797,0.294704407453537,0.09532531350851059,0.38167378306388855,0.3940040171146393,0.21185749769210815,-0.021542470902204514,0.09587585180997849
the,0.42745697498321533,0.2539002597332001,0.36916130781173706,0.34736719727516174,0.20915858447551727,0.21118608117103577,0.367077499628067,0.2506899833679199,0.5107308030128479,0.27194610238075256,0.5473989248275757,0.49925389885902405,0.2761930227279663,0.270993173122406,0.029072100296616554,0.3244253695011139,0.39758381247520447,0.16908381879329681,0.041273195296525955,0.22068053483963013
asking,0.48389121890068054,0.225248321890831,0.2746252417564392,0.37895697355270386,0.20450104773044586,0.3187011480331421,0.22657328844070435,0.20635268092155457,0.22407695651054382,0.2680026590824127,0.43713614344596863,0.28085172176361084,0.28801023960113525,0.31265994906425476,0.09261104464530945,0.2505623996257782,0.2439768761396408,0.1954859346151352,-0.08724862337112427,0.39706939458847046
price,0.18606361746788025,0.25307267904281616,0.1829991340637207,0.20305229723453522,0.11995101720094681,0.3023393154144287,0.16230839490890503,0.16154247522354126,0.19911396503448486,0.545911431312561,0.2150627225637436,0.2031242698431015,0.13748984038829803,0.31777051091194153,-0.03538885712623596,0.29622355103492737,0.25135260820388794,0.32321640849113464,-0.0014510699547827244,0.14631175994873047
