,what,measurement,do,scientists,used,to,determine,the,quality,of,water,?
scientists,0.30003565549850464,0.41223350167274475,0.2658487558364868,0.9999999403953552,0.21876731514930725,0.27814680337905884,0.25971898436546326,0.25988271832466125,0.12391933053731918,0.20474955439567566,0.23140251636505127,0.16597221791744232
assess,0.3918081521987915,0.3563815951347351,0.42018982768058777,0.2869360148906708,0.1801929622888565,0.33894190192222595,0.5309392213821411,0.2471352517604828,0.41753336787223816,0.2644112706184387,0.22256359457969666,0.30426618456840515
this,0.5489566326141357,0.3301146924495697,0.34963881969451904,0.27928626537323,0.3996967375278473,0.5759071707725525,0.38387903571128845,0.6274310946464539,0.2950848340988159,0.45148900151252747,0.29743993282318115,0.3155723512172699
aspect,0.3092297315597534,0.3522176146507263,0.2649874985218048,0.1547682285308838,0.28213462233543396,0.22769971191883087,0.32584333419799805,0.24363651871681213,0.41465574502944946,0.26582151651382446,0.12581779062747955,0.21104450523853302
of,0.33290785551071167,0.26198503375053406,0.26150479912757874,0.20474955439567566,0.3075267970561981,0.41548454761505127,0.3512130081653595,0.733189046382904,0.24742498993873596,1.0,0.2741255462169647,0.1826142966747284
water,0.17456887662410736,0.27194106578826904,0.2054748237133026,0.23140251636505127,0.2721066176891327,0.27858173847198486,0.154290571808815,0.297396719455719,0.223600834608078,0.2741255462169647,0.9999998807907104,0.14731885492801666
quality,0.28952741622924805,0.32155898213386536,0.21200363337993622,0.12391933053731918,0.29555246233940125,0.28523996472358704,0.2943548858165741,0.21949779987335205,1.0,0.24742498993873596,0.223600834608078,0.23524069786071777
by,0.2455483376979828,0.198189839720726,0.1481526494026184,0.22483672201633453,0.27705541253089905,0.33534231781959534,0.25706249475479126,0.4408751428127289,0.18296083807945251,0.3646814823150635,0.22562243044376373,0.17966607213020325
measuring,0.2584631145000458,0.7436710000038147,0.1779860109090805,0.3459013104438782,0.3506910800933838,0.2159111499786377,0.4489905536174774,0.29231998324394226,0.278484970331192,0.30754444003105164,0.3226715624332428,0.16787901520729065
the,0.42745697498321533,0.2747146487236023,0.30239659547805786,0.25988271832466125,0.3718377649784088,0.535392165184021,0.40889066457748413,1.0,0.21949779987335205,0.733189046382904,0.297396719455719,0.22068053483963013
water,0.17456887662410736,0.27194106578826904,0.2054748237133026,0.23140251636505127,0.2721066176891327,0.27858173847198486,0.154290571808815,0.297396719455719,0.223600834608078,0.2741255462169647,0.9999998807907104,0.14731885492801666
's,0.02692362666130066,0.03460044041275978,-0.01994597539305687,0.013002701103687286,0.00600846204906702,0.03782717138528824,-0.04907059296965599,-0.01540423184633255,0.03701535984873772,-0.03817026689648628,0.06513497978448868,-0.023395681753754616
biochemical,0.26147177815437317,0.3416871130466461,0.25871890783309937,0.3385850191116333,0.25535261631011963,0.20436877012252808,0.35923802852630615,0.23117193579673767,0.21444794535636902,0.27119091153144836,0.246073916554451,0.19597524404525757
oxygen,0.16781960427761078,0.23693647980690002,0.22088919579982758,0.21518544852733612,0.21276918053627014,0.24193501472473145,0.19509436190128326,0.20428593456745148,0.23154211044311523,0.16848602890968323,0.4692627191543579,0.16786395013332367
demand,0.2007312774658203,0.2049579918384552,0.17664314806461334,0.1219845861196518,0.20647388696670532,0.33607128262519836,0.25973623991012573,0.27194610238075256,0.3957121968269348,0.2345065176486969,0.21207985281944275,0.13359291851520538
",",0.3087472915649414,0.204771026968956,0.3283645510673523,0.25785407423973083,0.3120402991771698,0.44245919585227966,0.2144405096769333,0.4933079481124878,0.23283851146697998,0.4946078956127167,0.26706066727638245,0.31091248989105225
or,0.33867141604423523,0.3125475347042084,0.39439281821250916,0.19233618676662445,0.4951852560043335,0.38921234011650085,0.3392714262008667,0.4174870550632477,0.2978770434856415,0.3792596757411957,0.3301985263824463,0.32389625906944275
the,0.42745697498321533,0.2747146487236023,0.30239659547805786,0.25988271832466125,0.3718377649784088,0.535392165184021,0.40889066457748413,1.0,0.21949779987335205,0.733189046382904,0.297396719455719,0.22068053483963013
amount,0.2602839767932892,0.42632731795310974,0.23061631619930267,0.2344340831041336,0.27664682269096375,0.309798926115036,0.3522385060787201,0.3336862325668335,0.412102073431015,0.2541177570819855,0.27906087040901184,0.17984020709991455
of,0.33290785551071167,0.26198503375053406,0.26150479912757874,0.20474955439567566,0.3075267970561981,0.41548454761505127,0.3512130081653595,0.733189046382904,0.24742498993873596,1.0,0.2741255462169647,0.1826142966747284
o,0.1489914506673813,0.10635126382112503,0.20256756246089935,0.09458044916391373,0.11275003105401993,0.1644444614648819,0.14507010579109192,0.19071193039417267,0.048690371215343475,0.16054381430149078,0.15933758020401,0.23868927359580994
2,-0.049862053245306015,-0.05727880820631981,-0.09570206701755524,-0.04023994877934456,0.04418706148862839,-0.0836251974105835,-0.07623791694641113,-0.019434669986367226,-0.12492169439792633,-0.013777675107121468,0.04057620093226433,0.001977203879505396
needed,0.3631289601325989,0.3041747212409973,0.41401490569114685,0.19104233384132385,0.4799882769584656,0.45002421736717224,0.3604695200920105,0.3064746856689453,0.40560173988342285,0.27215874195098877,0.2513282895088196,0.2863257825374603
to,0.455847829580307,0.2653844356536865,0.38876664638519287,0.27814680337905884,0.40058770775794983,1.0,0.4076496958732605,0.535392165184021,0.28523996472358704,0.41548454761505127,0.27858173847198486,0.29463258385658264
restore,0.26890912652015686,0.10627079755067825,0.28403985500335693,0.14181146025657654,0.1554969996213913,0.37623947858810425,0.2886902391910553,0.3155142068862915,0.23306576907634735,0.25640997290611267,0.1325748711824417,0.22407253086566925
it,0.45803478360176086,0.2693471610546112,0.337066113948822,0.27276167273521423,0.3575260639190674,0.513711154460907,0.2899050712585449,0.6251175999641418,0.2903359830379486,0.38761502504348755,0.31979092955589294,0.25732165575027466
to,0.455847829580307,0.2653844356536865,0.38876664638519287,0.27814680337905884,0.40058770775794983,1.0,0.4076496958732605,0.535392165184021,0.28523996472358704,0.41548454761505127,0.27858173847198486,0.29463258385658264
a,0.3320399522781372,0.2956489324569702,0.26237669587135315,0.21906225383281708,0.3864384889602661,0.45503583550453186,0.3650607168674469,0.5829201340675354,0.1999066025018692,0.5052502155303955,0.2979097068309784,0.23916715383529663
normal,0.32813265919685364,0.300822913646698,0.3190809190273285,0.2101770043373108,0.31843456625938416,0.32997602224349976,0.2959822714328766,0.25256022810935974,0.3251773715019226,0.2300747036933899,0.2064390629529953,0.19617988169193268
concentration,0.2389112114906311,0.33382004499435425,0.16894954442977905,0.2352750301361084,0.2261713743209839,0.26137882471084595,0.20158272981643677,0.2617439329624176,0.27002814412117004,0.2754148840904236,0.3129671812057495,0.1292840540409088
