,when,did,hulu,begin,offering,abc,'s,programs,for,streaming,?
the,0.5091903209686279,0.34736719727516174,0.24576015770435333,0.34293439984321594,0.2296384871006012,0.2068762183189392,-0.01540423184633255,0.21757709980010986,0.4739971458911896,0.25890758633613586,0.22068053483963013
walt,0.1786840409040451,0.1685073971748352,0.30071619153022766,0.11817284673452377,0.1630081981420517,0.36108773946762085,0.09715674072504044,0.20753292739391327,0.1657402515411377,0.24570348858833313,0.18540392816066742
disney,0.17460092902183533,0.16180537641048431,0.35186028480529785,0.17236660420894623,0.1710543930530548,0.37895750999450684,0.0786653682589531,0.20356754958629608,0.16913838684558868,0.2516186535358429,0.22150784730911255
company,0.2219121903181076,0.16800642013549805,0.26372939348220825,0.1609835922718048,0.2702053487300873,0.16210390627384186,0.003266559913754463,0.2044716626405716,0.25874319672584534,0.21465709805488586,0.12195809185504913
is,0.3471449911594391,0.19247472286224365,0.17542731761932373,0.18119797110557556,0.16401077806949615,0.16037321090698242,0.02396530658006668,0.18660567700862885,0.43268078565597534,0.23577673733234406,0.22961433231830597
also,0.5475645065307617,0.39334940910339355,0.22512613236904144,0.18551087379455566,0.2350952923297882,0.2030053734779358,-0.0014726108638569713,0.39758992195129395,0.5373267531394958,0.2879384756088257,0.21848613023757935
a,0.44397395849227905,0.2552328109741211,0.2038281112909317,0.22845244407653809,0.25045904517173767,0.21331243216991425,0.04866964742541313,0.25316864252090454,0.44038116931915283,0.2633991539478302,0.23916715383529663
part-owner,0.32200562953948975,0.21872371435165405,0.2917715609073639,0.14643265306949615,0.32494521141052246,0.2942536175251007,0.05838929861783981,0.20722639560699463,0.308685302734375,0.3146434724330902,0.23760047554969788
of,0.3757161796092987,0.2513895630836487,0.20946349203586578,0.24830074608325958,0.21607820689678192,0.14607268571853638,-0.03817026689648628,0.18037469685077667,0.4185989499092102,0.2159390151500702,0.1826142966747284
hulu,0.12304632365703583,0.1325419396162033,1.0,0.09253174811601639,0.20184651017189026,0.31298986077308655,0.0725773349404335,0.35673168301582336,0.21247251331806183,0.4082038104534149,0.2140095978975296
(,0.2459595799446106,0.18979617953300476,0.19816717505455017,0.12756820023059845,0.1307392716407776,0.183883935213089,0.0012731997994706035,0.13040293753147125,0.3357032239437103,0.15979774296283722,0.40561532974243164
as,0.4437963366508484,0.3596470057964325,0.22207121551036835,0.20308734476566315,0.25154706835746765,0.2286096066236496,-0.05775856226682663,0.2817786931991577,0.44774648547172546,0.22415544092655182,0.27043893933296204
part,0.35435768961906433,0.23558001220226288,0.17969085276126862,0.24814602732658386,0.17031100392341614,0.13526929914951324,0.007562864106148481,0.19553633034229279,0.250704288482666,0.196845144033432,0.08557961881160736
of,0.3757161796092987,0.2513895630836487,0.20946349203586578,0.24830074608325958,0.21607820689678192,0.14607268571853638,-0.03817026689648628,0.18037469685077667,0.4185989499092102,0.2159390151500702,0.1826142966747284
a,0.44397395849227905,0.2552328109741211,0.2038281112909317,0.22845244407653809,0.25045904517173767,0.21331243216991425,0.04866964742541313,0.25316864252090454,0.44038116931915283,0.2633991539478302,0.23916715383529663
consortium,0.1364765465259552,0.13192448019981384,0.30091843008995056,0.10504325479269028,0.25642913579940796,0.22470098733901978,0.03133011609315872,0.29761406779289246,0.26221513748168945,0.2806313633918762,0.12730471789836884
that,0.5860282182693481,0.47518548369407654,0.18993628025054932,0.27644142508506775,0.34142544865608215,0.17440107464790344,0.04397977516055107,0.3190736472606659,0.4137635827064514,0.26003655791282654,0.32716336846351624
includes,0.14346031844615936,0.15465357899665833,0.20060576498508453,0.14628419280052185,0.17663639783859253,0.16927367448806763,-0.0293574221432209,0.20372021198272705,0.3552350699901581,0.29126524925231934,0.14011523127555847
",",0.36674630641937256,0.3015086054801941,0.19695565104484558,0.27304404973983765,0.2681748569011688,0.2097204476594925,-0.0016132977325469255,0.21514803171157837,0.4464869201183319,0.2369975447654724,0.31091248989105225
among,0.2075822502374649,0.2415449470281601,0.15428157150745392,0.15322139859199524,0.21794497966766357,0.06692434847354889,0.01186611782759428,0.197768896818161,0.2832789719104767,0.1678909808397293,0.14343059062957764
other,0.34102705121040344,0.31707024574279785,0.20660622417926788,0.23220928013324738,0.3011256456375122,0.10159935057163239,0.04445967823266983,0.2899841070175171,0.3273986279964447,0.3039899468421936,0.24682199954986572
parties,0.252829372882843,0.20107270777225494,0.14223890006542206,0.15450796484947205,0.2484581619501114,0.13939237594604492,0.050334759056568146,0.23990483582019806,0.24038323760032654,0.17005674540996552,0.16949701309204102
",",0.36674630641937256,0.3015086054801941,0.19695565104484558,0.27304404973983765,0.2681748569011688,0.2097204476594925,-0.0016132977325469255,0.21514803171157837,0.4464869201183319,0.2369975447654724,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.24576015770435333,0.34293439984321594,0.2296384871006012,0.2068762183189392,-0.01540423184633255,0.21757709980010986,0.4739971458911896,0.25890758633613586,0.22068053483963013
respective,0.31175747513771057,0.29235729575157166,0.2215164303779602,0.17805185914039612,0.24620890617370605,0.117442786693573,0.0008054489153437316,0.262494832277298,0.34873059391975403,0.282159686088562,0.2512778639793396
parent,0.28496110439300537,0.10150361806154251,0.15817587077617645,0.15356306731700897,0.11430654674768448,0.21705441176891327,-0.025626735761761665,0.2042699158191681,0.22875110805034637,0.18858572840690613,0.19855059683322906
companies,0.16661736369132996,0.22622764110565186,0.2510496973991394,0.1577356457710266,0.33403077721595764,0.11513935029506683,0.09301820397377014,0.3486004173755646,0.2787042260169983,0.23061330616474152,0.14365637302398682
of,0.3757161796092987,0.2513895630836487,0.20946349203586578,0.24830074608325958,0.21607820689678192,0.14607268571853638,-0.03817026689648628,0.18037469685077667,0.4185989499092102,0.2159390151500702,0.1826142966747284
nbc,0.17437143623828888,0.1728760302066803,0.40096938610076904,0.12205708026885986,0.09956486523151398,0.63486248254776,0.07915050536394119,0.3764050602912903,0.22503440082073212,0.26916810870170593,0.1680917739868164
and,0.4716290831565857,0.34479495882987976,0.17982950806617737,0.2599445581436157,0.3040096163749695,0.16453155875205994,0.06895173341035843,0.334749311208725,0.5064792633056641,0.2620075047016144,0.20544172823429108
fox,0.17985552549362183,0.17967204749584198,0.24516324698925018,0.17364318668842316,0.07496184855699539,0.4152262508869171,0.12025188654661179,0.22441250085830688,0.1993214637041092,0.23680239915847778,0.1670110523700714
",",0.36674630641937256,0.3015086054801941,0.19695565104484558,0.27304404973983765,0.2681748569011688,0.2097204476594925,-0.0016132977325469255,0.21514803171157837,0.4464869201183319,0.2369975447654724,0.31091248989105225
nbcuniversal,0.1623445451259613,0.18026115000247955,0.3536829948425293,0.17210695147514343,0.23171764612197876,0.37409642338752747,0.029904209077358246,0.34112560749053955,0.23850207030773163,0.29100140929222107,0.23090960085391998
and,0.4716290831565857,0.34479495882987976,0.17982950806617737,0.2599445581436157,0.3040096163749695,0.16453155875205994,0.06895173341035843,0.334749311208725,0.5064792633056641,0.2620075047016144,0.20544172823429108
21st,0.19236880540847778,0.25668981671333313,0.2161155343055725,0.17908452451229095,0.13610044121742249,0.17777985334396362,0.0019980021752417088,0.12150003761053085,0.21838991343975067,0.15214380621910095,0.22120748460292816
century,0.22992412745952606,0.2333737462759018,0.12660075724124908,0.17297205328941345,0.14823438227176666,0.08703500032424927,-0.0005286295781843364,0.17178377509117126,0.18660898506641388,0.06557106226682663,0.1026201918721199
fox,0.17985552549362183,0.17967204749584198,0.24516324698925018,0.17364318668842316,0.07496184855699539,0.4152262508869171,0.12025188654661179,0.22441250085830688,0.1993214637041092,0.23680239915847778,0.1670110523700714
),0.2538422644138336,0.18584993481636047,0.19404123723506927,0.13078060746192932,0.1629997342824936,0.18381085991859436,0.021107977256178856,0.14479808509349823,0.3639558255672455,0.18717721104621887,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.19695565104484558,0.27304404973983765,0.2681748569011688,0.2097204476594925,-0.0016132977325469255,0.21514803171157837,0.4464869201183319,0.2369975447654724,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.17982950806617737,0.2599445581436157,0.3040096163749695,0.16453155875205994,0.06895173341035843,0.334749311208725,0.5064792633056641,0.2620075047016144,0.20544172823429108
has,0.34538573026657104,0.2124989777803421,0.16214454174041748,0.12440475076436996,0.18665039539337158,0.23067910969257355,-0.040683966130018234,0.22906051576137543,0.450642853975296,0.21189936995506287,0.15994466841220856
offered,0.19306465983390808,0.40334975719451904,0.20185263454914093,0.15379147231578827,0.6281290054321289,0.1798410415649414,0.008031184785068035,0.3037620484828949,0.3913280963897705,0.1977672278881073,0.22244536876678467
full-length,0.21102593839168549,0.17881180346012115,0.18994653224945068,0.22176270186901093,0.14298155903816223,0.146667942404747,0.07348863035440445,0.15454238653182983,0.2155429720878601,0.24982838332653046,0.20514002442359924
episodes,0.20127248764038086,0.1200496256351471,0.32052016258239746,0.15971630811691284,0.13150013983249664,0.4064764380455017,-0.013447972945868969,0.36906468868255615,0.16166263818740845,0.29000553488731384,0.21740183234214783
of,0.3757161796092987,0.2513895630836487,0.20946349203586578,0.24830074608325958,0.21607820689678192,0.14607268571853638,-0.03817026689648628,0.18037469685077667,0.4185989499092102,0.2159390151500702,0.1826142966747284
most,0.299309104681015,0.2822507321834564,0.19202926754951477,0.24350745975971222,0.19034473598003387,0.12975531816482544,0.024445664137601852,0.2394542694091797,0.3906237483024597,0.24433383345603943,0.2107497900724411
of,0.3757161796092987,0.2513895630836487,0.20946349203586578,0.24830074608325958,0.21607820689678192,0.14607268571853638,-0.03817026689648628,0.18037469685077667,0.4185989499092102,0.2159390151500702,0.1826142966747284
abc,0.13294127583503723,0.13353709876537323,0.31298986077308655,0.12703588604927063,0.1060570478439331,1.0000001192092896,0.06670809537172318,0.3454950749874115,0.22510288655757904,0.3399188816547394,0.19065172970294952
's,-0.03368149697780609,0.05069678649306297,0.0725773349404335,-0.07216574251651764,0.09981496632099152,0.06670809537172318,0.9999999403953552,0.06997905671596527,-0.07241261005401611,0.03539925068616867,-0.023395681753754616
programming,0.16662397980690002,0.13710743188858032,0.3009515702724457,0.07639122754335403,0.216722771525383,0.3165910840034485,0.011488005518913269,0.5994382500648499,0.24722188711166382,0.3700701892375946,0.22249025106430054
through,0.34666842222213745,0.14190755784511566,0.16968649625778198,0.30493611097335815,0.20232637226581573,0.1861964464187622,-0.020649312064051628,0.20947958528995514,0.3172857463359833,0.3646983802318573,0.16913433372974396
the,0.5091903209686279,0.34736719727516174,0.24576015770435333,0.34293439984321594,0.2296384871006012,0.2068762183189392,-0.01540423184633255,0.21757709980010986,0.4739971458911896,0.25890758633613586,0.22068053483963013
streaming,0.1775771677494049,0.09285816550254822,0.4082038104534149,0.1336737871170044,0.34493231773376465,0.3399188816547394,0.03539925068616867,0.3464536666870117,0.29786989092826843,0.9999998807907104,0.19690081477165222
service,0.23540960252285004,0.14130860567092896,0.2839592397212982,0.1306588351726532,0.2881702780723572,0.22076331079006195,0.017307469621300697,0.29368942975997925,0.31237727403640747,0.3720870912075043,0.1676298975944519
since,0.42774689197540283,0.27613121271133423,0.16679351031780243,0.21266606450080872,0.1489185392856598,0.20685888826847076,-0.04899144917726517,0.25186237692832947,0.36751601099967957,0.16852515935897827,0.2876587212085724
july,0.24211758375167847,0.25485745072364807,0.1613219827413559,0.16004678606987,0.15472470223903656,0.15350030362606049,-0.06841624528169632,0.14374317228794098,0.28973108530044556,0.16593725979328156,0.2897891402244568
6,0.11803975701332092,-0.0043754540383815765,0.0015789850149303675,-0.00301809492520988,0.04914882406592369,0.07212936878204346,0.06298240274190903,0.08727378398180008,0.03396032005548477,0.06816989183425903,0.045001473277807236
",",0.36674630641937256,0.3015086054801941,0.19695565104484558,0.27304404973983765,0.2681748569011688,0.2097204476594925,-0.0016132977325469255,0.21514803171157837,0.4464869201183319,0.2369975447654724,0.31091248989105225
2009,-0.2985190749168396,-0.20252078771591187,-0.11475588381290436,-0.15147705376148224,-0.17458435893058777,-0.07355155050754547,-0.02547297812998295,-0.16438396275043488,-0.20903140306472778,-0.01139012724161148,-0.2287932187318802
(,0.2459595799446106,0.18979617953300476,0.19816717505455017,0.12756820023059845,0.1307392716407776,0.183883935213089,0.0012731997994706035,0.13040293753147125,0.3357032239437103,0.15979774296283722,0.40561532974243164
which,0.572554349899292,0.2750149369239807,0.24249261617660522,0.22235408425331116,0.3173835873603821,0.1991286277770996,0.03856118768453598,0.36594220995903015,0.44095608592033386,0.35208848118782043,0.25814583897590637
are,0.29873907566070557,0.2159031480550766,0.15714959800243378,0.26238346099853516,0.24794180691242218,0.06184951588511467,-0.008927806280553341,0.25339001417160034,0.3895993232727051,0.2822425067424774,0.24591213464736938
available,0.1828819364309311,0.16359347105026245,0.344168096780777,0.1491226851940155,0.3406858742237091,0.17715942859649658,0.03610558435320854,0.305233895778656,0.3672940731048584,0.38631612062454224,0.2501629889011383
for,0.43402108550071716,0.318512886762619,0.21247251331806183,0.29862016439437866,0.3597825765609741,0.22510288655757904,-0.07241261005401611,0.3644469678401947,0.9999999403953552,0.29786989092826843,0.264628142118454
viewing,0.2838296592235565,0.15396523475646973,0.2885769009590149,0.21882887184619904,0.2887840270996094,0.23849520087242126,-0.020483871921896935,0.358638733625412,0.28281599283218384,0.34207814931869507,0.2183355838060379
on,0.37706470489501953,0.2670976221561432,0.24615328013896942,0.2630721628665924,0.228683203458786,0.2862928807735443,0.0026888418942689896,0.28622785210609436,0.36199691891670227,0.320134699344635,0.2714994251728058
hulu,0.12304632365703583,0.1325419396162033,1.0,0.09253174811601639,0.20184651017189026,0.31298986077308655,0.0725773349404335,0.35673168301582336,0.21247251331806183,0.4082038104534149,0.2140095978975296
's,-0.03368149697780609,0.05069678649306297,0.0725773349404335,-0.07216574251651764,0.09981496632099152,0.06670809537172318,0.9999999403953552,0.06997905671596527,-0.07241261005401611,0.03539925068616867,-0.023395681753754616
website,0.13090898096561432,0.17657974362373352,0.26168790459632874,0.11202391237020493,0.1512911468744278,0.16481292247772217,0.007907068356871605,0.19447854161262512,0.21309198439121246,0.26448097825050354,0.2114749401807785
and,0.4716290831565857,0.34479495882987976,0.17982950806617737,0.2599445581436157,0.3040096163749695,0.16453155875205994,0.06895173341035843,0.334749311208725,0.5064792633056641,0.2620075047016144,0.20544172823429108
mobile,0.19997847080230713,0.14520208537578583,0.2821115255355835,0.11701524257659912,0.18895184993743896,0.1389712542295456,0.05840003862977028,0.1875515878200531,0.1831681877374649,0.28639838099479675,0.15319456160068512
app,0.2177848219871521,0.1509854644536972,0.38259124755859375,0.11458215117454529,0.2563134729862213,0.21740293502807617,0.05560372769832611,0.35389384627342224,0.2033482939004898,0.37455976009368896,0.2307083010673523
),0.2538422644138336,0.18584993481636047,0.19404123723506927,0.13078060746192932,0.1629997342824936,0.18381085991859436,0.021107977256178856,0.14479808509349823,0.3639558255672455,0.18717721104621887,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.19695565104484558,0.27304404973983765,0.2681748569011688,0.2097204476594925,-0.0016132977325469255,0.21514803171157837,0.4464869201183319,0.2369975447654724,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.22207121551036835,0.20308734476566315,0.25154706835746765,0.2286096066236496,-0.05775856226682663,0.2817786931991577,0.44774648547172546,0.22415544092655182,0.27043893933296204
part,0.35435768961906433,0.23558001220226288,0.17969085276126862,0.24814602732658386,0.17031100392341614,0.13526929914951324,0.007562864106148481,0.19553633034229279,0.250704288482666,0.196845144033432,0.08557961881160736
of,0.3757161796092987,0.2513895630836487,0.20946349203586578,0.24830074608325958,0.21607820689678192,0.14607268571853638,-0.03817026689648628,0.18037469685077667,0.4185989499092102,0.2159390151500702,0.1826142966747284
an,0.33026179671287537,0.22598257660865784,0.20440837740898132,0.13176555931568146,0.1421716809272766,0.16561369597911835,0.025255560874938965,0.2300964742898941,0.3236706852912903,0.14695101976394653,0.19793890416622162
agreement,0.23616954684257507,0.2812501788139343,0.1441306620836258,0.23719511926174164,0.30045321583747864,0.16430042684078217,0.012729662470519543,0.18625949323177338,0.20913051068782806,0.1500607132911682,0.15830197930335999
reached,0.22692134976387024,0.24863581359386444,0.18261831998825073,0.1930048018693924,0.19577006995677948,0.14975564181804657,0.0023906826972961426,0.04332099109888077,0.21224410831928253,0.26132118701934814,0.1518019139766693
in,0.4431333839893341,0.2593238651752472,0.2071504443883896,0.2903634011745453,0.2069210261106491,0.1697147786617279,-0.037580832839012146,0.2276356965303421,0.4322226941585541,0.19644196331501007,0.20430970191955566
april,0.2554110586643219,0.2925565242767334,0.17222176492214203,0.17933502793312073,0.16937609016895294,0.1727592945098877,-0.05799118056893349,0.14176419377326965,0.29502245783805847,0.16638877987861633,0.25704094767570496
that,0.5860282182693481,0.47518548369407654,0.18993628025054932,0.27644142508506775,0.34142544865608215,0.17440107464790344,0.04397977516055107,0.3190736472606659,0.4137635827064514,0.26003655791282654,0.32716336846351624
year,0.3014719784259796,0.21422851085662842,0.2664135992527008,0.27493274211883545,0.16169394552707672,0.2373921275138855,-0.04087831452488899,0.1516295224428177,0.29294124245643616,0.16859030723571777,0.18315006792545319
that,0.5860282182693481,0.47518548369407654,0.18993628025054932,0.27644142508506775,0.34142544865608215,0.17440107464790344,0.04397977516055107,0.3190736472606659,0.4137635827064514,0.26003655791282654,0.32716336846351624
also,0.5475645065307617,0.39334940910339355,0.22512613236904144,0.18551087379455566,0.2350952923297882,0.2030053734779358,-0.0014726108638569713,0.39758992195129395,0.5373267531394958,0.2879384756088257,0.21848613023757935
allowed,0.36527392268180847,0.5197521448135376,0.2038147747516632,0.2928060293197632,0.2821647524833679,0.11095034331083298,0.024586396291851997,0.17445611953735352,0.3152953088283539,0.17506623268127441,0.2309964895248413
disney,0.17460092902183533,0.16180537641048431,0.35186028480529785,0.17236660420894623,0.1710543930530548,0.37895750999450684,0.0786653682589531,0.20356754958629608,0.16913838684558868,0.2516186535358429,0.22150784730911255
to,0.5423505902290344,0.4452643394470215,0.19057926535606384,0.33302420377731323,0.3353215456008911,0.1762417107820511,0.03782717138528824,0.23389451205730438,0.4451248347759247,0.27191177010536194,0.29463258385658264
acquire,0.19393567740917206,0.15333779156208038,0.21492576599121094,0.20322898030281067,0.26023077964782715,0.09076379239559174,-0.037388402968645096,0.18377703428268433,0.18169787526130676,0.24824324250221252,0.1228754073381424
a,0.44397395849227905,0.2552328109741211,0.2038281112909317,0.22845244407653809,0.25045904517173767,0.21331243216991425,0.04866964742541313,0.25316864252090454,0.44038116931915283,0.2633991539478302,0.23916715383529663
27,-0.042299967259168625,0.09100242704153061,0.05699051916599274,0.06659294664859772,0.06136807054281235,0.09239796549081802,0.004313452169299126,0.04947963356971741,0.07060686498880386,0.0024297740310430527,0.036716945469379425
%,0.1723080277442932,0.1450016051530838,0.2026473581790924,0.08634915202856064,0.04585875943303108,0.061222776770591736,0.031266406178474426,0.15810810029506683,0.16658860445022583,0.1586679071187973,0.21441808342933655
ownership,0.18101194500923157,0.2650400698184967,0.25196996331214905,0.10565555840730667,0.29216933250427246,0.1954909712076187,0.0006004469469189644,0.18356303870677948,0.3019750118255615,0.20181488990783691,0.19719240069389343
stake,0.1693873107433319,0.19136126339435577,0.1318075805902481,0.10455147176980972,0.2658103406429291,0.10490433126688004,0.00936009082943201,0.07591518014669418,0.14664745330810547,0.07946918159723282,0.10940878093242645
in,0.4431333839893341,0.2593238651752472,0.2071504443883896,0.2903634011745453,0.2069210261106491,0.1697147786617279,-0.037580832839012146,0.2276356965303421,0.4322226941585541,0.19644196331501007,0.20430970191955566
hulu,0.12304632365703583,0.1325419396162033,1.0,0.09253174811601639,0.20184651017189026,0.31298986077308655,0.0725773349404335,0.35673168301582336,0.21247251331806183,0.4082038104534149,0.2140095978975296
.,0.475719153881073,0.35288307070732117,0.25959324836730957,0.24827922880649567,0.2025103121995926,0.2567209303379059,-0.003708066651597619,0.21148164570331573,0.4726039469242096,0.23782236874103546,0.4130953550338745
